,community,province,population,population_type (Census 2016),lat,long,violence_rate,year,nat_avg
1564,Haldimand County,ON,45608.0,Census subdivision,42.9277,-79.8762,754.0,2012,1310.8
1565,Haldimand County,ON,45608.0,Census subdivision,42.9277,-79.8762,584.0,2013,1200.9
1566,Haldimand County,ON,45608.0,Census subdivision,42.9277,-79.8762,439.0,2014,1088.4
1567,Haldimand County,ON,45608.0,Census subdivision,42.9277,-79.8762,514.0,2015,1113.9
1568,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,1111.0,2008,1357.159959
1569,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,1032.0,2009,1450.0
1570,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,802.0,2010,1493.7
1571,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,641.0,2011,1346.6
1572,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,836.0,2012,1310.8
1573,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,822.0,2013,1200.9
1574,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,742.0,2014,1088.4
1575,Haliburton Highlands,ON,18062.0,Census division,45.0467,-78.5085,639.0,2015,1113.9
1576,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1993.0,2008,1357.159959
1577,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,2035.0,2009,1450.0
1578,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1922.0,2010,1493.7
1579,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1564.0,2011,1346.6
1580,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1329.0,2012,1310.8
1581,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1298.0,2013,1200.9
1582,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1113.0,2014,1088.4
1583,Halifax,NS,403131.0,Census subdivision,44.6488,-63.5752,1101.0,2015,1113.9
1584,Halifax County,NS,403390.0,Census division,44.9,-63.1,823.0,2008,1357.159959
1585,Halifax County,NS,403390.0,Census division,44.9,-63.1,885.0,2009,1450.0
1586,Halifax County,NS,403390.0,Census division,44.9,-63.1,788.0,2010,1493.7
1587,Halifax County,NS,403390.0,Census division,44.9,-63.1,635.0,2011,1346.6
1588,Halifax County,NS,403390.0,Census division,44.9,-63.1,537.0,2012,1310.8
1589,Halifax County,NS,403390.0,Census division,44.9,-63.1,570.0,2013,1200.9
1590,Halifax County,NS,403390.0,Census division,44.9,-63.1,417.0,2014,1088.4
1591,Halifax County,NS,403390.0,Census division,44.9,-63.1,386.0,2015,1113.9
1592,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,475.0,2008,1357.159959
1593,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,457.0,2009,1450.0
1594,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,488.0,2010,1493.7
1595,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,460.0,2011,1346.6
1596,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,360.0,2012,1310.8
1597,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,327.0,2013,1200.9
1598,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,320.0,2014,1088.4
1599,Halton Region (Oakville/Burlington),ON,548435.0,Census division,43.5325,-79.8745,323.0,2015,1113.9
1600,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,1138.0,2008,1357.159959
1601,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,1206.0,2009,1450.0
1602,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,1214.0,2010,1493.7
1603,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,1155.0,2011,1346.6
1604,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,1002.0,2012,1310.8
1605,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,888.0,2013,1200.9
1606,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,885.0,2014,1088.4
1607,Hamilton,ON,536917.0,Census subdivision,43.2557,-79.8711,760.0,2015,1113.9
1608,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,,2008,1357.159959
1609,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,,2009,1450.0
1610,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,,2010,1493.7
1611,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,,2011,1346.6
1612,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,,2012,1310.8
1613,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,,2013,1200.9
1614,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,388.0,2014,1088.4
1615,Hampton,NB,4289.0,Census subdivision,45.533,-65.8322,483.0,2015,1113.9
1616,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,879.0,2008,1357.159959
1617,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1400.0,2009,1450.0
1618,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1143.0,2010,1493.7
1619,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1681.0,2011,1346.6
1620,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1231.0,2012,1310.8
1621,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1328.0,2013,1200.9
1622,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,1400.0,2014,1088.4
1623,Hanover,ON,7688.0,Census subdivision,44.1526,-81.0254,983.0,2015,1113.9
1624,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,7967.0,2008,1357.159959
1625,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,8456.0,2009,1450.0
1626,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,8895.0,2010,1493.7
1627,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,9107.0,2011,1346.6
1628,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,8621.0,2012,1310.8
1629,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,7989.0,2013,1200.9
1630,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,3933.0,2014,1088.4
1631,Happy Valley-Goose Bay,NL,8109.0,Census subdivision,53.3017,-60.3261,3270.0,2015,1113.9
1632,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,979.0,2008,1357.159959
1633,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,924.0,2009,1450.0
1634,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,1108.0,2010,1493.7
1635,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,847.0,2011,1346.6
1636,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,927.0,2012,1310.8
1637,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,840.0,2013,1200.9
1638,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,743.0,2014,1088.4
1639,Harbour Grace,NL,2995.0,Census subdivision,47.6951,-53.2116,1025.0,2015,1113.9
1640,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,672.0,2008,1357.159959
1641,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,706.0,2009,1450.0
1642,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,780.0,2010,1493.7
1643,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,798.0,2011,1346.6
1644,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,824.0,2012,1310.8
1645,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,810.0,2013,1200.9
1646,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,1001.0,2014,1088.4
1647,Haut-Richelieu Region,QC,117443.0,Census division,45.2261,-73.1815,952.0,2015,1113.9
1648,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,665.0,2008,1357.159959
1649,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,573.0,2009,1450.0
1650,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,797.0,2010,1493.7
1651,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,916.0,2011,1346.6
1652,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,828.0,2012,1310.8
1653,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,887.0,2013,1200.9
1654,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,740.0,2014,1088.4
1655,Haut-Saint-François Region,QC,22335.0,Census division,45.5241,-71.4053,657.0,2015,1113.9
1656,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1190.0,2008,1357.159959
1657,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,947.0,2009,1450.0
1658,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1561.0,2010,1493.7
1659,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1287.0,2011,1346.6
1660,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1410.0,2012,1310.8
1661,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1266.0,2013,1200.9
1662,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,1156.0,2014,1088.4
1663,Haut-Saint-Laurent Region,QC,,,45.0577,-74.1281,912.0,2015,1113.9
1664,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,924.0,2008,1357.159959
1665,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,1122.0,2009,1450.0
1666,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,1219.0,2010,1493.7
1667,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,1045.0,2011,1346.6
1668,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,877.0,2012,1310.8
1669,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,679.0,2013,1200.9
1670,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,502.0,2014,1088.4
1671,Haute-Cote-Nord Region,QC,10846.0,Census division,48.566666999999995,-69.23333000000001,1003.0,2015,1113.9
1672,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1506.0,2008,1357.159959
1673,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1630.0,2009,1450.0
1674,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1377.0,2010,1493.7
1675,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,2016.0,2011,1346.6
1676,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1993.0,2012,1310.8
1677,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1340.0,2013,1200.9
1678,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1152.0,2014,1088.4
1679,Haute-Gaspesie Region,QC,11316.0,Census division,49.2846,-65.8767,1198.0,2015,1113.9
1680,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,749.0,2008,1357.159959
1681,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,767.0,2009,1450.0
1682,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,838.0,2010,1493.7
1683,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,822.0,2011,1346.6
1684,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,837.0,2012,1310.8
1685,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,844.0,2013,1200.9
1686,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,599.0,2014,1088.4
1687,Haute-Yamaska Region,QC,88306.0,Census division,45.4478,-72.6128,654.0,2015,1113.9
1688,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,2028.0,2008,1357.159959
1689,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,2281.0,2009,1450.0
1690,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,2377.0,2010,1493.7
1691,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,2223.0,2011,1346.6
1692,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,2553.0,2012,1310.8
1693,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,1331.0,2013,1200.9
1694,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,1434.0,2014,1088.4
1695,Hawkesbury,ON,10263.0,Census subdivision,45.6071,-74.6042,1936.0,2015,1113.9
1696,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,701.0,2008,1357.159959
1697,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,391.0,2009,1450.0
1698,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,381.0,2010,1493.7
1699,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,439.0,2011,1346.6
1700,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,386.0,2012,1310.8
1701,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,468.0,2013,1200.9
1702,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,276.0,2014,1088.4
1703,Headingley,MB,3579.0,Census subdivision,49.887,-97.3772,320.0,2015,1113.9
1704,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,5229.0,2008,1357.159959
1705,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,5400.0,2009,1450.0
1706,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,5660.0,2010,1493.7
1707,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,4259.0,2011,1346.6
1708,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,5359.0,2012,1310.8
1709,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,7955.0,2013,1200.9
1710,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,7781.0,2014,1088.4
1711,High Level,AB,3159.0,Census subdivision,58.5164,-117.1352,9405.0,2015,1113.9
1712,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,6966.0,2008,1357.159959
1713,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,10130.0,2009,1450.0
1714,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,8137.0,2010,1493.7
1715,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,7162.0,2011,1346.6
1716,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,7730.0,2012,1310.8
1717,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,4889.0,2013,1200.9
1718,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,3663.0,2014,1088.4
1719,High Prairie,AB,2564.0,Census subdivision,55.4339,-116.4877,3906.0,2015,1113.9
1720,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,766.0,2008,1357.159959
1721,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,1136.0,2009,1450.0
1722,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,910.0,2010,1493.7
1723,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,1011.0,2011,1346.6
1724,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,1092.0,2012,1310.8
1725,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,788.0,2013,1200.9
1726,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,614.0,2014,1088.4
1727,High River,AB,13584.0,Census subdivision,50.5801,-113.8707,766.0,2015,1113.9
1728,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1756.0,2008,1357.159959
1729,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1826.0,2009,1450.0
1730,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1909.0,2010,1493.7
1731,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1422.0,2011,1346.6
1732,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,2033.0,2012,1310.8
1733,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1988.0,2013,1200.9
1734,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1589.0,2014,1088.4
1735,Hinton,AB,9882.0,Census subdivision,53.4037,-117.5718,1963.0,2015,1113.9
1736,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,,2008,1357.159959
1737,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,,2009,1450.0
1738,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,,2010,1493.7
1739,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,,2011,1346.6
1740,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,,2012,1310.8
1741,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,,2013,1200.9
1742,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,787.0,2014,1088.4
1743,Holyrood,NL,2463.0,Census subdivision,47.385,-53.1247,813.0,2015,1113.9
1744,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,2373.0,2008,1357.159959
1745,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,2785.0,2009,1450.0
1746,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,2332.0,2010,1493.7
1747,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,1869.0,2011,1346.6
1748,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,1866.0,2012,1310.8
1749,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,1610.0,2013,1200.9
1750,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,1612.0,2014,1088.4
1751,Hope,BC,6181.0,Census subdivision,49.383,-121.4425,1816.0,2015,1113.9
1752,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,1041.0,2008,1357.159959
1753,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,704.0,2009,1450.0
1754,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,859.0,2010,1493.7
1755,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,508.0,2011,1346.6
1756,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,505.0,2012,1310.8
1757,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,839.0,2013,1200.9
1758,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,600.0,2014,1088.4
1759,Humboldt,SK,5869.0,Census subdivision,52.202,-105.1229,994.0,2015,1113.9
1760,Huntsville,ON,19816.0,,45.3269,-79.2168,802.0,2008,1357.159959
1761,Huntsville,ON,19816.0,,45.3269,-79.2168,1049.0,2009,1450.0
1762,Huntsville,ON,19816.0,,45.3269,-79.2168,927.0,2010,1493.7
1763,Huntsville,ON,19816.0,,45.3269,-79.2168,866.0,2011,1346.6
1764,Huntsville,ON,19816.0,,45.3269,-79.2168,776.0,2012,1310.8
1765,Huntsville,ON,19816.0,,45.3269,-79.2168,780.0,2013,1200.9
1766,Huntsville,ON,19816.0,,45.3269,-79.2168,619.0,2014,1088.4
1767,Huntsville,ON,19816.0,,45.3269,-79.2168,790.0,2015,1113.9
1768,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,,2008,1357.159959
1769,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,,2009,1450.0
1770,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,,2010,1493.7
1771,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,,2011,1346.6
1772,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,963.0,2012,1310.8
1773,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,914.0,2013,1200.9
1774,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,968.0,2014,1088.4
1775,Huron (Central Huron),ON,7576.0,Census subdivision,43.6636,-81.4718,655.0,2015,1113.9
1776,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,1110.0,2008,1357.159959
1777,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,1107.0,2009,1450.0
1778,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,986.0,2010,1493.7
1779,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,861.0,2011,1346.6
1780,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,1101.0,2012,1310.8
1781,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,955.0,2013,1200.9
1782,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,1108.0,2014,1088.4
1783,Huron (Goderich),ON,7628.0,Census subdivision,43.7428,-81.7139,832.0,2015,1113.9
1784,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,775.0,2008,1357.159959
1785,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,776.0,2009,1450.0
1786,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,773.0,2010,1493.7
1787,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,555.0,2011,1346.6
1788,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,744.0,2012,1310.8
1789,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,470.0,2013,1200.9
1790,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,447.0,2014,1088.4
1791,Huron/Wingham,ON,59297.0,,43.8879,-81.3117,612.0,2015,1113.9
1792,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,614.0,2008,1357.159959
1793,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,587.0,2009,1450.0
1794,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,708.0,2010,1493.7
1795,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,537.0,2011,1346.6
1796,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,618.0,2012,1310.8
1797,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,456.0,2013,1200.9
1798,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,558.0,2014,1088.4
1799,Huronia West/Springwater,ON,19059.0,Census division,44.513000000000005,-79.8745,624.0,2015,1113.9
1800,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,502.0,2008,1357.159959
1801,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,208.0,2009,1450.0
1802,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,360.0,2010,1493.7
1803,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,152.0,2011,1346.6
1804,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,400.0,2012,1310.8
1805,Ile-d'Orleans Region,QC,93674.0,Federal electoral district,46.916667,-70.9,156.0,2013,1200.9
