,Characters,Dialogue,Movie
3280,GENERAL GRIEVOUS, Back away. I will deal with this Jedi slime myself.,Revenge of the Sith
3281,OBI-WAN, Your move.,Revenge of the Sith
3282,GENERAL GRIEVOUS, You fool. I have been trained in your Jedi arts by Count Dooku himself. Attack Kenobi.,Revenge of the Sith
3284,OBI-WAN, You forget I trained the Jedi that defeated Count Dooku!,Revenge of the Sith
3286,OBI-WAN, I may not defeat your droids but my troops certainly will.,Revenge of the Sith
3287,GENERAL GRIEVOUS, Army or not you must realize you are doomed.,Revenge of the Sith
3288,OBI-WAN, I don't think so.,Revenge of the Sith
3298,PALPATINE, I understand your reservations completely Senator and I assure you the appointment of Governors will in no way compete with the duties of the Senate.,Revenge of the Sith
3299,PADME, May I take it then that there will be no further amendments to the Constitution?,Revenge of the Sith
3300,PALPATINE, I want this terrible conflict to end as much as you do My Lady and when it does I guarantee an immediate return to democracy . . .,Revenge of the Sith
3301,PADME, You are pursuing a diplomatic solution to the war then.,Revenge of the Sith
3302,PALPATINE, You must trust me to do the right things Senator. That is why I am here.,Revenge of the Sith
3303,FANGZAR, But surely . . .,Revenge of the Sith
3305,PALPATINE, I have said I will do what is right that should be enough for your . . . committee.,Revenge of the Sith
3306,PADME," On behalf of the ""delegation of two thousand"" I thank you Chancellor.",Revenge of the Sith
3307,PALPATINE, I thank you for bringing this to my attention Senator.,Revenge of the Sith
3309,PALPATINE,  Their sincerity is to be admired although I sense there is more to their request than they are telling us.,Revenge of the Sith
3310,ANAKIN, What do you mean?,Revenge of the Sith
3311,PALPATINE, They are not to be trusted.,Revenge of the Sith
3312,ANAKIN, Surely Senator Amidala can be trusted . . .,Revenge of the Sith
3313,PALPATINE, These are unstable times for the Republic Anakin. Some see instability as an opportunity. Senator Amidala is hiding something. I can see it in her eyes.,Revenge of the Sith
3314,ANAKIN, I'm sure you're mistaken.,Revenge of the Sith
3315,PALPATINE, I'm surprised your Jedi insights are not more sensitive to such things.,Revenge of the Sith
3316,ANAKIN, I simply don't sense betrayal in Senator Amidala.,Revenge of the Sith
3318,PALPATINE, Yes you do but you don't seem to want to admit it. There is much conflict in you Anakin.,Revenge of the Sith
3321,CLONE COMMANDER CODY," Master Windu may I interrupt? General Kenobi has made contact with General Grievous and we
have begun our attack.",Revenge of the Sith
3322,MACE WlNDU," Thank you Commander. Anakin deliver this report to the Chancellor. His reaction will give us a clue to his
intentions.",Revenge of the Sith
3323,ANAKIN, Yes Master.,Revenge of the Sith
3325,MACE WINDU, I sense a plot to destroy the Jedi. The dark side of the Force surrounds the Chancellor.,Revenge of the Sith
3326,Kl-ADI-MUNDI," If he does not give up his emergency powers after the destruction of Grievous then he should be removed from
office.",Revenge of the Sith
3327,MACE WiNDU, That could be a dangerous move ... the Jedi Council would have to take control of the Senate in order to secure a peaceful transition . . .,Revenge of the Sith
3328,Kl-ADI-MUNDI, . . . and replace the Congress with Senators who are not filled with greed and corruption.,Revenge of the Sith
3329,YODA, To a dark place this line of thought will carry us. Hmmmmm. . . . great care we must take.,Revenge of the Sith
3332,ANAKIN, Chancellor we have just received a report from Master Kenobi. He has engaged General Grievous.,Revenge of the Sith
3333,PALPATINE, We can only hope that Master Kenobi is up to the challenge.,Revenge of the Sith
3334,ANAKIN, I should be there with him.,Revenge of the Sith
3335,PALPATINE, It is upsetting to me to see that the Council doesn't seem to fully appreciate your talents. Don't you wonder why they won't make you a Jedi Master?,Revenge of the Sith
3336,ANAKIN, I wish I knew. More and more I get the feeling that I am being excluded from the Council. I know there are things about the Force that they are not telling me.,Revenge of the Sith
3337,PALPATINE, They don't trust you Anakin. They see your future. They know your power will be too strong to control. Anakin you must break through the fog of lies the Jedi have created around you. Let me help you to know the subtleties of the Force.,Revenge of the Sith
3339,ANAKIN, How do you know the ways of the Force?,Revenge of the Sith
3340,PALPATINE, My mentor taught me everything about the Force . . . even the nature of the dark side.,Revenge of the Sith
3342,ANAKIN, You know the dark side?!?,Revenge of the Sith
3343,PALPATINE, Anakin if one is to understand the great mystery one must study all its aspects not just the dogmatic narrow view of the Jedi. If you wish to become a complete and wise leader you must embrace a larger view of the Force. Be careful of the Jedi Anakin.  They fear you. In time they will destroy you. Let me train you.,Revenge of the Sith
3344,ANAKIN, I won't be a pawn in your political game. The Jedi are my family.,Revenge of the Sith
3345,PALPATINE, Only through me can you achieve a power greater than any Jedi. Learn to know the dark side of the Force Anakin and you will be able to save your wife from certain death.,Revenge of the Sith
3346,ANAKIN, What did you say?,Revenge of the Sith
3347,PALPATINE, Use my knowledge I beg you . . .,Revenge of the Sith
3348,ANAKIN, You're a Sith Lord!,Revenge of the Sith
3350,PALPATINE, I know what has been troubling you . . . Listen to me. Don't continue to be a pawn of the Jedi Council! Ever since I've known you you've been searching for a life greater than that of an ordinary Jedi . . . a life of significance of conscience.,Revenge of the Sith
3351,ANAKIN, You're wrong!,Revenge of the Sith
3352,PALPATINE, Are you going to kill me?,Revenge of the Sith
3353,ANAKIN, I would certainly like to.,Revenge of the Sith
3354,PALPATINE, I know you would. I can feel your anger. It gives you focus makes you stronger.,Revenge of the Sith
3356,ANAKIN, I am going to turn you over to the Jedi Council.,Revenge of the Sith
3357,PALPATINE, Of course you should. But you're not sure of their intentions are you? What if I am right and they are plotting to take over the Republic?,Revenge of the Sith
3358,ANAKIN, I will quickly discover the truth of all this.,Revenge of the Sith
3359,PALPATINE, You have great wisdom Anakin. Know the power of the dark side. The power to save Padme.,Revenge of the Sith
3361,PALPATINE,  I am not going anywhere. You have time to decide my fate. Perhaps you'll reconsider and help me rule the galaxy for the good of all . . .,Revenge of the Sith
3371,GENERAL GRIEVOUS, Prepare to move out of orbit. I will be up in a few moments.,Revenge of the Sith
3382,OBI-WAN, So uncivilized . . .,Revenge of the Sith
3386,ANAKIN, Master Windu I must talk to you.,Revenge of the Sith
3387,MACE WiNDU, What is it Skywalker? We are in a hurry. We have just received word that Obi-Wan has destroyed General Grievous. We are on our way to make sure the Chancellor returns emergency powers back to the Senate.,Revenge of the Sith
3388,ANAKIN, He won't give up his power. I've just learned a terrible truth. I think Chancellor Palpatine is a Sith Lord.,Revenge of the Sith
3389,MACE WINDU, A Sith Lord?,Revenge of the Sith
3390,ANAKIN, Yes. The one we have been looking for.,Revenge of the Sith
3391,MACE WiNDU, How do you know this?,Revenge of the Sith
3392,ANAKIN, He knows the ways of the Force. He has been trained to use the dark side.,Revenge of the Sith
3393,MACE WiNDU, Are you sure?,Revenge of the Sith
3394,ANAKIN, Absolutely.,Revenge of the Sith
3395,MACE WiNDU, Then our worst fears have been realized. We must move quickly if the Jedi Order is to survive.,Revenge of the Sith
3396,ANAKIN, Master the Chancellor is very powerful. You will need my help if you are going to arrest him.,Revenge of the Sith
3397,MACE WiNDU, For your own good stay out of this affair. I sense a great deal of confusion in you young Skywalker. There is much fear that clouds your judgment.,Revenge of the Sith
3398,ANAKIN, I must go Master.,Revenge of the Sith
3399,MACE WiNDU, No. If what you told me is true you will have gained my trust but for now remain here.,Revenge of the Sith
3400,ANAKIN, Yes Master.,Revenge of the Sith
3401,MACE WiNDU, Wait for us in the Council Chamber until we return.,Revenge of the Sith
3402,ANAKIN, Yes Master.,Revenge of the Sith
3407,PALPATINE,  You do know don't you if the Jedi destroy me any chance of saving her will be lost.,Revenge of the Sith
3408,PADME, I truly deeply love you. Before I die. I want you to know.,Revenge of the Sith
3409,C-3PO, My Lady are you. . . . Are you all right?,Revenge of the Sith
3410,ANAKIN, I can't do this ... I can't let her die.,Revenge of the Sith
3418,PALPATINE, Master Windu. I take it General Grievous has been destroyed then. I must say you're here sooner than expected.,Revenge of the Sith
3419,MACE WINDU, In the name of the Galactic Senate of the Republic you are under arrest Chancellor.,Revenge of the Sith
3421,PALPATINE, Are you threatening me Master Jedi?,Revenge of the Sith
3422,MACE, The Senate will decide your fate.,Revenge of the Sith
3423,PALPATINE,  I am the Senate!,Revenge of the Sith
3424,MACE, Not yet!,Revenge of the Sith
3426,PALPATINE, It's treason then.,Revenge of the Sith
3432,MACE WINDU, You are under arrest My Lord.,Revenge of the Sith
3433,PALPATINE, Anakin! I told you it would come to this. I was right. The Jedi are taking over.,Revenge of the Sith
3434,MACE WlNDU, You old fool. The oppression of the Sith will never return. Your plot to regain control of the Republic is over . . . you have lost . . .,Revenge of the Sith
3435,PALPATINE, No! No! You will die!,Revenge of the Sith
3437,PALPATINE, He is a traitor Anakin.,Revenge of the Sith
3438,MACE WlNDU, He's the traitor. Stop him!,Revenge of the Sith
3439,PALPATINE, Come to your senses boy. The Jedi are in revolt. They will betray you just as they betrayed me.,Revenge of the Sith
3440,MACE WlNDU, Aarrrrggghhhhh . . .,Revenge of the Sith
3441,PALPATINE, You are not one of them Anakin. Don't let him kill me.,Revenge of the Sith
3442,MACE WlNDU, Aarrrrggghhhhh . . .,Revenge of the Sith
3443,PALPATINE, I am your pathway to power. I have the power to save the one you love. You must choose. You must stop him.,Revenge of the Sith
3444,MACE WlNDU, Don't listen to him Anakin.,Revenge of the Sith
3445,PALPATINE, Help me! Don't let him kill me. I can't hold on any longer. Ahhhhhhh . . . ahhhhhhh . . . ahhhhhhh . . .,Revenge of the Sith
3447,PALPATINE, I can't ... I give up. Help me. I am weak ... I am too weak. Don't kill me. I give up. I'm dying. I can't hold on any longer.,Revenge of the Sith
3448,MACE WlNDU, You Sith disease. I am going to end this once and for all.,Revenge of the Sith
3449,ANAKIN, You can't kill him Master. He must stand trial.,Revenge of the Sith
3450,MACE WlNDU, He has too much control of the Senate and the Courts. He is too dangerous to be kept alive.,Revenge of the Sith
3451,PALPATINE, I'm too weak. Don't kill me. Please.,Revenge of the Sith
3452,ANAKIN, It is not the Jedi way . . .,Revenge of the Sith
3454,ANAKIN,  He must live . . .,Revenge of the Sith
3455,PALPATINE, Please don't please don't . . .,Revenge of the Sith
3456,ANAKIN, I need him . . .,Revenge of the Sith
3457,PALPATINE, Please don't . . .,Revenge of the Sith
3458,ANAKIN, NO!!!,Revenge of the Sith
3461,PALPATINE, Power! Unlimited power!,Revenge of the Sith
3463,ANAKIN, What have I done?,Revenge of the Sith
3465,PALPATINE, You are fulfilling your destin Anakin. Become my apprentice. Learn to use the dark side of the Force.,Revenge of the Sith
3466,ANAKIN, I will do whatever you ask.,Revenge of the Sith
3467,PALPATINE, Good.,Revenge of the Sith
3468,ANAKIN, Just help me save Padme's life. I can't live without her. I won't let her die. I want the power to stop death.,Revenge of the Sith
3469,PALPATINE, To cheat death is a power only one has achieved but if we work together I know we can discover the secret.,Revenge of the Sith
3471,ANAKIN, I pledge myself to your teachings. To the ways of the Sith.,Revenge of the Sith
3472,PALPATINE, Good. Good. The Force is strong with you. A powerful Sith you will become. Henceforth you shall be known as Darth . . . Vader.,Revenge of the Sith
3473,ANAKIN, Thank you. my Master.,Revenge of the Sith
3474,PALPATINE, Rise Darth Vader.,Revenge of the Sith
3480,PALPATINE, Because the Council did not trust you my young apprentice I believe you are the only Jedi with no knowledge of this plot. When the Jedi learn what has transpired here they will kill us along with all the Senators.,Revenge of the Sith
3481,ANAKIN, I agree. The Jedi's next move will be against the Senate.,Revenge of the Sith
3482,PALPATINE, Every single Jedi including your friend Obi-Wan Kenobi is now an enemy of the Republic. You understand that don't you?,Revenge of the Sith
3483,ANAKIN, I understand Master.,Revenge of the Sith
3484,PALPATINE, We must move quickly. The Jedi are relentless; if they are not all destroyed it will be civil war without end. First I want you to go to the Jedi Temple. We will catch them off balance. Do what must be done Lord Vader. Do not hesitate. Show no mercy. Only then will you be strong enough with the dark side to save Padme.,Revenge of the Sith
3485,ANAKIN, What about the other Jedi spread across the galaxy?,Revenge of the Sith
3486,PALPATINE, Their betrayal will be dealt with. After you have killed all the Jedi in the Temple go to the Mustafar system. Wipe out Viceroy Gunray and the other Separatist leaders. Once more the Sith will rule the galaxy and we shall have peace.,Revenge of the Sith
3491,OBI-WAN, Commander contact your troops. Tell them to move to the higher levels.,Revenge of the Sith
3492,CLONE COMMANDER CODY, Very good sir.,Revenge of the Sith
3494,CLONE COMMANDER CODY,  Oh by the way I think you'll be needing this.,Revenge of the Sith
3496,OBI-WAN, Thank you Cody  Now let's get a move on. We've got a battle to win here.,Revenge of the Sith
3497,CLONE COMMANDER CODY, Yes sir!,Revenge of the Sith
3499,DARTH SlDIOUS, Commander Cody the time has come. Execute Order Sixty-Six.,Revenge of the Sith
3500,CLONE COMMANDER CODY, It will be done My Lord.,Revenge of the Sith
3502,CLONE COMMANDER CODY, Blast him!,Revenge of the Sith
3506,DARTH SlDIOUS, Commander 1138 . . .,Revenge of the Sith
3507,CLONE COMMANDER BACARA, Yes sir.,Revenge of the Sith
3508,DARTH SlDIOUS, The time has come. Execute Order Sixty-Six.,Revenge of the Sith
3509,CLONE COMMANDER BACARA, It will be done My Lord.,Revenge of the Sith
3513,AAYLA, Steady. . . . steady . . .,Revenge of the Sith
3515,AAYLA,  Bly do you think they're Droids?,Revenge of the Sith
3516,BLY, No.,Revenge of the Sith
3526,DARTH SIDIOUS, Execute Order Sixty-Six.,Revenge of the Sith
3527,CLONE PILOT, It will be done My Lord.,Revenge of the Sith
3530,PLO KOON, There they are. Land on the nearest platform.,Revenge of the Sith
3537,CLONE COMMANDER GREE, Yes My Lord.,Revenge of the Sith
3538,DABTH SIDIOUS, The time has come. Execute Order Sixty-Six.,Revenge of the Sith
3541,CLONE COMMANDER GREE, It will be done My Lord.,Revenge of the Sith
3551,YOUNGLINGS, Master Skywalker there are too many of them. What are we going to do?,Revenge of the Sith
3555,C-3PO, The Chancellor's office indicated Master Anakin returned to the Jedi Temple. Don't worry My Lady. I am sure he will be all right.,Revenge of the Sith
3561,BAIL ORGANA, What's going on here?!?,Revenge of the Sith
3562,CLONE SERGEANT, There's been a rebellion. Don't worry sir the situation is under control.,Revenge of the Sith
3564,CLONE SERGEANT,  I'm sorry sir. No one is allowed entry.,Revenge of the Sith
3566,CLONE SERGEANT,  It's time for you to leave sir.,Revenge of the Sith
3567,BAIL ORGANA, And so it is.,Revenge of the Sith
3569,CLONE COMMANDER APPO, Get him! Shoot him!,Revenge of the Sith
3584,AT-ST CLONE SERGEANT, Everyone out of there!,Revenge of the Sith
3586,CREATURE, Wookiee good . . . eat Wookiee. ,Revenge of the Sith
3587,CLONE SERGEANT, Did you find something?,Revenge of the Sith
3588,CREATURE, It's nothing nothing. ,Revenge of the Sith
3589,CLONE SERGEANT, It's nothing nothing. All these Wookiees are dead. Move to the east.,Revenge of the Sith
3590,CLONE TROOPER, Yes sir.,Revenge of the Sith
3592,CREATURE, Right you are Chewbacca. Faster that will be.,Revenge of the Sith
3594,YODA, Stink this mud does. A moment to bathe give me.,Revenge of the Sith
3596,YODA,  Not far are we from the emergency ship. Quickly . . .,Revenge of the Sith
3600,YODA, Good-bye. Chewbacca and Tarfful miss you I will. Good friends you are. For your help much gratitude and respect I have.,Revenge of the Sith
3604,ROYAL GUARD, Identification . . .,Revenge of the Sith
3605,BAIL ORGANA, Senator Bail Organa of Alderaan.,Revenge of the Sith
3611,BAIL ORGANA, Were you able to get hold of a Jedi homing beacon?,Revenge of the Sith
3612,CAPTAIN ANTILLES, Yes sir. We've encountered no opposition. The clones are still a bit confused. It appears no one is in command.,Revenge of the Sith
3613,BAIL ORGANA, That will change soon. Hopefully we will be able to intercept a few Jedi before they walk into this catastrophe.,Revenge of the Sith
3616,CLONE CAPTAIN, Did you find Kenobi?,Revenge of the Sith
3617,CLONE TROOPER, No one could have survived that fall.,Revenge of the Sith
3619,CLONE CAPTAIN, Start loading your men on the ship.,Revenge of the Sith
3620,CLONE TROOPER, Yes sir.,Revenge of the Sith
3628,OBI-WAN, Emergency Code Nine Thirteen ... I have no contact on any frequency. Are there any Jedi out there? . . . anywhere . . .,Revenge of the Sith
3630,BAIL,  . . . Kenobi . . .,Revenge of the Sith
3631,OBI-WAN,  I've locked on. Repeat.,Revenge of the Sith
3633,BAIL ORGANA, Master Kenobi??,Revenge of the Sith
3634,OBI-WAN, Senator Organa! My Clone Troops turned on me ... I need help.,Revenge of the Sith
3635,BAIL ORGANA, We have just rescued Master Yoda. It appears this ambush has happened everywhere. We're sending you our coordinates.,Revenge of the Sith
3638,C-3PO, My Lady there's a Jedi fighter docking on the veranda.,Revenge of the Sith
3642,THREEPIO, Hush! Not so loud!,Revenge of the Sith
3644,PADME, Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.,Revenge of the Sith
3645,ANAKIN, I'm fine. I'm fine. I came to see if you and the baby are safe.,Revenge of the Sith
3646,PADME, Captain Typho's here we're safe. What's happening?,Revenge of the Sith
3648,C-3PO, What is going on?,Revenge of the Sith
3650,C-3PO,  You can't be anymore confused than I am.,Revenge of the Sith
3651,ANAKIN, The situation is not good. The Jedi have tried to overthrow the Republic . . .,Revenge of the Sith
3652,PADME, I can't believe that!,Revenge of the Sith
3653,ANAKIN, I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.,Revenge of the Sith
3655,C-3PO, Something important is going on! I heard a rumor they are going to banish all droids.,Revenge of the Sith
3657,C-3PO,  Shhhhhh . . . not so loud.,Revenge of the Sith
3659,C-3PO,  Whatever it is we'll be the last to know.,Revenge of the Sith
3660,PADME, Anakin what are you going to do?,Revenge of the Sith
3662,ANAKIN, I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.,Revenge of the Sith
3664,PADME, What about Obi-Wan?,Revenge of the Sith
3665,ANAKIN, I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.,Revenge of the Sith
3666,PADME, How could this have happened?,Revenge of the Sith
3667,ANAKIN, The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.,Revenge of the Sith
3669,PADME, What are you saying?,Revenge of the Sith
3670,ANAKIN, You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.,Revenge of the Sith
3671,PADME, What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?,Revenge of the Sith
3672,ANAKIN, That won't happen. I won't let it.,Revenge of the Sith
3673,PADME, Oh Anakin I'm afraid.,Revenge of the Sith
3675,ANAKIN, Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.,Revenge of the Sith
3677,ANAKIN,  Please wait for me.,Revenge of the Sith
3678,PADME, I will.,Revenge of the Sith
3680,C-3PO,  Well he is under a lot of stress Artoo.,Revenge of the Sith
3682,C-3PO,  Take care my little friend.,Revenge of the Sith
3684,C-3PO,  My Lady is there anything I might do?,Revenge of the Sith
3685,PADME, No thank you Threepio.,Revenge of the Sith
3686,G-3PO, A snack perhaps?,Revenge of the Sith
3687,PADME, No.,Revenge of the Sith
3689,C-3PO, I feel so helpless.,Revenge of the Sith
3694,BAIL ORGANA, You made it.,Revenge of the Sith
3695,YODA, Master Kenobi dark times are these. Good to see you. it is.,Revenge of the Sith
3696,OBI-WAN, You were attacked by your Clones also?,Revenge of the Sith
3697,YODA, With the help of the Wookiees barely escape I did.,Revenge of the Sith
3698,OBI-WAN, How many other Jedi managed to survive?,Revenge of the Sith
3699,YODA, Heard from no one have we.,Revenge of the Sith
3700,BAIL ORGANA, I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.,Revenge of the Sith
3701,OBI-WAN, Have we had any contact from the Temple?,Revenge of the Sith
3702,YODA, Received a coded retreat message we have.,Revenge of the Sith
3703,BAIL ORGANA, It requests all Jedi to return to the Temple. It says that the war is over . . .,Revenge of the Sith
3704,OBI-WAN, Well then we must go back! If there are other stragglers they will fall into the trap and be killed.,Revenge of the Sith
3705,BAIL ORGANA, It's too dangerous to return.,Revenge of the Sith
3706,YODA, Suggest dismantling the coded signal do you?,Revenge of the Sith
3707,OBI-WAN, Yes Master. There is too much at stake here and we need a clearer picture of what has happened.,Revenge of the Sith
3708,YODA, I agree. In a dark place we find ourselves ... a little more knowledge might light our way.,Revenge of the Sith
3713,NUTE GUNRAY, The plan has gone as you had promised My Lord.,Revenge of the Sith
3714,DARTH SIDIOUS, You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.,Revenge of the Sith
3718,PILOT, We are receiving a message from the Chancellor's office sir.,Revenge of the Sith
3719,BAIL ORGANA, Send it through.,Revenge of the Sith
3720,PILOT, Yes sir.,Revenge of the Sith
3722,MAS AMEDDA, Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,Revenge of the Sith
3723,BAIL ORGANA, Tell the Chancellor I will be there.,Revenge of the Sith
3724,MAS AMEDDA, Very well. He will be expecting you.,Revenge of the Sith
3726,BAIL ORGANA, It could be a trap.,Revenge of the Sith
3727,OBI-WAN, No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,Revenge of the Sith
3728,YODA, If a special session of Congress there is easier for us to enter the Jedi Temple it will be.,Revenge of the Sith
3731,GUARD, Welcome back Senator. May I see your clearance?,Revenge of the Sith
3732,BAIL ORGANA, Certainly.,Revenge of the Sith
3733,GUARD, Thank you you may proceed. We will take custody of the Jedi.,Revenge of the Sith
3734,OBI-WAN, It would be better if we stayed with the Senator.,Revenge of the Sith
3735,GUARD, It would be better if they stayed with you.,Revenge of the Sith
3741,ANAKIN, Artoo . . . stay with the ship.,Revenge of the Sith
3747,NUTE GUNRAY, Welcome Lord Vader. We've been expecting you.,Revenge of the Sith
3753,OBI-WAN, There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.,Revenge of the Sith
3754,YODA, Dismantle the coded signal quickly. That group back there soon discovered will be.,Revenge of the Sith
3759,PALPATINE, . . . and the Jedi Rebellion has been foiled.,Revenge of the Sith
3760,BAIL ORGANA, I was held up. What's happening?,Revenge of the Sith
3761,PADME, The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.,Revenge of the Sith
3762,BAIL ORGANA, That's not true!,Revenge of the Sith
3763,PADME, He's been presenting evidence all afternoon.,Revenge of the Sith
3764,BAIL ORGANA, And the Senate will go along with it just like they always do.,Revenge of the Sith
3765,PALPATINE, The remaining Jedi will be hunted down and defeated.  Any collaborators will suffer the same fate.,Revenge of the Sith
3770,OBI-WAN, Not even the younglings survived.,Revenge of the Sith
3771,YODA, Killed not by clones this Padawan. By a lightsaber he was.,Revenge of the Sith
3772,OBI-WAN, . . .Who?? Who could have done this?,Revenge of the Sith
3778,PALPATINE, The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.,Revenge of the Sith
3784,PALPATINE, The war is over.  and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.,Revenge of the Sith
3786,PADME, Well this is the moment we discover if he intends to return the Republic to a democracy.,Revenge of the Sith
3787,PALPATINE, In order to ensure our security and continuing stability the Republic will be reorganized into the first Galactic Empire for a safe and secure society which I assure you will last for ten thousand years.,Revenge of the Sith
3789,PALPATINE,  An empire that will continue to be ruled by this august body and a sovereign ruler chosen for life . . .,Revenge of the Sith
3791,PALPATINE,  An empire ruled by the majority . . . Ruled by a new constitution . . .,Revenge of the Sith
3793,PADME, So this is how liberty dies with thunderous applause . . .,Revenge of the Sith
3794,BAIL ORGANA, We cannot let this happen.,Revenge of the Sith
3796,PADME, Not now! There will be a time.,Revenge of the Sith
3799,RUNE HAAKO, Stop! Enough this is not right!,Revenge of the Sith
3803,NUTE GUNRAY, The war is over. Lord Sidious promised us peace ... we only want . . .,Revenge of the Sith
3807,OBI-WAN, I've recalibrated the code warning all surviving Jedi to stay away.,Revenge of the Sith
3808,YODA, Good . . . For the Clones to discover the recalibration a long time it will take. To change it back longer still. Hurry.,Revenge of the Sith
3811,OBI-WAN, Wait Master. There is something I must know . . .,Revenge of the Sith
3812,YODA, If into the security recordings you go only pain will you find.,Revenge of the Sith
3813,OBI-WAN, I must know the truth Master.,Revenge of the Sith
3815,OBI-WAN,  It can't be . . . It can't be . . .,Revenge of the Sith
3817,ANAKIN, The traitors have been taken care of Lord Sidious.,Revenge of the Sith
3818,DARTH SlDIOUS, Good . . . good . . . You have done well my new apprentice. Do you feel your power growing?,Revenge of the Sith
3819,ANAKIN, Yes My Master.,Revenge of the Sith
3820,DARTH SlDIOUS, Now Lord Vader now go and bring peace to the Empire.,Revenge of the Sith
3822,OBI-WAN, I can't watch any more.,Revenge of the Sith
3824,YODA, Destroy the Sith we must.,Revenge of the Sith
3825,OBI-WAN, Send me to kill the Emperor. I will not kill Anakin.,Revenge of the Sith
3826,YODA, To fight this Lord Sidious strong enough you are not.,Revenge of the Sith
3827,OBI-WAN, He is like my brother ... I cannot do it.,Revenge of the Sith
3828,YODA, Twisted by the dark side young Skywalker has become. The boy you trained gone he is . . . Consumed by Darth Vader.,Revenge of the Sith
3829,OBI-WAN, How could it have come to this?,Revenge of the Sith
3830,YODA, To question no time there is.,Revenge of the Sith
3831,OBI-WAN, I do not know where the Emperor has sent him. I don't know where to look.,Revenge of the Sith
3832,YODA, Use your feelings Obi-Wan and find him you will. Visit the new Emperor my task is. May the Force be with you.,Revenge of the Sith
3833,OBI-WAN, May the Force be with you Master Yoda.,Revenge of the Sith
3838,C-3PO, Hello might I help you . . . Oh it's you Master Kenobi. Come in quickly.,Revenge of the Sith
3840,OBI-WAN, Has Anakin been here . . . ?,Revenge of the Sith
3841,C-3PO, Yes . . . right after the attack on the Jedi Temple.,Revenge of the Sith
3843,PADME, Master Kenobi . . .,Revenge of the Sith
3845,PADME,  Oh Obi-Wan thank goodness . . . you're alive.,Revenge of the Sith
3846,OBI-WAN, The Republic has fallen. Padme . . . The Jedi Order is no more . . .,Revenge of the Sith
3847,PADME, I know it's hard to believe everything to which we've dedicated our lives is gone.,Revenge of the Sith
3848,OBI-WAN, I believe we have been part of a plot hundreds of years in the making.,Revenge of the Sith
3849,PADME, The Senate is still intact there is some hope.,Revenge of the Sith
3850,OBI-WAN, No. Padme . . . It's over . . . The Sith now rule the galaxy as they did before the Republic.,Revenge of the Sith
3851,PADME, The Sith!?!,Revenge of the Sith
3852,OBI-WAN, I'm here looking for Anakin . . . When was the last time you saw him?,Revenge of the Sith
3853,PADME, Yesterday.,Revenge of the Sith
3854,OBI-WAN, And do you know where he is now?,Revenge of the Sith
3855,PADME,  No.,Revenge of the Sith
3856,OBI-WAN, Padme I need your help. He's in grave danger.,Revenge of the Sith
3857,PADME, From the Sith?,Revenge of the Sith
3858,OBI-WAN, From himself . . . Padme Anakin has turned to the dark side.,Revenge of the Sith
3859,PADME, You're wrong! How could you even say that?,Revenge of the Sith
3860,OBI-WAN, I have seen a security hologram of him killing younglings.,Revenge of the Sith
3861,PADME, Not Anakin! He couldn't!,Revenge of the Sith
3862,OBI-WAN, He was deceived by a lie. We all were. It appears that the Chancellor is behind everything including the war. Palpatine is the Sith Lord we've been looking for. After the death of Count Dooku Anakin became his new apprentice.,Revenge of the Sith
3863,PADME, I don't believe you ... I can't.,Revenge of the Sith
3864,OBI-WAN, Padme I must find him.,Revenge of the Sith
3865,PADME, You're going to kill him aren't you?,Revenge of the Sith
3866,OBI-WAN, He has become a very great threat.,Revenge of the Sith
3868,PADME, I can't . . .,Revenge of the Sith
3869,OBI-WAN, Anakin is the father isn't he?,Revenge of the Sith
3871,OBI-WAN,  I'm so sorry.,Revenge of the Sith
3881,CAPTAIN TYPHO, My Lady let me come with you.,Revenge of the Sith
3882,PADME, There is no danger. The fighting is over and . . . this is personal.,Revenge of the Sith
3884,CAPTAIN TYPHO, As you wish My Lady . . . but I strongly disagree.,Revenge of the Sith
3885,PADME, I'll be all right Captain.,Revenge of the Sith
3887,PADME,  This is something I must do myself. Besides Threepio will look after me.,Revenge of the Sith
3888,C-3PO, Oh dear.,Revenge of the Sith
3892,C-3PO, Green light. Do you know that I think I'm beginning to get the hang of this flying business.,Revenge of the Sith
