,Characters,Dialogue,Movie
947,YODA, Obi-Wan my choice is.,Revenge of the Sith
948,Kl-ADI-MUNDI, I concur. Master Kenobi should go.,Revenge of the Sith
949,YODA, I agree.,Revenge of the Sith
951,MACE, Very well. Council is adjourned.,Revenge of the Sith
953,MACE,  Obi-Wan prepare two clone brigades as quickly as you can. If this report is true there's no telling how many battle droids he may have with him.,Revenge of the Sith
956,CLONE COMMANDER GREE, The droids have started up their main power generators.,Revenge of the Sith
957,YODA, Then now the time is Commander.,Revenge of the Sith
958,CLONE COMMANDER GREE, Yes sir.,Revenge of the Sith
966,OBI-WAN, Has Anakin been to see you?,Revenge of the Sith
967,PADME, Several times . . . I was so happy to hear he was accepted on the Jedi Council.,Revenge of the Sith
968,OBI-WAN, I know ... he deserves it. He is impatient strong willed very opinionated but truly gifted.,Revenge of the Sith
970,PADME, You're not just here to say hello. Something is wrong isn't it?,Revenge of the Sith
971,OBI-WAN, You should be a Jedi Padme.,Revenge of the Sith
972,PADME, You're not very good at hiding your feelings.,Revenge of the Sith
973,OBI-WAN, It's Anakin . . . He's becoming moody and detached. He's been put in a difficult position as the Chancellor's representative . . . but I think it's more than that. I was hoping he may have talked to you.,Revenge of the Sith
974,PADME, Why would he talk to me about his work?,Revenge of the Sith
976,OBI-WAN, Neither of you is very good at hiding your feelings either.,Revenge of the Sith
977,PADME, Don't give me that look.,Revenge of the Sith
978,OBI-WAN, I know how he feels about you.,Revenge of the Sith
979,PADME,  What did he say?,Revenge of the Sith
980,OBI-WAN, Nothing. He didn't have to.,Revenge of the Sith
982,PADME, I don't know what you're talking about.,Revenge of the Sith
983,OBI-WAN, I know you both too well. I can see you two are in love. Padme I'm worried about him.,Revenge of the Sith
985,OBI-WAN,  I fear your relationship has confused him. He's changed considerably since we returned . . .,Revenge of the Sith
987,OBI-WAN,  Padme I'm not telling the Council about any of this. I ... I hope I didn't upset you. We're all friends I care about both of you . . .,Revenge of the Sith
988,PADME, Thank you Obi-Wan.,Revenge of the Sith
989,OBI-WAN, Please do what you can to help him.,Revenge of the Sith
992,PADME, We cannot let this turn into another war.,Revenge of the Sith
993,BAIL ORGANA, Absolutely that is the last thing we want.,Revenge of the Sith
994,MON MOTHMA, We are hoping to form an alliance in the Senate to stop the Chancellor from further subverting the constitution that's all.,Revenge of the Sith
995,PADME, I know a Jedi I feel it would be wise to consult.,Revenge of the Sith
996,BANA BREEMU, That would be dangerous.,Revenge of the Sith
997,MON MOTHMA, We don't know where the Jedi stand in all this.,Revenge of the Sith
998,PADME, I only wish to discuss this with one . . . one I trust.,Revenge of the Sith
999,GiDDEAN DANU, Going against the Chancellor without the support of the Jedi is risky.,Revenge of the Sith
1000,PADME, The Jedi aren't any happier with the situation than we are . . .,Revenge of the Sith
1001,CHI EEKWAY, Patience Senator.,Revenge of the Sith
1002,FANG ZAR, We have so many Senators on our side surely that will pursuade the Chancellor.,Revenge of the Sith
1003,BANA BREEMU," When you present the ""petition of the two thousand"" to the Chancellor things may change.",Revenge of the Sith
1004,BAIL ORGANA, Let us see what we can accomplish in the Senate before we include the Jedi.,Revenge of the Sith
1008,ANAKIN, You're going to need me on this one Master.,Revenge of the Sith
1009,OBI-WAN, Oh I agree. However it may turn out just to be a wild bantha chase.,Revenge of the Sith
1011,ANAKIN, Master!,Revenge of the Sith
1013,ANAKIN,  Master I've disappointed you. I have not been very appreciative of your training . . . I have been arrogant and I apologize . . . I've just been so frustrated with the Council. Your friendship means everything to me.,Revenge of the Sith
1014,OBI-WAN, You are strong and wise Anakin and I am very proud of you. I have trained you since you were a small boy. I have taught you everything I know. And you have become a far greater Jedi than I could ever hope to be and you have saved my life more times than I can remember. But be patient Anakin. It won't be long before the Council makes you a Jedi Master.,Revenge of the Sith
1016,OBI-WAN,  Don't worry. I have enough clones with me to take three systems the size of Utapau. I think I'll be able to handle the situation . . . even without your help.,Revenge of the Sith
1017,ANAKIN, Well there's always a first time.,Revenge of the Sith
1020,ANAKIN, Obi-Wan may the Force be with you.,Revenge of the Sith
1021,OBI-WAN, Good-bye old friend. May the Force be with you.,Revenge of the Sith
1027,CLONE COMMANDER CODY, Fortunately most of the cities are concentrated on this small continent here . . . on the far side.,Revenge of the Sith
1028,OBI-WAN, I'll keep them distracted until you get there. Just don't take too long.,Revenge of the Sith
1029,CLONE COMMANDER CODY, Come on boss when have I ever let you down?,Revenge of the Sith
1031,OBI-WAN,  Cato Nemoidia . . . for starters.,Revenge of the Sith
1033,CLONE COMMANDER CODY, That was Anakin who was late. I believe.,Revenge of the Sith
1034,OBI-WAN, Very well the burden is on me not to destroy all the droids before you get there.,Revenge of the Sith
1035,CLONE COMMANDER CODY, I'm counting on you.,Revenge of the Sith
1040,PALPATINE, Well Anakin did you see your friend off?,Revenge of the Sith
1041,ANAKIN, He will soon have Grievous's head.,Revenge of the Sith
1042,PALPATINE, We can only hope the Council didn't make a mistake.,Revenge of the Sith
1043,ANAKIN, The Council was very sure in its decision.,Revenge of the Sith
1047,JAR JAR, Helloo Annie. Good en to see yousa . . .,Revenge of the Sith
1049,ANAKIN, Hi Jar Jar.,Revenge of the Sith
1050,JAR JAR, Oopsin da Chancellor!! So sorry Your Highness sir.,Revenge of the Sith
1052,PALPATINE, There are rumors in the Senate about Master Kenobi. Many believe he is not fit for this assignment.,Revenge of the Sith
1053,ANAKIN, Not fit? Why would anyone think that?,Revenge of the Sith
1054,PALPATINE, They say his mind has become fogged by the influence of a certain female Senator.,Revenge of the Sith
1055,ANAKIN, That's ridiculous. Who?!?,Revenge of the Sith
1056,PALPATINE,  No one knows who she is ... only that she is a Senator.,Revenge of the Sith
1057,ANAKIN, That's impossible. I would know.,Revenge of the Sith
1058,PALPATINE, Sometimes the closest are the ones who cannot see.,Revenge of the Sith
1060,PALPATINE,  Idle Senate gossip is rarely true and never accurate. I'm sure your Master will do fine.,Revenge of the Sith
1063,OBI-WAN, Save your energy.,Revenge of the Sith
1064,PADME, I can't!,Revenge of the Sith
1065,OBI-WAN, Don't give up Padme. Don't give up . . .,Revenge of the Sith
1068,ANAKIN, I sense someone familiar . . . Obi-Wan's been here hasn't he?,Revenge of the Sith
1069,PADME, He came by this morning.,Revenge of the Sith
1070,ANAKIN, What did he want?,Revenge of the Sith
1072,PADME, He's worried about you.,Revenge of the Sith
1073,ANAKIN, You told him about us didn't you?,Revenge of the Sith
1075,PADME, He's your best friend Anakin. He says you're under a lot of stress.,Revenge of the Sith
1076,ANAKIN, And he's not?,Revenge of the Sith
1077,PADME, You have been moody lately.,Revenge of the Sith
1078,ANAKIN, I'm not moody . . .,Revenge of the Sith
1079,PADME, Anakin! Don't do this again.,Revenge of the Sith
1080,ANAKIN, I don't know ... I feel . . . lost.,Revenge of the Sith
1081,PADME, Lost? What do you mean? You're always so sure of yourself. I don't understand.,Revenge of the Sith
1082,ANAKIN, Obi-Wan and the Council don't trust me.,Revenge of the Sith
1083,PADME, They trust you with their lives. Obi-Wan loves you as a son.,Revenge of the Sith
1084,ANAKIN, Something's happening . . . I'm not the Jedi I should be. I am one of the most powerful Jedi but I'm not satisfied ... I want more and I know I shouldn't.,Revenge of the Sith
1085,PADME, You expect too much of yourself.,Revenge of the Sith
1087,ANAKIN, I have found a way to save you.,Revenge of the Sith
1088,PADME, Save me?,Revenge of the Sith
1089,ANAKIN, From my nightmares.,Revenge of the Sith
1090,PADME, Is that what's bothering you?,Revenge of the Sith
1091,ANAKIN, I won't lose you Padme.,Revenge of the Sith
1092,PADME, I'm not going to die in childbirth Annie. I promise you.,Revenge of the Sith
1093,ANAKIN, No I promise you! I am becoming so powerful with my new knowledge of the Force I will be able to keep you from dying.,Revenge of the Sith
1095,PADME, You don't need more power Anakin. I believe you can protect me against anything just as you are.,Revenge of the Sith
1101,TlON MEDON, Greetings young Jedi. What brings you to our remote sanctuary?,Revenge of the Sith
1102,OBI-WAN, Unfortunately the war.,Revenge of the Sith
1103,TlON MEDON, There is no war here unless you've brought it with you.,Revenge of the Sith
1104,OBI-WAN, With your kind permission I should like some fuel and to use your city as a base as I search nearby systems for General Grievous.,Revenge of the Sith
1106,TlON MEDON, He is here! We are being held hostage. They are watching us.,Revenge of the Sith
1107,OBI-WAN, I understand.,Revenge of the Sith
1108,TlON MEDON, The tenth level . . . thousands of Battle Droids . . .,Revenge of the Sith
1109,OBI-WAN, Tell your people to take shelter. If you have warriors now is the time.,Revenge of the Sith
1111,OBI-WAN,  Geenine take the Fighter back to the ship. I'm staying here. Tell Cody I've made contact.,Revenge of the Sith
1115,TlON MEDON, I told you all he wanted was fuel.,Revenge of the Sith
1116,BODYGUARD, What was his name?,Revenge of the Sith
1117,TlON MEDON, He didn't say.,Revenge of the Sith
1125,OBI-WAN, I need transportation.,Revenge of the Sith
1126,WRANGLER,  You need transportation.,Revenge of the Sith
1127,OBI-WAN, Get it for me.,Revenge of the Sith
1128,WRANGLER,  I will get it for you.,Revenge of the Sith
1130,OBI-WAN, This one.,Revenge of the Sith
1132,WRANGLER, Boga. She answers to Boga.,Revenge of the Sith
1133,OBI-WAN, Good girl Boga.,Revenge of the Sith
1139,GENERAL GRIEVOUS, It won't be long before the armies of the Republic track us here. I am sending you to the Mustafar system in the Outer Rim. It is a volcanic planet which generates a great deal of scanning interference. You will be safe there.,Revenge of the Sith
1140,NUTE GUNRAY, Safe? Chancellor Palpatine managed to escape your grip General without Count Dooku. I have doubts about your ability to keep us safe.,Revenge of the Sith
1141,GENERAL GRIEVOUS, Be thankful Viceroy you have not found yourself in my grip . . . Your ship is waiting.,Revenge of the Sith
1145,OBI-WAN, Hello there!,Revenge of the Sith
1146,GENERAL GRIEVOUS, General Kenobi you are a bold one. I find your behavior bewildering . . . Surely you realize you're doomed  Kill him!,Revenge of the Sith
1148,GENERAL GRIEVOUS, Enough of this.,Revenge of the Sith
1150,GENERAL GRIEVOUS, Back away. I will deal with this Jedi slime myself.,Revenge of the Sith
1151,OBI-WAN, Your move.,Revenge of the Sith
1152,GENERAL GRIEVOUS, You fool. I have been trained in your Jedi arts by Count Dooku himself. Attack Kenobi.,Revenge of the Sith
1154,OBI-WAN, You forget I trained the Jedi that defeated Count Dooku!,Revenge of the Sith
1156,OBI-WAN, I may not defeat your droids but my troops certainly will.,Revenge of the Sith
1157,GENERAL GRIEVOUS, Army or not you must realize you are doomed.,Revenge of the Sith
1158,OBI-WAN, I don't think so.,Revenge of the Sith
1168,PALPATINE, I understand your reservations completely Senator and I assure you the appointment of Governors will in no way compete with the duties of the Senate.,Revenge of the Sith
1169,PADME, May I take it then that there will be no further amendments to the Constitution?,Revenge of the Sith
1170,PALPATINE, I want this terrible conflict to end as much as you do My Lady and when it does I guarantee an immediate return to democracy . . .,Revenge of the Sith
1171,PADME, You are pursuing a diplomatic solution to the war then.,Revenge of the Sith
1172,PALPATINE, You must trust me to do the right things Senator. That is why I am here.,Revenge of the Sith
1173,FANGZAR, But surely . . .,Revenge of the Sith
1175,PALPATINE, I have said I will do what is right that should be enough for your . . . committee.,Revenge of the Sith
1176,PADME," On behalf of the ""delegation of two thousand"" I thank you Chancellor.",Revenge of the Sith
1177,PALPATINE, I thank you for bringing this to my attention Senator.,Revenge of the Sith
1179,PALPATINE,  Their sincerity is to be admired although I sense there is more to their request than they are telling us.,Revenge of the Sith
1180,ANAKIN, What do you mean?,Revenge of the Sith
1181,PALPATINE, They are not to be trusted.,Revenge of the Sith
1182,ANAKIN, Surely Senator Amidala can be trusted . . .,Revenge of the Sith
1183,PALPATINE, These are unstable times for the Republic Anakin. Some see instability as an opportunity. Senator Amidala is hiding something. I can see it in her eyes.,Revenge of the Sith
1184,ANAKIN, I'm sure you're mistaken.,Revenge of the Sith
1185,PALPATINE, I'm surprised your Jedi insights are not more sensitive to such things.,Revenge of the Sith
1186,ANAKIN, I simply don't sense betrayal in Senator Amidala.,Revenge of the Sith
1188,PALPATINE, Yes you do but you don't seem to want to admit it. There is much conflict in you Anakin.,Revenge of the Sith
1191,CLONE COMMANDER CODY," Master Windu may I interrupt? General Kenobi has made contact with General Grievous and we
have begun our attack.",Revenge of the Sith
1192,MACE WlNDU," Thank you Commander. Anakin deliver this report to the Chancellor. His reaction will give us a clue to his
intentions.",Revenge of the Sith
1193,ANAKIN, Yes Master.,Revenge of the Sith
1195,MACE WINDU, I sense a plot to destroy the Jedi. The dark side of the Force surrounds the Chancellor.,Revenge of the Sith
1196,Kl-ADI-MUNDI," If he does not give up his emergency powers after the destruction of Grievous then he should be removed from
office.",Revenge of the Sith
1197,MACE WiNDU, That could be a dangerous move ... the Jedi Council would have to take control of the Senate in order to secure a peaceful transition . . .,Revenge of the Sith
1198,Kl-ADI-MUNDI, . . . and replace the Congress with Senators who are not filled with greed and corruption.,Revenge of the Sith
1199,YODA, To a dark place this line of thought will carry us. Hmmmmm. . . . great care we must take.,Revenge of the Sith
1202,ANAKIN, Chancellor we have just received a report from Master Kenobi. He has engaged General Grievous.,Revenge of the Sith
1203,PALPATINE, We can only hope that Master Kenobi is up to the challenge.,Revenge of the Sith
1204,ANAKIN, I should be there with him.,Revenge of the Sith
1205,PALPATINE, It is upsetting to me to see that the Council doesn't seem to fully appreciate your talents. Don't you wonder why they won't make you a Jedi Master?,Revenge of the Sith
1206,ANAKIN, I wish I knew. More and more I get the feeling that I am being excluded from the Council. I know there are things about the Force that they are not telling me.,Revenge of the Sith
1207,PALPATINE, They don't trust you Anakin. They see your future. They know your power will be too strong to control. Anakin you must break through the fog of lies the Jedi have created around you. Let me help you to know the subtleties of the Force.,Revenge of the Sith
1209,ANAKIN, How do you know the ways of the Force?,Revenge of the Sith
1210,PALPATINE, My mentor taught me everything about the Force . . . even the nature of the dark side.,Revenge of the Sith
1212,ANAKIN, You know the dark side?!?,Revenge of the Sith
1213,PALPATINE, Anakin if one is to understand the great mystery one must study all its aspects not just the dogmatic narrow view of the Jedi. If you wish to become a complete and wise leader you must embrace a larger view of the Force. Be careful of the Jedi Anakin.  They fear you. In time they will destroy you. Let me train you.,Revenge of the Sith
1214,ANAKIN, I won't be a pawn in your political game. The Jedi are my family.,Revenge of the Sith
1215,PALPATINE, Only through me can you achieve a power greater than any Jedi. Learn to know the dark side of the Force Anakin and you will be able to save your wife from certain death.,Revenge of the Sith
1216,ANAKIN, What did you say?,Revenge of the Sith
1217,PALPATINE, Use my knowledge I beg you . . .,Revenge of the Sith
1218,ANAKIN, You're a Sith Lord!,Revenge of the Sith
1220,PALPATINE, I know what has been troubling you . . . Listen to me. Don't continue to be a pawn of the Jedi Council! Ever since I've known you you've been searching for a life greater than that of an ordinary Jedi . . . a life of significance of conscience.,Revenge of the Sith
1221,ANAKIN, You're wrong!,Revenge of the Sith
1222,PALPATINE, Are you going to kill me?,Revenge of the Sith
1223,ANAKIN, I would certainly like to.,Revenge of the Sith
1224,PALPATINE, I know you would. I can feel your anger. It gives you focus makes you stronger.,Revenge of the Sith
1226,ANAKIN, I am going to turn you over to the Jedi Council.,Revenge of the Sith
1227,PALPATINE, Of course you should. But you're not sure of their intentions are you? What if I am right and they are plotting to take over the Republic?,Revenge of the Sith
1228,ANAKIN, I will quickly discover the truth of all this.,Revenge of the Sith
1229,PALPATINE, You have great wisdom Anakin. Know the power of the dark side. The power to save Padme.,Revenge of the Sith
1231,PALPATINE,  I am not going anywhere. You have time to decide my fate. Perhaps you'll reconsider and help me rule the galaxy for the good of all . . .,Revenge of the Sith
1241,GENERAL GRIEVOUS, Prepare to move out of orbit. I will be up in a few moments.,Revenge of the Sith
1252,OBI-WAN, So uncivilized . . .,Revenge of the Sith
1256,ANAKIN, Master Windu I must talk to you.,Revenge of the Sith
1257,MACE WiNDU, What is it Skywalker? We are in a hurry. We have just received word that Obi-Wan has destroyed General Grievous. We are on our way to make sure the Chancellor returns emergency powers back to the Senate.,Revenge of the Sith
1258,ANAKIN, He won't give up his power. I've just learned a terrible truth. I think Chancellor Palpatine is a Sith Lord.,Revenge of the Sith
1259,MACE WINDU, A Sith Lord?,Revenge of the Sith
1260,ANAKIN, Yes. The one we have been looking for.,Revenge of the Sith
1261,MACE WiNDU, How do you know this?,Revenge of the Sith
1262,ANAKIN, He knows the ways of the Force. He has been trained to use the dark side.,Revenge of the Sith
1263,MACE WiNDU, Are you sure?,Revenge of the Sith
1264,ANAKIN, Absolutely.,Revenge of the Sith
1265,MACE WiNDU, Then our worst fears have been realized. We must move quickly if the Jedi Order is to survive.,Revenge of the Sith
1266,ANAKIN, Master the Chancellor is very powerful. You will need my help if you are going to arrest him.,Revenge of the Sith
1267,MACE WiNDU, For your own good stay out of this affair. I sense a great deal of confusion in you young Skywalker. There is much fear that clouds your judgment.,Revenge of the Sith
1268,ANAKIN, I must go Master.,Revenge of the Sith
1269,MACE WiNDU, No. If what you told me is true you will have gained my trust but for now remain here.,Revenge of the Sith
1270,ANAKIN, Yes Master.,Revenge of the Sith
1271,MACE WiNDU, Wait for us in the Council Chamber until we return.,Revenge of the Sith
1272,ANAKIN, Yes Master.,Revenge of the Sith
1277,PALPATINE,  You do know don't you if the Jedi destroy me any chance of saving her will be lost.,Revenge of the Sith
1278,PADME, I truly deeply love you. Before I die. I want you to know.,Revenge of the Sith
1279,C-3PO, My Lady are you. . . . Are you all right?,Revenge of the Sith
1280,ANAKIN, I can't do this ... I can't let her die.,Revenge of the Sith
1288,PALPATINE, Master Windu. I take it General Grievous has been destroyed then. I must say you're here sooner than expected.,Revenge of the Sith
1289,MACE WINDU, In the name of the Galactic Senate of the Republic you are under arrest Chancellor.,Revenge of the Sith
1291,PALPATINE, Are you threatening me Master Jedi?,Revenge of the Sith
1292,MACE, The Senate will decide your fate.,Revenge of the Sith
1293,PALPATINE,  I am the Senate!,Revenge of the Sith
1294,MACE, Not yet!,Revenge of the Sith
1296,PALPATINE, It's treason then.,Revenge of the Sith
1302,MACE WINDU, You are under arrest My Lord.,Revenge of the Sith
1303,PALPATINE, Anakin! I told you it would come to this. I was right. The Jedi are taking over.,Revenge of the Sith
1304,MACE WlNDU, You old fool. The oppression of the Sith will never return. Your plot to regain control of the Republic is over . . . you have lost . . .,Revenge of the Sith
1305,PALPATINE, No! No! You will die!,Revenge of the Sith
1307,PALPATINE, He is a traitor Anakin.,Revenge of the Sith
1308,MACE WlNDU, He's the traitor. Stop him!,Revenge of the Sith
1309,PALPATINE, Come to your senses boy. The Jedi are in revolt. They will betray you just as they betrayed me.,Revenge of the Sith
1310,MACE WlNDU, Aarrrrggghhhhh . . .,Revenge of the Sith
1311,PALPATINE, You are not one of them Anakin. Don't let him kill me.,Revenge of the Sith
1312,MACE WlNDU, Aarrrrggghhhhh . . .,Revenge of the Sith
1313,PALPATINE, I am your pathway to power. I have the power to save the one you love. You must choose. You must stop him.,Revenge of the Sith
1314,MACE WlNDU, Don't listen to him Anakin.,Revenge of the Sith
1315,PALPATINE, Help me! Don't let him kill me. I can't hold on any longer. Ahhhhhhh . . . ahhhhhhh . . . ahhhhhhh . . .,Revenge of the Sith
1317,PALPATINE, I can't ... I give up. Help me. I am weak ... I am too weak. Don't kill me. I give up. I'm dying. I can't hold on any longer.,Revenge of the Sith
1318,MACE WlNDU, You Sith disease. I am going to end this once and for all.,Revenge of the Sith
1319,ANAKIN, You can't kill him Master. He must stand trial.,Revenge of the Sith
1320,MACE WlNDU, He has too much control of the Senate and the Courts. He is too dangerous to be kept alive.,Revenge of the Sith
1321,PALPATINE, I'm too weak. Don't kill me. Please.,Revenge of the Sith
1322,ANAKIN, It is not the Jedi way . . .,Revenge of the Sith
1324,ANAKIN,  He must live . . .,Revenge of the Sith
1325,PALPATINE, Please don't please don't . . .,Revenge of the Sith
1326,ANAKIN, I need him . . .,Revenge of the Sith
1327,PALPATINE, Please don't . . .,Revenge of the Sith
1328,ANAKIN, NO!!!,Revenge of the Sith
1331,PALPATINE, Power! Unlimited power!,Revenge of the Sith
1333,ANAKIN, What have I done?,Revenge of the Sith
1335,PALPATINE, You are fulfilling your destin Anakin. Become my apprentice. Learn to use the dark side of the Force.,Revenge of the Sith
1336,ANAKIN, I will do whatever you ask.,Revenge of the Sith
1337,PALPATINE, Good.,Revenge of the Sith
1338,ANAKIN, Just help me save Padme's life. I can't live without her. I won't let her die. I want the power to stop death.,Revenge of the Sith
1339,PALPATINE, To cheat death is a power only one has achieved but if we work together I know we can discover the secret.,Revenge of the Sith
1341,ANAKIN, I pledge myself to your teachings. To the ways of the Sith.,Revenge of the Sith
1342,PALPATINE, Good. Good. The Force is strong with you. A powerful Sith you will become. Henceforth you shall be known as Darth . . . Vader.,Revenge of the Sith
1343,ANAKIN, Thank you. my Master.,Revenge of the Sith
1344,PALPATINE, Rise Darth Vader.,Revenge of the Sith
1350,PALPATINE, Because the Council did not trust you my young apprentice I believe you are the only Jedi with no knowledge of this plot. When the Jedi learn what has transpired here they will kill us along with all the Senators.,Revenge of the Sith
1351,ANAKIN, I agree. The Jedi's next move will be against the Senate.,Revenge of the Sith
1352,PALPATINE, Every single Jedi including your friend Obi-Wan Kenobi is now an enemy of the Republic. You understand that don't you?,Revenge of the Sith
1353,ANAKIN, I understand Master.,Revenge of the Sith
1354,PALPATINE, We must move quickly. The Jedi are relentless; if they are not all destroyed it will be civil war without end. First I want you to go to the Jedi Temple. We will catch them off balance. Do what must be done Lord Vader. Do not hesitate. Show no mercy. Only then will you be strong enough with the dark side to save Padme.,Revenge of the Sith
1355,ANAKIN, What about the other Jedi spread across the galaxy?,Revenge of the Sith
1356,PALPATINE, Their betrayal will be dealt with. After you have killed all the Jedi in the Temple go to the Mustafar system. Wipe out Viceroy Gunray and the other Separatist leaders. Once more the Sith will rule the galaxy and we shall have peace.,Revenge of the Sith
1361,OBI-WAN, Commander contact your troops. Tell them to move to the higher levels.,Revenge of the Sith
1362,CLONE COMMANDER CODY, Very good sir.,Revenge of the Sith
1364,CLONE COMMANDER CODY,  Oh by the way I think you'll be needing this.,Revenge of the Sith
1366,OBI-WAN, Thank you Cody  Now let's get a move on. We've got a battle to win here.,Revenge of the Sith
1367,CLONE COMMANDER CODY, Yes sir!,Revenge of the Sith
1369,DARTH SlDIOUS, Commander Cody the time has come. Execute Order Sixty-Six.,Revenge of the Sith
1370,CLONE COMMANDER CODY, It will be done My Lord.,Revenge of the Sith
1372,CLONE COMMANDER CODY, Blast him!,Revenge of the Sith
1376,DARTH SlDIOUS, Commander 1138 . . .,Revenge of the Sith
1377,CLONE COMMANDER BACARA, Yes sir.,Revenge of the Sith
1378,DARTH SlDIOUS, The time has come. Execute Order Sixty-Six.,Revenge of the Sith
1379,CLONE COMMANDER BACARA, It will be done My Lord.,Revenge of the Sith
1383,AAYLA, Steady. . . . steady . . .,Revenge of the Sith
1385,AAYLA,  Bly do you think they're Droids?,Revenge of the Sith
1386,BLY, No.,Revenge of the Sith
1396,DARTH SIDIOUS, Execute Order Sixty-Six.,Revenge of the Sith
1397,CLONE PILOT, It will be done My Lord.,Revenge of the Sith
1400,PLO KOON, There they are. Land on the nearest platform.,Revenge of the Sith
1407,CLONE COMMANDER GREE, Yes My Lord.,Revenge of the Sith
1408,DABTH SIDIOUS, The time has come. Execute Order Sixty-Six.,Revenge of the Sith
1411,CLONE COMMANDER GREE, It will be done My Lord.,Revenge of the Sith
1421,YOUNGLINGS, Master Skywalker there are too many of them. What are we going to do?,Revenge of the Sith
1425,C-3PO, The Chancellor's office indicated Master Anakin returned to the Jedi Temple. Don't worry My Lady. I am sure he will be all right.,Revenge of the Sith
1431,BAIL ORGANA, What's going on here?!?,Revenge of the Sith
1432,CLONE SERGEANT, There's been a rebellion. Don't worry sir the situation is under control.,Revenge of the Sith
1434,CLONE SERGEANT,  I'm sorry sir. No one is allowed entry.,Revenge of the Sith
1436,CLONE SERGEANT,  It's time for you to leave sir.,Revenge of the Sith
1437,BAIL ORGANA, And so it is.,Revenge of the Sith
1439,CLONE COMMANDER APPO, Get him! Shoot him!,Revenge of the Sith
1454,AT-ST CLONE SERGEANT, Everyone out of there!,Revenge of the Sith
1456,CREATURE, Wookiee good . . . eat Wookiee. ,Revenge of the Sith
1457,CLONE SERGEANT, Did you find something?,Revenge of the Sith
1458,CREATURE, It's nothing nothing. ,Revenge of the Sith
1459,CLONE SERGEANT, It's nothing nothing. All these Wookiees are dead. Move to the east.,Revenge of the Sith
1460,CLONE TROOPER, Yes sir.,Revenge of the Sith
1462,CREATURE, Right you are Chewbacca. Faster that will be.,Revenge of the Sith
1464,YODA, Stink this mud does. A moment to bathe give me.,Revenge of the Sith
1466,YODA,  Not far are we from the emergency ship. Quickly . . .,Revenge of the Sith
1470,YODA, Good-bye. Chewbacca and Tarfful miss you I will. Good friends you are. For your help much gratitude and respect I have.,Revenge of the Sith
1474,ROYAL GUARD, Identification . . .,Revenge of the Sith
1475,BAIL ORGANA, Senator Bail Organa of Alderaan.,Revenge of the Sith
1481,BAIL ORGANA, Were you able to get hold of a Jedi homing beacon?,Revenge of the Sith
1482,CAPTAIN ANTILLES, Yes sir. We've encountered no opposition. The clones are still a bit confused. It appears no one is in command.,Revenge of the Sith
1483,BAIL ORGANA, That will change soon. Hopefully we will be able to intercept a few Jedi before they walk into this catastrophe.,Revenge of the Sith
1486,CLONE CAPTAIN, Did you find Kenobi?,Revenge of the Sith
1487,CLONE TROOPER, No one could have survived that fall.,Revenge of the Sith
1489,CLONE CAPTAIN, Start loading your men on the ship.,Revenge of the Sith
1490,CLONE TROOPER, Yes sir.,Revenge of the Sith
1498,OBI-WAN, Emergency Code Nine Thirteen ... I have no contact on any frequency. Are there any Jedi out there? . . . anywhere . . .,Revenge of the Sith
1500,BAIL,  . . . Kenobi . . .,Revenge of the Sith
1501,OBI-WAN,  I've locked on. Repeat.,Revenge of the Sith
1503,BAIL ORGANA, Master Kenobi??,Revenge of the Sith
1504,OBI-WAN, Senator Organa! My Clone Troops turned on me ... I need help.,Revenge of the Sith
1505,BAIL ORGANA, We have just rescued Master Yoda. It appears this ambush has happened everywhere. We're sending you our coordinates.,Revenge of the Sith
1508,C-3PO, My Lady there's a Jedi fighter docking on the veranda.,Revenge of the Sith
1512,THREEPIO, Hush! Not so loud!,Revenge of the Sith
1514,PADME, Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.,Revenge of the Sith
1515,ANAKIN, I'm fine. I'm fine. I came to see if you and the baby are safe.,Revenge of the Sith
1516,PADME, Captain Typho's here we're safe. What's happening?,Revenge of the Sith
1518,C-3PO, What is going on?,Revenge of the Sith
1520,C-3PO,  You can't be anymore confused than I am.,Revenge of the Sith
1521,ANAKIN, The situation is not good. The Jedi have tried to overthrow the Republic . . .,Revenge of the Sith
1522,PADME, I can't believe that!,Revenge of the Sith
1523,ANAKIN, I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.,Revenge of the Sith
1525,C-3PO, Something important is going on! I heard a rumor they are going to banish all droids.,Revenge of the Sith
1527,C-3PO,  Shhhhhh . . . not so loud.,Revenge of the Sith
1529,C-3PO,  Whatever it is we'll be the last to know.,Revenge of the Sith
1530,PADME, Anakin what are you going to do?,Revenge of the Sith
1532,ANAKIN, I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.,Revenge of the Sith
1534,PADME, What about Obi-Wan?,Revenge of the Sith
1535,ANAKIN, I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.,Revenge of the Sith
1536,PADME, How could this have happened?,Revenge of the Sith
1537,ANAKIN, The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.,Revenge of the Sith
1539,PADME, What are you saying?,Revenge of the Sith
1540,ANAKIN, You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.,Revenge of the Sith
1541,PADME, What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?,Revenge of the Sith
