,index,Script,Characters,Dialogue,Movie,Gender
10407,10101,BAIL: (hologram) . . . Kenobi . . .,BAIL ORGANA,  . . . Kenobi . . .,Revenge of the Sith,Male
10408,10102,OBI-WAN: (continuing) I've locked on. Repeat.,OBI-WAN,  I've locked on. Repeat.,Revenge of the Sith,Male
10409,10103,BAIL ORGANA: Master Kenobi??,BAIL ORGANA, Master Kenobi??,Revenge of the Sith,Male
10410,10104,OBI-WAN: Senator Organa! My Clone Troops turned on me ... I need help.,OBI-WAN, Senator Organa! My Clone Troops turned on me ... I need help.,Revenge of the Sith,Male
10411,10105,BAIL ORGANA: We have just rescued Master Yoda. It appears this ambush has happened everywhere. We're sending you our coordinates.,BAIL ORGANA, We have just rescued Master Yoda. It appears this ambush has happened everywhere. We're sending you our coordinates.,Revenge of the Sith,Male
10412,10106,C-3PO: My Lady there's a Jedi fighter docking on the veranda.,C-3PO, My Lady there's a Jedi fighter docking on the veranda.,Revenge of the Sith,Droid
10413,10107,THREEPIO: Hush! Not so loud!,THREEPIO, Hush! Not so loud!,Revenge of the Sith,
10414,10108,PADME: Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.,PADME, Are you all right? I heard there was an attack on the Jedi Temple . . . you can see the smoke from here.,Revenge of the Sith,Female
10415,10109,ANAKIN: I'm fine. I'm fine. I came to see if you and the baby are safe.,ANAKIN, I'm fine. I'm fine. I came to see if you and the baby are safe.,Revenge of the Sith,Male
10416,10110,PADME: Captain Typho's here we're safe. What's happening?,PADME, Captain Typho's here we're safe. What's happening?,Revenge of the Sith,Female
10417,10111,C-3PO: What is going on?,C-3PO, What is going on?,Revenge of the Sith,Droid
10418,10112,C-3PO: (continuing) You can't be anymore confused than I am.,C-3PO,  You can't be anymore confused than I am.,Revenge of the Sith,Droid
10419,10113,ANAKIN: The situation is not good. The Jedi have tried to overthrow the Republic . . .,ANAKIN, The situation is not good. The Jedi have tried to overthrow the Republic . . .,Revenge of the Sith,Male
10420,10114,PADME: I can't believe that!,PADME, I can't believe that!,Revenge of the Sith,Female
10421,10115,ANAKIN: I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.,ANAKIN, I couldn't either at first but it's true. I saw Master Windu attempt to assassinate the Chancellor myself.,Revenge of the Sith,Male
10422,10116,C-3PO: Something important is going on! I heard a rumor they are going to banish all droids.,C-3PO, Something important is going on! I heard a rumor they are going to banish all droids.,Revenge of the Sith,Droid
10423,10117,C-3PO: (continuing) Shhhhhh . . . not so loud.,C-3PO,  Shhhhhh . . . not so loud.,Revenge of the Sith,Droid
10424,10118,C-3PO: (continuing) Whatever it is we'll be the last to know.,C-3PO,  Whatever it is we'll be the last to know.,Revenge of the Sith,Droid
10425,10119,PADME: Anakin what are you going to do?,PADME, Anakin what are you going to do?,Revenge of the Sith,Female
10426,10120,ANAKIN: I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.,ANAKIN, I will not betray the Republic . . . my loyalties lie with the Chancellor and with the Senate . . . and with you.,Revenge of the Sith,Male
10427,10121,PADME: What about Obi-Wan?,PADME, What about Obi-Wan?,Revenge of the Sith,Female
10428,10122,ANAKIN: I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.,ANAKIN, I don't know . . . Many Jedi have been killed. We can only hope that he's remained loyal to the Chancellor.,Revenge of the Sith,Male
10429,10123,PADME: How could this have happened?,PADME, How could this have happened?,Revenge of the Sith,Female
10430,10124,ANAKIN: The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.,ANAKIN, The Republic is unstable Padme. The Jedi aren't the only ones trying to take advantage of the situation. There are also traitors in the Senate.,Revenge of the Sith,Male
10431,10125,PADME: What are you saying?,PADME, What are you saying?,Revenge of the Sith,Female
10432,10126,ANAKIN: You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.,ANAKIN, You need to distance yourself from your friends in the Senate. The Chancellor said they will be dealt with when this conflict is over.,Revenge of the Sith,Male
10433,10127,PADME: What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?,PADME, What if they start an inquisition? I've opposed this war. What will you do if I become a suspect?,Revenge of the Sith,Female
10434,10128,ANAKIN: That won't happen. I won't let it.,ANAKIN, That won't happen. I won't let it.,Revenge of the Sith,Male
10435,10129,PADME: Oh Anakin I'm afraid.,PADME, Oh Anakin I'm afraid.,Revenge of the Sith,Female
10436,10130,ANAKIN: Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.,ANAKIN, Have faith my love. Everything will soon be set right. The Chancellor has given me a very important mission. The Separatists have gathered in the Mustafar system. I'm going there to end this war. Wait for me until I return . . . things will be different I promise.,Revenge of the Sith,Male
10437,10131,ANAKIN: (continuing) Please wait for me.,ANAKIN,  Please wait for me.,Revenge of the Sith,Male
10438,10132,PADME: I will.,PADME, I will.,Revenge of the Sith,Female
10439,10133,C-3PO: (to Artoo) Well he is under a lot of stress Artoo.,C-3PO,  Well he is under a lot of stress Artoo.,Revenge of the Sith,Droid
10440,10134,C-3PO: (continuing) Take care my little friend.,C-3PO,  Take care my little friend.,Revenge of the Sith,Droid
10441,10135,C-3PO: (continuing) My Lady is there anything I might do?,C-3PO,  My Lady is there anything I might do?,Revenge of the Sith,Droid
10442,10136,PADME: No thank you Threepio.,PADME, No thank you Threepio.,Revenge of the Sith,Female
10443,10137,G-3PO: A snack perhaps?,G-3PO, A snack perhaps?,Revenge of the Sith,Droid
10444,10138,PADME: No.,PADME, No.,Revenge of the Sith,Female
10445,10139,C-3PO: I feel so helpless.,C-3PO, I feel so helpless.,Revenge of the Sith,Droid
10446,10140,BAIL ORGANA: You made it.,BAIL ORGANA, You made it.,Revenge of the Sith,Male
10447,10141,YODA: Master Kenobi dark times are these. Good to see you. it is.,YODA, Master Kenobi dark times are these. Good to see you. it is.,Revenge of the Sith,Male
10448,10142,OBI-WAN: You were attacked by your Clones also?,OBI-WAN, You were attacked by your Clones also?,Revenge of the Sith,Male
10449,10143,YODA: With the help of the Wookiees barely escape I did.,YODA, With the help of the Wookiees barely escape I did.,Revenge of the Sith,Male
10450,10144,OBI-WAN: How many other Jedi managed to survive?,OBI-WAN, How many other Jedi managed to survive?,Revenge of the Sith,Male
10451,10145,YODA: Heard from no one have we.,YODA, Heard from no one have we.,Revenge of the Sith,Male
10452,10146,BAIL ORGANA: I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.,BAIL ORGANA, I saw thousands of troops attack the Jedi Temple. That's why I went looking for Yoda.,Revenge of the Sith,Male
10453,10147,OBI-WAN: Have we had any contact from the Temple?,OBI-WAN, Have we had any contact from the Temple?,Revenge of the Sith,Male
10454,10148,YODA: Received a coded retreat message we have.,YODA, Received a coded retreat message we have.,Revenge of the Sith,Male
10455,10149,BAIL ORGANA: It requests all Jedi to return to the Temple. It says that the war is over . . .,BAIL ORGANA, It requests all Jedi to return to the Temple. It says that the war is over . . .,Revenge of the Sith,Male
10456,10150,OBI-WAN: Well then we must go back! If there are other stragglers they will fall into the trap and be killed.,OBI-WAN, Well then we must go back! If there are other stragglers they will fall into the trap and be killed.,Revenge of the Sith,Male
10457,10151,BAIL ORGANA: It's too dangerous to return.,BAIL ORGANA, It's too dangerous to return.,Revenge of the Sith,Male
10458,10152,YODA: Suggest dismantling the coded signal do you?,YODA, Suggest dismantling the coded signal do you?,Revenge of the Sith,Male
10459,10153,OBI-WAN: Yes Master. There is too much at stake here and we need a clearer picture of what has happened.,OBI-WAN, Yes Master. There is too much at stake here and we need a clearer picture of what has happened.,Revenge of the Sith,Male
10460,10154,YODA: I agree. In a dark place we find ourselves ... a little more knowledge might light our way.,YODA, I agree. In a dark place we find ourselves ... a little more knowledge might light our way.,Revenge of the Sith,Male
10461,10155,NUTE GUNRAY: The plan has gone as you had promised My Lord.,NUTE GUNRAY, The plan has gone as you had promised My Lord.,Revenge of the Sith,Male
10462,10156,DARTH SIDIOUS: You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.,DARTH SIDIOUS, You have done well Viceroy. When my new apprentice Darth Vader arrives he will take care of you.,Revenge of the Sith,Male
10463,10157,PILOT: We are receiving a message from the Chancellor's office sir.,PILOT, We are receiving a message from the Chancellor's office sir.,Revenge of the Sith,Male
10464,10158,BAIL ORGANA: Send it through.,BAIL ORGANA, Send it through.,Revenge of the Sith,Male
10465,10159,PILOT: Yes sir.,PILOT, Yes sir.,Revenge of the Sith,Male
10466,10160,MAS AMEDDA: Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,MAS AMEDDA, Senator Organa . . . the Supreme Chancellor of the Republic requests your presence at a special session of Congress.,Revenge of the Sith,Male
10467,10161,BAIL ORGANA: Tell the Chancellor I will be there.,BAIL ORGANA, Tell the Chancellor I will be there.,Revenge of the Sith,Male
10468,10162,MAS AMEDDA: Very well. He will be expecting you.,MAS AMEDDA, Very well. He will be expecting you.,Revenge of the Sith,Male
10469,10163,BAIL ORGANA: It could be a trap.,BAIL ORGANA, It could be a trap.,Revenge of the Sith,Male
10470,10164,OBI-WAN: No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,OBI-WAN, No I don't think so. The Chancellor will not be able to control the thousands of star systems without keeping the Senate intact.,Revenge of the Sith,Male
10471,10165,YODA: If a special session of Congress there is easier for us to enter the Jedi Temple it will be.,YODA, If a special session of Congress there is easier for us to enter the Jedi Temple it will be.,Revenge of the Sith,Male
10472,10166,GUARD: Welcome back Senator. May I see your clearance?,GUARD, Welcome back Senator. May I see your clearance?,Revenge of the Sith,Male
10473,10167,BAIL ORGANA: Certainly.,BAIL ORGANA, Certainly.,Revenge of the Sith,Male
10474,10168,GUARD: Thank you you may proceed. We will take custody of the Jedi.,GUARD, Thank you you may proceed. We will take custody of the Jedi.,Revenge of the Sith,Male
10475,10169,OBI-WAN: It would be better if we stayed with the Senator.,OBI-WAN, It would be better if we stayed with the Senator.,Revenge of the Sith,Male
10476,10170,GUARD: It would be better if they stayed with you.,GUARD, It would be better if they stayed with you.,Revenge of the Sith,Male
10477,10171,ANAKIN: Artoo . . . stay with the ship.,ANAKIN, Artoo . . . stay with the ship.,Revenge of the Sith,Male
10478,10172,NUTE GUNRAY: Welcome Lord Vader. We've been expecting you.,NUTE GUNRAY, Welcome Lord Vader. We've been expecting you.,Revenge of the Sith,Male
10479,10173,OBI-WAN: There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.,OBI-WAN, There are several battalions of Clone Troopers on every level. Many are dressed as Jedi.,Revenge of the Sith,Male
10480,10174,YODA: Dismantle the coded signal quickly. That group back there soon discovered will be.,YODA, Dismantle the coded signal quickly. That group back there soon discovered will be.,Revenge of the Sith,Male
10481,10175,PALPATINE: . . . and the Jedi Rebellion has been foiled.,PALPATINE, . . . and the Jedi Rebellion has been foiled.,Revenge of the Sith,Male
10482,10176,BAIL ORGANA: I was held up. What's happening?,BAIL ORGANA, I was held up. What's happening?,Revenge of the Sith,Male
10483,10177,PADME: The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.,PADME, The Chancellor has been elaborating on a plot by the Jedi to overthrow the Senate.,Revenge of the Sith,Female
10484,10178,BAIL ORGANA: That's not true!,BAIL ORGANA, That's not true!,Revenge of the Sith,Male
10485,10179,PADME: He's been presenting evidence all afternoon.,PADME, He's been presenting evidence all afternoon.,Revenge of the Sith,Female
10486,10180,BAIL ORGANA: And the Senate will go along with it just like they always do.,BAIL ORGANA, And the Senate will go along with it just like they always do.,Revenge of the Sith,Male
10487,10181,PALPATINE: The remaining Jedi will be hunted down and defeated. (applause) Any collaborators will suffer the same fate.,PALPATINE, The remaining Jedi will be hunted down and defeated.  Any collaborators will suffer the same fate.,Revenge of the Sith,Male
10488,10182,OBI-WAN: Not even the younglings survived.,OBI-WAN, Not even the younglings survived.,Revenge of the Sith,Male
10489,10183,YODA: Killed not by clones this Padawan. By a lightsaber he was.,YODA, Killed not by clones this Padawan. By a lightsaber he was.,Revenge of the Sith,Male
10490,10184,OBI-WAN: . . .Who?? Who could have done this?,OBI-WAN, . . .Who?? Who could have done this?,Revenge of the Sith,Male
10491,10185,PALPATINE: The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.,PALPATINE, The attempt on my life has left me scarred and deformed but I assure you my resolve has never been stronger.,Revenge of the Sith,Male
10492,10186,PALPATINE: The war is over. (applause) The Separatists have been defeated (applause) and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.,PALPATINE, The war is over.  and the Jedi rebellion has been foiled. We stand on the threshold of a new beginning.,Revenge of the Sith,Male
10493,10187,PADME: Well this is the moment we discover if he intends to return the Republic to a democracy.,PADME, Well this is the moment we discover if he intends to return the Republic to a democracy.,Revenge of the Sith,Female
10494,10188,PALPATINE: In order to ensure our security and continuing stability the Republic will be reorganized into the first Galactic Empire for a safe and secure society which I assure you will last for ten thousand years.,PALPATINE, In order to ensure our security and continuing stability the Republic will be reorganized into the first Galactic Empire for a safe and secure society which I assure you will last for ten thousand years.,Revenge of the Sith,Male
10495,10189,PALPATINE: (continuing) An empire that will continue to be ruled by this august body and a sovereign ruler chosen for life . . .,PALPATINE,  An empire that will continue to be ruled by this august body and a sovereign ruler chosen for life . . .,Revenge of the Sith,Male
10496,10190,PALPATINE: (continuing) An empire ruled by the majority . . . Ruled by a new constitution . . .,PALPATINE,  An empire ruled by the majority . . . Ruled by a new constitution . . .,Revenge of the Sith,Male
10497,10191,PADME: So this is how liberty dies with thunderous applause . . .,PADME, So this is how liberty dies with thunderous applause . . .,Revenge of the Sith,Female
10498,10192,BAIL ORGANA: We cannot let this happen.,BAIL ORGANA, We cannot let this happen.,Revenge of the Sith,Male
10499,10193,PADME: Not now! There will be a time.,PADME, Not now! There will be a time.,Revenge of the Sith,Female
10500,10194,RUNE HAAKO: Stop! Enough this is not right!,RUNE HAAKO, Stop! Enough this is not right!,Revenge of the Sith,Male
10501,10195,NUTE GUNRAY: The war is over. Lord Sidious promised us peace ... we only want . . .,NUTE GUNRAY, The war is over. Lord Sidious promised us peace ... we only want . . .,Revenge of the Sith,Male
10502,10196,OBI-WAN: I've recalibrated the code warning all surviving Jedi to stay away.,OBI-WAN, I've recalibrated the code warning all surviving Jedi to stay away.,Revenge of the Sith,Male
10503,10197,YODA: Good . . . For the Clones to discover the recalibration a long time it will take. To change it back longer still. Hurry.,YODA, Good . . . For the Clones to discover the recalibration a long time it will take. To change it back longer still. Hurry.,Revenge of the Sith,Male
10504,10198,OBI-WAN: Wait Master. There is something I must know . . .,OBI-WAN, Wait Master. There is something I must know . . .,Revenge of the Sith,Male
10505,10199,YODA: If into the security recordings you go only pain will you find.,YODA, If into the security recordings you go only pain will you find.,Revenge of the Sith,Male
10506,10200,OBI-WAN: I must know the truth Master.,OBI-WAN, I must know the truth Master.,Revenge of the Sith,Male
10507,10201,OBI-WAN: (continuing) It can't be . . . It can't be . . .,OBI-WAN,  It can't be . . . It can't be . . .,Revenge of the Sith,Male
10508,10202,ANAKIN: The traitors have been taken care of Lord Sidious.,ANAKIN, The traitors have been taken care of Lord Sidious.,Revenge of the Sith,Male
10509,10203,DARTH SlDIOUS: Good . . . good . . . You have done well my new apprentice. Do you feel your power growing?,DARTH SIDIOUS, Good . . . good . . . You have done well my new apprentice. Do you feel your power growing?,Revenge of the Sith,Male
10510,10204,ANAKIN: Yes My Master.,ANAKIN, Yes My Master.,Revenge of the Sith,Male
10511,10205,DARTH SlDIOUS: Now Lord Vader now go and bring peace to the Empire.,DARTH SIDIOUS, Now Lord Vader now go and bring peace to the Empire.,Revenge of the Sith,Male
10512,10206,OBI-WAN: I can't watch any more.,OBI-WAN, I can't watch any more.,Revenge of the Sith,Male
10513,10207,YODA: Destroy the Sith we must.,YODA, Destroy the Sith we must.,Revenge of the Sith,Male
10514,10208,OBI-WAN: Send me to kill the Emperor. I will not kill Anakin.,OBI-WAN, Send me to kill the Emperor. I will not kill Anakin.,Revenge of the Sith,Male
10515,10209,YODA: To fight this Lord Sidious strong enough you are not.,YODA, To fight this Lord Sidious strong enough you are not.,Revenge of the Sith,Male
10516,10210,OBI-WAN: He is like my brother ... I cannot do it.,OBI-WAN, He is like my brother ... I cannot do it.,Revenge of the Sith,Male
10517,10211,YODA: Twisted by the dark side young Skywalker has become. The boy you trained gone he is . . . Consumed by Darth Vader.,YODA, Twisted by the dark side young Skywalker has become. The boy you trained gone he is . . . Consumed by Darth Vader.,Revenge of the Sith,Male
10518,10212,OBI-WAN: How could it have come to this?,OBI-WAN, How could it have come to this?,Revenge of the Sith,Male
10519,10213,YODA: To question no time there is.,YODA, To question no time there is.,Revenge of the Sith,Male
10520,10214,OBI-WAN: I do not know where the Emperor has sent him. I don't know where to look.,OBI-WAN, I do not know where the Emperor has sent him. I don't know where to look.,Revenge of the Sith,Male
10521,10215,YODA: Use your feelings Obi-Wan and find him you will. Visit the new Emperor my task is. May the Force be with you.,YODA, Use your feelings Obi-Wan and find him you will. Visit the new Emperor my task is. May the Force be with you.,Revenge of the Sith,Male
10522,10216,OBI-WAN: May the Force be with you Master Yoda.,OBI-WAN, May the Force be with you Master Yoda.,Revenge of the Sith,Male
10523,10217,C-3PO: Hello might I help you . . . Oh it's you Master Kenobi. Come in quickly.,C-3PO, Hello might I help you . . . Oh it's you Master Kenobi. Come in quickly.,Revenge of the Sith,Droid
10524,10218,OBI-WAN: Has Anakin been here . . . ?,OBI-WAN, Has Anakin been here . . . ?,Revenge of the Sith,Male
10525,10219,C-3PO: Yes . . . right after the attack on the Jedi Temple.,C-3PO, Yes . . . right after the attack on the Jedi Temple.,Revenge of the Sith,Droid
10526,10220,PADME: Master Kenobi . . .,PADME, Master Kenobi . . .,Revenge of the Sith,Female
10527,10221,PADME: (continuing) Oh Obi-Wan thank goodness . . . you're alive.,PADME,  Oh Obi-Wan thank goodness . . . you're alive.,Revenge of the Sith,Female
10528,10222,OBI-WAN: The Republic has fallen. Padme . . . The Jedi Order is no more . . .,OBI-WAN, The Republic has fallen. Padme . . . The Jedi Order is no more . . .,Revenge of the Sith,Male
10529,10223,PADME: I know it's hard to believe everything to which we've dedicated our lives is gone.,PADME, I know it's hard to believe everything to which we've dedicated our lives is gone.,Revenge of the Sith,Female
10530,10224,OBI-WAN: I believe we have been part of a plot hundreds of years in the making.,OBI-WAN, I believe we have been part of a plot hundreds of years in the making.,Revenge of the Sith,Male
10531,10225,PADME: The Senate is still intact there is some hope.,PADME, The Senate is still intact there is some hope.,Revenge of the Sith,Female
10532,10226,OBI-WAN: No. Padme . . . It's over . . . The Sith now rule the galaxy as they did before the Republic.,OBI-WAN, No. Padme . . . It's over . . . The Sith now rule the galaxy as they did before the Republic.,Revenge of the Sith,Male
10533,10227,PADME: The Sith!?!,PADME, The Sith!?!,Revenge of the Sith,Female
10534,10228,OBI-WAN: I'm here looking for Anakin . . . When was the last time you saw him?,OBI-WAN, I'm here looking for Anakin . . . When was the last time you saw him?,Revenge of the Sith,Male
10535,10229,PADME: Yesterday.,PADME, Yesterday.,Revenge of the Sith,Female
10536,10230,OBI-WAN: And do you know where he is now?,OBI-WAN, And do you know where he is now?,Revenge of the Sith,Male
10537,10231,PADME: (looks down) No.,PADME,  No.,Revenge of the Sith,Female
10538,10232,OBI-WAN: Padme I need your help. He's in grave danger.,OBI-WAN, Padme I need your help. He's in grave danger.,Revenge of the Sith,Male
10539,10233,PADME: From the Sith?,PADME, From the Sith?,Revenge of the Sith,Female
10540,10234,OBI-WAN: From himself . . . Padme Anakin has turned to the dark side.,OBI-WAN, From himself . . . Padme Anakin has turned to the dark side.,Revenge of the Sith,Male
10541,10235,PADME: You're wrong! How could you even say that?,PADME, You're wrong! How could you even say that?,Revenge of the Sith,Female
10542,10236,OBI-WAN: I have seen a security hologram of him killing younglings.,OBI-WAN, I have seen a security hologram of him killing younglings.,Revenge of the Sith,Male
10543,10237,PADME: Not Anakin! He couldn't!,PADME, Not Anakin! He couldn't!,Revenge of the Sith,Female
10544,10238,OBI-WAN: He was deceived by a lie. We all were. It appears that the Chancellor is behind everything including the war. Palpatine is the Sith Lord we've been looking for. After the death of Count Dooku Anakin became his new apprentice.,OBI-WAN, He was deceived by a lie. We all were. It appears that the Chancellor is behind everything including the war. Palpatine is the Sith Lord we've been looking for. After the death of Count Dooku Anakin became his new apprentice.,Revenge of the Sith,Male
10545,10239,PADME: I don't believe you ... I can't.,PADME, I don't believe you ... I can't.,Revenge of the Sith,Female
10546,10240,OBI-WAN: Padme I must find him.,OBI-WAN, Padme I must find him.,Revenge of the Sith,Male
10547,10241,PADME: You're going to kill him aren't you?,PADME, You're going to kill him aren't you?,Revenge of the Sith,Female
10548,10242,OBI-WAN: He has become a very great threat.,OBI-WAN, He has become a very great threat.,Revenge of the Sith,Male
10549,10243,PADME: I can't . . .,PADME, I can't . . .,Revenge of the Sith,Female
10550,10244,OBI-WAN: Anakin is the father isn't he?,OBI-WAN, Anakin is the father isn't he?,Revenge of the Sith,Male
10551,10245,OBI-WAN: (continuing) I'm so sorry.,OBI-WAN,  I'm so sorry.,Revenge of the Sith,Male
10552,10246,CAPTAIN TYPHO: My Lady let me come with you.,CAPTAIN TYPHO, My Lady let me come with you.,Revenge of the Sith,Male
10553,10247,PADME: There is no danger. The fighting is over and . . . this is personal.,PADME, There is no danger. The fighting is over and . . . this is personal.,Revenge of the Sith,Female
10554,10248,CAPTAIN TYPHO: As you wish My Lady . . . but I strongly disagree.,CAPTAIN TYPHO, As you wish My Lady . . . but I strongly disagree.,Revenge of the Sith,Male
10555,10249,PADME: I'll be all right Captain.,PADME, I'll be all right Captain.,Revenge of the Sith,Female
10556,10250,PADME: (continuing) This is something I must do myself. Besides Threepio will look after me.,PADME,  This is something I must do myself. Besides Threepio will look after me.,Revenge of the Sith,Female
10557,10251,C-3PO: Oh dear.,C-3PO, Oh dear.,Revenge of the Sith,Droid
10558,10252,C-3PO: Green light. Do you know that I think I'm beginning to get the hang of this flying business.,C-3PO, Green light. Do you know that I think I'm beginning to get the hang of this flying business.,Revenge of the Sith,Droid
10559,10253,DARTH VADER: The Separatists are taken care of My Master.,DARTH VADER, The Separatists are taken care of My Master.,Revenge of the Sith,Male
10560,10254,DARTH SlDIOUS: It is finished then. You have restored peace and justice to the galaxy. You have done well Lord Vader.,DARTH SIDIOUS, It is finished then. You have restored peace and justice to the galaxy. You have done well Lord Vader.,Revenge of the Sith,Male
10561,10255,DARTH VADER: Thank you My Master.,DARTH VADER, Thank you My Master.,Revenge of the Sith,Male
10562,10256,DARTH SlDIOUS: Send a message to the ships of the Trade Federation. Tell them the Separatist leaders have been wiped out. Grievous and Dooku have been destroyed. All droid units must shut down immediately.,DARTH SIDIOUS, Send a message to the ships of the Trade Federation. Tell them the Separatist leaders have been wiped out. Grievous and Dooku have been destroyed. All droid units must shut down immediately.,Revenge of the Sith,Male
10563,10257,DARTH VADER: Very good My Lord.,DARTH VADER, Very good My Lord.,Revenge of the Sith,Male
10564,10258,ANAKIN: Padme I saw your ship . . .,ANAKIN, Padme I saw your ship . . .,Revenge of the Sith,Male
10565,10259,PADME: Oh Anakin!,PADME, Oh Anakin!,Revenge of the Sith,Female
10566,10260,ANAKIN: It's all right you're safe now. What are you doing out here?,ANAKIN, It's all right you're safe now. What are you doing out here?,Revenge of the Sith,Male
10567,10261,PADME: I was so worried about you. Obi-Wan told me terrible things.,PADME, I was so worried about you. Obi-Wan told me terrible things.,Revenge of the Sith,Female
10568,10262,ANAKIN: What things?,ANAKIN, What things?,Revenge of the Sith,Male
10569,10263,PADME: He said you have turned to the dark side . . . that you killed younglings.,PADME, He said you have turned to the dark side . . . that you killed younglings.,Revenge of the Sith,Female
10570,10264,ANAKIN: Obi-Wan is trying to turn you against me.,ANAKIN, Obi-Wan is trying to turn you against me.,Revenge of the Sith,Male
10571,10265,PADME: He cares about us.,PADME, He cares about us.,Revenge of the Sith,Female
10572,10266,ANAKIN: Us??!,ANAKIN, Us??!,Revenge of the Sith,Male
10573,10267,PADME: He knows . . . He wants to help you.,PADME, He knows . . . He wants to help you.,Revenge of the Sith,Female
10574,10268,ANAKIN: Is Obi-Wan going to protect you? He can't ... he can't help you. He's not strong enough.,ANAKIN, Is Obi-Wan going to protect you? He can't ... he can't help you. He's not strong enough.,Revenge of the Sith,Male
10575,10269,PADME: Anakin all I want is your love.,PADME, Anakin all I want is your love.,Revenge of the Sith,Female
10576,10270,ANAKIN: Love won't save you Padme. Only my new powers can do that.,ANAKIN, Love won't save you Padme. Only my new powers can do that.,Revenge of the Sith,Male
10577,10271,PADME: At what cost? You are a good person. Don't do this.,PADME, At what cost? You are a good person. Don't do this.,Revenge of the Sith,Female
10578,10272,ANAKIN: I won't lose you the way I lost my mother! I've become more powerful than any Jedi has ever dreamed of and I've done it for you. To protect you.,ANAKIN, I won't lose you the way I lost my mother! I've become more powerful than any Jedi has ever dreamed of and I've done it for you. To protect you.,Revenge of the Sith,Male
10579,10273,PADME: Come away with me. Help me raise our child. Leave everything else behind while we still can.,PADME, Come away with me. Help me raise our child. Leave everything else behind while we still can.,Revenge of the Sith,Female
10580,10274,ANAKIN: Don't you see we don't have to run away anymore. I have brought peace to the Republic. I am more powerful than the Chancellor. I can overthrow him and together you and I can rule the galaxy. Make things the way we want them to be.,ANAKIN, Don't you see we don't have to run away anymore. I have brought peace to the Republic. I am more powerful than the Chancellor. I can overthrow him and together you and I can rule the galaxy. Make things the way we want them to be.,Revenge of the Sith,Male
10581,10275,PADME: I don't believe what I'm hearing . . . Obi-Wan was right. You've changed.,PADME, I don't believe what I'm hearing . . . Obi-Wan was right. You've changed.,Revenge of the Sith,Female
10582,10276,ANAKIN: I don't want to hear any more about Obi-Wan. The Jedi turned against me. Don't you turn against me.,ANAKIN, I don't want to hear any more about Obi-Wan. The Jedi turned against me. Don't you turn against me.,Revenge of the Sith,Male
10583,10277,"PADME: I don't know you anymore. Anakin you're breaking my heart. I'll never stop loving you but you are going down a path I
can't follow.",PADME," I don't know you anymore. Anakin you're breaking my heart. I'll never stop loving you but you are going down a path I
can't follow.",Revenge of the Sith,Female
10584,10278,ANAKIN: Because of Obi-Wan?,ANAKIN, Because of Obi-Wan?,Revenge of the Sith,Male
10585,10279,PADME: Because of what you've done . . . what you plan to do. Stop stop now. Come back! I love you.,PADME, Because of what you've done . . . what you plan to do. Stop stop now. Come back! I love you.,Revenge of the Sith,Female
10586,10280,ANAKIN: (seeing Obi-Wan) Liar!,ANAKIN,  Liar!,Revenge of the Sith,Male
10587,10281,PADME: No!,PADME, No!,Revenge of the Sith,Female
10588,10282,ANAKIN: You're with him. You've betrayed me! You brought him here to kill me!,ANAKIN, You're with him. You've betrayed me! You brought him here to kill me!,Revenge of the Sith,Male
10589,10283,PADME: NO! Anakin. I swear ... I ...,PADME, NO! Anakin. I swear ... I ...,Revenge of the Sith,Female
10590,10284,OBI-WAN: Let her go Anakin.,OBI-WAN, Let her go Anakin.,Revenge of the Sith,Male
10591,10285,ANAKIN: What have you and she been up to?,ANAKIN, What have you and she been up to?,Revenge of the Sith,Male
10592,10286,OBI-WAN: Let her go!,OBI-WAN, Let her go!,Revenge of the Sith,Male
10593,10287,ANAKIN: You turned her against me.,ANAKIN, You turned her against me.,Revenge of the Sith,Male
10594,10288,OBI-WAN: You have done that yourself.,OBI-WAN, You have done that yourself.,Revenge of the Sith,Male
10595,10289,ANAKIN: You will not take her from me.,ANAKIN, You will not take her from me.,Revenge of the Sith,Male
10596,10290,OBI-WAN: Your anger and your lust for power have already done that.,OBI-WAN, Your anger and your lust for power have already done that.,Revenge of the Sith,Male
