,Characters,Dialogue,Movie
567,BEN,They're for sale if you want them.,A New Hope
568,TROOPER,Let me see your identification.,A New Hope
570,BEN,You don't need to see his                          identification.,A New Hope
571,TROOPER,We don't need to see his                          identification.,A New Hope
572,BEN,These are not the droids your looking                          for.,A New Hope
573,TROOPER,These are not the droids we're looking                          for.,A New Hope
574,BEN,He can go about his business.,A New Hope
575,TROOPER,You can go about your business.,A New Hope
576,BEN,(to Luke)                         Move along.,A New Hope
577,TROOPER,Move along. Move along.,A New Hope
580,THREEPIO,I can't abide these Jawas. Disgusting                          creatures.,A New Hope
582,LUKE,Go on go on. I can't understand how                          we got by those troopers. I thought                          we were dead.,A New Hope
583,BEN,The Force can have a strong influence                          on the weak-minded. You will find it                          a powerful ally.,A New Hope
584,LUKE,Do you really think we're going to                          find a pilot here that'll take us to                          Alderaan?,A New Hope
585,BEN,Well most of the best freighter                          pilots can be found here. Only watch                          your step. This place can be a little                          rough.,A New Hope
586,LUKE,I'm ready for anything.,A New Hope
587,THREEPIO,Come along Artoo.,A New Hope
590,BARTENDER,We don't serve their kind here!,A New Hope
592,LUKE,What?,A New Hope
593,BARTENDER,Your droids. They'll have to wait                          outside. We don't want them here.,A New Hope
596,LUKE,Listen why don't you wait out by                          the speeder. We don't want any                          trouble.,A New Hope
597,THREEPIO,I heartily agree with you sir.,A New Hope
603,CREATURE,Negola dewaghi wooldugger?!?,A New Hope
605,HUMAN,He doesn't like you.,A New Hope
606,LUKE,I'm sorry.,A New Hope
607,HUMAN,I don't like you either.,A New Hope
609,HUMAN,Don't insult us. You just watch                          yourself. We're wanted men. I have                          the death sentence in twelve systems.,A New Hope
610,LUKE,I'll be careful than.,A New Hope
611,HUMAN,You'll be dead.,A New Hope
613,BEN,This little one isn't worth the                          effort. Come let me buy you                          something...,A New Hope
615,BARTENDER,No blasters! No blaster!,A New Hope
617,BEN,This is Chewbacca. He's first-mate                          on a ship that might suit our needs.,A New Hope
620,THREEPIO,I don't like the look of this.,A New Hope
623,HAN,Han Solo. I'm captain of the                          Millennium Falcon. Chewie here tells                          me you're looking for passage to the                          Alderaan system.,A New Hope
624,BEN,Yes indeed. If it's a fast ship.,A New Hope
625,HAN,Fast ship? You've never heard of the                          Millennium Falcon?,A New Hope
626,BEN,Should I have?,A New Hope
627,HAN,It's the ship that made the Kessel                          run in less than twelve parsecs!,A New Hope
629,HAN,I've outrun Imperial starships not                          the local bulk-cruisers mind you.                          I'm talking about the big Corellian                          ships now. She's fast enough for                          you old man. What's the cargo?,A New Hope
630,BEN,Only passengers. Myself the boy                          two droids and no questions asked.,A New Hope
631,HAN,What is it? Some kind of local                          trouble?,A New Hope
632,BEN,Let's just say we'd like to avoid                          any Imperial entanglements.,A New Hope
633,HAN,Well that's the trick isn't it?                          And it's going to cost you something                          extra. Ten thousand in advance.,A New Hope
634,LUKE,Ten thousand? We could almost buy                          our own ship for that!,A New Hope
635,HAN,But who's going to fly it kid! You?,A New Hope
636,LUKE,You bet I could. I'm not such a bad                          pilot myself! We don't have to sit                          here and listen...,A New Hope
637,BEN,We haven't that much with us. But we                          could pay you two thousand now plus                          fifteen when we reach Alderaan.,A New Hope
638,HAN,Seventeen huh!,A New Hope
640,HAN,Okay. You guys got yourself a ship.                          We'll leave as soon as you're ready.                          Docking bay Ninety-four.,A New Hope
641,BEN,Ninety-four.,A New Hope
642,HAN,Looks like somebody's beginning to                          take an interest in your handiwork.,A New Hope
644,TROOPER,All right we'll check it out.,A New Hope
646,HAN,Seventeen thousand! Those guys must                          really be desperate. This could really                          save my neck. Get back to the ship                          and get her ready.,A New Hope
648,BEN,You'll have to sell your speeder.,A New Hope
649,LUKE,That's okay. I'm never coming back                          to this planet again.,A New Hope
652,GREEDO,Going somewhere Solo?,A New Hope
653,HAN,Yes Greedo. As a matter of fact I                          was just going to see your boss.                          Tell Jabba that I've got his money.,A New Hope
655,GREEDO,It's too late. You should have paid                          him when you had the chance. Jabba's                          put a price on your head so large                          that every bounty hunter in the galaxy                          will be looking for you. I'm lucky I                          found you first.,A New Hope
656,HAN,Yeah but this time I got the money.,A New Hope
657,GREEDO,If you give it to me I might forget                          I found you.,A New Hope
658,HAN,I don't have it with me. Tell Jabba...,A New Hope
659,GREEDO,Jabba's through with you. He has no                          time for smugglers who drop their                          shipments at the first sign of an                          Imperial cruiser.,A New Hope
660,HAN,Even I get boarded sometimes. Do you                          think I had a choice?,A New Hope
662,GREEDO,You can tell that to Jabba. He may                          only take your ship.,A New Hope
663,HAN,Over my dead body.,A New Hope
664,GREEDO,That's the idea. I've been looking                          forward to killing you for a long                          time.,A New Hope
665,HAN,Yes I'll bet you have.,A New Hope
667,HAN,Sorry about the mess.,A New Hope
671,VADER,Her resistance to the mind probe is                          considerable. It will be some time                          before we can extract any information                          from her.,A New Hope
673,IMPERIAL OFFICER,The final check-out is complete. All                          systems are operational. What course                          shall we set?,A New Hope
674,TARKIN,Perhaps she would respond to an                          alternative form of persuasion.,A New Hope
675,VADER,What do you mean?,A New Hope
676,TARKIN,I think it is time we demonstrate                          the full power of this station.                              (to soldier)                         Set your course for Princess Leia's                          home planet of Alderaan.,A New Hope
677,TROOPER,With pleasure.,A New Hope
680,THREEPIO,Lock the door Artoo.,A New Hope
682,TROOPER,All right check that side of the                          street. It's secure. Move on to the                          next door.,A New Hope
684,THREEPIO,I would much rather have gone with                          Master Luke than stay here with you.                          I don't know what all the trouble is                          about but I'm sure it must be your                          fault.,A New Hope
686,THREEPIO,You watch your language!,A New Hope
689,LUKE,He says it's the best he can do.                          Since the XP-38 came out they're                          just not in demand.,A New Hope
690,BEN,It will be enough.,A New Hope
692,BEN,If the ship's as fast as he's                          boasting we ought to do well.,A New Hope
695,JABBA,Come on out Solo!,A New Hope
697,HAN,I've been waiting for you Jabba.,A New Hope
698,JABBA,I expected you would be.,A New Hope
699,HAN,I'm not the type to run.,A New Hope
700,JABBA,(fatherly-smooth)                         Han my boy there are times when                          you disappoint me... why haven't you                          paid me? And why did you have to fry                          poor Greedo like that... after all                          we've been through together.,A New Hope
701,HAN,You sent Greedo to blast me.,A New Hope
702,JABBA,(mock surprise)                         Han why you're the best smuggler in                          the business. You're too valuable to                          fry. He was only relaying my concern                          at your delays. He wasn't going to                          blast you.,A New Hope
703,HAN,I think he thought he was. Next time                          don't send one of those twerps. If                          you've got something to say to me                          come see me yourself.,A New Hope
704,JABBA,Han Han! If only you hadn't had to                          dump that shipment of spice... you                          understand I just can't make an                          exception. Where would I be if every                          pilot who smuggled for me dumped                          their shipment at the first sign of                          an Imperial starship? It's not good                          business.,A New Hope
705,HAN,You know even I get boarded                          sometimes Jabba. I had no choice                          but I've got a charter now and I can                          pay you back plus a little extra. I                          just need some more time.,A New Hope
706,JABBA,(to his men)                         Put your blasters away. Han my boy                          I'm only doing this because you're                          the best and I need you. So for an                          extra say twenty percent I'll give                          you a little more time... but this                          is it. If you disappoint me again                          I'll put a price on your head so                          large you won't be able to go near a                          civilized system for the rest of                          your short life.,A New Hope
707,HAN,Jabba I'll pay you because it's my                          pleasure.,A New Hope
712,LUKE,What a piece of junk.,A New Hope
714,HAN,She'll make point five beyond the                          speed of light. She may not look                          like much but she's got it where it                          counts kid. I've added some special                          modifications myself.,A New Hope
716,HAN,We're a little rushed so if you'll                          hurry aboard we'll get out of here.,A New Hope
722,THREEPIO,Hello sir.,A New Hope
725,TROOPER,Which way?,A New Hope
727,TROOPER,All right men. Load your weapons!,A New Hope
730,TROOPER,Stop that ship!,A New Hope
732,TROOPER,Blast 'em!,A New Hope
735,HAN,Chewie get us out of here!,A New Hope
737,THREEPIO,Oh my. I'd forgotten how much I                          hate space travel.,A New Hope
746,HAN,It looks like an Imperial cruiser.                          Our passengers must be hotter than I                          thought. Try and hold them off. Angle                          the deflector shield while I make                          the calculations for the jump to                          light speed.,A New Hope
751,HAN,Stay sharp! There are two more coming                          in; they're going to try to cut us                          off.,A New Hope
752,LUKE,Why don't you outrun them? I thought                          you said this thing was fast.,A New Hope
753,HAN,Watch your mouth kid or you're                          going to find yourself floating home.                          We'll be safe enough once we make                          the jump to hyperspace. Besides I                          know a few maneuvers. We'll lose                          them!,A New Hope
758,HAN,Here's where the fun begins!,A New Hope
759,BEN,How long before you can make the                          jump to light speed?,A New Hope
760,HAN,It'll take a few moments to get the                          coordinates from the navi-computer.,A New Hope
762,LUKE,Are you kidding? At the rate they're                          gaining...,A New Hope
763,HAN,Traveling through hyperspace isn't                          like dusting crops boy! Without                          precise calculations we could fly                          right through a star or bounce too                          close to a supernova and that'd end                          your trip real quick wouldn't it?,A New Hope
765,LUKE,What's that flashing?,A New Hope
766,HAN,We're losing our deflector shield.                          Go strap yourself in I'm going to                          make the jump to light speed.,A New Hope
774,MOTTI,We've entered the Alderaan system.,A New Hope
776,LEIA,Governor Tarkin I should have                          expected to find you holding Vader's                          leash. I recognized your foul stench                          when I was brought on board.,A New Hope
777,TARKIN,Charming to the last. You don't know                          how hard I found it signing the order                          to terminate your life!,A New Hope
778,LEIA,I surprised you had the courage to                          take the responsibility yourself!,A New Hope
779,TARKIN,Princess Leia before your execution                          I would like you to be my guest at a                          ceremony that will make this battle                          station operational. No star system                          will dare oppose the Emperor now.,A New Hope
780,LEIA,The more you tighten your grip                          Tarkin the more star systems will                          slip through your fingers.,A New Hope
781,TARKIN,Not after we demonstrate the power                          of this station. In a way you have                          determined the choice of the planet                          that'll be destroyed first. Since                          you are reluctant to provide us with                          the location of the Rebel base I                          have chosen to test this station's                          destructive power... on your home                          planet of Alderaan.,A New Hope
782,LEIA,No! Alderaan is peaceful. We have no                          weapons. You can't possibly...,A New Hope
783,TARKIN,You would prefer another target? A                          military target? Then name the system!,A New Hope
785,TARKIN,I grow tired of asking this. So it'll                          be the last time. Where is the Rebel                          base?,A New Hope
787,LEIA,(softly)                         Dantooine.,A New Hope
789,LEIA,They're on Dantooine.,A New Hope
790,TARKIN,There. You see Lord Vader she can                          be reasonable.                              (addressing Motti)                         Continue with the operation. You may                          fire when ready.,A New Hope
791,LEIA,What?,A New Hope
792,TARKIN,You're far too trusting. Dantooine                          is too remote to make an effective                          demonstration. But don't worry. We                          will deal with your Rebel friends                          soon enough.,A New Hope
793,LEIA,No!,A New Hope
795,VADER,Commence primary ignition.,A New Hope
799,LUKE,Are you all right? What's wrong?,A New Hope
800,BEN,I felt a great disturbance in the                          Force... as if millions of voices                          suddenly cried out in terror and                          were suddenly silenced. I fear                          something terrible has happened.,A New Hope
802,BEN,You'd better get on with your                          exercises.,A New Hope
804,HAN,Well you can forget your troubles                          with those Imperial slugs. I told                          you I'd outrun 'em.,A New Hope
806,HAN,Don't everyone thank me at once.,A New Hope
808,HAN,Anyway we should be at Alderaan                          about oh-two-hundred hours.,A New Hope
810,THREEPIO,Now be careful Artoo.,A New Hope
812,THREEPIO,He made a fair move. Screaming about                          it won't help you.,A New Hope
813,HAN,(interrupting)                         Let him have it. It's not wise to                          upset a Wookiee.,A New Hope
814,THREEPIO,But sir nobody worries about                          upsetting a droid.,A New Hope
815,HAN,That's 'cause droids don't pull                          people's arms out of their socket                          when they lose. Wookiees are known                          to do that.,A New Hope
816,THREEPIO,I see your point sir. I suggest a                          new strategy Artoo. Let the Wookiee                          win.,A New Hope
818,BEN,Remember a Jedi can feel the Force                          flowing through him.,A New Hope
819,LUKE,You mean it controls your actions?,A New Hope
820,BEN,Partially. But it also obeys your                          commands.,A New Hope
822,HAN,Hokey religions and ancient weapons                          are no match for a good blaster at                          your side kid.,A New Hope
823,LUKE,You don't believe in the Force do                          you?,A New Hope
824,HAN,Kid I've flown from one side of                          this galaxy to the other. I've seen                          a lot of strange stuff but I've                          never seen anything to make me believe                          there's one all-powerful force                          controlling everything. There's no                          mystical energy field that controls                          my destiny.,A New Hope
826,HAN,It's all a lot of simple tricks and                          nonsense.,A New Hope
827,BEN,I suggest you try it again Luke.,A New Hope
829,BEN,This time let go your conscious                          self and act on instinct.,A New Hope
830,LUKE,(laughing)                         With the blast shield down I can't                          even see. How am I supposed to fight?,A New Hope
831,BEN,Your eyes can deceive you. Don't                          trust them.,A New Hope
833,BEN,Stretch out with your feelings.,A New Hope
835,BEN,You see you can do it.,A New Hope
836,HAN,I call it luck.,A New Hope
837,BEN,In my experience there's no such                          thing as luck.,A New Hope
838,HAN,Look going good against remotes is                          one thing. Going good against the                          living? That's something else.,A New Hope
840,HAN,Looks like we're coming up on                          Alderaan.,A New Hope
842,LUKE,You know I did feel something. I                          could almost see the remote.,A New Hope
843,BEN,That's good. You have taken your                          first step into a larger world.,A New Hope
846,TARKIN,Yes.,A New Hope
847,OFFICER CASS,Our scout ships have reached                          Dantooine. They found the remains of                          a Rebel base but they estimate that                          it has been deserted for some time.                          They are now conducting an extensive                          search of the surrounding systems.,A New Hope
848,TARKIN,She lied! She lied to us!,A New Hope
849,VADER,I told you she would never consciously                          betray the Rebellion.,A New Hope
850,TARKIN,Terminate her... immediately!,A New Hope
854,HAN,Stand by Chewie here we go. Cut in                          the sublight engines.,A New Hope
856,HAN,What the...? Aw we've come out of                          hyperspace into a meteor shower.                          Some kind of asteroid collision.                          It's not on any of the charts.,A New Hope
858,LUKE,What's going on?,A New Hope
859,HAN,Our position is correct except...                          no Alderaan!,A New Hope
860,LUKE,What do you mean? Where is it?,A New Hope
861,HAN,Thats what I'm trying to tell you                          kid. It ain't there. It's been totally                          blown away.,A New Hope
862,LUKE,What? How?,A New Hope
864,BEN,Destroyed... by the Empire!,A New Hope
865,HAN,The entire starfleet couldn't destroy                          the whole planet. It'd take a thousand                          ships with more fire power than                          I've...,A New Hope
867,HAN,There's another ship coming in.,A New Hope
868,LUKE,Maybe they know what happened.,A New Hope
869,BEN,It's an Imperial fighter.,A New Hope
871,LUKE,It followed us!,A New Hope
872,BEN,No. It's a short range fighter.,A New Hope
873,HAN,There aren't any bases around here.                          Where did it come from?,A New Hope
877,LUKE,It sure is leaving in a big hurry.                          If they identify us we're in big                          trouble.,A New Hope
878,HAN,Not if I can help it. Chewie...jam                          it's transmissions.,A New Hope
879,BEN,It'd be as well to let it go. It's                          too far out of range.,A New Hope
880,HAN,Not for long...,A New Hope
885,BEN,A fighter that size couldn't get                          this deep into space on its own.,A New Hope
886,LUKE,It must have gotten lost been part                          of a convoy or something.,A New Hope
887,HAN,Well he ain't going to be around                          long enough to tell anyone about us.,A New Hope
892,LUKE,Look at him. He's headed for that                          small moon.,A New Hope
893,HAN,I think I can get him before he gets                          there... he's almost in range.,A New Hope
895,BEN,That's no moon! It's a space station.,A New Hope
896,HAN,It's too big to be a space station.,A New Hope
897,LUKE,I have a very bad feeling about this.,A New Hope
898,HAN,Yeah I think your right. Full                          reverse! Chewie lock in the auxiliary                          power.,A New Hope
900,LUKE,Why are we still moving towards it?,A New Hope
901,HAN,We're caught in a tractor beam! It's                          pulling us in!,A New Hope
902,LUKE,But there's gotta be something you                          can do!,A New Hope
903,HAN,There's nothin' I can do about it                          kid. I'm in full power. I'm going to                          have to shut down. But they're not                          going to get me without a fight!,A New Hope
905,BEN,You can't win. But there are                          alternatives to fighting.,A New Hope
914,OFFICER,To you stations!                              (to another officer)                         Come with me.,A New Hope
919,OFFICER,Close all outboard shields! Close                          all outboard shields!,A New Hope
922,TARKIN,Yes.,A New Hope
923,VOICE,(over intercom)                         We've captured a freighter entering                          the remains of the Alderaan system.                          It's markings match those of a ship                          that blasted its way out of Mos                          Eisley.,A New Hope
924,VADER,They must be trying to return the                          stolen plans to the princess. She                          may yet be of some use to us.,A New Hope
927,VOICE,(over intercom)                         Unlock one-five-seven and nine.                          Release charges.,A New Hope
928,OFFICER,(to Vader)                         There's no one on board sir.                          According to the log the crew                          abandoned ship right after takeoff.                          It must be a decoy sir. Several of                          the escape pods have been jettisoned.,A New Hope
929,VADER,Did you find any droids?,A New Hope
930,OFFICER,No sir. If there were any on board                          they must also have jettisoned.,A New Hope
931,VADER,Send a scanning crew on board. I                          want every part of this ship checked.,A New Hope
932,OFFICER,Yes sir.,A New Hope
933,VADER,I sense something... a presence I                          haven't felt since...,A New Hope
935,OFFICER,Get me a scanning crew in here on                          the double. I want every part of                          this ship checked!,A New Hope
938,LUKE,Boy it's lucky you had these                          compartments.,A New Hope
939,HAN,I use them for smuggling. I never                          thought I'd be smuggling myself in                          them. This is ridiculous. Even if I                          could take off I'd never get past                          the tractor beam.,A New Hope
940,BEN,Leave that to me!,A New Hope
941,HAN,Damn fool. I knew that you were going                          to say that!,A New Hope
942,BEN,Who's the more foolish... the fool                          or the fool who follows him?,A New Hope
946,TROOPER,The ship's all yours. If the scanners                          pick up anything report it                          immediately. All right let's go.,A New Hope
948,HAN'S VOICE,Hey down there could you give us a                          hand with this?,A New Hope
952,GANTRY OFFICER,TX-four-one-two. Why aren't you at                          your post? TX-four-one-two do you                          copy?,A New Hope
954,GANTRY OFFICER,Take over. We've got a bad                          transmitter. I'll see what I can do.,A New Hope
956,LUKE,You know between his howling and                          your blasting everything in sight                          it's a wonder the whole station                          doesn't know we're here.,A New Hope
957,HAN,Bring them on! I prefer a straight                          fight to all this sneaking around.,A New Hope
958,THREEPIO,We found the computer outlet sir.,A New Hope
960,BEN,Plug in. He should be able to                          interpret the entire Imperial computer                          network.,A New Hope
962,THREEPIO,He says he's found the main computer                          to power the tractor beam that's                          holding the ship here. He'll try to                          make the precise location appear on                          the monitor.,A New Hope
964,THREEPIO,The tractor beam is coupled to the                          main reactor in seven locations. A                          power loss at one of the terminals                          will allow the ship to leave.,A New Hope
966,BEN,I don't think you boys can help. I                          must go alone.,A New Hope
967,HAN,Whatever you say. I've done more                          that I bargained for on this trip                          already.,A New Hope
968,LUKE,I want to go with you.,A New Hope
969,BEN,Be patient Luke. Stay and watch                          over the droids.,A New Hope
970,LUKE,But he can...,A New Hope
971,BEN,They must be delivered safely or                          other star systems will suffer the                          same fate as Alderaan. Your destiny                          lies along a different path than                          mine. The Force will be with you...                          always!,A New Hope
973,HAN,Boy you said it Chewie.,A New Hope
975,HAN,Where did you dig up that old fossil?,A New Hope
976,LUKE,Ben is a great man.,A New Hope
977,HAN,Yeah great at getting us into                          trouble.,A New Hope
978,LUKE,I didn't hear you give any ideas...,A New Hope
979,HAN,Well anything would be better than                          just hanging around waiting for him                          to pick us up...,A New Hope
980,LUKE,Who do you think...,A New Hope
982,LUKE,What is it?,A New Hope
983,THREEPIO,"I'm afraid I'm not quite sure sir.                          He says ""I found her"" and keeps                          repeating ""She's here.""",A New Hope
984,LUKE,Well who... who has he found?,A New Hope
986,THREEPIO,Princess Leia.,A New Hope
987,LUKE,The princess? She's here?,A New Hope
988,HAN,Princess? What's going on?,A New Hope
989,THREEPIO,Level five. Detention block A A-twenty-                         three. I'm afraid she's scheduled to                          be terminated.,A New Hope
990,LUKE,Oh no! We've got to do something.,A New Hope
991,HAN,What are you talking about?,A New Hope
992,LUKE,The droid belongs to her. She's the                          one in the message... We've got to                          help her.,A New Hope
993,HAN,Now look don't get any funny ideas.                          The old man wants us to wait right                          here.,A New Hope
994,LUKE,But he didn't know she was here.                          Look will you just find a way back                          into the detention block?,A New Hope
995,HAN,I'm not going anywhere.,A New Hope
996,LUKE,They're going to execute her. Look                          a few minutes ago you said you didn't                          want to just wait here to be captured.                          Now all you want to do is stay.,A New Hope
997,HAN,Marching into the detention area is                          not what I had in mind.,A New Hope
998,LUKE,But they're going to kill her!,A New Hope
999,HAN,Better her than me...,A New Hope
1000,LUKE,She's rich.,A New Hope
1002,HAN,Rich?,A New Hope
1003,LUKE,Yes. Rich powerful! Listen if you                          were to rescue her the reward would                          be...,A New Hope
1004,HAN,What?,A New Hope
1005,LUKE,Well more wealth that you can imagine.,A New Hope
1006,HAN,I don't know I can imagine quite a                          bit!,A New Hope
1007,LUKE,You'll get it!,A New Hope
1008,HAN,I better!,A New Hope
1009,LUKE,You will...,A New Hope
1010,HAN,All right kid. But you'd better be                          right about this.,A New Hope
1012,LUKE,All right.,A New Hope
1013,HAN,What's your plan?,A New Hope
1014,LUKE,Uh... Threepio hand me those binders                          there will you?,A New Hope
1016,LUKE,Okay. Now I'm going to put these on                          you.,A New Hope
1018,LUKE,Okay. Han you put these on.,A New Hope
1020,HAN,Don't worry Chewie. I think I know                          what he has in mind.,A New Hope
1022,THREEPIO,Master Luke sir! Pardon me for                          asking... but ah... what should                          Artoo and I do if we're discovered                          here?,A New Hope
1023,LUKE,Lock the door!,A New Hope
1024,HAN,And hope they don't have blasters.,A New Hope
1025,THREEPIO,That isn't very reassuring.,A New Hope
1030,LUKE,I can't see a thing in this helmet.,A New Hope
1036,HAN,This is not going to work.,A New Hope
1037,LUKE,Why didn't you say so before?,A New Hope
1038,HAN,I did say so before!,A New Hope
1041,OFFICER,Where are you taking this... thing?,A New Hope
1043,LUKE,Prisoner transfer from Block one-one-                         three-eight.,A New Hope
1044,OFFICER,I wasn't notified. I'll have to clear                          it.,A New Hope
1047,HAN,Look out! He's loose!,A New Hope
1048,LUKE,He's going to pull us all apart.,A New Hope
1049,HAN,Go get him!,A New Hope
1051,HAN,We've got to find out which cell                          this princess of yours is in. Here                          it is... cell twenty-one-eight-seven.                          You go get her. I'll hold them here.,A New Hope
1053,HAN,(sounding official)                         Everything is under control. Situation                          normal.,A New Hope
1054,INTERCOM VOICE,What happened?,A New Hope
1055,HAN,(getting nervous)                         Uh... had a slight weapons                          malfunction. But uh everything's                          perfectly all right now. We're fine.                          We're all fine here now thank you.                          How are you?,A New Hope
1056,INTERCOM VOICE,We're sending a squad up.,A New Hope
1057,HAN,Uh uh negative. We had a reactor                          leak here now. Give us a few minutes                          to lock it down. Large leak... very                          dangerous.,A New Hope
1058,INTERCOM VOICE,Who is this? What's your operating                          number?,A New Hope
1060,HAN,Boring conversation anyway.                              (yelling down the                               hall)                         Luke! We're going to have company!,A New Hope
1063,LEIA,(finally)                         Aren't you a little short to be a                          stormtrooper?,A New Hope
1065,LUKE,What? Oh... the uniform. I'm Luke                          Skywalker. I'm here to rescue you.,A New Hope
1066,LEIA,You're who?,A New Hope
1067,LUKE,I'm here to rescue you. I've got                          your R2 unit. I'm here with Ben                          Kenobi.,A New Hope
1068,LEIA,Ben Kenobi is here! Where is he?,A New Hope
1069,LUKE,Come on!,A New Hope
1072,VADER,He is here...,A New Hope
1073,TARKIN,Obi-Wan Kenobi! What makes you think                          so?,A New Hope
1074,VADER,A tremor in the Force. The last time                          I felt it was in the presence of my                          old master.,A New Hope
1075,TARKIN,Surely he must be dead by now.,A New Hope
1076,VADER,Don't underestimate the power of the                          Force.,A New Hope
1077,TARKIN,The Jedi are extinct their fire has                          gone out of the universe. You my                          friend are all that's left of their                          religion.,A New Hope
1079,TARKIN,Yes.,A New Hope
1080,INTERCOM VOICE,Governor Tarkin we have an emergency                          alert in detention block A A-twenty-                         three.,A New Hope
1081,TARKIN,The princess! Put all sections on                          alert!,A New Hope
1082,VADER,Obi-Wan is here. The Force is with                          him.,A New Hope
1083,TARKIN,If you're right he must not be                          allowed to escape.,A New Hope
1084,VADER,Escape is not his plan. I must face                          him alone.,A New Hope
1087,HAN,Chewie!,A New Hope
1089,HAN,Get behind me! Get behind me!,A New Hope
1092,HAN,Can't get out that way.,A New Hope
1093,LEIA,Looks like you managed to cut off                          our only escape route.,A New Hope
1094,HAN,(sarcastically)                         Maybe you'd like it back in your                          cell Your Highness.,A New Hope
1096,LUKE,See-Threepio! See-Threepio!,A New Hope
1097,THREEPIO,(over comlink)                         Yes sir?,A New Hope
1098,LUKE,We've been cut off! Are there any                          other ways out of the cell bay?...                          What was that? I didn't copy!,A New Hope
1101,THREEPIO,I said all systems have been alerted                          to your presence sir. The main                          entrance seems to be the only way in                          or out; all other information on                          your level is restricted.,A New Hope
1103,TROOPER VOICE,Open up in there!,A New Hope
1104,THREEPIO,Oh no!,A New Hope
1107,LUKE,There isn't any other way out.,A New Hope
1108,HAN,I can't hold them off forever! Now                          what?,A New Hope
1109,LEIA,This is some rescue. When you came                          in here didn't you have a plan for                          getting out?,A New Hope
1110,HAN,(pointing to Luke)                         He's the brains sweetheart.,A New Hope
1112,LUKE,Well I didn't...,A New Hope
1114,HAN,What the hell are you doing?,A New Hope
1115,LEIA,Somebody has to save our skins. Into                          the garbage chute wise guy.,A New Hope
1117,HAN,Get in there you big furry oaf! I                          don't care what you smell! Get in                          there and don't worry about it.,A New Hope
1119,HAN,Wonderful girl! Either I'm going to                          kill her or I'm beginning to like                          her. Get in there!,A New Hope
1123,HAN,(sarcastically)                         Oh! The garbage chute was a really                          wonderful idea. What an incredible                          smell you've discovered! Let's get                          out of here! Get away from there...,A New Hope
1124,LUKE,No! wait!,A New Hope
1126,LUKE,Will you forget it? I already tried                          it. It's magnetically sealed!,A New Hope
1127,LEIA,Put that thing away! You're going to                          get us all killed.,A New Hope
1128,HAN,Absolutely Your Worship. Look I                          had everything under control until                          you led us down here. You know it's                          not going to take them long to figure                          out what happened to us.,A New Hope
1129,LEIA,It could be worse...,A New Hope
1131,HAN,It's worse.,A New Hope
1132,LUKE,There's something alive in here!,A New Hope
1133,HAN,That's your imagination.,A New Hope
1134,LUKE,Something just moves past my leg!                          Look! Did you see that?,A New Hope
1135,HAN,What?,A New Hope
1136,LUKE,Help!,A New Hope
1138,HAN,Luke! Luke! Luke!,A New Hope
1140,LEIA,Luke!,A New Hope
1142,LEIA,Luke Luke grab a hold of this.,A New Hope
1143,LUKE,Blast it will you! My gun's jammed.,A New Hope
1144,HAN,Where?,A New Hope
1145,LUKE,Anywhere! Oh!!,A New Hope
1147,HAN,Luke! Luke!,A New Hope
1149,LEIA,Grab him!,A New Hope
1151,LEIA,What happened?,A New Hope
1152,LUKE,I don't know it just let go of me                          and disappeared...,A New Hope
1153,HAN,I've got a very bad feeling about                          this.,A New Hope
1155,LUKE,The walls are moving!,A New Hope
1156,LEIA,Don't just stand there. Try to brace                          it with something.,A New Hope
1158,LUKE,Wait a minute!,A New Hope
1160,LUKE,Threepio! Come in Threepio! Threepio!                          Where could he be?,A New Hope
1163,FIRST TROOPER,Take over!                              (pointing to the dead                               officer)                         See to him! Look there!,A New Hope
1165,THREEPIO,They're madmen! They're heading for                          the prison level. If you hurry you                          might catch them.,A New Hope
1166,FIRST OFFICER,(to his troops)                         Follow me! You stand guard.,A New Hope
1168,THREEPIO,(to Artoo)                         Come on!,A New Hope
1170,THREEPIO,Oh! All this excitement has overrun                          the circuits of my counterpart here.                          If you don't mind I'd like to take                          him down to maintenance.,A New Hope
1171,TROOPER,All right.,A New Hope
1176,LUKE,Threepio! Come in Threepio! Threepio!,A New Hope
1178,HAN,Get to the top!,A New Hope
1179,LEIA,I can't,A New Hope
1180,LUKE,Where could he be? Threepio! Threepio                          will you come in?,A New Hope
1182,THREEPIO,They aren't here! Something must                          have happened to them. See if they've                          been captured.,A New Hope
1184,THREEPIO,Hurry!,A New Hope
1187,HAN,One thing's for sure. We're all going                          to be a lot thinner!                              (to Leia)                         Get on top of it!,A New Hope
1188,LEIA,I'm trying!,A New Hope
1190,THREEPIO,(to Artoo)                         Thank goodness they haven't found                          them! Where could they be?,A New Hope
1192,THREEPIO,Use the comlink? Oh my! I forgot I                          turned it off!,A New Hope
1197,THREEPIO,Are you there sir?,A New Hope
1199,LUKE,Threepio!,A New Hope
1201,THREEPIO,We've had some problems...,A New Hope
1202,LUKE,(over comlink)                         Will you shut up and listen to me?                          Shut down all garbage mashers on the                          detention level will you? Do you                          copy?,A New Hope
1204,LUKE,Shut down all the garbage mashers on                          the detention level.,A New Hope
1206,LUKE,(over comlink)                         Shut down all the garbage mashers on                          the detention level.,A New Hope
1207,THREEPIO,(to Artoo)                         No. Shut them all down! Hurry!,A New Hope
