,Characters,Dialogue,Movie
1209,THREEPIO,Listen to them! They're dying Artoo!                          Curse my metal body! I wasn't fast                          enough. It's all my fault! My poor                          master!,A New Hope
1210,LUKE,(over comlink)                         Threepio we're all right!,A New Hope
1213,LUKE,We're all right. You did great.,A New Hope
1215,LUKE,Hey... hey open the pressure                          maintenance hatch on unit number...                          where are we?,A New Hope
1217,HAN,(over comlink)                         Three-two-six-eight-two-seven.,A New Hope
1222,HAN,If we can just avoid any more female                          advice we ought to be able to get                          out of here.,A New Hope
1224,LUKE,Well let's get moving!,A New Hope
1226,HAN,(to Chewie)                         Where are you going?,A New Hope
1228,LEIA,No wait. They'll hear!,A New Hope
1230,HAN,(to Chewie)                         Come here you big coward!,A New Hope
1232,HAN,Chewie! Come here!,A New Hope
1233,LEIA,Listen. I don't know who you are or                          where you came from but from now                          on you do as I tell you. Okay?,A New Hope
1235,HAN,Look Your Worshipfulness let's get                          one thing straight! I take orders                          from one person! Me!,A New Hope
1236,LEIA,It's a wonder you're still alive.                              (looking at Chewie)                         Will somebody get this big walking                          carpet out of my way?,A New Hope
1238,HAN,No reward is worth this.,A New Hope
1242,OFFICER,Secure this area until the alert is                          canceled.,A New Hope
1243,FIRST TROOPER,Give me regular reports.,A New Hope
1245,FIRST TROOPER,Do you know what's going on?,A New Hope
1246,SECOND TROOPER,Maybe it's another drill.,A New Hope
1248,SECOND TROOPER,What was that?,A New Hope
1249,FIRST TROOPER,Oh it's nothing. Don't worry about                          it.,A New Hope
1252,HAN,(looking at his ship)                         There she is.,A New Hope
1253,LUKE,See-Threepio do you copy?,A New Hope
1254,THREEPIO,(voice)                         For the moment. Uh we're in the                          main hangar across from the ship.,A New Hope
1255,LUKE,We're right above you. Stand by.,A New Hope
1257,LEIA,You came in that thing? You're braver                          that I thought.,A New Hope
1258,HAN,Nice! Come on!,A New Hope
1260,FIRST TROOPER,It's them! Blast them!,A New Hope
1262,HAN,(to Luke and Leia)                         Get back to the ship!,A New Hope
1263,LUKE,Where are you going? Come back!,A New Hope
1265,LEIA,He certainly has courage.,A New Hope
1266,LUKE,What good will it do us if he gets                          himself killed? Come on!,A New Hope
1276,LUKE,(gasping)                         I think we took a wrong turn.,A New Hope
1278,LEIA,There's no lock!,A New Hope
1280,LUKE,That oughta hold it for a while.,A New Hope
1281,LEIA,Quick we've got to get across. Find                          the control that extends the bridge.,A New Hope
1282,LUKE,Oh I think I just blasted it.,A New Hope
1284,LEIA,They're coming through!,A New Hope
1287,LUKE,Here hold this.,A New Hope
1289,LEIA,Here they come!,A New Hope
1291,LEIA,For luck!,A New Hope
1297,THREEPIO,Where could they be?,A New Hope
1301,TROOPER,Close the blast doors!,A New Hope
1303,TROOPER,Open the blast doors! Open the blast                          doors!,A New Hope
1306,VADER,I've been waiting for you Obi-Wan.                          We meet again at last. The circle                          is now complete.,A New Hope
1308,VADER,When I left you I was but the                          learner; now I am the master.,A New Hope
1309,BEN,Only a master of evil Darth.,A New Hope
1312,VADER,Your powers are weak old man.,A New Hope
1313,BEN,You can't win Darth. If you strike                          me down I shall become more powerful                          than you can possibly imagine.,A New Hope
1317,HAN,Didn't we just leave this party?,A New Hope
1319,HAN,What kept you?,A New Hope
1320,LEIA,We ran into some old friends.,A New Hope
1321,LUKE,Is the ship all right?,A New Hope
1322,HAN,Seems okay if we can get to it.                          Just hope the old man got the tractor                          beam out of commission.,A New Hope
1325,LUKE,Look!,A New Hope
1329,THREEPIO,Come on Artoo we're going!,A New Hope
1333,HAN,Now's our chance! Go!,A New Hope
1337,LUKE,No!,A New Hope
1339,HAN,(to Luke)                         Come on!,A New Hope
1340,LEIA,Come on! Luke its too late!,A New Hope
1341,HAN,Blast the door! Kid!,A New Hope
1343,BEN'S VOICE,Run Luke! Run!,A New Hope
1347,HAN,I hope the old man got that tractor                          beam out if commission or this is                          going to be a real short trip. Okay                          hit it!,A New Hope
1355,HAN,(to Chewie)                         We're coming up on the sentry ships.                          Hold 'em off! Angle the deflector                          shields while I charge up the main                          guns!,A New Hope
1358,LUKE,I can't believe he's gone.,A New Hope
1360,LEIA,There wasn't anything you could have                          done.,A New Hope
1362,HAN,(to Luke)                         Come on buddy we're not out of                          this yet!,A New Hope
1371,HAN,(to Luke)                         You in kid? Okay stay sharp!,A New Hope
1380,LEIA,(into intercom)                         Here they come!,A New Hope
1395,LUKE,They're coming in too fast!,A New Hope
1406,THREEPIO,Oooh!,A New Hope
1409,LEIA,We've lost lateral controls.,A New Hope
1410,HAN,Don't worry she'll hold together.,A New Hope
1412,HAN,(to ship)                         You hear me baby? Hold together!,A New Hope
1434,LUKE,Got him! I got him!,A New Hope
1436,HAN,Great kid! Don't get cocky.,A New Hope
1442,LEIA,There are still two more of them out                          there!,A New Hope
1455,LUKE,(laughing)                         That's it! We did it!,A New Hope
1457,LEIA,We did it!,A New Hope
1460,THREEPIO,Help! I think I'm melting!                              (to Artoo)                         This is all your fault.,A New Hope
1466,TARKIN,Are they away?,A New Hope
1467,VADER,They have just made the jump into                          hyperspace.,A New Hope
1468,TARKIN,You're sure the homing beacon is                          secure aboard their ship? I'm taking                          an awful risk Vader. This had better                          work.,A New Hope
1471,HAN,Not a bad bit of rescuing huh? You                          know sometimes I even amaze myself.,A New Hope
1472,LEIA,That doesn't sound too hard. Besides                          they let us go. It's the only                          explanation for the ease of our                          escape.,A New Hope
1473,HAN,Easy... you call that easy?,A New Hope
1474,LEIA,Their tracking us!,A New Hope
1475,HAN,Not this ship sister.,A New Hope
1477,LEIA,At least the information in Artoo is                          still intact.,A New Hope
1478,HAN,What's so important? What's he                          carrying?,A New Hope
1479,LEIA,The technical readouts of that battle                          station. I only hope that when the                          data is analyzed a weakness can be                          found. It's not over yet!,A New Hope
1480,HAN,It is for me sister! Look I ain't                          in this for your revolution and I'm                          not in it for you Princess. I expect                          to be well paid. I'm in it for the                          money!,A New Hope
1481,LEIA,You needn't worry about your reward.                          If money is all that you love then                          that's what you'll receive!,A New Hope
1483,LEIA,Your friend is quite a mercenary. I                          wonder if he really cares about                          anything... or anyone.,A New Hope
1484,LUKE,I care!,A New Hope
1486,LUKE,So... what do you think of her Han?,A New Hope
1487,HAN,I'm trying not to kid!,A New Hope
1488,LUKE,(under his breath)                         Good...,A New Hope
1489,HAN,Still she's got a lot of spirit. I                          don't know what do you think? Do                          you think a princess and a guy like                          me...,A New Hope
1490,LUKE,No!,A New Hope
1503,WILLARD,(holding Leia)                         You're safe! We had feared the worst.,A New Hope
1505,WILLARD,When we heard about Alderaan we                          were afraid that you were... lost                          along with your father.,A New Hope
1506,LEIA,We don't have time for our sorrows                          Commander. The battle station has                          surely tracked us here.                              (looking pointedly to                               Han)                         It's the only explanation for the                          ease of our escape. You must use the                          information in this R2 unit to plan                          the attack. It is our only hope.,A New Hope
1511,TARKIN,Yes.,A New Hope
1518,DODONNA,The battle station is heavily shielded                          and carries a firepower greater than                          half the star fleet. It's defenses                          are designed around a direct large-                         scale assault. A small one-man fighter                          should be able to penetrate the outer                          defense.,A New Hope
1520,GOLD LEADER,Pardon me for asking sir but what                          good are snub fighters going to be                          against that?,A New Hope
1521,DODONNA,Well the Empire doesn't consider a                          small one-man fighter to be any                          threat or they'd have a tighter                          defense. An analysis of the plans                          provided by Princess Leia has                          demonstrated a weakness in the battle                          station.,A New Hope
1523,DODONNA,The approach will not be easy. You                          are required to maneuver straight                          down this trench and skim the surface                          to this point. The target area is                          only two meters wide. It's a small                          thermal exhaust port right below                          the main port. The shaft leads                          directly to the reactor system. A                          precise hit will start a chain                          reaction which should destroy the                          station.,A New Hope
1525,DODONNA,Only a precise hit will set up a                          chain reaction. The shaft is ray-                         shielded so you'll have to use proton                          torpedoes.,A New Hope
1527,WEDGE,That's impossible even for a                          computer.,A New Hope
1528,LUKE,It's not impossible. I used to bull's-                         eye womp rats in my T-sixteen back                          home. They're not much bigger than                          two meters.,A New Hope
1529,DODONNA,Man your ships! And may the Force be                          with you!,A New Hope
1537,VADER,This will be a day long remembered.                          It has seen the end of Kenobi and it                          will soon see the end of the                          Rebellion.,A New Hope
1540,MAN'S VOICE,(over loudspeaker)                         All flight trooper man your stations.                          All flight troops man your stations.,A New Hope
1542,LUKE,So... you got your reward and you're                          just leaving then?,A New Hope
1543,HAN,That's right yeah! I got some old                          debts I've got to pay off with this                          stuff. Even if I didn't you don't                          think I'd be fool enough to stick                          around here do you? Why don't you                          come with us? You're pretty good in                          a fight. I could use you.,A New Hope
1544,LUKE,(getting angry)                         Come on! Why don't you take a look                          around? You know what's about to                          happen what they're up against.                          They could use a good pilot like                          you. You're turning your back on                          them.,A New Hope
1545,HAN,What good's a reward if you ain't                          around to use it? Besides attacking                          that battle station ain't my idea of                          courage. It's more like suicide.,A New Hope
1546,LUKE,All right. Well take care of                          yourself Han. I guess that's what                          you're best at isn't it?,A New Hope
1548,HAN,Hey Luke... may the Force be with                          you!,A New Hope
1551,HAN,What're you lookin' at? I know what                          I'm doing.,A New Hope
1554,LEIA,What's wrong?,A New Hope
1555,LUKE,Oh it's Han! I don't know I really                          thought he'd change his mind.,A New Hope
1556,LEIA,He's got to follow his own path. No                          one can choose it for him.,A New Hope
1557,LUKE,I only wish Ben were here.,A New Hope
1559,BIGGS,Luke! I don't believe it! How'd you                          get here... are you going out with                          us?!,A New Hope
1560,LUKE,Biggs! Of course I'll be up there                          with you! Listen have I got some                          stories to tell...,A New Hope
1562,RED LEADER,Are you... Luke Skywalker? Have you                          been checked out on the Incom T-sixty-                         five?,A New Hope
1563,BIGGS,Sir Luke is the best bushpilot in                          the outer rim territories.,A New Hope
1565,RED LEADER,I met your father once when I was                          just a boy he was a great pilot.                          You'll do all right. If you've got                          half of your father's skill you'll                          do better than all right.,A New Hope
1566,LUKE,Thank you sir. I'll try.,A New Hope
1568,BIGGS,I've got to get aboard. Listen you'll                          tell me your stories when we come                          back. All right?,A New Hope
1569,LUKE,I told you I'd make it someday Biggs.,A New Hope
1570,BIGGS,(going off)                         You did all right. It's going to be                          like old times Luke. We're a couple                          of shooting stars that'll never be                          stopped!,A New Hope
1573,CHIEF,This R2 unit of your seems a bit                          beat up. Do you want a new one?,A New Hope
1574,LUKE,Not on your life! That little droid                          and I have been through a lot                          together.                              (to Artoo)                         You okay Artoo?,A New Hope
1577,CHIEF,Okay easy she goes!,A New Hope
1578,THREEPIO,Hang on tightArtoo you've got to                          come back.,A New Hope
1580,THREEPIO,You wouldn't want my life to get                          boring would you?,A New Hope
1583,BEN'S VOICE,Luke the Force will be with you.,A New Hope
1589,MASSASSI INTERCOM VOICE,Stand-by alert. Death Star                          approaching. Estimated time to firing                          range fifteen minutes.,A New Hope
1596,RED LEADER,All wings report in.,A New Hope
1599,RED TEN,Red Ten standing by.,A New Hope
1602,RED SEVEN,(over Biggs' headset)                         Red Seven standing by.,A New Hope
1603,BIGGS,Red Three standing by.,A New Hope
1605,PORKINS,Red Six standing by.,A New Hope
1606,RED NINE,(over headset)                         Red Nine standing by.,A New Hope
1608,WEDGE,Red Two standing by.,A New Hope
1610,RED ELEVEN,(over headset)                         Red Eleven standing by.,A New Hope
1611,LUKE,Red Five standing by.,A New Hope
1615,RED LEADER,Lock S-foils in attack position.,A New Hope
1619,READ LEADER,(over headset)                         We're passing through their magnetic                          field.,A New Hope
1621,RED LEADER,Hold tight!,A New Hope
1624,RED LEADER,(over headset)                         Switch your deflectors on.,A New Hope
1626,RED LEADER,(over headset)                         Double front!,A New Hope
1631,WEDGE,Look at the size of that thing!,A New Hope
1632,RED LEADER,(over headset)                         Cut the chatter Red Two.,A New Hope
1634,RED LEADER,Accelerate to attack speed. This is                          it boys!,A New Hope
1638,GOLD LEADER,Red Leader this is Gold Leader.,A New Hope
1639,RED LEADER,(over headset)                         I copy Gold Leader.,A New Hope
1640,GOLD LEADER,We're starting for the target shaft                          now.,A New Hope
1643,RED LEADER,We're in position. I'm going to cut                          across the axis and try and draw                          their fire.,A New Hope
1652,WEDGE,(over war room speaker                               system)                         Heavy fire boss! Twenty-degrees.,A New Hope
1653,RED LEADER,(over speaker)                         I see it. Stay low.,A New Hope
1664,LUKE,This is Red Five; I'm going in!,A New Hope
1669,BIGGS,(over headset)                         Luke pull up!,A New Hope
1673,BIGGS,Are you all right?,A New Hope
1676,LUKE,I got a little cooked but I'm okay.,A New Hope
1681,ASTRO-OFFICER,We count thirty Rebel ships Lord                          Vader. But they're so small they're                          evading our turbo-lasers!,A New Hope
1682,VADER,We'll have to destroy them ship to                          ship. Get the crews to their fighters.,A New Hope
1687,RED LEADER,Luke let me know when you're going                          in.,A New Hope
1690,LUKE,I'm on my way in now...,A New Hope
1691,RED LEADER,Watch yourself! There's a lot of                          fire coming from the right side of                          that deflection tower.,A New Hope
1692,LUKE,I'm on it.,A New Hope
1709,CONTROL OFFICER,Squad leaders we've picked up a new                          group of signals. Enemy fighters                          coming your way.,A New Hope
1712,LUKE,My scope's negative. I don't see                          anything.,A New Hope
1715,RED LEADER,Keep up your visual scanning. With                          all this jamming they'll be on top                          of you before your scope can pick                          them up.,A New Hope
1721,RED LEADER,Biggs! You've picked one up... watch                          it!,A New Hope
1722,BIGGS,I can't see it! Where is he?!,A New Hope
1727,BIGGS,He's on me tight I can't shake him...                          I can't shake him.,A New Hope
1732,LUKE,Hang on Biggs I'm coming in.,A New Hope
1739,LUKE,Got him!,A New Hope
1742,VADER,Several fighters have broken off                          from the main group. Come with me!,A New Hope
1745,BIGGS,(over speaker)                         Pull in! Luke... pull in!,A New Hope
1746,WEDGE,(over speaker)                         Watch your back Luke!,A New Hope
1748,WEDGE,(over headset)                         Watch your back! Fighter's above                          you coming in!,A New Hope
1757,LUKE,I'm hit but not bad.,A New Hope
1760,LUKE'S VOICE,Artoo see what you can do with it.                          Hang on back there.,A New Hope
1764,RED LEADER,(over headset)                         Red Six...,A New Hope
1767,RED LEADER,(over speaker)                         Can you see Red Five?,A New Hope
1768,RED TEN,(over speaker)                         There's a heavy fire zone on this                          side. Red Five where are you?,A New Hope
1771,LUKE,I can't shake him!,A New Hope
1776,WEDGE,I'm on him Luke!,A New Hope
1778,WEDGE,(over headset)                         Hold on!,A New Hope
1785,LUKE,Blast it! Wedge where are you?,A New Hope
1792,LUKE,Thanks Wedge.,A New Hope
1795,BIGGS,(over speaker)                         Good shooting Wedge!,A New Hope
1796,GOLD LEADER,(over speaker)                         Red Leader...,A New Hope
1799,GOLD LEADER,This is Gold Leader. We're starting                          out attack run.,A New Hope
1804,RED LEADER,(over speaker)                         I copy Gold Leader. Move into                          position.,A New Hope
1809,VADER,Stay in attack formation!,A New Hope
1812,GOLD LEADER,(over speaker)                         The exhaust post is...,A New Hope
1814,GOLD LEADER,...marked and locked in!,A New Hope
1821,GOLD LEADER,Switch power to front deflector                          screens.,A New Hope
1827,GOLD LEADER,How many guns do you think Gold                          Five.,A New Hope
1829,GOLD FIVE,(over speaker)                         I'd say about twenty guns. Some on                          the surface some on the towers.,A New Hope
1831,MASSASSI INTERCOM VOICE,(over speaker)                         Death Star will be in range in five                          minutes.,A New Hope
1836,GOLD LEADER,Switching to targeting computer.,A New Hope
1839,GOLD TWO,Computer's locked. Getting a signal.,A New Hope
1841,GOLD TWO,The guns... they've stopped!,A New Hope
1844,GOLD FIVE,Stabilize your read deflectors. Watch                          for enemy fighters.,A New Hope
1846,GOLD LEADER,They've coming in! Three marks at                          two ten.,A New Hope
1851,VADER,I'll take them myself! Cover me!,A New Hope
1852,WINGMAN'S VOICE,(over speaker)                         Yes sir.,A New Hope
1867,GOLD LEADER,(into mike)                         I can't maneuver!,A New Hope
1870,GOLD FIVE,Stay on target.,A New Hope
1873,GOLD LEADER,We're too close.,A New Hope
1876,GOLD FIVE,Stay on target!,A New Hope
1879,GOLD LEADER,Loosen up!,A New Hope
1888,GOLD FIVE,Gold Five to Red Leader...,A New Hope
1891,GOLD FIVE,(over headset)                         Lost Tiree lost Dutch.,A New Hope
1893,RED LEADER,I copy Gold Five.,A New Hope
1895,GOLD FIVE,They came from behind...,A New Hope
1902,OFFICER,We've analyzed their attack sir                          and there is a danger. Should I have                          your ship standing by?,A New Hope
1903,TARKIN,Evacuate? In out moment of triumph?                          I think you overestimate their                          chances!,A New Hope
1905,VOICE,(over speaker)                         Rebel base three minutes and closing.,A New Hope
1908,RED LEADER,Red Group this is Red Leader.,A New Hope
1911,RED LEADER,(over speaker)                         Rendezvous at mark six point one.,A New Hope
1912,WEDGE,(over speaker)                         This is Red Two. Flying toward you.,A New Hope
1913,BIGGS,(over speaker)                         Red Three standing by.,A New Hope
1915,DODONNA,(over headset)                         Red Leader this is Base One. Keep                          half your group out of range for the                          next run.,A New Hope
1917,RED LEADER'S VOICE,(over headset)                         Copy Base One. Luke take Red Two                          and Three. Hold up here and wait for                          my signal... to start your run.,A New Hope
1927,RED LEADER,This is it!,A New Hope
1936,RED TEN,We should be able to see it by now.,A New Hope
1940,RED LEADER,Keep your eyes open for those                          fighters!,A New Hope
1942,RED TEN,There's too much interference!,A New Hope
1945,RED TEN'S VOICE,Red Five can you see them from where                          you are?,A New Hope
1948,LUKE,No sign of any... wait!,A New Hope
1951,LUKE,(over headset)                         Coming in point three five.,A New Hope
1952,RED TEN,I see them.,A New Hope
1957,RED LEADER,I'm in range.,A New Hope
1961,RED LEADER,Target's coming up!,A New Hope
1963,RED LEADER,Just hold them off for a few seconds.,A New Hope
1966,VADER,Close up formation.,A New Hope
1982,RED LEADER,Almost there!,A New Hope
1985,RED TEN,I can't hold them!,A New Hope
1997,RED LEADER,It's away!,A New Hope
2002,RED NINE'S VOICE,(over speaker)                         It's a hit!,A New Hope
2003,RED LEADER,(over speaker)                         Negative.,A New Hope
2006,RED LEADER,Negative! It didn't go in. It just                          impacted on the surface.,A New Hope
2012,LUKE,(over headset)                         Red Leader we're right above you.                          Turn to point...,A New Hope
2015,LUKE,...oh-five; we'll cover for you.,A New Hope
2016,RED LEADER,(over headset)                         Stay there...,A New Hope
2019,RED LEADER,...I just lost my starboard engine.,A New Hope
2022,RED LEADER,(over headset)                         Get set to make your attack run.,A New Hope
2033,DEATH STAR INTERCOM VOICE,Rebel base one minute and closing.,A New Hope
2036,LUKE,(over speaker)                         Biggs Wedge let's close it up.                          We're going in. We're going in full                          throttle.,A New Hope
2039,WEDGE,Right with you boss.,A New Hope
2043,BIGGS,Luke at that speed will you be able                          to pull out in time?,A New Hope
2045,LUKE,It'll be just like Beggar's Canyon                          back home.,A New Hope
2050,BIGGS,We'll stay back far enough to cover                          you.,A New Hope
2053,WEDGE,(over headset)                         My scope shows the tower but I can't                          see the exhaust port! Are you sure                          the computer can hit it?,A New Hope
2058,LUKE,Watch yourself! Increase speed full                          throttle!,A New Hope
2061,WEDGE,What about the tower?,A New Hope
2063,LUKE,You worry about those fighters! I'll                          worry about the tower!,A New Hope
2068,LUKE,(to Artoo)                         Artoo... that that stabilizer's                          broken loose again! See if you can't                          lock it down!,A New Hope
2083,WEDGE,(over speaker)                         I'm hit! I can't stay with you.,A New Hope
2084,LUKE,(over speaker)                         Get clear Wedge.,A New Hope
2086,LUKE,You can't do any more good back there!,A New Hope
2088,WEDGE,Sorry!,A New Hope
2093,VADER,Let him go! Stay on the leader!,A New Hope
2098,BIGGS,Hurry Luke they're coming in much                          faster this time. I can't hold them!,A New Hope
2103,LUKE,Artoo try and increase the power!,A New Hope
2114,BIGGS,(over headset)                         Hurry up Luke!,A New Hope
2119,BIGGS,Wait!,A New Hope
2132,DEATH STAR INTERCOM VOICE,Rebel base thirty seconds and                          closing.,A New Hope
2135,VADER,I'm on the leader.,A New Hope
2140,THREEPIO,Hang on Artoo!,A New Hope
2153,BEN'S VOICE,Use the Force Luke.,A New Hope
2158,BEN'S VOICE,Let go Luke.,A New Hope
2163,VADER,The Force is strong with this one!,A New Hope
2168,BEN'S VOICE,Luke trust me.,A New Hope
2172,BASE VOICE,(over speaker)                         His computer's off. Luke you switched                          off your targeting computer. What's                          wrong?,A New Hope
2173,LUKE,(over speaker)                         Nothing. I'm all right.,A New Hope
2190,LUKE,I've lost Artoo!,A New Hope
2194,MASSASSI INTERCOM VOICE,The Death Star has cleared the planet.                          The Death Star has cleared the planet.,A New Hope
2197,DEATH STAR INTERCOM VOICE,Rebel base in range.,A New Hope
2198,TARKIN,You may fire when ready.,A New Hope
2199,DEATH STAR INTERCOM VOICE,Commence primary ignition.,A New Hope
2211,VADER,I have you now.,A New Hope
2219,VADER,What?,A New Hope
2224,HAN,(yelling)                         Yahoo!,A New Hope
2229,WINGMAN,Look out!,A New Hope
2240,HAN,(into mike)                         You're all clear kid.,A New Hope
2243,HAN,(over speaker)                         Now let's blow this thing and go                          home!,A New Hope
2252,INTERCOM VOICE,Stand by to fire at Rebel base.,A New Hope
2257,INTERCOM VOICE,Standing by.,A New Hope
2262,HAN,Great shot kid. That was one in a                          million.,A New Hope
2265,BEN'S VOICE,Remember the Force will be with                          you... always.,A New Hope
2273,LEIA,Luke! Luke! Luke!,A New Hope
2275,HAN,(laughing)                         Hey! Hey!,A New Hope
2276,LUKE,(laughing)                         I knew you'd come back! I just knew                          it!,A New Hope
2277,HAN,Well I wasn't gonna let you get all                          the credit and take all the reward.,A New Hope
2279,LEIA,(laughing)                         Hey I knew there was more to you                          than money.,A New Hope
2281,LUKE,Oh no!,A New Hope
2283,THREEPIO,Oh my! Artoo! Can you hear me? Say                          something!                              (to mechanic)                         You can repair him can't you?,A New Hope
2284,TECHNICIAN,We'll get to work on him right away.,A New Hope
2285,THREEPIO,You must repair him! Sir if any of                          my circuits or gears will help I'll                          gladly donate them.,A New Hope
2286,LUKE,He'll be all right.,A New Hope
