,Characters,Dialogue,Test,Movie
502,PADME,Popular rule is not democracy Annie. It gives the people what they want not what they need. And truthfully I was relieved when my two terms were up. So were my parents. They worried About me during the blockade and couldn't wait for it all to be over. Actually I was hoping to have a family by now... My sisters have the most amazing wonderful kids... but when the Queen asked me to serve as Senator I couldn't refuse her.,True,Attack of the Clones
503,ANAKIN,I agree! I think the Republic needs you... I'm glad you chose to serve. I feel things are going to happen in our generation that will change the galaxy in profound ways.,True,Attack of the Clones
504,PADME,I think so too.,True,Attack of the Clones
507,QUEEN JAMILLIA,We've been worried about you.  I'm so glad you're safe Padmé.,True,Attack of the Clones
508,PADME,Thank you Your Highness. I only Wish I could have served you better by staying on Coruscant for the vote.,True,Attack of the Clones
509,SIO BIBBLE,Given the circumstances Senator you know it was the only decision Her Highness could have made.,True,Attack of the Clones
510,QUEEN JAMILLIA,How many systems have joined Count Dooku and the separatists?,True,Attack of the Clones
511,PADME,About two hundred. And more are leaving the Republic every day. If the Senate votes to create an army I'm sure it's going to push us into a civil war.,True,Attack of the Clones
512,SIO BIBBLE,It's unthinkable! There hasn't been a full-scale war since the formation of the Republic!,True,Attack of the Clones
513,QUEEN JAMILLIA,Do you see any way through negotiations to bring the separatists back into the Republic?,True,Attack of the Clones
514,PADME,Not if they feel threatened. The separatists don't have an army but if they are provoked they will move to defend themselves. I'm sure of that. And with no time or money to build an army my guess is they will turn to the Commerce Guilds or the Trade Federation for help.,True,Attack of the Clones
515,QUEEN JAMILLIA,The armies of commerce! Why has Nothing been done in the Senate to restrain them?,True,Attack of the Clones
516,PADME,I'm afraid that despite the Chancellor's best efforts there are still many bureaucrats judges and even Senators on the payrolls of the Guilds.,True,Attack of the Clones
517,SIO BIBBLE,It's outrageous! After all of those hearings and the four trials in the Supreme Court Nute Gunray is still the Viceroy of the Trade Federation. Do those money mongers control everything?,True,Attack of the Clones
518,QUEEN JAMILLIA,Remember Counsellor the courts were able to reduce the Federation's armies. That's a move in the right direction.,True,Attack of the Clones
519,PADME,There are rumours Your Highness that the Federation Army was not reduced as they were ordered.,True,Attack of the Clones
520,ANAKIN,The Jedi have not been allowed to investigate. It would be to be too dangerous for the economy we were told.,True,Attack of the Clones
521,QUEEN JAMILLIA,We must keep our faith in the Republic. The day we stop believing democracy can work is the day we lose it.,True,Attack of the Clones
522,PADME,Let's pray that day never comes.,True,Attack of the Clones
523,QUEEN JAMILLIA,In the meantime we must consider your own safety.,True,Attack of the Clones
525,SIO BIBBLE, What is your suggestion Master Jedi?,True,Attack of the Clones
526,PADME,Anakin's not a Jedi yet Counsellor. He's still a Padawan learner. I was thinking...,True,Attack of the Clones
527,ANAKIN, Hey hold on a minute!,True,Attack of the Clones
528,PADME,Excuse me! I was thinking I would stay in the Lake Country. There are some places up there that are very isolated.,True,Attack of the Clones
529,ANAKIN,Excuse me?! I am in charge of security here M'Lady.,True,Attack of the Clones
531,PADME,Annie my life is at risk and this is my home. I know it very well... that is why we're here. I think it would be wise for you to take advantage of my knowledge in this instance.,True,Attack of the Clones
532,ANAKIN, Sorry M'Lady.,True,Attack of the Clones
533,SIO BIBBLE, She is right. The Lake Country is the most remote part of Naboo. Not many people and a clear view of the surrounding terrain.,True,Attack of the Clones
534,QUEEN JAMILLIA,Perfect. It's settled then.,True,Attack of the Clones
536,QUEEN JAMILLIA, Padmé I had an audience with your father yesterday. I told him what was happening. He hopes you will visit your mother before you leave... your family's very worried about you.,True,Attack of the Clones
542,JOCASTA NU,Did you call for assistance?,True,Attack of the Clones
543,OBI-WAN, Yes... yes I did...,True,Attack of the Clones
544,JOCASTA NU,He has a powerful face doesn't he? He was one of the most brilliant Jedi I have had the privilege of knowing.,True,Attack of the Clones
545,OBI-WAN,I never understood why he quit. Only twenty Jedi have ever left the Order.,True,Attack of the Clones
546,JOCASTA NU, The Lost Twenty... and Count Dooku was the most recent and the most painful. No one likes to talk about it. His leaving was a great loss to the Order.,True,Attack of the Clones
547,OBI-WAN,What happened?,True,Attack of the Clones
548,JOCASTA NU,Well one might say he was always a bit out of step with the decisions of the Council... much like your old Master Qui-Gon Jinn.,True,Attack of the Clones
549,OBI-WAN, Really?,True,Attack of the Clones
550,JOCASTA NU,Oh yes. They were alike in many ways. Very individual thinkers... idealists...,True,Attack of the Clones
552,JOCASTA NU,(continuing He was always striving to become a more powerful Jedi. He wanted to be the best. With a lightsaber in the old style of fencing he had no match. His knowledge of the Force was... unique. In the end I think he left because he lost faith in the Republic. He believed that politics were corrupt and he felt the Jedi betrayed themselves by serving the politicians. He always had very high expectations of government. He disappeared for nine or ten years then he just showed up recently as the head of the separatist movement.,True,Attack of the Clones
553,OBI-WAN,Interesting... I'm still not sure I understand.,True,Attack of the Clones
554,JOCASTA NU,Well I'm sure you didn't call me over here for a history lesson. Are you having a problem Master Kenobi?,True,Attack of the Clones
555,OBI-WAN,Yes I'm trying to find a planet system called Kamino. It doesn't seem to show upon any of the archive charts.,True,Attack of the Clones
556,JOCASTA NU,Kamino? It's not a system I'M familiar with... Let me see...,True,Attack of the Clones
558,JOCASTA NU, Are you sure you have the right co-ordinates?,True,Attack of the Clones
559,OBI-WAN, According to my information it should be in this quadrant somewhere... just south of the Rishi Maze.,True,Attack of the Clones
561,JOCASTA NU,No co-ordinates? It sounds like the kind of directions you'd get from a street tout... some old miner or Furbog trader.,True,Attack of the Clones
562,OBI-WAN,All three actually.,True,Attack of the Clones
563,JOCASTA NU,Are you sure it exists?,True,Attack of the Clones
564,OBI-WAN,Absolutely.,True,Attack of the Clones
565,JOCASTA NU,Let me do a gravitational scan.,True,Attack of the Clones
567,JOCASTA NU,There are some inconsistencies here. Maybe the planet you're looking for was destroyed.,True,Attack of the Clones
568,OBI-WAN,Wouldn't that be on record?,True,Attack of the Clones
569,JOCASTA NU,It ought to be. Unless it was very recent.  I hate to say it but it looks like the system you're searching for doesn't exist.,True,Attack of the Clones
570,OBI-WAN,That's impossible... perhaps the archives are incomplete.,True,Attack of the Clones
571,JOCASTA NU,The archives are comprehensive and totally secure my young Jedi. One thing you may be absolutely sure of - if an item does not appear in our records it does not exist!,True,Attack of the Clones
574,PADME,There's my house!,True,Attack of the Clones
576,PADME, What? Don't say you're shy!,True,Attack of the Clones
577,ANAKIN, No but I...,True,Attack of the Clones
579,RYOO & POOJA,Aunt Padme!! Aunt Padme!!,True,Attack of the Clones
580,PADME,Ryoo!! Pooja!!,True,Attack of the Clones
582,PADME, I'm so happy to see you! This is Anakin. Anakin this is Ryoo and this is Pooja.,True,Attack of the Clones
584,RYOO & POOJA,Artoo!!!,True,Attack of the Clones
587,SOLA, They're eating over at Jev Narran's later Mom. They just had a snack. They'll be fine.,True,Attack of the Clones
589,PADME,Anakin this is my sister Sola.,True,Attack of the Clones
590,SOLA,Hello Anakin.,True,Attack of the Clones
591,ANAKIN,Hello.,True,Attack of the Clones
593,JOBAL,You're just in time for dinner. I hope you're hungry Anakin.,True,Attack of the Clones
594,ANAKIN,A little.,True,Attack of the Clones
595,PADME,He's being polite Mom. We're starving.,True,Attack of the Clones
596,RUWEE, You came to the right place at the right time. Sit down son.,True,Attack of the Clones
598,JOBAL, Honey it's so good to see you safe. We were so worried.,True,Attack of the Clones
600,RUWEE,Dear...,True,Attack of the Clones
601,JOBAL,I know I know... but I had to say it. Now it's done.,True,Attack of the Clones
602,SOLA,Well this is exciting! Do you know Anakin you're the first boyfriend my sister's ever brought home?,True,Attack of the Clones
603,PADME, Sola!! He isn't my boyfriend! He's a Jedi assigned by the Senate to protect me.,True,Attack of the Clones
604,JOVAL,A bodyguard?! Oh Padme! They didn't tell us it was that serious!,True,Attack of the Clones
605,PADME,It's not Mom I promise.  Anyway Anakin's a friend. I've known him for years. Remember that little boy who was with the Jedi during the blockade crisis?,True,Attack of the Clones
607,PADME, He grew up.,True,Attack of the Clones
608,JOBAL,Honey when are you going to settle down? Haven't you had enough of that life? I certainly have!,True,Attack of the Clones
609,PADME,Mom I'm not in any danger.,True,Attack of the Clones
610,RUWEE, Is she?,True,Attack of the Clones
611,ANAKIN,...Yes... I'm afraid she is.,True,Attack of the Clones
612,PADME, But not much.,True,Attack of the Clones
614,RUWEE,Sometimes I wish I'd traveled more... but I must say I'm happy here.,True,Attack of the Clones
615,ANAKIN,Padme tells me you teach at the university?,True,Attack of the Clones
616,RUWEE, Yes and before that I was a builder. I also worked for the Refugee Relief Movement when I was very young.,True,Attack of the Clones
618,SOLA,Why haven't you told us about him?,True,Attack of the Clones
619,PADME,What's there to talk about?  He's just a boy.,True,Attack of the Clones
620,SOLA,A boy? Have you seen the way he looks at you?,True,Attack of the Clones
621,PADME,Sola - stop it!,True,Attack of the Clones
622,SOLA,It's obvious he has feelings for you. Are you saying little baby sister that you haven't noticed?,True,Attack of the Clones
623,PADME,I'm not your baby sister Sola. Anakin and I are friends... our relationship is strictly professional.  Mom would you tell her to stop it?,True,Attack of the Clones
624,SOLA, Well maybe you haven't noticed the way he looks at you. I think you're afraid to.,True,Attack of the Clones
625,PADME,Cut it out.,True,Attack of the Clones
626,JOBAL,Sola's just concerned... we all are.,True,Attack of the Clones
627,PADME,Oh Mom you're impossible. What I'm doing is important.,True,Attack of the Clones
628,JOBAL,You've done your service Padmé. It's time you had a life of your own. You're missing so much!,True,Attack of the Clones
630,RUWEE,Now tell me son. How serious is this thing? How much danger is my daughter really in?,True,Attack of the Clones
631,ANAKIN,There have been two attempts on her life. Chances are there'll be more. My Master is tracking down the assassins. I'm sure he'll find out who they are. This situation won't last long.,True,Attack of the Clones
632,RUWEE,I don't want anything to happen to her.,True,Attack of the Clones
633,ANAKIN,I don't either.,True,Attack of the Clones
635,PADME,Don't worry this won't take long.,True,Attack of the Clones
636,ANAKIN,I just want to get there before dark.,True,Attack of the Clones
638,ANAKIN, You still live at home.,True,Attack of the Clones
639,PADME,I move around so much I've never had a place of my own. Official residences have no warmth. I feel good here. I feel at home.,True,Attack of the Clones
640,ANAKIN,I never had a real home. Home was always where my Mom was.,True,Attack of the Clones
642,ANAKIN, Is this you?,True,Attack of the Clones
644,PADME,That was when I went with the Relief Group to Shadda-Bi-Boran. Their sun was imploding and the planet was dying. I was helping to relocate the children. See that little one I'm holding? His name was N'a-kee-tula which means sweethear. He was so full of  life. All those kids were. I did everything I could to save him but he died... they all did. They were never able to adapt... to live off their native planet.,True,Attack of the Clones
646,PADME, My first day as an Apprentice Legislator. Notice the difference?,True,Attack of the Clones
650,YODA,Don't think... feel... be as one with the Force. Help you it will.  Younglings - enough! A visitor we have. Welcome him.,True,Attack of the Clones
652,YODA, Master Obi-Wan Kenobi meet the mighty Bear Clan.,True,Attack of the Clones
653,CHILDREN,Welcome Master Obi-Wan!,True,Attack of the Clones
654,OBI-WAN,I am sorry to disturb you Master.,True,Attack of the Clones
655,YODA,What help to you can I be?,True,Attack of the Clones
656,OBI-WAN,Im looking for a planet described to me by an old friend. I trust him. But the system doesnt show up on the archive maps.,True,Attack of the Clones
657,YODA,An interesting puzzle. Gather round the map reader younglings. Master Obi-Wan has lost a planet. Find it we will try...,True,Attack of the Clones
659,OBI-WAN,This is where it ought to be... but it isnt. Gravity is pulling all the stars in this area inward to this spot. There should be a star here... but there isnt.,True,Attack of the Clones
660,YODA,Most interesting. Gravitys silhouette remains but the star and all its planets have disappeared. How can this be?,True,Attack of the Clones
662,JEDI CHILD JACK,Because someone erased it from the archive memory.,True,Attack of the Clones
663,CHILDREN,Thats right! Yes! Thats what happened! Someone erased it!,True,Attack of the Clones
664,JEDI CHILD MAY,If the planet blew up the gravity would go away.,True,Attack of the Clones
666,YODA,Truly wonderful the mind of a child is. Uncluttered. To the centre of the pull of gravity go and find your planet you will.,True,Attack of the Clones
667,OBI-WAN,But Master Yoda who could have erased information from the archives? Thats impossible isnt it?,True,Attack of the Clones
668,YODA, Much harder to answer that question is.,True,Attack of the Clones
672,PADME,When I was in Level Three we used to come here for school retreat. See that island? We used to swim there every day. I love the water.,True,Attack of the Clones
673,ANAKIN,I do too. I guess it comes from growing up on a desert planet.,True,Attack of the Clones
675,PADME,...We used to lie on the sand and let the sun dry us... and try to guess the names of the birds singing.,True,Attack of the Clones
676,ANAKIN,I dont like sand. Its coarse and rough and irritating and it gets everywhere. Not like here. Here everythings soft... and smooth...,True,Attack of the Clones
678,PADME,There was a very old man who lived on the island. He used to make glass out of sand - and vases and necklaces out of the glass. They were magical.,True,Attack of the Clones
679,ANAKIN, Everything here is magical.,True,Attack of the Clones
680,PADME,You could look into the glass and see the water. The way it ripples and moves. It looked so real... but it wasnt.,True,Attack of the Clones
681,ANAKIN,Sometimes when you believe something to be real it becomes real. Real enough anyway...,True,Attack of the Clones
683,PADME,I used to think if you looked too deeply into glass you would lose yourself.,True,Attack of the Clones
684,ANAKIN,I think it's true...,True,Attack of the Clones
686,PADME,I shouldn't have done that.,True,Attack of the Clones
687,ANAKIN,I'm sorry. When I'm around you my mind is no longer my own.,True,Attack of the Clones
688,PADME,It's the situation... the stress...,True,Attack of the Clones
690,ANAKIN,...the view.,True,Attack of the Clones
692,MACE WINDU ,Be wary this disturbance in the Force is growing stronger.,True,Attack of the Clones
693,OBI-WAN,I am concerned for my Padawan. He is not ready to be on his own.,True,Attack of the Clones
694,YODA,The Council is confident in this decision Obi-Wan.,True,Attack of the Clones
695,MACE WINDU,He has exceptional skills. The Council is confident in its decision Obi-Wan. If the prophecy is true he weill be the one to bring balance to the Force.,True,Attack of the Clones
696,OBI-WAN,But he still has much to learn. And his abilities have made him... well... arrogant. I realise now what you and Master Yoda knew from the beginning... the boy was too old to start the training and...,True,Attack of the Clones
698,MACE WINDU ,There's something else?,True,Attack of the Clones
699,OBI-WAN,Master he should not have been given this assignment. I'm afraid Anakin won't be able to protect the Senator. ,True,Attack of the Clones
700,MACE WINDU ,Why?,True,Attack of the Clones
701,OBI-WAN,He has a... an emotional connection with her. It's been there since he was boy. Now he's confused... distracted.,True,Attack of the Clones
702,MACE WINDU ,Obi-Wan you must have faith that he will take the right path.,True,Attack of the Clones
704,OBI-WAN,Has Master Yoda gained any insight into whether or not this war will come about?,True,Attack of the Clones
705,MACE WINDU ,Probing the Dark Side is a dangerous process. He could be in seclusion for days... May the force be with you.,True,Attack of the Clones
709,PADME,You did that?,True,Attack of the Clones
711,ANAKIN,What?,True,Attack of the Clones
713,PADME,That! Now stop it!,True,Attack of the Clones
715,PADME, Anakin!!,True,Attack of the Clones
717,ANAKIN,I'm not really supposed to do that... for fun I mean. If Master Obi-Wan were here he'd be very grumpy.,True,Attack of the Clones
721,ANAKIN,May I tell you something?,True,Attack of the Clones
722,PADME,I don't know.,True,Attack of the Clones
723,ANAKIN,Then how can I tell you?,True,Attack of the Clones
724,PADME,Maybe you should use your Jedi intuition.,True,Attack of the Clones
725,ANAKIN,It doesn't work around you. My mind is always a muddle... I can only think of you.,True,Attack of the Clones
726,PADME,Anakin don't...,True,Attack of the Clones
727,ANAKIN,From the moment I met you all those years ago a day hasn't gone by when I haven't thought of you. And now that I'm close to you again I'm in agony. The closer I get to you the worse it gets. The thought of not being with you mskes my stomach turn over - my mouth goes dry. I feel dizzy. I can't breathe. I'm haunted by the kiss you should never have given me. My heart is beating hoping that kiss will not become a scar. You are in my very soul tormenting me. What can I do? I will do anything you ask...,True,Attack of the Clones
729,ANAKIN, If you are suffering as much as I am tell me.,True,Attack of the Clones
730,PADME,...I can't. We can't. It's just not possible.,True,Attack of the Clones
731,ANAKIN,Anything's possible. Padme please listen...,True,Attack of the Clones
732,PADME,You listen. We live in a real world. Come back to it. You're studying to become a Jedi Knight. I'm a Senator. If you follow your thoughts through to conclusion they will take us to a place we cannot go... regardless of the way we feel about each other.,True,Attack of the Clones
733,ANAKIN,Then you do feel something! There's an extraordinary connection between us. You can't deny that.,True,Attack of the Clones
734,PADME,Annie it doesn't make any difference. Jedi aren't allowed to marry. You swore an oath remember? You'd be expelled from the Order. I will not let you give up your responsibilities... your future for me.,True,Attack of the Clones
735,ANAKIN,I was destined to be a Jedi. I don't think I could be anything else. But you are asking me to be rational. That is something I know I cannot do. I wish I could wish my feelings away... but I can't.,True,Attack of the Clones
736,PADME,I am not going to give into this. I'm not going to throw my life away. I have more important things to do than fall in love.,True,Attack of the Clones
738,ANAKIN,It wouldn't have to be that way... we could keep it a secret.,True,Attack of the Clones
739,PADME,Then we'd be living a lie - one we couldn't keep even if we wanted to. Mt sister saw it. So did my mother. I couldn't do that. Could you Anakin? Could you live like that?,True,Attack of the Clones
741,ANAKIN,...No you're right. It would destroy us.,True,Attack of the Clones
746,TAUN WE,Welcome to Tipoca City Master Jedi.,True,Attack of the Clones
748,TAUN WE,Everything is ready. The Prime Minister expects you.,True,Attack of the Clones
749,OBI-WAN, I'm expected?,True,Attack of the Clones
750,TAUN WE,Of course! He is anxious to see you. After all these years we were beginning to think you weren't coming. Now please this way!,True,Attack of the Clones
754,TAUN WE,May I present Lama Su Prime Minister of Kamino... and this is Master Jedi...,True,Attack of the Clones
755,OBI-WAN,Obi-Wan Kenobi.,True,Attack of the Clones
756,LAMA SU,Please...,True,Attack of the Clones
758,LAMA SU,I trust you are going to enjoy your stay. We are most happy you have arrived at the best part of the season.,True,Attack of the Clones
759,OBI-WAN,You make me feel most welcome.,True,Attack of the Clones
760,LAMA SU,And now to business. You will be delighted to hear we are on schedule. Two hundred thousand units are ready with another million well on the way.,True,Attack of the Clones
761,OBI-WAN, That is... good news.,True,Attack of the Clones
762,LAMA SU,Please tell your Master Sido-Dyas that we have every confidence his order will be met on time and in full. He is well I hope?,True,Attack of the Clones
763,OBI-WAN,I'm sorry Master - ?,True,Attack of the Clones
764,LAMA SU,Jedi Master Sifo-Dyas. He's still a leading member of the Jedi Council is he not?,True,Attack of the Clones
765,OBI-WAN,Oh yes. Sido-Dyas.,True,Attack of the Clones
766,LAMA SU, You must be anxious to inspect the units for yourself.,True,Attack of the Clones
767,OBI-WAN,That's why I'm here.,True,Attack of the Clones
770,PADME,I don't know...,True,Attack of the Clones
771,ANAKIN,Sure you do... you just don't want to tell me.,True,Attack of the Clones
772,PADME,Are you going to use one of your Jedi mind tricks on me?,True,Attack of the Clones
773,ANAKIN,They only work on the weak-minded. You are anything but weak-minded.,True,Attack of the Clones
774,PADME,All right... his name was Palo. I was twelve. We were both in the Legislative Youth Program. He was a few years older then I... very cute... dark curly hair... dreamy eyes.,True,Attack of the Clones
775,ANAKIN,All right I get the picture... whatever happened to him?,True,Attack of the Clones
776,PADME,I went on to become a Queen. He went on to become an artist.,True,Attack of the Clones
777,ANAKIN,Maybe he was the smart one.,True,Attack of the Clones
778,PADME,You really don't like politicians do you?,True,Attack of the Clones
779,ANAKIN,I like two or three but I'm not really sure about one of them.  I don't think the system works.,True,Attack of the Clones
780,PADME,How would you have it work?,True,Attack of the Clones
781,ANAKIN,We need a system where the politicians sit down and discuss the problems agree what's in the best interests of all the people and then do it.,True,Attack of the Clones
782,PADME,That is exactly what we do. The trouble is that people don't wlways agree. In fact they hardly ever do.,True,Attack of the Clones
783,ANAKIN,Then they should be made to.,True,Attack of the Clones
784,PADME,By whom? Who's going to make them?,True,Attack of the Clones
785,ANAKIN,I don't know. Someone.,True,Attack of the Clones
786,PADME,You?,True,Attack of the Clones
787,ANAKIN,Of course not me.,True,Attack of the Clones
788,PADME,But someone.,True,Attack of the Clones
789,ANAKIN,Someone wise.,True,Attack of the Clones
790,PADME,That sounds an awful lot like a dictatorship to me.,True,Attack of the Clones
792,ANAKIN,Well if it works...,True,Attack of the Clones
794,PADME,You're making fun of me.,True,Attack of the Clones
795,ANAKIN,  On no I'd be much too frightened to tease a Senator.,True,Attack of the Clones
796,PADME,You're so bad!,True,Attack of the Clones
798,ANAKIN,You're always so serious. Always carrying the weight of the universe on your shoulders.,True,Attack of the Clones
804,LAMA SU, Magnificent aren't they?,True,Attack of the Clones
807,LAMA SU,We modified their genetic structure to make them less independent than the original host. As a result they are totally obedient taking any order without question.,True,Attack of the Clones
808,OBI-WAN,Who was the original host?,True,Attack of the Clones
809,LAMA SU,A bounty hunter called Jango Fett. We felt a Jedi would be the perfect choice but Sido-Dyas hand- picked Jango Fett himself.,True,Attack of the Clones
810,OBI-WAN,Where is this bounty hunter now?,True,Attack of the Clones
811,LAMA SU,Oh we keep him here. After a few hundred thousand clones the genetic pattern starts to fade so we take a fresh supply. He lives here but he's free to come and go as he pleases.,True,Attack of the Clones
813,LAMA SU,Apart from his pay which is considerable Fett demanded only one thing - an unaltered clone for himself. Curious isn't it?,True,Attack of the Clones
814,OBI-WAN,Unaltered?,True,Attack of the Clones
815,LAMA SU,Pure genetic replication. No tampering with the structure to make it more docile... and no growth acceleration...,True,Attack of the Clones
816,OBI-WAN,I would like to meet this Jango Fett.,True,Attack of the Clones
817,TAUN WE,I would be most happy to arrange it for you.,True,Attack of the Clones
820,OBI-WAN,You mentioned growth acceleration...,True,Attack of the Clones
821,LAMA SU,Oh yes it's essential. Otherwise a mature clone would take a lifetime to grow. Now we can do it in half the time. Those items you saw on the parade ground were started ten years ago when Sido-dyas first placed the order and they're already mature...,True,Attack of the Clones
823,OBI-WAN,And these?,True,Attack of the Clones
824,LAMA SU,About five years ago.,True,Attack of the Clones
826,LAMA SU,They're immensely superior to droids capable of independent thought and action.,True,Attack of the Clones
827,OBI-WAN,Very impressive.,True,Attack of the Clones
828,LAMA SU,I'd hoped you would be pleased. ,True,Attack of the Clones
830,OBI-WAN, Tell me prime minister when my Master Sido-dyas first contacted you did he say the order was for... himself... or?,True,Attack of the Clones
831,LAMA SU,Himself? Of course not. This army is for the Republic?,True,Attack of the Clones
832,OBI-WAN, The Repubic?,True,Attack of the Clones
833,LAMA SU,We are also very much agasint this Count Dooku and his seccessionist movement. We are proud to be of help to the Republic.,True,Attack of the Clones
835,TAUN WE,I have arranged for you to meet Jango Fett in the morning. Sleep well.,True,Attack of the Clones
837,OBI-WAN,Arfour Arfour...,True,Attack of the Clones
840,OBI-WAN,"Arfour relay this ""scramble code five"" to Courscant: care of ""the old folks home.""",True,Attack of the Clones
843,OBI-WAN (V.O.),...I've never heard of a Jedi called Sido-Dyas have you Master?,True,Attack of the Clones
844,MACE WINDU ,No. Whoever placed that order was not a Jedi I can assure you.,True,Attack of the Clones
845,OBI-WAN (V.O.),I have a strong feeling that this bounty hunter is the assassin we're looking for.,True,Attack of the Clones
846,YODA,Who he is working for... discover that you must.,True,Attack of the Clones
847,OBI-WAN (V.O.),I will Master and I will also find out more about this clone army... May The Force...,True,Attack of the Clones
849,MACE WINDU WINDU,A clone army! Ordered by someone in the Senate perhaps... Someone's out to start a war.,True,Attack of the Clones
850,YODA,Inform the chancellor of this we must.,True,Attack of the Clones
851,MACE WINDU WINDU,Who do you think this impostor Sido-Dyas could be?,True,Attack of the Clones
855,ANAKIN,No...No...No...Mom!...Don't no don't!,True,Attack of the Clones
857,ANAKIN, Don't go.,True,Attack of the Clones
858,PADME,I don't want to disturb you.,True,Attack of the Clones
859,ANAKIN,Your presence is soothing.,True,Attack of the Clones
861,PADME,You had a nightmare again last night.,True,Attack of the Clones
862,ANAKIN,Jedi don't have nightmares.,True,Attack of the Clones
863,PADME,I heard you.,True,Attack of the Clones
865,ANAKIN,I saw my mother. I saw her as clearly as I see you now. She's suffering Padme. She is in pain...They're killing her!  I know I'm disobeying my mandate to protect you Senator. I know I will be punished and possibly thrown out of the Jedi Order but I must go. I have to help her! I'm sorry Padme. I don't have a choice.,True,Attack of the Clones
866,PADME,Annie I told you I wouldn't let you give up your future for me. I'll go with you. That way you can continue to protect me and you won't be disobeying your mandate.,True,Attack of the Clones
867,ANAKIN,What about Master Obi-wan?,True,Attack of the Clones
869,PADME,I guess we won't tell him will we?,True,Attack of the Clones
875,TAUN WE,Boba is your father here?,True,Attack of the Clones
877,TAUN WE, May we see him?,True,Attack of the Clones
878,BOBA FETT,Sure.,True,Attack of the Clones
881,BOBA FETT,Dad! Taun We's here!,True,Attack of the Clones
883,TAUN WE,Welcome back Jango. Was your trip productive?,True,Attack of the Clones
884,JANGO FETT FETT,Fairly.,True,Attack of the Clones
886,TAUN WE,This is Jedi Master Obi-Wan Kenobi. He's come to check on our progress.,True,Attack of the Clones
887,JANGO FETT FETT,That right?,True,Attack of the Clones
889,OBI-WAN,Your clones are very impressive. You must be very proud.,True,Attack of the Clones
890,JANGO FETT FETT,I'm just a simple man trying to make my way in the universe Master Jedi.,True,Attack of the Clones
891,OBI-WAN,Aren't we all?,True,Attack of the Clones
893,OBI-WAN, Ever made your way as far into the interior as Coruscant?,True,Attack of the Clones
894,JANGO FETT,Once or twice.,True,Attack of the Clones
895,OBI-WAN,Recently?,True,Attack of the Clones
896,JANGO FETT, Possibly...,True,Attack of the Clones
897,OBI-WAN,Then you must know Master Sido- Dyas?,True,Attack of the Clones
898,JANGO FETT,Boba close the door.,True,Attack of the Clones
900,JANGO FETT, Master who?,True,Attack of the Clones
901,OBI-WAN,Sido-Dyas. Isnt he the Jedi who hired you for this job?,True,Attack of the Clones
902,JANGO FETT,Never heard of him. I was recuited by a man called Darth Tyranus on one of the moons of Bogden.,True,Attack of the Clones
903,OBI-WAN,No? I thought...,True,Attack of the Clones
904,TAUN WE,Sido-Dyas told us to expect him. And he showed up just when your Jedi Master said he would. We have kept the Jedis involvement a secret until your arrival just as your Master requested.,True,Attack of the Clones
905,OBI-WAN,Curious...,True,Attack of the Clones
906,JANGO FETT,Do you like your army?,True,Attack of the Clones
907,OBI-WAN,It seems to me it's your army - being that they are all clones of you.,True,Attack of the Clones
908,JANGO FETT, They'll do their job well I'll guarantee that.,True,Attack of the Clones
909,OBI-WAN,I look forward to seeing them in action. Thank you for your time Jango.,True,Attack of the Clones
910,JANGO FETT,Always a pleasure to meet a Jedi.,True,Attack of the Clones
912,BOBA,What is it Dad?,True,Attack of the Clones
915,ANAKIN, Wait please.,True,Attack of the Clones
917,WATTO, No not that one - that one!,True,Attack of the Clones
918,ANAKIN, Excuse me Watto.,True,Attack of the Clones
919,WATTO, What?,True,Attack of the Clones
920,ANAKIN, I said excuse me.,True,Attack of the Clones
922,WATTO, Shut down.,True,Attack of the Clones
924,WATTO, What? I don't know you... What can I do for you? You look like a Jedi. Whatever it is... I didn't do it.,True,Attack of the Clones
926,ANAKIN,Let me help you with that.,True,Attack of the Clones
928,ANAKIN, I'm looking for Shmi Skywalker.,True,Attack of the Clones
930,WATTO,Annie?? Little Annie?? Naaaah!!,True,Attack of the Clones
932,WATTO, You are Annie! It is you! You little womp rat.,True,Attack of the Clones
934,WATTO, You sure sprouted Weehoo! A Jedi! Waddya know? Hey maybe you couldda help wit some daedbeats who owe...,True,Attack of the Clones
935,ANAKIN,My mother...,True,Attack of the Clones
936,WATTO,Oh yeah. Shmi... she's not mine no more. I sold her.,True,Attack of the Clones
937,ANAKIN,Sold her...,True,Attack of the Clones
938,WATTO,Years ago. Sorry Anne but you know business is business. Sold her to a moisture farmer named Lars. Least I think it was Lars. Believe it or not I heard he freed her and married her. Can ya beat that?,True,Attack of the Clones
939,ANAKIN,Do you know where they are?,True,Attack of the Clones
940,WATTO,Long way from here... someplace over on the other side of Mos Eisley I think...,True,Attack of the Clones
941,ANAKIN,I'd like to know.,True,Attack of the Clones
943,WATTO,Yeah... sure... absolutely. Let's go look in my records.,True,Attack of the Clones
947,LAMA SU,Tell your Council the first battalions are ready. And remind them that if they need more troops we will need time to grow them.,True,Attack of the Clones
948,OBI-WAN,I won't forget.,True,Attack of the Clones
955,BOBA FETT,Dad!!,True,Attack of the Clones
977,PADME,Stay with the ship Artoo.,True,Attack of the Clones
980,THREEPIO,Good evening. May I help you?,True,Attack of the Clones
981,ANAKIN,Threepio?,True,Attack of the Clones
