,Country_Residence,Origin,Lat_Residence,Lon_Residence,Lat_Origin,Lon_Origin,Count
356,Chile,Ecuador,-35.675146999999996,-71.542969,-1.8312389999999998,-78.183406,1
357,Chile,El Salvador,-35.675146999999996,-71.542969,13.794185,-88.89653,3
358,Chile,Serbia,-35.675146999999996,-71.542969,44.016521000000004,21.005859,27
359,Czech Republic,Azerbaijan,49.817492,15.472961999999999,40.143105,47.576927000000005,5
360,Czech Republic,China,49.817492,15.472961999999999,35.86166,104.195397,4
361,Czech Republic,Iran,49.817492,15.472961999999999,32.427908,53.68804599999999,3
362,Czech Republic,Iraq,49.817492,15.472961999999999,33.223191,43.679291,32
363,Czech Republic,Malaysia,49.817492,15.472961999999999,4.210483999999999,101.97576600000001,16
364,Czech Republic,Sri Lanka,49.817492,15.472961999999999,7.873054,80.77179699999999,2
365,Czech Republic,Thailand,49.817492,15.472961999999999,15.870032,100.992541,23
366,Czech Republic,Uzbekistan,49.817492,15.472961999999999,41.377491,64.585262,2
367,Denmark,Afghanistan,56.26392,9.501785,33.93911,67.709953,966
368,Denmark,Algeria,56.26392,9.501785,28.033886,1.6596259999999998,25
369,Denmark,Angola,56.26392,9.501785,-11.202691999999999,17.873887,13
370,Denmark,Argentina,56.26392,9.501785,-38.416097,-63.616671999999994,66
371,Denmark,Azerbaijan,56.26392,9.501785,40.143105,47.576927000000005,5
372,Denmark,Bahrain,56.26392,9.501785,25.930414000000003,50.637772,6
373,Denmark,Bhutan,56.26392,9.501785,27.514162,90.433601,499
374,Denmark,Bolivia,56.26392,9.501785,-16.290154,-63.588653,20
375,Denmark,Bosnia and Herzegovina,56.26392,9.501785,43.915886,17.679076000000002,7627
376,Denmark,Brazil,56.26392,9.501785,-14.235004,-51.92528,6
377,Denmark,Burundi,56.26392,9.501785,-3.3730559999999996,29.918885999999997,116
378,Denmark,Cambodia,56.26392,9.501785,12.565679,104.990963,40
379,Denmark,Cameroon,56.26392,9.501785,7.369722,12.354722,5
380,Denmark,Central African Republic,56.26392,9.501785,6.611111,20.939444,25
381,Denmark,Chad,56.26392,9.501785,15.454166,18.732207,10
382,Denmark,Chile,56.26392,9.501785,-35.675146999999996,-71.542969,43
383,Denmark,China,56.26392,9.501785,35.86166,104.195397,69
384,Denmark,Colombia,56.26392,9.501785,4.570868,-74.297333,333
385,Denmark,Comoros,56.26392,9.501785,-11.875001,43.872219,1
386,Denmark,Cuba,56.26392,9.501785,21.521757,-77.78116700000001,4
387,Denmark,Czech Republic,56.26392,9.501785,49.817492,15.472961999999999,5
388,Denmark,Djibouti,56.26392,9.501785,11.825138,42.590275,2
389,Denmark,Ecuador,56.26392,9.501785,-1.8312389999999998,-78.183406,12
390,Denmark,Egypt,56.26392,9.501785,26.820553000000004,30.802497999999996,3
391,Denmark,Eritrea,56.26392,9.501785,15.179383999999999,39.782334000000006,123
392,Denmark,Estonia,56.26392,9.501785,58.595271999999994,25.013607,7
393,Denmark,Ethiopia,56.26392,9.501785,9.145,40.489672999999996,199
394,Denmark,India,56.26392,9.501785,20.593684,78.96288,3
395,Denmark,Indonesia,56.26392,9.501785,-0.789275,113.921327,268
396,Denmark,Iran,56.26392,9.501785,32.427908,53.68804599999999,1601
397,Denmark,Iraq,56.26392,9.501785,33.223191,43.679291,2239
398,Denmark,Jordan,56.26392,9.501785,30.585164000000002,36.238414,2
399,Denmark,Kazakhstan,56.26392,9.501785,48.019573,66.923684,1
400,Denmark,Kenya,56.26392,9.501785,-0.023559,37.906193,9
401,Denmark,Lebanon,56.26392,9.501785,33.854721000000005,35.862285,2
402,Denmark,Lesotho,56.26392,9.501785,-29.609988,28.233608,4
403,Denmark,Liberia,56.26392,9.501785,6.4280550000000005,-9.429499,49
404,Denmark,Libya,56.26392,9.501785,26.3351,17.228331,2
405,Denmark,Malaysia,56.26392,9.501785,4.210483999999999,101.97576600000001,1
406,Denmark,Mauritania,56.26392,9.501785,21.00789,-10.940835,1
407,Denmark,Mozambique,56.26392,9.501785,-18.665695,35.529562,1
408,Denmark,Namibia,56.26392,9.501785,-22.957639999999998,18.49041,7
409,Denmark,Nepal,56.26392,9.501785,28.394857000000002,84.12400799999999,2
410,Denmark,Nigeria,56.26392,9.501785,9.081999,8.675277000000001,2
411,Denmark,Pakistan,56.26392,9.501785,30.375321000000003,69.345116,31
412,Denmark,Peru,56.26392,9.501785,-9.189967,-75.015152,3
413,Denmark,Poland,56.26392,9.501785,51.919438,19.145135999999997,46
414,Denmark,Romania,56.26392,9.501785,45.943160999999996,24.96676,28
415,Denmark,Rwanda,56.26392,9.501785,-1.940278,29.873888,146
416,Denmark,Serbia,56.26392,9.501785,44.016521000000004,21.005859,13
417,Denmark,Seychelles,56.26392,9.501785,-4.679574,55.491977,4
418,Denmark,Sierra Leone,56.26392,9.501785,8.460555000000001,-11.779889,23
419,Denmark,Somalia,56.26392,9.501785,5.152149,46.199616,463
420,Denmark,South Africa,56.26392,9.501785,-30.559482,22.937506,8
421,Denmark,Sri Lanka,56.26392,9.501785,7.873054,80.77179699999999,67
422,Denmark,Sudan,56.26392,9.501785,12.862807,30.217636,427
423,Denmark,Syria,56.26392,9.501785,34.802075,38.996815000000005,625
424,Denmark,Tajikistan,56.26392,9.501785,38.861034000000004,71.276093,5
425,Denmark,Tanzania,56.26392,9.501785,-6.369028,34.888822,4
426,Denmark,Thailand,56.26392,9.501785,15.870032,100.992541,7
427,Denmark,Togo,56.26392,9.501785,8.619543,0.824782,12
428,Denmark,Tunisia,56.26392,9.501785,33.886917,9.537499,37
429,Denmark,Turkey,56.26392,9.501785,38.963745,35.243322,11
430,Denmark,Uganda,56.26392,9.501785,1.373333,32.290275,27
431,Denmark,Uruguay,56.26392,9.501785,-32.522779,-55.765834999999996,170
432,Denmark,Uzbekistan,56.26392,9.501785,41.377491,64.585262,35
433,Denmark,Vietnam,56.26392,9.501785,14.058323999999999,108.277199,2008
434,Denmark,Yemen,56.26392,9.501785,15.552726999999999,48.516388,1
435,Ecuador,Afghanistan,-1.8312389999999998,-78.183406,33.93911,67.709953,3
436,Ecuador,Colombia,-1.8312389999999998,-78.183406,4.570868,-74.297333,4
437,El Salvador,Colombia,13.794185,-88.89653,4.570868,-74.297333,1
438,Estonia,Syria,58.595271999999994,25.013607,34.802075,38.996815000000005,11
439,Finland,Afghanistan,61.92411,25.748151,33.93911,67.709953,2606
440,Finland,Armenia,61.92411,25.748151,40.069099,45.038189,4
441,Finland,Burundi,61.92411,25.748151,-3.3730559999999996,29.918885999999997,28
442,Finland,Cambodia,61.92411,25.748151,12.565679,104.990963,44
443,Finland,Central African Republic,61.92411,25.748151,6.611111,20.939444,1
444,Finland,Chad,61.92411,25.748151,15.454166,18.732207,1
445,Finland,China,61.92411,25.748151,35.86166,104.195397,38
446,Finland,Colombia,61.92411,25.748151,4.570868,-74.297333,6
447,Finland,Croatia,61.92411,25.748151,45.1,15.2,150
448,Finland,Cuba,61.92411,25.748151,21.521757,-77.78116700000001,5
449,Finland,Ecuador,61.92411,25.748151,-1.8312389999999998,-78.183406,1
450,Finland,Eritrea,61.92411,25.748151,15.179383999999999,39.782334000000006,131
451,Finland,Ethiopia,61.92411,25.748151,9.145,40.489672999999996,58
452,Finland,Georgia,61.92411,25.748151,42.315407,43.356891999999995,3
453,Finland,India,61.92411,25.748151,20.593684,78.96288,4
454,Finland,Iran,61.92411,25.748151,32.427908,53.68804599999999,1925
455,Finland,Iraq,61.92411,25.748151,33.223191,43.679291,1812
456,Finland,Jordan,61.92411,25.748151,30.585164000000002,36.238414,1
457,Finland,Kyrgyzstan,61.92411,25.748151,41.20438,74.766098,5
458,Finland,Liberia,61.92411,25.748151,6.4280550000000005,-9.429499,47
459,Finland,Mauritania,61.92411,25.748151,21.00789,-10.940835,8
460,Finland,Namibia,61.92411,25.748151,-22.957639999999998,18.49041,1
461,Finland,Nepal,61.92411,25.748151,28.394857000000002,84.12400799999999,12
462,Finland,Nigeria,61.92411,25.748151,9.081999,8.675277000000001,1
463,Finland,North Korea,61.92411,25.748151,40.339852,127.510093,2
464,Finland,Norway,61.92411,25.748151,60.472024,8.468946,1
465,Finland,Pakistan,61.92411,25.748151,30.375321000000003,69.345116,39
466,Finland,Rwanda,61.92411,25.748151,-1.940278,29.873888,21
467,Finland,Serbia,61.92411,25.748151,44.016521000000004,21.005859,225
468,Finland,Sierra Leone,61.92411,25.748151,8.460555000000001,-11.779889,8
469,Finland,Somalia,61.92411,25.748151,5.152149,46.199616,223
470,Finland,South Africa,61.92411,25.748151,-30.559482,22.937506,1
471,Finland,Sri Lanka,61.92411,25.748151,7.873054,80.77179699999999,92
472,Finland,Sudan,61.92411,25.748151,12.862807,30.217636,1113
473,Finland,Syria,61.92411,25.748151,34.802075,38.996815000000005,1354
474,Finland,Turkey,61.92411,25.748151,38.963745,35.243322,3
475,Finland,Uzbekistan,61.92411,25.748151,41.377491,64.585262,4
476,Finland,Vietnam,61.92411,25.748151,14.058323999999999,108.277199,71
477,Finland,Yemen,61.92411,25.748151,15.552726999999999,48.516388,3
478,France,Afghanistan,46.227638,2.213749,33.93911,67.709953,41
479,France,Angola,46.227638,2.213749,-11.202691999999999,17.873887,4
480,France,Burundi,46.227638,2.213749,-3.3730559999999996,29.918885999999997,3
481,France,Cambodia,46.227638,2.213749,12.565679,104.990963,7
482,France,Central African Republic,46.227638,2.213749,6.611111,20.939444,8
483,France,Chad,46.227638,2.213749,15.454166,18.732207,1
484,France,Colombia,46.227638,2.213749,4.570868,-74.297333,1
485,France,Cuba,46.227638,2.213749,21.521757,-77.78116700000001,1
486,France,Eritrea,46.227638,2.213749,15.179383999999999,39.782334000000006,22
487,France,Ethiopia,46.227638,2.213749,9.145,40.489672999999996,41
488,France,Guinea,46.227638,2.213749,9.945587,-9.696645,1
489,France,Haiti,46.227638,2.213749,18.971187,-72.28521500000001,1
490,France,Iran,46.227638,2.213749,32.427908,53.68804599999999,13
491,France,Iraq,46.227638,2.213749,33.223191,43.679291,140
492,France,Kazakhstan,46.227638,2.213749,48.019573,66.923684,1
493,France,Laos,46.227638,2.213749,19.856270000000002,102.495496,1
494,France,Liberia,46.227638,2.213749,6.4280550000000005,-9.429499,1
495,France,Nepal,46.227638,2.213749,28.394857000000002,84.12400799999999,1
496,France,Pakistan,46.227638,2.213749,30.375321000000003,69.345116,16
497,France,Peru,46.227638,2.213749,-9.189967,-75.015152,1
498,France,Rwanda,46.227638,2.213749,-1.940278,29.873888,23
499,France,Somalia,46.227638,2.213749,5.152149,46.199616,39
500,France,Sri Lanka,46.227638,2.213749,7.873054,80.77179699999999,29
501,France,Sudan,46.227638,2.213749,12.862807,30.217636,11
502,France,Syria,46.227638,2.213749,34.802075,38.996815000000005,1230
503,France,Tanzania,46.227638,2.213749,-6.369028,34.888822,1
504,France,Uzbekistan,46.227638,2.213749,41.377491,64.585262,3
505,France,Vietnam,46.227638,2.213749,14.058323999999999,108.277199,6
506,Germany,Afghanistan,51.165690999999995,10.451526,33.93911,67.709953,16
507,Germany,China,51.165690999999995,10.451526,35.86166,104.195397,3
508,Germany,Eritrea,51.165690999999995,10.451526,15.179383999999999,39.782334000000006,256
509,Germany,Ethiopia,51.165690999999995,10.451526,9.145,40.489672999999996,72
510,Germany,Iran,51.165690999999995,10.451526,32.427908,53.68804599999999,222
511,Germany,Iraq,51.165690999999995,10.451526,33.223191,43.679291,2937
512,Germany,Nigeria,51.165690999999995,10.451526,9.081999,8.675277000000001,2
513,Germany,Pakistan,51.165690999999995,10.451526,30.375321000000003,69.345116,5
514,Germany,Somalia,51.165690999999995,10.451526,5.152149,46.199616,122
515,Germany,Sri Lanka,51.165690999999995,10.451526,7.873054,80.77179699999999,59
516,Germany,Sudan,51.165690999999995,10.451526,12.862807,30.217636,183
517,Germany,Syria,51.165690999999995,10.451526,34.802075,38.996815000000005,1226
518,Germany,Uganda,51.165690999999995,10.451526,1.373333,32.290275,1
519,Guatemala,El Salvador,15.783470999999999,-90.23075899999999,13.794185,-88.89653,1
520,Hungary,Iran,47.162494,19.503304,32.427908,53.68804599999999,1
521,Hungary,Syria,47.162494,19.503304,34.802075,38.996815000000005,16
522,Iceland,Afghanistan,64.96305100000001,-19.020835,33.93911,67.709953,9
523,Iceland,Colombia,64.96305100000001,-19.020835,4.570868,-74.297333,60
524,Iceland,Croatia,64.96305100000001,-19.020835,45.1,15.2,23
525,Iceland,Iraq,64.96305100000001,-19.020835,33.223191,43.679291,29
526,Iceland,Serbia,64.96305100000001,-19.020835,44.016521000000004,21.005859,147
527,Iceland,Sri Lanka,64.96305100000001,-19.020835,7.873054,80.77179699999999,2
528,Iceland,Syria,64.96305100000001,-19.020835,34.802075,38.996815000000005,69
529,Iceland,Ukraine,64.96305100000001,-19.020835,48.379433,31.16558,23
530,Iran,Iraq,32.427908,53.68804599999999,33.223191,43.679291,191
531,Ireland,Afghanistan,53.41291,-8.243889999999999,33.93911,67.709953,61
532,Ireland,Bosnia and Herzegovina,53.41291,-8.243889999999999,43.915886,17.679076000000002,650
533,Ireland,Cameroon,53.41291,-8.243889999999999,7.369722,12.354722,1
534,Ireland,China,53.41291,-8.243889999999999,35.86166,104.195397,1
535,Ireland,Cuba,53.41291,-8.243889999999999,21.521757,-77.78116700000001,16
536,Ireland,Egypt,53.41291,-8.243889999999999,26.820553000000004,30.802497999999996,5
537,Ireland,Eritrea,53.41291,-8.243889999999999,15.179383999999999,39.782334000000006,14
538,Ireland,Ethiopia,53.41291,-8.243889999999999,9.145,40.489672999999996,23
539,Ireland,Iran,53.41291,-8.243889999999999,32.427908,53.68804599999999,311
540,Ireland,Iraq,53.41291,-8.243889999999999,33.223191,43.679291,80
541,Ireland,Liberia,53.41291,-8.243889999999999,6.4280550000000005,-9.429499,7
542,Ireland,Morocco,53.41291,-8.243889999999999,31.791702,-7.09262,1
543,Ireland,Rwanda,53.41291,-8.243889999999999,-1.940278,29.873888,17
544,Ireland,Serbia,53.41291,-8.243889999999999,44.016521000000004,21.005859,1034
545,Ireland,Somalia,53.41291,-8.243889999999999,5.152149,46.199616,30
546,Ireland,Sri Lanka,53.41291,-8.243889999999999,7.873054,80.77179699999999,10
547,Ireland,Sudan,53.41291,-8.243889999999999,12.862807,30.217636,106
548,Ireland,Syria,53.41291,-8.243889999999999,34.802075,38.996815000000005,575
549,Ireland,Togo,53.41291,-8.243889999999999,8.619543,0.824782,5
550,Ireland,Tunisia,53.41291,-8.243889999999999,33.886917,9.537499,6
551,Ireland,Vietnam,53.41291,-8.243889999999999,14.058323999999999,108.277199,218
552,Italy,Eritrea,41.87194,12.56738,15.179383999999999,39.782334000000006,47
553,Italy,Ethiopia,41.87194,12.56738,9.145,40.489672999999996,0
554,Italy,Iraq,41.87194,12.56738,33.223191,43.679291,10
555,Italy,Syria,41.87194,12.56738,34.802075,38.996815000000005,578
556,Japan,Cambodia,36.204824,138.252924,12.565679,104.990963,45
557,Japan,Vietnam,36.204824,138.252924,14.058323999999999,108.277199,140
558,Jordan,Iraq,30.585164000000002,36.238414,33.223191,43.679291,4
559,Latvia,Syria,56.879635,24.603189,34.802075,38.996815000000005,6
560,Liechtenstein,Eritrea,47.166000000000004,9.555373,15.179383999999999,39.782334000000006,1
561,Liechtenstein,Syria,47.166000000000004,9.555373,34.802075,38.996815000000005,23
562,Lithuania,Syria,55.169438,23.881275,34.802075,38.996815000000005,25
563,Luxembourg,Iraq,49.815273,6.129583,33.223191,43.679291,28
564,Luxembourg,Syria,49.815273,6.129583,34.802075,38.996815000000005,126
565,Mexico,Bangladesh,23.634501,-102.552784,23.684994,90.35633100000001,4
566,Mexico,Colombia,23.634501,-102.552784,4.570868,-74.297333,4
567,Mexico,Cuba,23.634501,-102.552784,21.521757,-77.78116700000001,2
568,Mexico,Guatemala,23.634501,-102.552784,15.783470999999999,-90.23075899999999,1
569,Mexico,Haiti,23.634501,-102.552784,18.971187,-72.28521500000001,3
570,Mexico,Honduras,23.634501,-102.552784,15.199998999999998,-86.241905,5
571,Monaco,Syria,43.750298,7.412841,34.802075,38.996815000000005,0
572,Netherlands,Afghanistan,52.132633,5.291266,33.93911,67.709953,103
573,Netherlands,Albania,52.132633,5.291266,41.153332,20.168331,1
574,Netherlands,Algeria,52.132633,5.291266,28.033886,1.6596259999999998,1
575,Netherlands,Angola,52.132633,5.291266,-11.202691999999999,17.873887,7
576,Netherlands,Argentina,52.132633,5.291266,-38.416097,-63.616671999999994,55
577,Netherlands,Azerbaijan,52.132633,5.291266,40.143105,47.576927000000005,29
578,Netherlands,Belarus,52.132633,5.291266,53.709807,27.953389,1
579,Netherlands,Bhutan,52.132633,5.291266,27.514162,90.433601,186
580,Netherlands,Bosnia and Herzegovina,52.132633,5.291266,43.915886,17.679076000000002,31
581,Netherlands,Brazil,52.132633,5.291266,-14.235004,-51.92528,35
582,Netherlands,Burundi,52.132633,5.291266,-3.3730559999999996,29.918885999999997,240
583,Netherlands,Cambodia,52.132633,5.291266,12.565679,104.990963,151
584,Netherlands,Cameroon,52.132633,5.291266,7.369722,12.354722,1
585,Netherlands,Central African Republic,52.132633,5.291266,6.611111,20.939444,3
586,Netherlands,Chad,52.132633,5.291266,15.454166,18.732207,1
587,Netherlands,Chile,52.132633,5.291266,-35.675146999999996,-71.542969,545
588,Netherlands,China,52.132633,5.291266,35.86166,104.195397,85
589,Netherlands,Colombia,52.132633,5.291266,4.570868,-74.297333,185
590,Netherlands,Croatia,52.132633,5.291266,45.1,15.2,440
591,Netherlands,Cuba,52.132633,5.291266,21.521757,-77.78116700000001,17
592,Netherlands,Egypt,52.132633,5.291266,26.820553000000004,30.802497999999996,1
593,Netherlands,Eritrea,52.132633,5.291266,15.179383999999999,39.782334000000006,530
594,Netherlands,Ethiopia,52.132633,5.291266,9.145,40.489672999999996,581
595,Netherlands,Gambia,52.132633,5.291266,13.443182,-15.310139000000001,4
596,Netherlands,Ghana,52.132633,5.291266,7.946527000000001,-1.0231940000000002,0
597,Netherlands,Guinea,52.132633,5.291266,9.945587,-9.696645,2
598,Netherlands,Indonesia,52.132633,5.291266,-0.789275,113.921327,3
599,Netherlands,Iran,52.132633,5.291266,32.427908,53.68804599999999,736
600,Netherlands,Iraq,52.132633,5.291266,33.223191,43.679291,2767
601,Netherlands,Kazakhstan,52.132633,5.291266,48.019573,66.923684,6
602,Netherlands,Kenya,52.132633,5.291266,-0.023559,37.906193,2
603,Netherlands,Kyrgyzstan,52.132633,5.291266,41.20438,74.766098,5
604,Netherlands,Laos,52.132633,5.291266,19.856270000000002,102.495496,34
605,Netherlands,Lebanon,52.132633,5.291266,33.854721000000005,35.862285,3
606,Netherlands,Liberia,52.132633,5.291266,6.4280550000000005,-9.429499,135
607,Netherlands,Libya,52.132633,5.291266,26.3351,17.228331,1
608,Netherlands,Macedonia [FYROM],52.132633,5.291266,41.608635,21.745275,1
609,Netherlands,Mauritania,52.132633,5.291266,21.00789,-10.940835,5
610,Netherlands,Mongolia,52.132633,5.291266,46.862496,103.84665600000001,1
611,Netherlands,Morocco,52.132633,5.291266,31.791702,-7.09262,3
612,Netherlands,Namibia,52.132633,5.291266,-22.957639999999998,18.49041,3
613,Netherlands,Nepal,52.132633,5.291266,28.394857000000002,84.12400799999999,32
614,Netherlands,Pakistan,52.132633,5.291266,30.375321000000003,69.345116,100
615,Netherlands,Papua New Guinea,52.132633,5.291266,-6.314993,143.95555,12
616,Netherlands,Peru,52.132633,5.291266,-9.189967,-75.015152,4
617,Netherlands,Poland,52.132633,5.291266,51.919438,19.145135999999997,100
618,Netherlands,Rwanda,52.132633,5.291266,-1.940278,29.873888,92
619,Netherlands,Senegal,52.132633,5.291266,14.497401000000002,-14.452361999999999,11
620,Netherlands,Serbia,52.132633,5.291266,44.016521000000004,21.005859,13
621,Netherlands,Sierra Leone,52.132633,5.291266,8.460555000000001,-11.779889,43
622,Netherlands,Somalia,52.132633,5.291266,5.152149,46.199616,248
623,Netherlands,Sri Lanka,52.132633,5.291266,7.873054,80.77179699999999,130
624,Netherlands,Sudan,52.132633,5.291266,12.862807,30.217636,264
625,Netherlands,Syria,52.132633,5.291266,34.802075,38.996815000000005,876
626,Netherlands,Thailand,52.132633,5.291266,15.870032,100.992541,1
627,Netherlands,Togo,52.132633,5.291266,8.619543,0.824782,32
628,Netherlands,Turkey,52.132633,5.291266,38.963745,35.243322,6
629,Netherlands,Turkmenistan,52.132633,5.291266,38.969719,59.556278000000006,9
630,Netherlands,Uganda,52.132633,5.291266,1.373333,32.290275,22
631,Netherlands,Uruguay,52.132633,5.291266,-32.522779,-55.765834999999996,102
632,Netherlands,Uzbekistan,52.132633,5.291266,41.377491,64.585262,82
633,Netherlands,Venezuela,52.132633,5.291266,6.42375,-66.58973,1
634,Netherlands,Vietnam,52.132633,5.291266,14.058323999999999,108.277199,2398
635,Netherlands,Yemen,52.132633,5.291266,15.552726999999999,48.516388,4
636,New Zealand,Afghanistan,-40.900557,174.88597099999998,33.93911,67.709953,2002
637,New Zealand,Algeria,-40.900557,174.88597099999998,28.033886,1.6596259999999998,7
638,New Zealand,Armenia,-40.900557,174.88597099999998,40.069099,45.038189,6
639,New Zealand,Bahrain,-40.900557,174.88597099999998,25.930414000000003,50.637772,0
640,New Zealand,Bangladesh,-40.900557,174.88597099999998,23.684994,90.35633100000001,15
641,New Zealand,Bhutan,-40.900557,174.88597099999998,27.514162,90.433601,986
642,New Zealand,Bosnia and Herzegovina,-40.900557,174.88597099999998,43.915886,17.679076000000002,146
643,New Zealand,Brazil,-40.900557,174.88597099999998,-14.235004,-51.92528,6
644,New Zealand,Burundi,-40.900557,174.88597099999998,-3.3730559999999996,29.918885999999997,207
645,New Zealand,Cambodia,-40.900557,174.88597099999998,12.565679,104.990963,4675
646,New Zealand,Cameroon,-40.900557,174.88597099999998,7.369722,12.354722,0
647,New Zealand,China,-40.900557,174.88597099999998,35.86166,104.195397,101
648,New Zealand,Colombia,-40.900557,174.88597099999998,4.570868,-74.297333,674
649,New Zealand,Czech Republic,-40.900557,174.88597099999998,49.817492,15.472961999999999,47
650,New Zealand,Djibouti,-40.900557,174.88597099999998,11.825138,42.590275,52
651,New Zealand,Ecuador,-40.900557,174.88597099999998,-1.8312389999999998,-78.183406,85
652,New Zealand,Egypt,-40.900557,174.88597099999998,26.820553000000004,30.802497999999996,8
653,New Zealand,El Salvador,-40.900557,174.88597099999998,13.794185,-88.89653,22
654,New Zealand,Eritrea,-40.900557,174.88597099999998,15.179383999999999,39.782334000000006,368
655,New Zealand,Ethiopia,-40.900557,174.88597099999998,9.145,40.489672999999996,1039
656,New Zealand,Fiji,-40.900557,174.88597099999998,-16.578193,179.414413,12
657,New Zealand,Finland,-40.900557,174.88597099999998,61.92411,25.748151,0
658,New Zealand,Gambia,-40.900557,174.88597099999998,13.443182,-15.310139000000001,0
659,New Zealand,Georgia,-40.900557,174.88597099999998,42.315407,43.356891999999995,0
660,New Zealand,Germany,-40.900557,174.88597099999998,51.165690999999995,10.451526,0
661,New Zealand,Ghana,-40.900557,174.88597099999998,7.946527000000001,-1.0231940000000002,0
662,New Zealand,Guatemala,-40.900557,174.88597099999998,15.783470999999999,-90.23075899999999,4
663,New Zealand,Hungary,-40.900557,174.88597099999998,47.162494,19.503304,14
664,New Zealand,India,-40.900557,174.88597099999998,20.593684,78.96288,48
665,New Zealand,Indonesia,-40.900557,174.88597099999998,-0.789275,113.921327,21
666,New Zealand,Iran,-40.900557,174.88597099999998,32.427908,53.68804599999999,741
667,New Zealand,Iraq,-40.900557,174.88597099999998,33.223191,43.679291,3231
668,New Zealand,Japan,-40.900557,174.88597099999998,36.204824,138.252924,0
669,New Zealand,Jordan,-40.900557,174.88597099999998,30.585164000000002,36.238414,7
670,New Zealand,Kuwait,-40.900557,174.88597099999998,29.311659999999996,47.481766,20
671,New Zealand,Laos,-40.900557,174.88597099999998,19.856270000000002,102.495496,1229
672,New Zealand,Lebanon,-40.900557,174.88597099999998,33.854721000000005,35.862285,0
673,New Zealand,Liberia,-40.900557,174.88597099999998,6.4280550000000005,-9.429499,9
674,New Zealand,Libya,-40.900557,174.88597099999998,26.3351,17.228331,14
675,New Zealand,Malaysia,-40.900557,174.88597099999998,4.210483999999999,101.97576600000001,11
676,New Zealand,Mauritania,-40.900557,174.88597099999998,21.00789,-10.940835,10
677,New Zealand,Morocco,-40.900557,174.88597099999998,31.791702,-7.09262,0
678,New Zealand,Nepal,-40.900557,174.88597099999998,28.394857000000002,84.12400799999999,31
679,New Zealand,Nigeria,-40.900557,174.88597099999998,9.081999,8.675277000000001,4
680,New Zealand,Oman,-40.900557,174.88597099999998,21.512583,55.923255000000005,0
681,New Zealand,Pakistan,-40.900557,174.88597099999998,30.375321000000003,69.345116,23
682,New Zealand,Peru,-40.900557,174.88597099999998,-9.189967,-75.015152,1
683,New Zealand,Philippines,-40.900557,174.88597099999998,12.879721,121.77401699999999,5
684,New Zealand,Poland,-40.900557,174.88597099999998,51.919438,19.145135999999997,154
685,New Zealand,Romania,-40.900557,174.88597099999998,45.943160999999996,24.96676,1
686,New Zealand,Rwanda,-40.900557,174.88597099999998,-1.940278,29.873888,73
687,New Zealand,Samoa,-40.900557,174.88597099999998,-13.759029,-172.10462900000002,0
688,New Zealand,Saudi Arabia,-40.900557,174.88597099999998,23.885942,45.079162,34
689,New Zealand,Serbia,-40.900557,174.88597099999998,44.016521000000004,21.005859,388
690,New Zealand,Singapore,-40.900557,174.88597099999998,1.352083,103.819836,0
691,New Zealand,Somalia,-40.900557,174.88597099999998,5.152149,46.199616,1676
692,New Zealand,South Africa,-40.900557,174.88597099999998,-30.559482,22.937506,20
693,New Zealand,South Korea,-40.900557,174.88597099999998,35.907757000000004,127.766922,0
694,New Zealand,Sri Lanka,-40.900557,174.88597099999998,7.873054,80.77179699999999,390
695,New Zealand,Sudan,-40.900557,174.88597099999998,12.862807,30.217636,419
696,New Zealand,Syria,-40.900557,174.88597099999998,34.802075,38.996815000000005,156
697,New Zealand,Thailand,-40.900557,174.88597099999998,15.870032,100.992541,4
698,New Zealand,Togo,-40.900557,174.88597099999998,8.619543,0.824782,0
699,New Zealand,Tunisia,-40.900557,174.88597099999998,33.886917,9.537499,9
700,New Zealand,Turkey,-40.900557,174.88597099999998,38.963745,35.243322,46
701,New Zealand,Tuvalu,-40.900557,174.88597099999998,-7.109535,177.64933,6
702,New Zealand,Uganda,-40.900557,174.88597099999998,1.373333,32.290275,12
703,New Zealand,United Kingdom,-40.900557,174.88597099999998,55.378051,-3.435973,0
704,New Zealand,Venezuela,-40.900557,174.88597099999998,6.42375,-66.58973,0
705,New Zealand,Vietnam,-40.900557,174.88597099999998,14.058323999999999,108.277199,4169
706,New Zealand,Yemen,-40.900557,174.88597099999998,15.552726999999999,48.516388,9
707,New Zealand,Zimbabwe,-40.900557,174.88597099999998,-19.015438,29.154857,13
708,Nicaragua,El Salvador,12.865416,-85.207229,13.794185,-88.89653,3
709,Norway,Afghanistan,60.472024,8.468946,33.93911,67.709953,3042
710,Norway,Algeria,60.472024,8.468946,28.033886,1.6596259999999998,26
711,Norway,Angola,60.472024,8.468946,-11.202691999999999,17.873887,5
712,Norway,Azerbaijan,60.472024,8.468946,40.143105,47.576927000000005,38
713,Norway,Bangladesh,60.472024,8.468946,23.684994,90.35633100000001,8
714,Norway,Belarus,60.472024,8.468946,53.709807,27.953389,1
715,Norway,Belgium,60.472024,8.468946,50.503887,4.469936,2
716,Norway,Benin,60.472024,8.468946,9.30769,2.315834,3
717,Norway,Bhutan,60.472024,8.468946,27.514162,90.433601,552
718,Norway,Bosnia and Herzegovina,60.472024,8.468946,43.915886,17.679076000000002,3054
719,Norway,Burundi,60.472024,8.468946,-3.3730559999999996,29.918885999999997,470
