,year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct,name,Country,Latitude,Longitude,Name,Total,perct_exp,diff_exp
1235,2015,PRK,MEX,ALL,13809874.55,0.04%,Mexico,MX,23.634501,-102.552784,Mexico,2803846883.61,0.49253312050405385,99.50746687949595
