,Continent,export_val,Total,pert_exp,diff_perc
0,Asia,2555118525.22,2803846883.6099997,91.12903205078881,8.870967949211192
1,Other,248728358.39000005,2803846883.6099997,8.870967949211197,91.12903205078881
