,year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct,name,Country,Latitude,Longitude,Name,Total,perct_exp,diff_exp
449,2015,PRK,IND,ALL,97796047.12,0.28%,India,IN,20.593684,78.96288,India,2803846883.61,3.4879239551799612,96.51207604482003
