,year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct,name,Country,Latitude,Longitude,Name,Total,perct_exp,diff_exp
1666,2015,PRK,RUS,ALL,5578760.6,0.02%,Russia,RU,61.52401,105.31875600000001,Russia,2803846883.61,0.1989680903265749,99.80103190967343
