,year,country_origin_id,country_destination_id,hs92_product_id,export_val,export_val_pct,name,Country,Latitude,Longitude,Name,Total,perct_exp,diff_exp
387,2015,PRK,CHN,ALL,2338271127.0,6.70%,China,CN,35.86166,104.195397,China,2803846883.61,83.39510765257754,16.604892347422464
