,Unnamed: 0,Year,Province,code,City,Annual,Month,Temperature
123202,128434,1905,NB,8101505,FREDERICTON,4.5,Apr,5.2
123203,128435,1906,NB,8101505,FREDERICTON,,Apr,3.3
123204,128436,1907,NB,8101505,FREDERICTON,3.9,Apr,2.8
123205,128437,1908,NB,8101505,FREDERICTON,5.0,Apr,2.2
123206,128438,1909,NB,8101505,FREDERICTON,5.1,Apr,2.4
123207,128439,1910,NB,8101505,FREDERICTON,5.4,Apr,7.0
123208,128440,1911,NB,8101505,FREDERICTON,4.7,Apr,3.1
123209,128441,1912,NB,8101505,FREDERICTON,4.3,Apr,2.5
123210,128442,1913,NB,8101505,FREDERICTON,5.7,Apr,6.0
123211,128443,1914,NB,8101505,FREDERICTON,4.2,Apr,1.4
123212,128444,1915,NB,8101505,FREDERICTON,6.0,Apr,5.0
123213,128445,1916,NB,8101505,FREDERICTON,5.1,Apr,5.3
123214,128446,1917,NB,8101505,FREDERICTON,3.7,Apr,3.4
123215,128447,1918,NB,8101505,FREDERICTON,4.3,Apr,4.6
123216,128448,1919,NB,8101505,FREDERICTON,5.1,Apr,4.3
123217,128449,1920,NB,8101505,FREDERICTON,4.8,Apr,3.5
123218,128450,1921,NB,8101505,FREDERICTON,5.6,Apr,6.3
123219,128451,1922,NB,8101505,FREDERICTON,4.8,Apr,5.1
123220,128452,1923,NB,8101505,FREDERICTON,4.2,Apr,2.1
123221,128453,1924,NB,8101505,FREDERICTON,4.8,Apr,2.8
123222,128454,1925,NB,8101505,FREDERICTON,4.7,Apr,4.3
123223,128455,1926,NB,8101505,FREDERICTON,3.9,Apr,1.1
123224,128456,1927,NB,8101505,FREDERICTON,5.6,Apr,4.3
123225,128457,1928,NB,8101505,FREDERICTON,5.0,Apr,3.7
123226,128458,1929,NB,8101505,FREDERICTON,4.9,Apr,2.9
123227,128459,1930,NB,8101505,FREDERICTON,5.1,Apr,2.9
123228,128460,1931,NB,8101505,FREDERICTON,6.0,Apr,5.9
123229,128461,1932,NB,8101505,FREDERICTON,5.3,Apr,4.1
123230,128462,1933,NB,8101505,FREDERICTON,4.6,Apr,4.4
123231,128463,1934,NB,8101505,FREDERICTON,3.8,Apr,4.9
123232,128464,1935,NB,8101505,FREDERICTON,4.4,Apr,3.0
123233,128465,1936,NB,8101505,FREDERICTON,4.8,Apr,3.7
123234,128466,1937,NB,8101505,FREDERICTON,6.2,Apr,4.7
123235,128467,1938,NB,8101505,FREDERICTON,5.7,Apr,5.2
123236,128468,1939,NB,8101505,FREDERICTON,4.7,Apr,2.4
123237,128469,1940,NB,8101505,FREDERICTON,4.6,Apr,3.0
123238,128470,1941,NB,8101505,FREDERICTON,5.2,Apr,5.7
123239,128471,1942,NB,8101505,FREDERICTON,5.7,Apr,5.2
123240,128472,1943,NB,8101505,FREDERICTON,4.6,Apr,1.8
123241,128473,1944,NB,8101505,FREDERICTON,5.8,Apr,3.0
123242,128474,1945,NB,8101505,FREDERICTON,5.7,Apr,7.4
123243,128475,1946,NB,8101505,FREDERICTON,5.7,Apr,3.1
123244,128476,1947,NB,8101505,FREDERICTON,5.8,Apr,1.9
123245,128477,1948,NB,8101505,FREDERICTON,5.2,Apr,3.5
123246,128478,1949,NB,8101505,FREDERICTON,6.3,Apr,6.0
123247,128479,1950,NB,8101505,FREDERICTON,5.3,Apr,4.2
123248,128480,1951,NB,8101505,FREDERICTON,,Apr,
123249,128481,1952,NB,8101505,FREDERICTON,6.0,Apr,4.9
123250,128482,1953,NB,8101505,FREDERICTON,6.9,Apr,6.0
123251,128483,1954,NB,8101505,FREDERICTON,5.6,Apr,3.9
123252,128484,1955,NB,8101505,FREDERICTON,5.2,Apr,4.4
123253,128485,1956,NB,8101505,FREDERICTON,5.0,Apr,3.7
123254,128486,1957,NB,8101505,FREDERICTON,6.0,Apr,4.5
123255,128487,1958,NB,8101505,FREDERICTON,5.4,Apr,5.9
123256,128488,1959,NB,8101505,FREDERICTON,5.9,Apr,5.0
123257,128489,1960,NB,8101505,FREDERICTON,6.4,Apr,4.2
123258,128490,1961,NB,8101505,FREDERICTON,5.7,Apr,2.6
123259,128491,1962,NB,8101505,FREDERICTON,5.2,Apr,4.2
123260,128492,1963,NB,8101505,FREDERICTON,5.2,Apr,3.4
123261,128493,1964,NB,8101505,FREDERICTON,5.4,Apr,4.0
123262,128494,1965,NB,8101505,FREDERICTON,4.9,Apr,3.3
123263,128495,1966,NB,8101505,FREDERICTON,6.3,Apr,3.9
123264,128496,1967,NB,8101505,FREDERICTON,5.0,Apr,2.3
123265,128497,1968,NB,8101505,FREDERICTON,5.4,Apr,5.7
123266,128498,1969,NB,8101505,FREDERICTON,6.3,Apr,3.6
123267,128499,1970,NB,8101505,FREDERICTON,5.4,Apr,4.4
123268,128500,1971,NB,8101505,FREDERICTON,5.5,Apr,4.2
123269,128501,1972,NB,8101505,FREDERICTON,4.6,Apr,2.6
123270,128502,1973,NB,8101505,FREDERICTON,6.6,Apr,5.4
123271,128503,1974,NB,8101505,FREDERICTON,5.4,Apr,4.1
123272,128504,1975,NB,8101505,FREDERICTON,5.6,Apr,2.7
123273,128505,1976,NB,8101505,FREDERICTON,5.2,Apr,4.9
123274,128506,1977,NB,8101505,FREDERICTON,5.6,Apr,3.8
123275,128507,1978,NB,8101505,FREDERICTON,5.1,Apr,3.0
123276,128508,1979,NB,8101505,FREDERICTON,6.9,Apr,5.2
123277,128509,1980,NB,8101505,FREDERICTON,5.4,Apr,6.1
123278,128510,1981,NB,8101505,FREDERICTON,6.5,Apr,5.6
123279,128511,1982,NB,8101505,FREDERICTON,5.4,Apr,3.7
123280,128512,1983,NB,8101505,FREDERICTON,6.6,Apr,5.8
123281,128513,1984,NB,8101505,FREDERICTON,6.1,Apr,4.2
123282,128514,1985,NB,8101505,FREDERICTON,5.1,Apr,4.2
123283,128515,1986,NB,8101505,FREDERICTON,4.9,Apr,5.8
123284,128516,1987,NB,8101505,FREDERICTON,5.7,Apr,6.8
123285,128517,1988,NB,8101505,FREDERICTON,5.7,Apr,4.4
123286,128518,1989,NB,8101505,FREDERICTON,4.8,Apr,3.4
123287,128519,1990,NB,8101505,FREDERICTON,6.6,Apr,5.4
123288,128520,1991,NB,8101505,FREDERICTON,6.0,Apr,4.8
123289,128521,1992,NB,8101505,FREDERICTON,5.1,Apr,3.7
123290,128522,1993,NB,8101505,FREDERICTON,5.3,Apr,5.1
123291,128523,1994,NB,8101505,FREDERICTON,5.7,Apr,5.1
123292,128524,1995,NB,8101505,FREDERICTON,5.7,Apr,3.1
123293,128525,1996,NB,8101505,FREDERICTON,5.9,Apr,4.7
123294,128526,1997,NB,8101505,FREDERICTON,4.9,Apr,3.1
123295,128527,1998,NB,8101505,FREDERICTON,6.9,Apr,6.1
123296,128528,1999,NB,8101505,FREDERICTON,7.7,Apr,5.5
123297,128529,2000,NB,8101505,FREDERICTON,6.0,Apr,4.9
123298,128530,2001,NB,8101505,FREDERICTON,6.7,Apr,3.6
123299,128531,2002,NB,8101505,FREDERICTON,6.1,Apr,4.7
123300,128532,2003,NB,8101505,FREDERICTON,5.7,Apr,2.8
123301,128533,2004,NB,8101505,FREDERICTON,5.5,Apr,5.1
123302,128534,2005,NB,8101505,FREDERICTON,6.5,Apr,6.2
123303,128535,2006,NB,8101505,FREDERICTON,7.7,Apr,6.6
123304,128536,2007,NB,8101505,FREDERICTON,5.8,Apr,3.8
123305,128537,2008,NB,8101505,FREDERICTON,6.4,Apr,5.9
123306,128538,2009,NB,8101505,FREDERICTON,6.0,Apr,6.1
123307,128539,2010,NB,8101505,FREDERICTON,7.6,Apr,7.8
123308,128540,2011,NB,8101505,FREDERICTON,6.1,Apr,4.4
123309,128541,2012,NB,8101505,FREDERICTON,7.2,Apr,6.4
123310,128542,2013,NB,8101505,FREDERICTON,6.3,Apr,5.0
123311,128543,2014,NB,8101505,FREDERICTON,6.1,Apr,4.5
123312,128544,2015,NB,8101505,FREDERICTON,5.7,Apr,3.5
123313,128545,2016,NB,8101505,FREDERICTON,6.8,Apr,4.2
123314,128546,2017,NB,8101505,FREDERICTON,6.5,Apr,5.8
123521,128765,1871,NB,8104901,SAINT JOHN,,Apr,2.3
123522,128766,1872,NB,8104901,SAINT JOHN,3.6,Apr,2.6
123523,128767,1873,NB,8104901,SAINT JOHN,3.6,Apr,2.5
123524,128768,1874,NB,8104901,SAINT JOHN,3.9,Apr,-0.7
123525,128769,1875,NB,8104901,SAINT JOHN,2.7,Apr,1.8
123526,128770,1876,NB,8104901,SAINT JOHN,3.6,Apr,1.9
123527,128771,1877,NB,8104901,SAINT JOHN,,Apr,4.1
123528,128772,1878,NB,8104901,SAINT JOHN,4.9,Apr,3.9
123529,128773,1879,NB,8104901,SAINT JOHN,3.5,Apr,1.5
123530,128774,1880,NB,8104901,SAINT JOHN,4.1,Apr,1.8
123531,128775,1881,NB,8104901,SAINT JOHN,4.2,Apr,1.7
123532,128776,1882,NB,8104901,SAINT JOHN,3.5,Apr,-0.4
123533,128777,1883,NB,8104901,SAINT JOHN,3.4,Apr,1.2
123534,128778,1884,NB,8104901,SAINT JOHN,3.7,Apr,3.4
123535,128779,1885,NB,8104901,SAINT JOHN,3.6,Apr,2.7
123536,128780,1886,NB,8104901,SAINT JOHN,4.3,Apr,3.0
123537,128781,1887,NB,8104901,SAINT JOHN,3.7,Apr,2.2
123538,128782,1888,NB,8104901,SAINT JOHN,3.4,Apr,1.1
123539,128783,1889,NB,8104901,SAINT JOHN,5.3,Apr,4.6
123540,128784,1890,NB,8104901,SAINT JOHN,4.3,Apr,2.3
123541,128785,1891,NB,8104901,SAINT JOHN,5.4,Apr,3.5
123542,128786,1892,NB,8104901,SAINT JOHN,4.9,Apr,4.3
123543,128787,1893,NB,8104901,SAINT JOHN,4.2,Apr,1.5
123544,128788,1894,NB,8104901,SAINT JOHN,4.4,Apr,2.6
123545,128789,1895,NB,8104901,SAINT JOHN,5.0,Apr,3.5
123546,128790,1896,NB,8104901,SAINT JOHN,4.4,Apr,3.4
123547,128791,1897,NB,8104901,SAINT JOHN,4.6,Apr,3.1
123548,128792,1898,NB,8104901,SAINT JOHN,5.1,Apr,3.1
123549,128793,1899,NB,8104901,SAINT JOHN,4.6,Apr,3.6
123550,128794,1900,NB,8104901,SAINT JOHN,5.2,Apr,3.7
123551,128795,1901,NB,8104901,SAINT JOHN,5.4,Apr,5.8
123552,128796,1902,NB,8104901,SAINT JOHN,5.5,Apr,4.7
123553,128797,1903,NB,8104901,SAINT JOHN,5.1,Apr,3.9
123554,128798,1904,NB,8104901,SAINT JOHN,3.6,Apr,2.7
123555,128799,1905,NB,8104901,SAINT JOHN,4.2,Apr,4.0
123556,128800,1906,NB,8104901,SAINT JOHN,5.2,Apr,3.1
123557,128801,1907,NB,8104901,SAINT JOHN,4.1,Apr,2.0
123558,128802,1908,NB,8104901,SAINT JOHN,5.2,Apr,1.6
123559,128803,1909,NB,8104901,SAINT JOHN,5.3,Apr,2.2
123560,128804,1910,NB,8104901,SAINT JOHN,5.6,Apr,5.7
123561,128805,1911,NB,8104901,SAINT JOHN,4.9,Apr,2.2
123562,128806,1912,NB,8104901,SAINT JOHN,4.3,Apr,2.5
123563,128807,1913,NB,8104901,SAINT JOHN,5.5,Apr,3.7
123564,128808,1914,NB,8104901,SAINT JOHN,3.9,Apr,0.9
123565,128809,1915,NB,8104901,SAINT JOHN,5.3,Apr,3.4
123566,128810,1916,NB,8104901,SAINT JOHN,4.4,Apr,4.4
123567,128811,1917,NB,8104901,SAINT JOHN,3.5,Apr,2.6
123568,128812,1918,NB,8104901,SAINT JOHN,4.0,Apr,3.4
123569,128813,1919,NB,8104901,SAINT JOHN,4.9,Apr,2.9
123570,128814,1920,NB,8104901,SAINT JOHN,4.5,Apr,2.7
123571,128815,1921,NB,8104901,SAINT JOHN,5.3,Apr,5.1
123572,128816,1922,NB,8104901,SAINT JOHN,4.4,Apr,3.7
123573,128817,1923,NB,8104901,SAINT JOHN,3.8,Apr,1.6
123574,128818,1924,NB,8104901,SAINT JOHN,4.5,Apr,2.1
123575,128819,1925,NB,8104901,SAINT JOHN,4.5,Apr,3.3
123576,128820,1926,NB,8104901,SAINT JOHN,3.8,Apr,0.9
123577,128821,1927,NB,8104901,SAINT JOHN,5.3,Apr,3.0
123578,128822,1928,NB,8104901,SAINT JOHN,5.0,Apr,3.2
123579,128823,1929,NB,8104901,SAINT JOHN,4.7,Apr,2.6
123580,128824,1930,NB,8104901,SAINT JOHN,5.6,Apr,3.1
123581,128825,1931,NB,8104901,SAINT JOHN,6.1,Apr,5.1
123582,128826,1932,NB,8104901,SAINT JOHN,5.6,Apr,3.8
123583,128827,1933,NB,8104901,SAINT JOHN,5.0,Apr,3.6
123584,128828,1934,NB,8104901,SAINT JOHN,4.3,Apr,4.3
123585,128829,1935,NB,8104901,SAINT JOHN,4.6,Apr,3.3
123586,128830,1936,NB,8104901,SAINT JOHN,5.0,Apr,3.0
123587,128831,1937,NB,8104901,SAINT JOHN,6.1,Apr,3.9
123588,128832,1938,NB,8104901,SAINT JOHN,5.4,Apr,4.0
123589,128833,1939,NB,8104901,SAINT JOHN,4.8,Apr,2.3
123590,128834,1940,NB,8104901,SAINT JOHN,4.6,Apr,2.3
123591,128835,1941,NB,8104901,SAINT JOHN,5.0,Apr,4.2
123592,128836,1942,NB,8104901,SAINT JOHN,5.3,Apr,4.3
123593,128837,1943,NB,8104901,SAINT JOHN,4.6,Apr,1.6
123594,128838,1944,NB,8104901,SAINT JOHN,5.3,Apr,2.9
123595,128839,1945,NB,8104901,SAINT JOHN,5.3,Apr,5.2
123596,128840,1946,NB,8104901,SAINT JOHN,,Apr,2.3
123597,128841,1947,NB,8104901,SAINT JOHN,,Apr,2.4
123598,128842,1948,NB,8104901,SAINT JOHN,5.0,Apr,3.0
123599,128843,1949,NB,8104901,SAINT JOHN,6.4,Apr,5.4
123600,128844,1950,NB,8104901,SAINT JOHN,,Apr,
123601,128845,1951,NB,8104901,SAINT JOHN,,Apr,
123602,128846,1952,NB,8104901,SAINT JOHN,5.5,Apr,4.1
123603,128847,1953,NB,8104901,SAINT JOHN,6.4,Apr,5.4
123604,128848,1954,NB,8104901,SAINT JOHN,5.2,Apr,2.6
123605,128849,1955,NB,8104901,SAINT JOHN,4.4,Apr,3.2
123606,128850,1956,NB,8104901,SAINT JOHN,4.1,Apr,2.1
123607,128851,1957,NB,8104901,SAINT JOHN,5.0,Apr,2.9
123608,128852,1958,NB,8104901,SAINT JOHN,4.6,Apr,4.6
123609,128853,1959,NB,8104901,SAINT JOHN,4.7,Apr,3.5
123610,128854,1960,NB,8104901,SAINT JOHN,5.4,Apr,2.9
123611,128855,1961,NB,8104901,SAINT JOHN,4.5,Apr,1.6
123612,128856,1962,NB,8104901,SAINT JOHN,4.2,Apr,3.0
123613,128857,1963,NB,8104901,SAINT JOHN,4.0,Apr,1.7
123614,128858,1964,NB,8104901,SAINT JOHN,4.2,Apr,2.4
123615,128859,1965,NB,8104901,SAINT JOHN,3.6,Apr,1.7
123616,128860,1966,NB,8104901,SAINT JOHN,5.0,Apr,2.3
123617,128861,1967,NB,8104901,SAINT JOHN,3.9,Apr,0.3
123618,128862,1968,NB,8104901,SAINT JOHN,4.4,Apr,3.9
123619,128863,1969,NB,8104901,SAINT JOHN,5.3,Apr,2.1
123620,128864,1970,NB,8104901,SAINT JOHN,4.3,Apr,3.0
123621,128865,1971,NB,8104901,SAINT JOHN,4.6,Apr,3.4
123622,128866,1972,NB,8104901,SAINT JOHN,3.8,Apr,0.7
123623,128867,1973,NB,8104901,SAINT JOHN,5.6,Apr,3.6
123624,128868,1974,NB,8104901,SAINT JOHN,4.4,Apr,2.8
123625,128869,1975,NB,8104901,SAINT JOHN,4.7,Apr,1.7
123626,128870,1976,NB,8104901,SAINT JOHN,4.6,Apr,4.1
123627,128871,1977,NB,8104901,SAINT JOHN,4.8,Apr,2.4
123628,128872,1978,NB,8104901,SAINT JOHN,4.1,Apr,2.1
123629,128873,1979,NB,8104901,SAINT JOHN,5.6,Apr,3.9
123630,128874,1980,NB,8104901,SAINT JOHN,4.3,Apr,4.5
123631,128875,1981,NB,8104901,SAINT JOHN,5.3,Apr,3.7
123632,128876,1982,NB,8104901,SAINT JOHN,4.4,Apr,1.8
123633,128877,1983,NB,8104901,SAINT JOHN,5.9,Apr,5.0
123634,128878,1984,NB,8104901,SAINT JOHN,5.5,Apr,3.3
123635,128879,1985,NB,8104901,SAINT JOHN,4.3,Apr,2.9
123636,128880,1986,NB,8104901,SAINT JOHN,4.4,Apr,5.0
123637,128881,1987,NB,8104901,SAINT JOHN,4.7,Apr,5.6
123638,128882,1988,NB,8104901,SAINT JOHN,4.8,Apr,3.1
123639,128883,1989,NB,8104901,SAINT JOHN,4.1,Apr,2.4
123640,128884,1990,NB,8104901,SAINT JOHN,5.8,Apr,3.7
123641,128885,1991,NB,8104901,SAINT JOHN,5.3,Apr,3.5
123642,128886,1992,NB,8104901,SAINT JOHN,4.1,Apr,1.6
123643,128887,1993,NB,8104901,SAINT JOHN,4.4,Apr,3.8
123644,128888,1994,NB,8104901,SAINT JOHN,4.8,Apr,3.9
123645,128889,1995,NB,8104901,SAINT JOHN,5.3,Apr,2.7
123646,128890,1996,NB,8104901,SAINT JOHN,5.3,Apr,4.2
123647,128891,1997,NB,8104901,SAINT JOHN,4.6,Apr,2.0
123648,128892,1998,NB,8104901,SAINT JOHN,6.4,Apr,5.2
123649,128893,1999,NB,8104901,SAINT JOHN,7.1,Apr,4.5
123650,128894,2000,NB,8104901,SAINT JOHN,5.7,Apr,4.8
123651,128895,2001,NB,8104901,SAINT JOHN,5.8,Apr,2.2
123652,128896,2002,NB,8104901,SAINT JOHN,5.5,Apr,3.9
123653,128897,2003,NB,8104901,SAINT JOHN,5.0,Apr,2.0
123654,128898,2004,NB,8104901,SAINT JOHN,4.7,Apr,3.8
123655,128899,2005,NB,8104901,SAINT JOHN,5.8,Apr,4.8
123656,128900,2006,NB,8104901,SAINT JOHN,7.0,Apr,5.2
123657,128901,2007,NB,8104901,SAINT JOHN,5.2,Apr,2.8
123658,128902,2008,NB,8104901,SAINT JOHN,6.1,Apr,5.4
123659,128903,2009,NB,8104901,SAINT JOHN,5.4,Apr,4.8
123660,128904,2010,NB,8104901,SAINT JOHN,7.2,Apr,6.9
123661,128905,2011,NB,8104901,SAINT JOHN,6.3,Apr,4.5
123662,128906,2012,NB,8104901,SAINT JOHN,7.0,Apr,5.6
123663,128907,2013,NB,8104901,SAINT JOHN,5.8,Apr,3.8
123664,128908,2014,NB,8104901,SAINT JOHN,5.6,Apr,4.0
123665,128909,2015,NB,8104901,SAINT JOHN,5.1,Apr,2.3
123666,128910,2016,NB,8104901,SAINT JOHN,6.4,Apr,3.6
123667,128911,2017,NB,8104901,SAINT JOHN,6.3,Apr,5.5
125314,130622,1872,PE,8300301,CHARLOTTETOWN,,Apr,
125315,130623,1873,PE,8300301,CHARLOTTETOWN,4.7,Apr,2.3
125316,130624,1874,PE,8300301,CHARLOTTETOWN,5.0,Apr,-0.2
125317,130625,1875,PE,8300301,CHARLOTTETOWN,3.3,Apr,-0.2
125318,130626,1876,PE,8300301,CHARLOTTETOWN,4.5,Apr,1.4
125319,130627,1877,PE,8300301,CHARLOTTETOWN,5.3,Apr,3.1
125320,130628,1878,PE,8300301,CHARLOTTETOWN,6.1,Apr,4.0
125321,130629,1879,PE,8300301,CHARLOTTETOWN,4.4,Apr,1.8
125322,130630,1880,PE,8300301,CHARLOTTETOWN,4.7,Apr,0.9
125323,130631,1881,PE,8300301,CHARLOTTETOWN,4.7,Apr,0.9
125324,130632,1882,PE,8300301,CHARLOTTETOWN,4.1,Apr,-1.9
125325,130633,1883,PE,8300301,CHARLOTTETOWN,4.1,Apr,1.2
125326,130634,1884,PE,8300301,CHARLOTTETOWN,3.9,Apr,2.4
125327,130635,1885,PE,8300301,CHARLOTTETOWN,4.5,Apr,1.9
125328,130636,1886,PE,8300301,CHARLOTTETOWN,,Apr,2.8
125329,130637,1887,PE,8300301,CHARLOTTETOWN,,Apr,
125330,130638,1888,PE,8300301,CHARLOTTETOWN,,Apr,
125331,130639,1889,PE,8300301,CHARLOTTETOWN,6.8,Apr,4.8
125332,130640,1890,PE,8300301,CHARLOTTETOWN,4.7,Apr,1.4
125333,130641,1891,PE,8300301,CHARLOTTETOWN,5.8,Apr,2.6
125334,130642,1892,PE,8300301,CHARLOTTETOWN,6.0,Apr,4.3
125335,130643,1893,PE,8300301,CHARLOTTETOWN,5.0,Apr,0.7
125336,130644,1894,PE,8300301,CHARLOTTETOWN,5.1,Apr,1.5
125337,130645,1895,PE,8300301,CHARLOTTETOWN,6.1,Apr,2.7
125338,130646,1896,PE,8300301,CHARLOTTETOWN,5.3,Apr,1.9
125339,130647,1897,PE,8300301,CHARLOTTETOWN,5.3,Apr,3.3
125340,130648,1898,PE,8300301,CHARLOTTETOWN,6.3,Apr,3.1
125341,130649,1899,PE,8300301,CHARLOTTETOWN,5.9,Apr,3.7
125342,130650,1900,PE,8300301,CHARLOTTETOWN,6.3,Apr,3.0
125343,130651,1901,PE,8300301,CHARLOTTETOWN,7.0,Apr,5.5
125344,130652,1902,PE,8300301,CHARLOTTETOWN,6.7,Apr,5.4
125345,130653,1903,PE,8300301,CHARLOTTETOWN,5.2,Apr,2.6
125346,130654,1904,PE,8300301,CHARLOTTETOWN,4.2,Apr,2.2
125347,130655,1905,PE,8300301,CHARLOTTETOWN,4.6,Apr,3.1
125348,130656,1906,PE,8300301,CHARLOTTETOWN,5.9,Apr,1.7
125349,130657,1907,PE,8300301,CHARLOTTETOWN,4.5,Apr,1.7
125350,130658,1908,PE,8300301,CHARLOTTETOWN,5.8,Apr,0.6
125351,130659,1909,PE,8300301,CHARLOTTETOWN,6.3,Apr,2.2
125352,130660,1910,PE,8300301,CHARLOTTETOWN,6.4,Apr,5.9
125353,130661,1911,PE,8300301,CHARLOTTETOWN,5.4,Apr,2.3
125354,130662,1912,PE,8300301,CHARLOTTETOWN,5.1,Apr,2.2
125355,130663,1913,PE,8300301,CHARLOTTETOWN,6.1,Apr,4.7
125356,130664,1914,PE,8300301,CHARLOTTETOWN,4.6,Apr,0.4
125357,130665,1915,PE,8300301,CHARLOTTETOWN,5.7,Apr,3.1
125358,130666,1916,PE,8300301,CHARLOTTETOWN,5.3,Apr,2.7
125359,130667,1917,PE,8300301,CHARLOTTETOWN,4.8,Apr,2.9
125360,130668,1918,PE,8300301,CHARLOTTETOWN,4.7,Apr,2.0
125361,130669,1919,PE,8300301,CHARLOTTETOWN,5.4,Apr,3.3
125362,130670,1920,PE,8300301,CHARLOTTETOWN,5.6,Apr,2.1
125363,130671,1921,PE,8300301,CHARLOTTETOWN,5.9,Apr,4.5
125364,130672,1922,PE,8300301,CHARLOTTETOWN,5.0,Apr,2.6
125365,130673,1923,PE,8300301,CHARLOTTETOWN,4.6,Apr,1.3
125366,130674,1924,PE,8300301,CHARLOTTETOWN,5.5,Apr,1.3
125367,130675,1925,PE,8300301,CHARLOTTETOWN,5.3,Apr,2.9
125368,130676,1926,PE,8300301,CHARLOTTETOWN,4.8,Apr,0.3
125369,130677,1927,PE,8300301,CHARLOTTETOWN,6.2,Apr,2.2
125370,130678,1928,PE,8300301,CHARLOTTETOWN,5.9,Apr,3.6
125371,130679,1929,PE,8300301,CHARLOTTETOWN,5.6,Apr,2.2
125372,130680,1930,PE,8300301,CHARLOTTETOWN,6.8,Apr,3.5
125373,130681,1931,PE,8300301,CHARLOTTETOWN,6.8,Apr,4.7
125374,130682,1932,PE,8300301,CHARLOTTETOWN,6.4,Apr,3.3
125375,130683,1933,PE,8300301,CHARLOTTETOWN,5.7,Apr,3.1
125376,130684,1934,PE,8300301,CHARLOTTETOWN,5.3,Apr,4.9
125377,130685,1935,PE,8300301,CHARLOTTETOWN,5.3,Apr,1.5
125378,130686,1936,PE,8300301,CHARLOTTETOWN,5.9,Apr,3.4
125379,130687,1937,PE,8300301,CHARLOTTETOWN,6.8,Apr,3.1
125380,130688,1938,PE,8300301,CHARLOTTETOWN,6.0,Apr,3.3
125381,130689,1939,PE,8300301,CHARLOTTETOWN,5.4,Apr,1.7
125382,130690,1940,PE,8300301,CHARLOTTETOWN,5.5,Apr,2.2
125383,130691,1941,PE,8300301,CHARLOTTETOWN,5.3,Apr,3.2
125384,130692,1942,PE,8300301,CHARLOTTETOWN,6.4,Apr,4.0
125385,130693,1943,PE,8300301,CHARLOTTETOWN,5.0,Apr,2.2
125386,130694,1944,PE,8300301,CHARLOTTETOWN,5.9,Apr,1.7
125387,130695,1945,PE,8300301,CHARLOTTETOWN,,Apr,4.3
125388,130696,1946,PE,8300301,CHARLOTTETOWN,5.7,Apr,2.0
125389,130697,1947,PE,8300301,CHARLOTTETOWN,6.0,Apr,1.1
125390,130698,1948,PE,8300301,CHARLOTTETOWN,5.1,Apr,1.5
125391,130699,1949,PE,8300301,CHARLOTTETOWN,6.3,Apr,3.6
125392,130700,1950,PE,8300301,CHARLOTTETOWN,5.4,Apr,2.6
125393,130701,1951,PE,8300301,CHARLOTTETOWN,,Apr,5.5
125394,130702,1952,PE,8300301,CHARLOTTETOWN,6.1,Apr,3.5
125395,130703,1953,PE,8300301,CHARLOTTETOWN,6.7,Apr,5.0
125396,130704,1954,PE,8300301,CHARLOTTETOWN,6.0,Apr,2.2
125397,130705,1955,PE,8300301,CHARLOTTETOWN,5.4,Apr,2.0
125398,130706,1956,PE,8300301,CHARLOTTETOWN,5.2,Apr,1.6
125399,130707,1957,PE,8300301,CHARLOTTETOWN,5.5,Apr,1.8
125400,130708,1958,PE,8300301,CHARLOTTETOWN,5.7,Apr,4.9
125401,130709,1959,PE,8300301,CHARLOTTETOWN,5.4,Apr,3.5
125402,130710,1960,PE,8300301,CHARLOTTETOWN,6.2,Apr,2.4
125403,130711,1961,PE,8300301,CHARLOTTETOWN,5.5,Apr,0.8
125404,130712,1962,PE,8300301,CHARLOTTETOWN,4.8,Apr,3.0
125405,130713,1963,PE,8300301,CHARLOTTETOWN,5.1,Apr,0.7
125406,130714,1964,PE,8300301,CHARLOTTETOWN,5.1,Apr,1.4
125407,130715,1965,PE,8300301,CHARLOTTETOWN,4.7,Apr,1.0
125408,130716,1966,PE,8300301,CHARLOTTETOWN,6.5,Apr,2.5
125409,130717,1967,PE,8300301,CHARLOTTETOWN,5.2,Apr,-1.3
125410,130718,1968,PE,8300301,CHARLOTTETOWN,5.2,Apr,4.4
125411,130719,1969,PE,8300301,CHARLOTTETOWN,6.5,Apr,2.2
125412,130720,1970,PE,8300301,CHARLOTTETOWN,5.4,Apr,2.0
125413,130721,1971,PE,8300301,CHARLOTTETOWN,5.6,Apr,3.4
125414,130722,1972,PE,8300301,CHARLOTTETOWN,4.5,Apr,-0.5
125415,130723,1973,PE,8300301,CHARLOTTETOWN,6.0,Apr,3.1
125416,130724,1974,PE,8300301,CHARLOTTETOWN,5.0,Apr,2.6
125417,130725,1975,PE,8300301,CHARLOTTETOWN,5.5,Apr,0.7
125418,130726,1976,PE,8300301,CHARLOTTETOWN,5.6,Apr,3.4
125419,130727,1977,PE,8300301,CHARLOTTETOWN,5.7,Apr,2.1
125420,130728,1978,PE,8300301,CHARLOTTETOWN,5.0,Apr,0.9
125421,130729,1979,PE,8300301,CHARLOTTETOWN,,Apr,3.5
125422,130730,1980,PE,8300301,CHARLOTTETOWN,4.9,Apr,4.6
125423,130731,1981,PE,8300301,CHARLOTTETOWN,6.8,Apr,4.3
125424,130732,1982,PE,8300301,CHARLOTTETOWN,5.4,Apr,3.0
125425,130733,1983,PE,8300301,CHARLOTTETOWN,6.7,Apr,5.6
