,Characters,Dialogue,Movie
889,LEIA,I know. Somehow...I've always known.,Return of the Jedi
890,LUKE,Then you know why I have to face him.,Return of the Jedi
891,LEIA,No! Luke run away far away. If he can feel your presence then leave this place. I wish I could go with you.,Return of the Jedi
892,LUKE,No you don't. You've always been strong.,Return of the Jedi
893,LEIA,But why must you confront him?,Return of the Jedi
894,LUKE,Because...there is good in him. I've felt it. He won't turn me over to the Emperor. I can save him. I can turn him back to the good side. I have to try.,Return of the Jedi
897,HAN,Hey what's goin' on?,Return of the Jedi
899,LEIA,Nothing. I - just want to be alone for a little while.,Return of the Jedi
902,LEIA,I...I can't tell you.,Return of the Jedi
904,LEIA,I...,Return of the Jedi
905,HAN,Ahhh...,Return of the Jedi
907,HAN,I'm sorry.,Return of the Jedi
908,LEIA,Hold me.,Return of the Jedi
915,COMMANDER,This is a Rebel that surrendered to us. Although he denies it I believe there may be more of them and I request permission to conduct a further search of the area.,Return of the Jedi
917,COMMANDER,He was armed only with this.,Return of the Jedi
919,VADER,Good work Commander. Leave us. Conduct your search and bring his companions to me.,Return of the Jedi
920,COMMANDER,Yes my Lord.,Return of the Jedi
922,VADER,The Emperor has been expecting you.,Return of the Jedi
923,LUKE,I know father.,Return of the Jedi
924,VADER,So you have accepted the truth.,Return of the Jedi
925,LURE,I've accepted the truth that you were once Anakin Skywalker my father.,Return of the Jedi
927,LUKE,It is the name of your true self. You've only forgotten. I know there is good in you. The Emperor hasn't driven it from you fully. That is why you couldn't destroy me. That's why you won't bring me to your Emperor now.,Return of the Jedi
931,VADER,Your skills are complete. Indeed you are powerful as the Emperor has foreseen.,Return of the Jedi
933,LUKE,Come with me.,Return of the Jedi
934,VADER,Obi-Wan once thought as you do.,Return of the Jedi
936,VADER,You don't know the power of the dark side. I must obey my master.,Return of the Jedi
937,LUKE,I will not turn...and you'll be forced to kill me.,Return of the Jedi
938,VADER,If that is your destiny.,Return of the Jedi
939,LUKE,Search your feelings father. You can't do this. I feel the conflict within you. Let goof your hate.,Return of the Jedi
940,VADER,It is too late for me son. The Emperor will show you the true nature of the Force. He isyour master now.,Return of the Jedi
942,LUKE,Then my father is truly dead.,Return of the Jedi
945,LEIA,The main entrance to the control bunker's on the far side of that landing platform. Thisisn't gonna be easy.,Return of the Jedi
946,HAN,Hey don't worry. Chewie and me got into a lot of places more heavily guarded than this.,Return of the Jedi
948,LEIA,What's he saying?,Return of the Jedi
949,THREEPIO,He says there's a secret entrance on the other side of the ridge.,Return of the Jedi
954,LANDO,Admiral we're in position. All fighters accounted for.,Return of the Jedi
957,LANDO,Don't worry my friends are down there. They'll have that shield down on time...(to himself) or this'll be the shortest offensive of all time.,Return of the Jedi
960,LANDO,All right. Stand by.,Return of the Jedi
966,HAN,Back door huh? Good idea.,Return of the Jedi
969,LEIA,Well it only takes one to sound the alarm.,Return of the Jedi
973,THREEPIO,Oh! Oh my. Uh Princess Leia!,Return of the Jedi
974,LEIA,Quiet.,Return of the Jedi
975,THREEPIO,I'm afraid our furry companion has gone and done something rather rash.,Return of the Jedi
976,LEIA,Oh no.,Return of the Jedi
984,SCOUT,Look! Over there! Stop him!,Return of the Jedi
988,HAN,Not bad for a little furball. There's only one left. You stay here. We'll take care of this.,Return of the Jedi
990,THREEPIO,I have decided that we shall stay here.,Return of the Jedi
997,EMPEROR,Welcome young Skywalker. I have been expecting you.,Return of the Jedi
999,EMPEROR,You no longer need those.,Return of the Jedi
1001,EMPEROR,Guards leave us.,Return of the Jedi
1004,LUKE,You're gravely mistaken. You won't convert me as you did my father.,Return of the Jedi
1006,EMPEROR,Oh no my young Jedi. You will find that it is you who are mistaken...about a great many things.,Return of the Jedi
1007,VADER,His lightsaber.,Return of the Jedi
1009,EMPEROR,Ah yes a Jedi's weapon. Much like your father's. By now you must know your father can never be turned from the dark side. So will it be with you.,Return of the Jedi
1010,LUKE,You're wrong. Soon I'll be dead...and you with me.,Return of the Jedi
1012,EMPEROR,Perhaps you refer to the imminent attack of your Rebel fleet.,Return of the Jedi
1014,EMPEROR,Yes...I assure you we are quite safe from your friends here.,Return of the Jedi
1016,LUKE,Your overconfidence is your weakness.,Return of the Jedi
1017,EMPEROR,Your faith in your friends is yours.,Return of the Jedi
1018,VADER,It is pointless to resist my son.,Return of the Jedi
1024,EMPEROR,Oh...I'm afraid the deflector shield will be quite operational when your friends arrive.,Return of the Jedi
1027,HAN,All right! Up! Move! Come on! Quickly! Quickly Chewie.,Return of the Jedi
1029,LEIA,Han! Hurry! The fleet will be here any moment.,Return of the Jedi
1030,HAN,Charges!  Come on come on!,Return of the Jedi
1034,THREEPIO,Wa-wait! Wait come back! Artoo stay with me.,Return of the Jedi
1036,COMMANDER,Freeze! You Rebel scum.,Return of the Jedi
1042,LANDO,All wings report in.,Return of the Jedi
1043,WEDGE,Red Leader standing by.,Return of the Jedi
1044,GRAY LEADER,Gray Leader standing by.,Return of the Jedi
1045,GREEN LEADER,Green Leader standing by.,Return of the Jedi
1046,WEDGE,Lock S-foils in attack positions.,Return of the Jedi
1049,ACKBAR,May the Force be with us.,Return of the Jedi
1052,LANDO,We've got to be able to get some kind of a reading on that shield up or down. Well howcould they be jamming us if they don't know if we're coming.,Return of the Jedi
1054,LANDO,Break off the attack! The shield is still up.,Return of the Jedi
1056,LANDO,Pull up! All craft pull up!,Return of the Jedi
1062,ACKBAR,Take evasive action! Green Group stick close to holding sector MV-7.,Return of the Jedi
1064,CONTROLLER,Admiral we have enemy ships in sector 47.,Return of the Jedi
1066,ACKBAR,It's a trap!,Return of the Jedi
1070,REBEL PILOT,There's too many of them!,Return of the Jedi
1071,LANDO,Accelerate to attack speed! Draw their fire away from the cruisers.,Return of the Jedi
1072,WEDGE,Copy Gold Leader.,Return of the Jedi
1076,EMPEROR,Come boy. See for yourself.,Return of the Jedi
1078,EMPEROR,From here you will witness the final destruction of the Alliance and the end of your insignificant Rebellion.,Return of the Jedi
1080,EMPEROR,You want this don't you? The hate is swelling in you now. Take your Jedi weapon. Use it. I am unarmed. Strike me down with it. Give in to your anger. With each passing moment you make yourself more my servant.,Return of the Jedi
1082,LUKE,No!,Return of the Jedi
1083,EMPEROR,It is unavoidable. It is your destiny. You like your father are now mine!,Return of the Jedi
1086,STORMTROOPER,All right move it! I said move it! Go on!,Return of the Jedi
1088,THREEPIO,Hello! I say over there! Were you looking for me?,Return of the Jedi
1089,BUNKER COMMANDER,Bring those two down here!,Return of the Jedi
1090,STORMTROOPER,Let's go!,Return of the Jedi
1092,THREEPIO,Well they're on their way. Artoo are you sure this was a good idea?,Return of the Jedi
1093,STORMTROOPER,Freeze! Don't move!,Return of the Jedi
1094,THREEPIO,We surrender.,Return of the Jedi
1096,THREEPIO,Ohhh! Stand back Artoo.,Return of the Jedi
1099,LEIA,The code's changed. We need Artoo!,Return of the Jedi
1100,HAN,Here's the terminal.,Return of the Jedi
1103,THREEPIO,Going? What do you mean you're going. But-- but going where Artoo? No what! Artoo! Oh this is no time for heroics. Come back!,Return of the Jedi
1110,101  INT MILLENNIUM FALCON - COCKPIT,Lando is in radio communication with the pilots of the other Rebel squads.,Return of the Jedi
1111,LANDO,Watch yourself Wedge! Three from above!,Return of the Jedi
1112,WEDGE,Red Three Red Two pull in!,Return of the Jedi
1113,RED TWO,Got it!,Return of the Jedi
1114,RED THREE,Three of them coming in twenty degrees!,Return of the Jedi
1115,WEDGE,Cut to the left! I'll take the leader! They're heading for the medical frigate.,Return of the Jedi
1117,NAVIGATOR,Pressure's steady.,Return of the Jedi
1119,LANDO,Only the fighters are attacking.  I wonder what those Star Destroyers are waiting for.,Return of the Jedi
1124,COMMANDER,We're in attack position now sir.,Return of the Jedi
1125,PIETT,Hold here.,Return of the Jedi
1126,COMMANDER,We're not going to attack?,Return of the Jedi
1127,PIETT,I have my orders from the Emperor himself. He has something special planned for them. We only need to keep them from escaping.,Return of the Jedi
1130,EMPEROR,As you can see my young apprentice your friends have failed. Now witness the firepower of this fully armed and operational battle station.(into comlink)Fire at will Commander.,Return of the Jedi
1134,JERJERROD,Fire!,Return of the Jedi
1144,LANDO,That blast came from the Death Star! That thing's operational! (into comlink)Home One this is Gold Leader.,Return of the Jedi
1147,ACKBAR,We saw it. All craft prepare to retreat.,Return of the Jedi
1148,LANDO,You won't get another chance at this Admiral.,Return of the Jedi
1149,ACKBAR,We have no choice General Calrissian. Our cruisers can't repel firepower of that magnitude.,Return of the Jedi
1150,LANDO,Han will have that shield down. We've got to give him more time.,Return of the Jedi
1153,THREEPIO,We're coming!,Return of the Jedi
1154,HAN,Come on! Come on!,Return of the Jedi
1155,THREEPIO,Oh Artoo hurry!,Return of the Jedi
1157,THREEPIO,My goodness! Artoo why did you have to be so brave?,Return of the Jedi
1158,HAN,Well I suppose I could hotwire this thing.,Return of the Jedi
1159,LEIA,I'll cover you.,Return of the Jedi
1166,ACKBAR,At that close range we won't last long against those Star Destroyers.,Return of the Jedi
1167,LANDO,We'll last longer then we will against that Death Star...and we might just take a few ofthem with us.,Return of the Jedi
1170,REBEL PILOT,She's gonna blow!,Return of the Jedi
1171,Y-WING PILOT,I'm hit!,Return of the Jedi
1175,EMPEROR,Your fleet has lost. And your friends on the Endor moon will not survive. There is no escape my young apprentice. The Alliance will die...as will your friends.,Return of the Jedi
1177,EMPEROR,Good. I can feel your anger. I am defenseless.  Take your weapon! Strike me down with all your hatred and your journey towards the dark side will be complete.,Return of the Jedi
1190,HAN,I think I got it. I got it!,Return of the Jedi
1193,THREEPIO,Oh Princess Leia are you all right?,Return of the Jedi
1194,HAN,Let's see.,Return of the Jedi
1195,LEIA,It's not bad.,Return of the Jedi
1198,THREEPIO,Oh dear.,Return of the Jedi
1199,STORMTROOPER,Don't move!,Return of the Jedi
1201,HAN,I love you.,Return of the Jedi
1203,LEIA,I know.,Return of the Jedi
1204,STORMTROOPER,Hands up! Stand up!,Return of the Jedi
1208,HAN,Chewie!  Get down here!  She's wounded!  No wait....  I got an idea.,Return of the Jedi
1213,VADER,Obi-Wan has taught you well.,Return of the Jedi
1214,LUKE,I will not fight you father.,Return of the Jedi
1216,VADER,You are unwise to lower your defenses.,Return of the Jedi
1218,LUKE,Your thoughts betray you father. I feel the good in you...the conflict.,Return of the Jedi
1219,VADER,There is no conflict.,Return of the Jedi
1220,LUKE,You couldn't bring yourself to kill me before and I don't believe you'll destroy menow.,Return of the Jedi
1221,VADER,You underestimate the power of the dark side. If you will not fight then you will meetyour destiny.,Return of the Jedi
1226,LANDO,Watch out. Squad at .,Return of the Jedi
1227,REBEL PILOT,I'm on it Gold Leader.,Return of the Jedi
1228,WEDGE,Good shot Red Two.,Return of the Jedi
1229,LANDO,Now...come on Han old buddy. Don't let me down.,Return of the Jedi
1234,CONTROL ROOM COMMANDER,Send three squads to help. Open the back door.,Return of the Jedi
1235,SECOND COMMANDER,Yes sir.,Return of the Jedi
1240,HAN,Throw me another charge.,Return of the Jedi
1243,VADER,You cannot hide forever Luke.,Return of the Jedi
1244,LUKE,I will not fight you.,Return of the Jedi
1245,VADER,Give yourself to the dark side. It is the only way you can save your friends. Yes yourthoughts betray you. Your feelings for them are strong. Especially for...,Return of the Jedi
1247,VADER,Sister! So...you have a twin sister. Your feelings have now betrayed her too. Obi-Wanwas wise to hide her from me. Now his failure is complete. If you will not turn to the darkside then perhaps she will.,Return of the Jedi
1248,LUKE,Never-r-r!,Return of the Jedi
1251,EMPEROR,Good! Your hate has made you powerful. Now fulfill your destiny and take your father'splace at my side!,Return of the Jedi
1253,LUKE,Never! I'll never turn to the dark side. You've failed Your Highness. I am a Jedilike my father before me.,Return of the Jedi
1255,EMPEROR,So be it...Jedi.,Return of the Jedi
1258,HAN,Move! Move!,Return of the Jedi
1262,ACKBAR,The shield is down! Commence attack on theDeath Star's main reactor.,Return of the Jedi
1263,LANDO,We're on our way. Red Group Gold Group all fighters follow me. (laughs)Told you they'd do it!,Return of the Jedi
1267,EMPEROR,If you will not be turned you will be destroyed.,Return of the Jedi
1269,EMPEROR,Young fool...only now at the end do you understand.,Return of the Jedi
1271,EMPEROR,Your feeble skills are no match for the power of the dark side. You have paid the price foryour lack of vision.,Return of the Jedi
1275,EMPEROR,Now young Skywalker...you will die.,Return of the Jedi
1281,WEDGE,I'm going in.,Return of the Jedi
1282,LANDO,Here goes nothing.,Return of the Jedi
1284,LANDO,Now lock onto the strongest power source. It should be the power generator.,Return of the Jedi
1285,WEDGE,Form up. And stay alert. We could run out of space real fast.,Return of the Jedi
1287,LANDO,Split up and head back to the surface. See if you can get a few of those TIE fighters tofollow you.,Return of the Jedi
1288,PILOT,Copy Gold Leader.,Return of the Jedi
1290,LANDO,That was too close.,Return of the Jedi
1293,ACKBAR,We've got to give those fighters more time. Concentrate all fire on that Super Star Destroyer.,Return of the Jedi
1297,CONTROLLER,Sir we've lost our bridge deflector shield.,Return of the Jedi
1298,PIETT,Intensify the forward batteries. I don't want anything to get through.,Return of the Jedi
1300,PIETT,Intensify forward firepower!,Return of the Jedi
1301,COMMANDER,It's too late!,Return of the Jedi
1309,LURE,But you'll die.,Return of the Jedi
1310,VADER,Nothing can stop that now. Just for once... let me look on you with my own eyes.,Return of the Jedi
1313,LUKE,No. You're coming with me. I can't leave you here. I've got to save you.,Return of the Jedi
1314,ANAKIN,You already have Luke. You were right about me. Tell your sister...you were right.,Return of the Jedi
1315,LUKE,Father...I won't leave you.,Return of the Jedi
1322,WEDGE,There it is!,Return of the Jedi
1323,LANDO,All right Wedge. Go for the power regulator on the north tower.,Return of the Jedi
1324,WEDGE,Copy Gold Leader. I'm already on my way out.,Return of the Jedi
1330,ACKBAR,Move the fleet away from the Death Star.,Return of the Jedi
1338,THREEPIO,They did it!,Return of the Jedi
1340,HAN,I'm sure Luke wasn't on that thing when it blew.,Return of the Jedi
1341,LEIA,He wasn't. I can feel it.,Return of the Jedi
1342,HAN,You love him don't you?,Return of the Jedi
1344,LEIA,Yes.,Return of the Jedi
1345,HAN,All right. I understand. Fine. When he comes back I won't get in the way.,Return of the Jedi
1347,LEIA,Oh. No it's not like that at all. He's my brother.,Return of the Jedi
1358,END CREDITS OVER STAR FIELD,,Return of the Jedi
