,Characters,Script,Test,Movie
339,YODA,Train him not. Take him with you but train him not,False,The Phantom Menace
340,YODA,Afraid to lose her..I think,False,The Phantom Menace
341,YODA,Ready so early are you? What know you of ready?,False,The Phantom Menace
342,YODA," Qui-Gon's defiance I sense in you. Need that you do not. Agree the
council does. Your apprentice young Skywalker will be.",False,The Phantom Menace
343,YODA," Hard to see the dark side is. Discover who this assassin is we
must",False,The Phantom Menace
344,YODA,May the Force be with you.,False,The Phantom Menace
345,YODA," Eveything. Fear is the path to the dark side... fear leads to
anger... anger leads to hate.. hate leads to suffering",False,The Phantom Menace
346,YODA,But you do! Rrevealed your opinion is,False,The Phantom Menace
347,YODA,With this Naboo queen you must stay Qui-Gon. Protect her,False,The Phantom Menace
348,YODA," A Jedi must have the deepest commitment the most serious mind. I
sense much fear in you",False,The Phantom Menace
349,YODA,May the Force be with you.,False,The Phantom Menace
350,YODA,Then continue we will.,False,The Phantom Menace
351,DARTH MAUL," Tatooine is sparsely populated. If the trace was correct I
will find them quickly Master",False,The Phantom Menace
352,DARTH MAUL,I told you there was more to this...the Jedi are involved.,False,The Phantom Menace
353,DARTH SIDIOUS,"  ...Viceroy this is my apprentice. Lord Maul. He
will find your lost ship",False,The Phantom Menace
354,DARTH SIDIOUS," The Queen is on her way to you. I regret she is of no
further use to us. When she gets there destroy her",False,The Phantom Menace
355,DARTH SIDIOUS,...she is more foolish than I thought,False,The Phantom Menace
356,FODE/BEED," -
A : Ya pawa culka doe rundee! 
B : Hey it looks like they're clearing the grid.",False,The Phantom Menace
357,AMEE," You've been working on that thing for years. It's never going to
run",False,The Phantom Menace
358,EEDO,Yes,False,The Phantom Menace
359,EG-9,A Republic cruiser! That's trouble...don't you think,False,The Phantom Menace
360,SEEK," Come on let's go play ball. Keep it up Annie and you're gonna be
bug squash.",False,The Phantom Menace
361,FINE,Impossible!! I don't...,False,The Phantom Menace
362,FINE," I knew it! They were sent to force a settlement eh. Blind me
we're done for!",False,The Phantom Menace
363,FODE/BEED," - 
B : Amazing... a controlled thrust and he's back on course! What a move!",False,The Phantom Menace
364,FODE/BEED," -
A: Toogi! Toogie!  Toong mee cha kulkah du Boonta magi! tah oos
azalus ooval Poddraces. (We have perfect weather today for the Boonta
classic. The most hazardous of all Podraces.)
B : That's absolutly right. And a big turnout here from all corners of the
Outer Rim territories. I see the contestants are making their way out onto
the starting grid.",False,The Phantom Menace
365,FODE/BEED," -

B : I see Ben Quadinaros from the Tund system.
A : ...eh Gasgano doowa newpa Ord Petrovia! (And Gasgano in thenew Ord
Pedrovia.)
B : Two time winner Boles Roor...
A : Poo tula moosta woe grane champio Sebulba du Pixelito! Splastyleeya
bookie ookie!! (On the front line the reigning champion Sebulba from
Pixelito. By far the favorite today.)
B : And a late entry Anakin Skywalker a local boy.
A : Wampa peedunkee unko 
B : I see the flaggers are moving onto the track.",False,The Phantom Menace
366,FODE/BEED," -
A : O grandio lust Jabba Du Hutt amu intoe tah parena. (His honor our
glorious host Jabba the Hutt has entered the arena.)",False,The Phantom Menace
367,FODE/BEED," -
B : Start your engines.",False,The Phantom Menace
368,FODE/BEED," - 
A : An dare ovv! 
B : Oh...wait. Little Skywalker has stalled.",False,The Phantom Menace
369,FODE/BEED," - 
B : And there goes Skywalker... He'll be hard pressed to catch up with the
leaders today.",False,The Phantom Menace
370,FODE/BEED," -
B : Looks like a few Tusken Riaders have campe out on the canyon dune turn.",False,The Phantom Menace
371,FODE/BEED," - 
B ; There goes Quadinaros' power couplings.
A : Sebulba! Ka pa me cheespa wata! ",False,The Phantom Menace
372,FODE/BEED," - 
B : It looks like Skywalker is moving up through the field. He's in...
A : Steeth pa nagoola! ",False,The Phantom Menace
373,FODE/BEED," - 
A : Ody Mandrell! Coona wa wunda dunko! (Ody Mandrell into the pits for
some attention.",False,The Phantom Menace
374,FODE/BEED," - 
B :At the start of the third and final lap Sebulba is in the lead closely
followed by Skywalker...",False,The Phantom Menace
375,FODE/BEED," - 
B : Skywalker is forced onto the service ramp!
A : Oh noah!",False,The Phantom Menace
376,FODE/BEED," - 
B : He's catching Sebulba.
A : Inkabunga. ",False,The Phantom Menace
377,FODE/BEED," - 
B : That little human being is out of his mind.
A : Punda tah punda! 
B : They're side by side!
A : Bongo du bongu! ",False,The Phantom Menace
378,FODE/BEED," -
B : It's Skywalker! The crowd are going nuts! Oh Ah Oh Ah (rock head in
tandem with partner)",False,The Phantom Menace
379,GENERAL CEEL,Energize the shields.,False,The Phantom Menace
380,GENERAL CEEL,Retreat! Retreat!,False,The Phantom Menace
381,GUARD,May I help you son,False,The Phantom Menace
382,GUARD,The boy is here to see Padme,False,The Phantom Menace
383,GUARD DROID,Where are you going,False,The Phantom Menace
384,GUNGAN LOOKOUT,Daza comen,False,The Phantom Menace
385,JABBA,"  Chowbaso! Tam ka chee Boonta rulee ya kee madda
hodrudda du wundee.  Sebulba tuta Pixelito...",False,The Phantom Menace
386,JABBA," ...Mawhonic tuta Hok Teemto Pagalies tuta Moonus Mandel Anakin
SKywalker tuta Tatoonine....",False,The Phantom Menace
387,JABBA," ...Ka bazza kundee hodrudda! (...Let the challenge
begin!)",False,The Phantom Menace
388,JAR JAR,Oh noooooooooo!,False,The Phantom Menace
389,JAR JAR,Hey help me! Help me!,False,The Phantom Menace
390,JAR JAR,Oyi mooie-mooie! I luv yous!,False,The Phantom Menace
391,JAR JAR,No...no! Mesa stay...Mesa yous humble servaunt,False,The Phantom Menace
392,JAR JAR,Oh nooooo! Weesa ganna....,False,The Phantom Menace
393,JAR JAR,...dieeee!,False,The Phantom Menace
394,JAR JAR,"  Ex-squeeze me but da moto grande safe place would be
Otoh Gunga. Tis where I grew up...Tis safe city.",False,The Phantom Menace
395,JAR JAR,"  My warning yous. Gungans no liken outlaunders. Don't
expict a wern welcome",False,The Phantom Menace
396,JAR JAR,Heyo-dalee Cap'n Tarpals Mesa back,False,The Phantom Menace
397,JAR JAR,How wude.,False,The Phantom Menace
398,JAR JAR,Daza setten yous up. Goen through da planet core is bad bombin!,False,The Phantom Menace
399,JAR JAR,Dis is nusen,False,The Phantom Menace
400,JAR JAR," Mesa cause-ed mabee one or duey lettal bitty axadentes...yud-say
boom da gasser un crash Der Bosses heyblibber...den banished.",False,The Phantom Menace
401,JAR JAR,Oooops,False,The Phantom Menace
402,JAR JAR,Wesa free!,False,The Phantom Menace
403,JAR JAR,Monstairs back!,False,The Phantom Menace
404,JAR JAR,Wesa in trouble now?,False,The Phantom Menace
405,JAR JAR,Wesa dude it!,False,The Phantom Menace
406,JAR JAR,Wesa safe now,False,The Phantom Menace
407,JAR JAR,What!!?? Oie boie!,False,The Phantom Menace
408,JAR JAR,Iyiiyi wesa die'n here hey!,False,The Phantom Menace
409,JAR JAR,Oie boie...mesa comen. Mesa comen!,False,The Phantom Menace
410,JAR JAR,Whoa!!!,False,The Phantom Menace
411,JAR JAR,Yousa guys bombad!,False,The Phantom Menace
412,JAR JAR,Ello boyos.  Disa wanna longo trip...hey?,False,The Phantom Menace
413,JAR JAR,"  Tis opens?...Oooops! Many springs and things come flying
out.",False,The Phantom Menace
414,JAR JAR,Yoi! Just yoken,False,The Phantom Menace
415,JAR JAR,Hidoe!,False,The Phantom Menace
416,JAR JAR,Sorry nomeanen to scare yousa,False,The Phantom Menace
417,JAR JAR," Mesa Ja Ja Binksss... PADME : I'm Padme I attend Her Highness
You're a Gungan aren't you?  How did you end up here with
us",False,The Phantom Menace
418,JAR JAR,Obi-Wan sire pleeese no mesa go,False,The Phantom Menace
419,JAR JAR,Dis sun doen murder tada skin.,False,The Phantom Menace
420,JAR JAR," Dissen berry berry bad. 
Ooooh...icky...icky...goo.",False,The Phantom Menace
421,JAR JAR," Noah gain...da beings hereabouts cawazy. Wesa be robbed un
crunched",False,The Phantom Menace
422,JAR JAR,Why mesa always da one?,False,The Phantom Menace
423,JAR JAR,Mesa doen nutten,False,The Phantom Menace
424,JAR JAR,How wude,False,The Phantom Menace
425,JAR JAR,Ouch-dats muy bigo Oucho. (Gibberish,False,The Phantom Menace
426,JAR JAR,Dis berry loony Annie. May da guds be kind mesa palo.,False,The Phantom Menace
427,JAR JAR,Mesa no watch. Dissen ganna be messy,False,The Phantom Menace
428,JAR JAR,Where's Skywalker?,False,The Phantom Menace
429,JAR JAR,He musta crash-ud,False,The Phantom Menace
430,JAR JAR," Da Queens- a bein grossly nice mesa tinks. 
Pitty hot!",False,The Phantom Menace
431,JAR JAR,Dissen all pitty odd to my,False,The Phantom Menace
432,JAR JAR,Mesa wonder why da guds invent pain,False,The Phantom Menace
433,JAR JAR,Wesa goen home!,False,The Phantom Menace
434,JAR JAR,Mesa Your Highness,False,The Phantom Menace
435,JAR JAR,Ello! Where das everybody?,False,The Phantom Menace
436,JAR JAR," Dare-sa nobody dare. All gone. Some kinda fight I tink. Sorry
no Gungas...no Gungas",False,The Phantom Menace
437,JAR JAR,Dissen it.,False,The Phantom Menace
438,JAR JAR,Heyo-dalee Captain Tarpals,False,The Phantom Menace
439,JAR JAR,Dissa bad berry bombad,False,The Phantom Menace
440,JAR JAR,Wierdind...,False,The Phantom Menace
441,JAR JAR,I spake,False,The Phantom Menace
442,JAR JAR,Say what?,False,The Phantom Menace
443,JAR JAR,Ahhh will...on second taut...no not willy,False,The Phantom Menace
444,JAR JAR,Wesa goen underwater okeyday?,False,The Phantom Menace
445,JAR JAR," Tis a long tale buta small part wawdabe
mesa...ooooh...aaaa.....clumsy",False,The Phantom Menace
446,JAR JAR," What yet? Monstairs out dare! Leak'n in here all'n sink'n and
nooooo power! You nutsen! WHEN YOUSA TINK WESA IN TROUBLE?!!!",False,The Phantom Menace
447,JAR JAR,Wesa dead yet?? Oie Boie!,False,The Phantom Menace
448,JAR JAR,No! Too scary,False,The Phantom Menace
449,JAR JAR," Me no know...mesa day starten pitty okeyday witda brisky morning
munchen. Den boom....getten berry skeered un grabbed dat Jedi and before
mesa knowen it...pow! Mesa here. ...getten berry berry skeered.",False,The Phantom Menace
450,JAR JAR,Nosir nosir. Mesa hate crunchen. Dat's da last ting mesa wanten,False,The Phantom Menace
451,JAR JAR,Dissen cozy.,False,The Phantom Menace
452,JAR JAR,Who mesa,False,The Phantom Menace
453,JAR JAR,Oh no no no..,False,The Phantom Menace
454,JAR JAR," Oh boot tis! Tis demunded byda guds. Tis a live debett tis. Mesa
culled Jaja Binkss.",False,The Phantom Menace
455,JAR JAR,Yousa sav-ed my again hey,False,The Phantom Menace
456,JAR JAR,Oh! Yousa point is well seen. Dis way! Hurry!,False,The Phantom Menace
457,JAR JAR,Ahhh...any hep hair would be hot.,False,The Phantom Menace
458,JAR JAR," Count mesa outta dis! Better dead here den deader in da
core...Yee guds whata mesa sayin?!",False,The Phantom Menace
459,JAR JAR,Hey ho? Where wesa goen?,False,The Phantom Menace
460,JAR JAR,Dissen berry good. Hey,False,The Phantom Menace
461,JAR JAR,I scovered oily back dare. Needen it,False,The Phantom Menace
462,JAR JAR,Yousa tinken yousa people ganna die,False,The Phantom Menace
463,JAR JAR,We comen to see da boss.,False,The Phantom Menace
464,JAR JAR," Iss embarrissing boot... My afrai my've bean banished. My
forgoten der Bosses would do terrible tings to my. Terrible tings if my
goen back dare.",False,The Phantom Menace
465,JAR JAR,No a mighty no!,False,The Phantom Menace
466,JAR JAR," No...mesa no tink so. Gungan hiden. When in trouble go to sacred
place. Mackineeks no find them dare",False,The Phantom Menace
467,JAR JAR,General??! Oh no..,False,The Phantom Menace
468,JAR JAR,Oooooh...Ouch!,False,The Phantom Menace
469,JAR JAR," Yo dreamen mesa hopen...br QUI-GON : Just relax the Force will
guide us..",False,The Phantom Menace
470,JAR JAR,Gungans ganna get pasted too eh,False,The Phantom Menace
471,JAR JAR,Mure? Mure did you spake??!?,False,The Phantom Menace
472,JAR JAR," Ooooh maxibig...""da Force""...Wellen dat smells stinkowiff.",False,The Phantom Menace
473,JAR JAR,Wit no-nutten mula to trade,False,The Phantom Menace
474,JAR JAR," Gungans do die'n without a fight.... wesa warriors. Wesa gotta
grand army. Dat why you no liken us metinks.",False,The Phantom Menace
475,JIRA," Gracious my bones are aching...storm's coming on Annie. You'd
better get home quick",False,The Phantom Menace
476,JIRA," Can I give you a hug
ANAKIN : Sure.",False,The Phantom Menace
477,JIRA," I'll miss you Annie.. there isn't a kinder boy in the galaxy. You
be careful...",False,The Phantom Menace
478,ANAKIN,No batta,False,The Phantom Menace
479,PALPATINE,He is distracted...he is afraid. He will be of no help,False,The Phantom Menace
480,WALD,Annie Jesko na joka. 9You are such a joke Annie.,False,The Phantom Menace
481,VALORUM," Welcome Your Highness. It is an honor to finally meet you in
person. I must relay to you how distressed everyone is over the currant
situation. I've called for a special session of the Senate to hear your
position",False,The Phantom Menace
482,VALORUM," The Chair does not recognize the Senator from the Trade
Federation at this time. Please return to your station.",False,The Phantom Menace
483,VALORUM,The point...,False,The Phantom Menace
484,VALORUM," The point is conceded...Section 523A take precedence here. Queen
Amidala of the Naboo will you defer your motion to allow a commission to
explore the validity of your accusations?",False,The Phantom Menace
485,VALORUM,What?...No!,False,The Phantom Menace
486,VALORUM,Overruled,False,The Phantom Menace
487,VALORUM," The Chair recognizes the Senator from the sovereign system of
Naboo.",False,The Phantom Menace
488,PILOT,I don't see anything,False,The Phantom Menace
489,LOTT DOD,This is outrageous! I object to the Senator's statements,False,The Phantom Menace
490,PALPATINE," A surprise to be sure but a welcome one. I promise Your
Majesty if I am elected I will bring democracy back to the Republic. I
will put an end to corruption. The Trade Fedreation will lose its influence
over the bureaucrats and our people will be freed",False,The Phantom Menace
491,PALPATINE," It's good to be home. Your boldness has saved our people Your
Majesty. It is you who should be congratulated. Together we shall bring
peace and prosperity to the Republic.",False,The Phantom Menace
492,PALPATINE," If I may say so Your Majesty the Chancellor has little real
power...he is mired down by baseless accusations of corruption. A
manufactured scandal surrounds him. The bureaucrats are in charge now",False,The Phantom Menace
493,PALPATINE," You must force a new election for Supreme Chancellor...I
promise you there are many who will support us...it is our best chance...
Your Majesty our only chance",False,The Phantom Menace
494,PALPATINE," Our best choice would be to push for the election of a stronger
Supreme Chancellor. One who will take control of the bureaucrats enforces
the laws and give us justice. You could call for a vote of no confidence
in Chancellor Valorum",False,The Phantom Menace
495,PALPATINE," I feel confident...our ""situation"" will create a strong
sympaphy vote for us... I will be Chancellor I promise you",False,The Phantom Menace
496,PALPATINE," Our only other choice would to be to submit a plea to the
courts..",False,The Phantom Menace
497,PALPATINE," I understand your concern Your Majesty; unfortunately the
Federation has possession of our planet. The law is in their favor",False,The Phantom Menace
498,PALPATINE," To be realistic Your Highness I'd say we're going to have to
accept Federation control for the time being",False,The Phantom Menace
499,PALPATINE," Go back!! But Your Majesty be realistic! You would be in
danger. They will force you to sign the treaty",False,The Phantom Menace
500,OOM-9," If they are down here sir we'll find them. We are moving out of
the swamp and are marching on the cities. We are meeting no resistance",False,The Phantom Menace
501,OOM-10,I am increasing security at all Naboo detention camps,False,The Phantom Menace
502,OOM-11,Yes sir!  Take them to Camp Four.,False,The Phantom Menace
503,MACE WINDU,No. He will not be trained.,False,The Phantom Menace
504,MACE WINDU,He is too old. There is already too much anger in him,False,The Phantom Menace
505,MACE WINDU,There is no doubt. The mysterious warrior was a Sith,False,The Phantom Menace
506,MAS AMEDDA,Order! We shall have order...,False,The Phantom Menace
507,SHMI," Oh tank you. Thank you so much. I'm sorry if I was abrupt. I'll
never get used to Anakin's surprises",False,The Phantom Menace
508,SHMI,Anakin don't...,False,The Phantom Menace
509,SHMI," No Annie's right there is no other way... I may not like it but
he can help you...he was meant to help you",False,The Phantom Menace
510,SHMI,He knows nothing of greed. He has..,False,The Phantom Menace
511,SHMI," It's so wonderful Annie. You have brought hope to those who have
none. I'm so very proud of you..",False,The Phantom Menace
512,SHMI,I love you Annie...now hurry.,False,The Phantom Menace
513,SHMI,Any attempt to escape..,False,The Phantom Menace
514,SHMI,The Republic doesn't exist out here...we must survive on our own.,False,The Phantom Menace
515,SHMI," Now you can make your dreams come true Annie. You're free! (turns
to Qui-Gon) Will you take him with you? Is he to become a Jedi",False,The Phantom Menace
516,SHMI," You can't stop change any more than you can stop the suns from
setting. Listen to your feelings; Annie you know what's right.",False,The Phantom Menace
517,SHMI,He was in my life for such a short time.,False,The Phantom Menace
518,SHMI,What does your heart tell you,False,The Phantom Menace
519,SHMI,Yes I know.,False,The Phantom Menace
520,SHMI,Yes..,False,The Phantom Menace
521,SHMI,Annie! I'm not goiung to tell you again,False,The Phantom Menace
522,SHMI,Then we will see each other again,False,The Phantom Menace
523,SHMI,Anakin! Why are they here,False,The Phantom Menace
524,SHMI,He deserves better than a slave's life,False,The Phantom Menace
525,SHMI," No matter where you are my love will be with you. Now be brave and
don't look back... don't look back",False,The Phantom Menace
526,SHMI," Gambling. Everything here revolves around betting on those awful
races",False,The Phantom Menace
527,SHMI," There was no father that I know of...I carried him I gave him
birth...I can't explain what happened. Can you help him",False,The Phantom Menace
528,SHMI,Anakin settle down. Watto won't let you..,False,The Phantom Menace
529,CAPT. PANAKA,They've probably spotted us,False,The Phantom Menace
530,RUNE,Have you ever encountered a Jedi Knight before sir,False,The Phantom Menace
531,RUNE,We will not survive this.,False,The Phantom Menace
532,RUNE,Where are those destroyer droids?!,False,The Phantom Menace
533,RUNE,It's Queen Amidala herself,False,The Phantom Menace
534,RUNE,What is going on?,False,The Phantom Menace
535,RUNE,Do you think she suspects an attack,False,The Phantom Menace
536,RUNE,That won't be enough sir.,False,The Phantom Menace
537,RUNE," We should not have made this bargain. What will happen when the Jedi
become aware of these Sith Lords?",False,The Phantom Menace
538,GENERAL CEEL,Mesa hopen dissa working for da Queen.,False,The Phantom Menace
539,FANTA,Bug off.,False,The Phantom Menace
540,NUTE,What?!? What did you say,False,The Phantom Menace
541,NUTE,They must be dead by now. Blast what's left of them.,False,The Phantom Menace
542,NUTE,What in blazes is going on down there,False,The Phantom Menace
543,NUTE,I want destroyer droids up here at once!!,False,The Phantom Menace
544,NUTE,Close the blast doors!!!,False,The Phantom Menace
545,NUTE,Impossible!! This is impossible!,False,The Phantom Menace
546,NUTE,Sir a transmission from the planet,False,The Phantom Menace
547,NUTE,"  Again you come before me Your highness. The Federation is
pleased",False,The Phantom Menace
548,NUTE,I was not aware of such a failure,False,The Phantom Menace
549,NUTE,The invasion is on schedule My Lord,False,The Phantom Menace
550,NUTE,Ah victory!,False,The Phantom Menace
551,NUTE," We control all the cities in the North and are searching for any
other settlements..",False,The Phantom Menace
552,NUTE,Wow a real Astro Droid...how'd you get so lucky,False,The Phantom Menace
553,NUTE," There are so many of us who want you to stay Annie... You're a
hero",False,The Phantom Menace
554,NUTE,Well,False,The Phantom Menace
555,NUTE," When are you going to give up this pointless strike? Your Queen is
lost your people are starving and you Governor are going to die much
sooner than your people I'm afraid. Take him away",False,The Phantom Menace
556,NUTE," ...we've sent out patrols. We've already located their starship in
the swamp....It won't be long My Lord",False,The Phantom Menace
557,NUTE," I thought the battle was going to take place far from here...this is
too close",False,The Phantom Menace
558,NUTE,Better find a new hiding place kid. I'm taking this ship.,False,The Phantom Menace
559,NUTE," Your little insurrection is at an end Your Highness. Time for you
to sign the treaty...and end this pointless debate in the Senate.",False,The Phantom Menace
560,NUTE,After her! This one is a decoy!,False,The Phantom Menace
561,NUTE,Your Queen will not get away with this.,False,The Phantom Menace
562,NUTE," Sir we're losing power... There is some problem with the main
reactor..",False,The Phantom Menace
563,NUTE," Yes yes of coarse...ahhh...as you know our blockade is perfectly
legal and we'd be happy to recieve the Ambassador...Happy to.",False,The Phantom Menace
564,NUTE," Your Highness we would never do anything without the approval of
the Senate. You assume too much",False,The Phantom Menace
565,NUTE,It's too late now,False,The Phantom Menace
566,NUTE,No need to report that to him until we have something to report.,False,The Phantom Menace
567,NUTE," The Naboo and the Federation will forge a treaty that will
legitimize our occupation here. I've been assured it will be ratified by
the Senate",False,The Phantom Menace
568,NUTE,Yes My Lord. The hologram fades off,False,The Phantom Menace
569,NUTE,But you don't even know if this thing will run,False,The Phantom Menace
570,NUTE,"  This is so wizard! I'm sure you'll do it this time
Annie",False,The Phantom Menace
571,NUTE,Yes my Lord,False,The Phantom Menace
572,NUTE," We are sending all available troops to meet this army of hers
assembling near the swamp. It appears to be made up of primitives. We do
not expect much resistance",False,The Phantom Menace
573,NUTE," Don't be absurd. There are too few of you. It won't be long before
hundreds of destroyer droids break in to rescue us.",False,The Phantom Menace
574,NUTE,Well not exactly but I don't... Seal off the bridge,False,The Phantom Menace
575,NUTE,At last we're getting results.,False,The Phantom Menace
576,NUTE,I take it you know the outcome. I wonder why they bother to vote,False,The Phantom Menace
577,NUTE,Excellent.,False,The Phantom Menace
578,NUTE,The Queen has great faith the Senate will side with her,False,The Phantom Menace
579,NUTE," She has disappeared My Lord. One Naboo cruiser got pat the
blockade",False,The Phantom Menace
580,NUTE,This is getting out of hand...now there are two of them,False,The Phantom Menace
581,NUTE,What? With this?,False,The Phantom Menace
582,NUTE,Thank's for every moment you've been here. You're my best friend,False,The Phantom Menace
583,NUTE," I don't know but we must move quickly to disrupt all communications
down there.",False,The Phantom Menace
584,NUTE," Now now your Highness. You are not going to like what we have in
store for your people. In time their suffering will persuade you to see
our point of view. Commander.  Process them",False,The Phantom Menace
585,NUTE,Finish the race of course,False,The Phantom Menace
586,NUTE," Yes my Lord we have taken over the last pockets of primitive life
forms. We are in complete control of the planet now",False,The Phantom Menace
587,NUTE,I know nothing about any Ambassadors...you must be mistaken.,False,The Phantom Menace
588,NUTE,Thank you My Lord.,False,The Phantom Menace
589,NUTE,My Lord it's impossible to locate the ship. It's out of our range,False,The Phantom Menace
590,NUTE,Yes my Lord.,False,The Phantom Menace
591,NUTE,I have your approval to proceed then My Lord,False,The Phantom Menace
592,OBI-WAN,I have a bad feeling about this,False,The Phantom Menace
593,OBI-WAN,They have shield generators,False,The Phantom Menace
594,OBI-WAN,Sorry Master the water fried my weapon.,False,The Phantom Menace
595,OBI-WAN,Master whats a bongo,False,The Phantom Menace
596,OBI-WAN,We are short of time Master,False,The Phantom Menace
597,OBI-WAN,Why were you banished Jar Jar,False,The Phantom Menace
598,OBI-WAN,.....we're losing power.,False,The Phantom Menace
599,OBI-WAN,You overdid it.,False,The Phantom Menace
600,OBI-WAN,That was close,False,The Phantom Menace
601,OBI-WAN," I'll take care of that. OBI-WAN heads toward the group of
captured pilots.",False,The Phantom Menace
602,OBI-WAN,Now stay here and keep out of trouble.,False,The Phantom Menace
603,OBI-WAN," Here Master. Tatooine... It's small out of the way poor... The
Trade Federation has no presence there",False,The Phantom Menace
604,OBI-WAN,Tahyt's it. Tatooine,False,The Phantom Menace
605,OBI-WAN,"  The Hyperdrive generator is gone. We will need a new
one.",False,The Phantom Menace
606,OBI-WAN,This storm's going to slow them down,False,The Phantom Menace
607,OBI-WAN,It's a trick. Send no reply... Send no transmission of any kind.,False,The Phantom Menace
608,OBI-WAN,...the Queen is upset...but absolutly no reply was sent,False,The Phantom Menace
609,OBI-WAN," What if this plan fails Master? We could be stuck here for a
long time",False,The Phantom Menace
610,OBI-WAN," The boy will not pass the Council's tests Master and you know
it. He is far too old",False,The Phantom Menace
611,OBI-WAN,It is not disrespect Master it is the truth,False,The Phantom Menace
612,OBI-WAN,Jar Jar is on his way to the Gungan city Master.,False,The Phantom Menace
613,OBI-WAN,Do you think the Queen's idea will work,False,The Phantom Menace
614,OBI-WAN,Master! Master,False,The Phantom Menace
615,OBI-WAN,He is one with the Force Anakin...You must let go,False,The Phantom Menace
616,OBI-WAN,Offhand I'd say this mission is past the negotiaion stage.,False,The Phantom Menace
617,OBI-WAN,It's an invisible army,False,The Phantom Menace
618,OBI-WAN,Yes Master,False,The Phantom Menace
619,OBI-WAN," When they find us they will crush us grind us into little
pieces then blast us into oblivion",False,The Phantom Menace
620,OBI-WAN,Don't worry this has not been our day for warm welcomes.,False,The Phantom Menace
621,OBI-WAN," Master why do you keep dragging these pathetic life forms along
with us?...Here take over",False,The Phantom Menace
622,OBI-WAN,Give me the controls.,False,The Phantom Menace
623,OBI-WAN,Sorry Qui-Gon's right. You'll make things less obvious.,False,The Phantom Menace
624,OBI-WAN,I fell it also Master.,False,The Phantom Menace
625,OBI-WAN,"  A few containers of supplies the Queen's wardrobe maybe.
Not enough for you to barter with. Not in the ammounts you're talking
about",False,The Phantom Menace
626,OBI-WAN,Yes Master,False,The Phantom Menace
627,OBI-WAN,Why do I sense we've picked up another pathetic life form...,False,The Phantom Menace
628,OBI-WAN,The war's over...No need for it now,False,The Phantom Menace
629,OBI-WAN,Qui-Gon believed in him. I believe in Qui-Gon,False,The Phantom Menace
630,OBI-WAN," It's not about the mission Master it's
somethging...elsewhere...elusive",False,The Phantom Menace
631,OBI-WAN,They banished you because you're clumsy?,False,The Phantom Menace
632,OBI-WAN,Power's back.,False,The Phantom Menace
633,OBI-WAN,Get up here,False,The Phantom Menace
634,OBI-WAN,What if it is true and the people are dying,False,The Phantom Menace
635,OBI-WAN,Over there! Fly low!,False,The Phantom Menace
636,OBI-WAN,What was it,False,The Phantom Menace
637,OBI-WAN,Don't defy the Council Master..not again,False,The Phantom Menace
638,OBI-WAN,The boy is dangerous...they all sense it. Why can't you,False,The Phantom Menace
639,OBI-WAN," I'm...I'm sorry for my behavior Master. It is not my place to
disagree with you about the boy. I am grateful you think I am ready for the
trials.",False,The Phantom Menace
640,OBI-WAN,More likely they were wiped out,False,The Phantom Menace
641,OBI-WAN," And there's an even bigger danger. If the Vicroy escapes Your
Highness he will return with another droid army",False,The Phantom Menace
642,OBI-WAN,No,False,The Phantom Menace
643,OBI-WAN,I am your Master now. You will become a Jedi I promise.,False,The Phantom Menace
644,OBI-WAN," You were right about one thing Master. The negotiations were
short.",False,The Phantom Menace
645,OBI-WAN,What's this,False,The Phantom Menace
646,OBI-WAN," After those droids take control of the surface they will come
here and take control of you",False,The Phantom Menace
647,OBI-WAN,What is it?,False,The Phantom Menace
648,OBI-WAN,Wait a minute..,False,The Phantom Menace
649,OBI-WAN,Iam ready to face the trials,False,The Phantom Menace
650,OBI-WAN,A droid control ship,False,The Phantom Menace
651,OBI-WAN," Master Yoda Igave Qui-Gon my word. I will train Anakin. Without
the approval of the Council if I must",False,The Phantom Menace
652,OBI-WAN,Master Yoda says I should be mindful of the future..,False,The Phantom Menace
653,OBI-WAN,It's risky...but there's no alternative,False,The Phantom Menace
654,OBI-WAN," Master you could be sitting on the Council by now if you would
just follow the code. They will not go along with you this time",False,The Phantom Menace
655,OBI-WAN,Yes Master..,False,The Phantom Menace
656,OBI-WAN," You and the Naboo form a symbiont circle. What happens to noe of
you will affect the other. You must understand this",False,The Phantom Menace
657,OBI-WAN,All right. I've got it,False,The Phantom Menace
658,OBI-WAN," Yes Master...how do you think the trade viceroy will deal with
the chancellor's demands",False,The Phantom Menace
659,OBI-WAN,Something must be wrong with the transmission,False,The Phantom Menace
660,OBI-WAN," Strange. The transmission seems to be in good order but the
reading's off the chart...over twenty thousand",False,The Phantom Menace
661,OBI-WAN,Even Master Yoda doesn't have a midi-chlorian count that high,False,The Phantom Menace
662,OBI-WAN,What does it mean,False,The Phantom Menace
663,DROID GUARD,You're under arrest!,False,The Phantom Menace
664,OOM-9," My troops are in position to begin searching the swamps for these
rumored underwater villages... they will not stay hidden for long.",False,The Phantom Menace
665,OWO-1,Not sure exactly what...,False,The Phantom Menace
666,P-59,Switch to bio...There they are!,False,The Phantom Menace
667,PADME,I'm glad I met you....ah..,False,The Phantom Menace
668,PADME," I'm sure Qui-Gon doesn't want to put your son in danger. We will
find another way..",False,The Phantom Menace
669,PADME," Are you sure about this? Trusting our fate to a boy we hardly know.
The Queen will not approve",False,The Phantom Menace
670,PADME,I hope you're about finished.,False,The Phantom Menace
