,Characters,Script,Test,Movie
671,PADME,He and Jar Jar left already. They're with Watto at the arena.,False,The Phantom Menace
672,PADME,You carry all our hopes,False,The Phantom Menace
673,PADME,Are you all right,False,The Phantom Menace
674,PADME," You're from a warm planet Annie. Too warm for my taste. Space is
cold",False,The Phantom Menace
675,PADME," It's beautiful but I don't need this to remember you. Many things
will change when we reach the capital Annie. My caring for you will always
remain",False,The Phantom Menace
676,PADME,...You miss your mother.,False,The Phantom Menace
677,PADME,Your Honor...,False,The Phantom Menace
678,PADME,"  ...I am sorry for my deception but under the
circumstances it has become necessary to protect myself. Although we do not
always agree Your Honor our two great societies have always lived in
peace...until now. The Trade Federation has destroyed all that we have
worked so hard to build. You are in hiding my people are in camps. If we
do not act quickly all will be lost forever...I ask you to help us...no I
beg you to help us.",False,The Phantom Menace
679,PADME,We are your humble servants...our fate is in your hands.,False,The Phantom Menace
680,PADME,What is the situation,False,The Phantom Menace
681,PADME,What do you think Master Jedi,False,The Phantom Menace
682,PADME," We have a plan which should immobilize the Droid Army. We will send
what pilots we have to knock out the Droid control ship which is orbiting
the planet. If we can get past their rayshields we can sever communication
and their droids will be helpless",False,The Phantom Menace
683,PADME,Get to your ships!,False,The Phantom Menace
684,PADME,My guess is the Viceroy is in the throne room.,False,The Phantom Menace
685,PADME,We don't have time for this Captain,False,The Phantom Menace
686,PADME,Throw down your weapons. They win this round,False,The Phantom Menace
687,PADME,Now Viceroy this is the end of your occupation here,False,The Phantom Menace
688,PADME," Now Viceroy you are going to have to go back to the Senate and
explain all this",False,The Phantom Menace
689,PADME,We are brave Your Highness,False,The Phantom Menace
690,PADME,That's all right,False,The Phantom Menace
691,PADME,....like us. JAR JAR is in a constant state of panic.,False,The Phantom Menace
692,PADME,What,False,The Phantom Menace
693,PADME,You're a funny little boy. How do you know so much,False,The Phantom Menace
694,PADME," I'm sorry. I don't fully understand. This is a
strange world to me.",False,The Phantom Menace
695,PADME,He's wonderful,False,The Phantom Menace
696,PADME,He's perfect,False,The Phantom Menace
697,PADME," I can't believe there is still slavery in the galaxy. The
Republic's anti-slavery laws..",False,The Phantom Menace
698,PADME," I hope not; I hate fighting. Your mother wants you to come in and
clean up. We have to leave soon. ANAKIN stands up and stretches just as
KITSTER arrives.",False,The Phantom Menace
699,PADME,Here he comes!,False,The Phantom Menace
700,PADME,Annie! What are you doing here,False,The Phantom Menace
701,PADME," I am Queen Amidala  This is my decoy...my
protection...my loyal bodyguard.",False,The Phantom Menace
702,PADME,Anakin,False,The Phantom Menace
703,PADME,And that works for you,False,The Phantom Menace
704,PADME," Our ship was damaged and we're stranded here until we can repair
it",False,The Phantom Menace
705,PADME,Well I don't approve.,False,The Phantom Menace
706,PADME,Do what,False,The Phantom Menace
707,PADME,You Jedi are far too reckless. The Queen..,False,The Phantom Menace
708,PADME,We owe you everything,False,The Phantom Menace
709,PADME,He's a friend.,False,The Phantom Menace
710,PADME," The Queen is...worried. Her people are suffering...dying. She must
convince the Senate to intervene or...I'm not sure what will happen",False,The Phantom Menace
711,PADME," The battle is a diversion. The Gungans must draw theDroid Army away
from the cities. We can enter the city using the secret passages on the
waterfall side. Once we get to the main entrance Captain Pnaka will create
a diversion so that we can enter the palace and capture the Viceroy.
Without the Viceroy they will be lost and confused.",False,The Phantom Menace
712,PADME,Captain I said throw down your weapons.,False,The Phantom Menace
713,PADME,Thank you. This little guy is quite a mess.,False,The Phantom Menace
714,PADME,I've been trained in defense... I can take care of myself,False,The Phantom Menace
715,PADME,You're...a slave?,False,The Phantom Menace
716,PADME,...and our droid Artoo-Detoo,False,The Phantom Menace
717,PADME,This is going to be dangerous Annie,False,The Phantom Menace
718,PADME," That is why we must not fail to get to the Viceroy. Everything
depends on it.",False,The Phantom Menace
719,PADME,Padme Naberrie.,False,The Phantom Menace
720,PADME,On the outskirts,False,The Phantom Menace
721,PADME,You've never won a race,False,The Phantom Menace
722,PADME,You assume too much.,False,The Phantom Menace
723,PADME," To war I'm afraid. The Queen has had to make the most difficuld
decision of her life. She doesn't believe in fighting Annie. We are a
peaceful people..",False,The Phantom Menace
724,PADME,These junk dealers must have a weakness of some kind,False,The Phantom Menace
725,PADME,Not even finished?!,False,The Phantom Menace
726,PALPATINE," ...How could that be true? I have assurances from the
Chancellor...his Ambassaodrs did arrive. It must be
the...get...negotiate...",False,The Phantom Menace
727,PALPATINE," It is a great gift to see you alive Your Majesty. May I
present Supreme Chancellor Valorum",False,The Phantom Menace
728,PALPATINE," There is a question of precedure but I feel confident we can
overcome it...",False,The Phantom Menace
729,PALPATINE," ...the Republic is not what it once was. The Senate is full of
greedy squabbling delegates who are only looking out for themselves and
their home sytems. There is no interest in the common good...no civility
only politics...its disgusting. I must be frank Your Majesty there is
little chance the Senate will act on the invasion",False,The Phantom Menace
730,PALPATINE," If the Federation moves to defer the motion...Your Majesty
Ibeg of you to ask for a resolution to end this congressional session",False,The Phantom Menace
731,PALPATINE," Supreme Chancellor delegates of the Senate. A tragedy has
occured on our peaceful system of Naboo. We have become caugt in a dispute
you're all well aware of which began right here with the taxation of trade
routes and has now engulfed our entire planet in the oppresion of the
Trade Federation.",False,The Phantom Menace
732,PALPATINE," To state our allegations I present Queen Amidala the recently
elected ruler of Naboo to speak on our behalf.",False,The Phantom Menace
733,PALPATINE," Enter the bureaucrats the true rulers of the Republic and on
the payroll of the Trade Federation I might add. This is where Chancellor
Valorum's strength will dissapear",False,The Phantom Menace
734,PALPATINE," You see Your Majaesty the tide is with us...Valorum will be
voted out I assure you and they will elect in a new Chancellor a strong
Chancellor one who will not let our tragedy continue..",False,The Phantom Menace
735,CAPT. PANAKA,The blockade's gone,False,The Phantom Menace
736,PK-4," They must be important if the Viceroy sent one of those useless
protocol gearheads to greet them.",False,The Phantom Menace
737,CAPT. TARPALS," Noah gain Jar Jar. Yousa goen tada Bosses. Yousa in big
dudu this time.",False,The Phantom Menace
738,CAPT. TARPALS,Binks!! Noah gain,False,The Phantom Menace
739,CAPTAIN,Yes sir.,False,The Phantom Menace
740,CAPT. PANAKA," Your Highness Tatooine is very dangerous. It's controlled
by an alliance of gangs called the Hutts. I do not agree with the Jedi on
this",False,The Phantom Menace
741,QUI-GON,Captain.,False,The Phantom Menace
742,QUI-GON,Destroyer droids,False,The Phantom Menace
743,QUI-GON,Battle droids,False,The Phantom Menace
744,QUI-GON,Are you brainless? You almost got us killed,False,The Phantom Menace
745,QUI-GON,I have no time for this now..,False,The Phantom Menace
746,QUI-GON,Stay down!,False,The Phantom Menace
747,QUI-GON,You forgot to turn your power off again didn't you?,False,The Phantom Menace
748,QUI-GON,"  It won't take long to recharge but this is a lesson I
hope you've learned my young Padawan",False,The Phantom Menace
749,QUI-GON,A city!  Can you take us there,False,The Phantom Menace
750,QUI-GON,You hear that?,False,The Phantom Menace
751,QUI-GON,"  That's the sound of a thousand terrible things heading
this way..",False,The Phantom Menace
752,QUI-GON,Much farther,False,The Phantom Menace
753,QUI-GON,What is to become of Jar Jar Binks here,False,The Phantom Menace
754,QUI-GON," We need a navigator to get us through the planet's core. I have
saved Jar Jar Binks' life. He owes me what you call a ""life.debt.",False,The Phantom Menace
755,QUI-GON,Your gods demand that his life belongs to me now,False,The Phantom Menace
756,QUI-GON,Full speed ahead.,False,The Phantom Menace
757,QUI-GON,There's always a bigger fish.,False,The Phantom Menace
758,QUI-GON,Stay calm. We're not in trouble yet,False,The Phantom Menace
759,QUI-GON,Head for that outcropping.,False,The Phantom Menace
760,QUI-GON,Come on...,False,The Phantom Menace
761,QUI-GON,Come on Jar Jar,False,The Phantom Menace
762,QUI-GON," Your Highness we are the Ambassadors for the Supreme
Chancellor",False,The Phantom Menace
763,QUI-GON," Yor Highness we are heading for a remote planet called Tatooine.
It is a system far beyond the reach of the Trade Federation. There we will
be able to make needed repairs then travel on to Coruscant",False,The Phantom Menace
764,QUI-GON," Don't let them send ant transmissions. Be wary...I sense a
disturbance in the Force",False,The Phantom Menace
765,QUI-GON," ...moisture farms for the most part but also a few indigenous
tribes and scavengers. The few spaceports like this one are havens for
those who do not wish to be found..",False,The Phantom Menace
766,QUI-GON,We'll try one of the smaller dealers.,False,The Phantom Menace
767,QUI-GON,Don't touch anything.,False,The Phantom Menace
768,QUI-GON," ...Obi-Wan you're sure there isn't anything of value left on
board",False,The Phantom Menace
769,QUI-GON,Your son was kind enough to offer us shelter,False,The Phantom Menace
770,QUI-GON,I have enough food for a meal,False,The Phantom Menace
771,QUI-GON,They have Podracing on Malastare. Very fast very dangerous,False,The Phantom Menace
772,QUI-GON,Don't do that again.,False,The Phantom Menace
773,QUI-GON,Perhaps I killed a Jedi and stole it from him,False,The Phantom Menace
774,QUI-GON," I can see there's no fooling you... You mustn't
let anyone know about us...we're on our way to Coruscant the central
system in the Republic on a very important mission and it must be kept
secret",False,The Phantom Menace
775,QUI-GON,Either way you win,False,The Phantom Menace
776,QUI-GON," You should be proud of your son. He gives without any thought of
reward",False,The Phantom Menace
777,QUI-GON," I think it's time we found out. Use this power charge. ANAKIN :
Yes sir!!",False,The Phantom Menace
778,QUI-GON,Sit still Annie. Let me clean this cut,False,The Phantom Menace
779,QUI-GON,There good as new...,False,The Phantom Menace
780,QUI-GON,Obi-Wan..,False,The Phantom Menace
781,QUI-GON,For the fastest Pod ever built?!,False,The Phantom Menace
782,QUI-GON,Both or no bet,False,The Phantom Menace
783,QUI-GON,I'll tell you later.,False,The Phantom Menace
784,QUI-GON," Are you all set Annie?  Remember concentrate on
the moment. Feel. Don't think. Trust your instincts.  May the
Force be with you.",False,The Phantom Menace
785,QUI-GON," Whenever you gamble my freind eventually you'll lose. Bring the
parts to the main hanger. I'll come by your shop later so you can release
the boy",False,The Phantom Menace
786,QUI-GON," Padme. Jar Jar let's go we've got to get these parts back to
the ship.",False,The Phantom Menace
787,QUI-GON,I'll return the eopies by midday.,False,The Phantom Menace
788,QUI-GON," Start getting this hyperdrive generator installed. I'm going
back...some unfinished business. I won't be long",False,The Phantom Menace
789,QUI-GON,What's this,False,The Phantom Menace
790,QUI-GON,These are yours. We sold the Pod,False,The Phantom Menace
791,QUI-GON," Anakin training to be a Jedi will not be a easy challenge. And
if you succeed it will be a hard life",False,The Phantom Menace
792,QUI-GON,Anakin drop!,False,The Phantom Menace
793,QUI-GON,Annie get to the ship! Take off! Go! Go!,False,The Phantom Menace
794,QUI-GON,We will be patient. Anakin Skywalker meet Obi-Wan Kenobi,False,The Phantom Menace
795,QUI-GON," Let's hope this hyperdrive works and Watto didn't get the last
laugh.",False,The Phantom Menace
796,QUI-GON," I must speak with the Jei Council immediately Your Honor. The
situation has become more complicated.",False,The Phantom Menace
797,QUI-GON,...my only conclusion can be that it was a Sith Lord,False,The Phantom Menace
798,QUI-GON,No??!!,False,The Phantom Menace
799,QUI-GON," Headstrong....and he has much to learn about the living Force
but he is capabe. There is little more he will learn from me",False,The Phantom Menace
800,QUI-GON,"  Your Highness it is our pleasure to continue to serve
and protect you",False,The Phantom Menace
801,QUI-GON,Good.,False,The Phantom Menace
802,QUI-GON," You have been a good apprentice. You are much wiser than Iam
Obi-Wan. I foresee you will become a great Jedi Knight.",False,The Phantom Menace
803,QUI-GON," Once we get inside Annie you find a safe placeto hide and stay
there",False,The Phantom Menace
804,QUI-GON,I agree.,False,The Phantom Menace
805,QUI-GON,We'' handle this...,False,The Phantom Menace
806,QUI-GON,Tell them we wish to board at once,False,The Phantom Menace
807,QUI-GON,I don't sense anything,False,The Phantom Menace
808,QUI-GON,It's a standoff! Let's go!,False,The Phantom Menace
809,QUI-GON,Let go!,False,The Phantom Menace
810,QUI-GON,That wont be necessary,False,The Phantom Menace
811,QUI-GON,That droid army is about to attack the Naboo. We must warn them,False,The Phantom Menace
812,QUI-GON,A transport I hope.,False,The Phantom Menace
813,QUI-GON,Thank you my friend,False,The Phantom Menace
814,QUI-GON," We'll need a navigator to get us through the planet's core. This
Gungan my be of help.",False,The Phantom Menace
815,QUI-GON,Relax.,False,The Phantom Menace
816,QUI-GON,Get this thing started,False,The Phantom Menace
817,QUI-GON,Do you have transports,False,The Phantom Menace
818,QUI-GON," That won't be a problem.  Your Highness under the
circumstances Isuggest you come to Coruscant with us",False,The Phantom Menace
819,QUI-GON," I'm Ambassador for the Supreme Chancellor and I'm taking those
people to Coruscant",False,The Phantom Menace
820,QUI-GON,We'll have to land somewhere to refuel and repair the ship.,False,The Phantom Menace
821,QUI-GON," No more commands from Her Highness today Captain. This spaceport
is not going to be pleasant..",False,The Phantom Menace
822,QUI-GON,I need parts for a J-type 327 Nubian,False,The Phantom Menace
823,QUI-GON,I have 2 Republic dataries,False,The Phantom Menace
824,QUI-GON,Not likely. We have nothing of value that's our problem.,False,The Phantom Menace
825,QUI-GON,It sounds like bait to establish a connection trace,False,The Phantom Menace
826,QUI-GON,You must have Jedi reflexes if you race Pods.,False,The Phantom Menace
827,QUI-GON,What,False,The Phantom Menace
828,QUI-GON," Your mother's right. Is there anyone friendly to the Republic who
might be able to help us?",False,The Phantom Menace
829,QUI-GON,The Queen does not need to know,False,The Phantom Menace
830,QUI-GON,My ship will be the entry fee.,False,The Phantom Menace
831,QUI-GON,It's in good order except for the parts we need,False,The Phantom Menace
832,QUI-GON,"  A ship without a power supply will not get us anywhere and
there is something about this boy...",False,The Phantom Menace
833,QUI-GON,Checking your blood for infections,False,The Phantom Menace
834,QUI-GON," Patienc my blue friend. You'll have your winnings before the
suns set and we'll be far away from here",False,The Phantom Menace
835,QUI-GON,Why,False,The Phantom Menace
836,QUI-GON,Of course you will.,False,The Phantom Menace
837,QUI-GON,He's fine,False,The Phantom Menace
838,QUI-GON,And Anakin has been freed,False,The Phantom Menace
839,QUI-GON," Let's just say Watto has learned an important lesson about
gambling",False,The Phantom Menace
840,QUI-GON,Then pack your things. We haven't much time,False,The Phantom Menace
841,QUI-GON,I will watch after him. You have my word. Will you be all right,False,The Phantom Menace
842,QUI-GON," Probe droid. Very unusual... not like anything I've seen before.
Come on.",False,The Phantom Menace
843,QUI-GON,I think so... that was a surpirse I wont soon forget,False,The Phantom Menace
844,QUI-GON," With your permission my Master. I have encountered a vergence in
the Force",False,The Phantom Menace
845,QUI-GON," Finding him was the will of the Force...I have no doubt of that.
There is too much happening here..",False,The Phantom Menace
846,QUI-GON,Anakin will become A Jedi...I promise you,False,The Phantom Menace
847,QUI-GON,He is the chosen one...you must see it,False,The Phantom Menace
848,QUI-GON," I brought Anakin here; he must stay in my charge. He has nowhere
else to go",False,The Phantom Menace
849,QUI-GON,From your point of view...,False,The Phantom Menace
850,QUI-GON,I agree...I'm not sure what you hope to accomplish by this,False,The Phantom Menace
851,QUI-GON," The Gungans will not easily be swayed and we cannot use our
power to help her",False,The Phantom Menace
852,QUI-GON,The Viceroy will be well guarded,False,The Phantom Menace
853,QUI-GON," A well-conceived plan. However there's great risk. The weapons
on your fighters may not penetrate the shields on the control ship",False,The Phantom Menace
854,QUI-GON,No Annie you stay there. Stay right where you are,False,The Phantom Menace
855,QUI-GON,It is too late...It's..,False,The Phantom Menace
856,QUI-GON," It's an odd play for the Trade Federation. We've got to warn the
Naboo and contact Chancellor Valorum. Let's split up. Stow aboard separate
ships and meet down on the planet",False,The Phantom Menace
857,QUI-GON," The ability to speak does not make you intelligent. Now get outta
here!",False,The Phantom Menace
858,QUI-GON,No??,False,The Phantom Menace
859,QUI-GON," He has been a great help to us. I hope the punishment will not be
too severe",False,The Phantom Menace
860,QUI-GON," The negotiations never took place. Your Highness we must make
contact with the republic.",False,The Phantom Menace
861,QUI-GON,If you are to leave Your Highness it must be now,False,The Phantom Menace
862,QUI-GON,It's controlled by the Hutts..,False,The Phantom Menace
863,QUI-GON,You must trust my judgement Your Highness.,False,The Phantom Menace
864,QUI-GON,Land near the outskirts. We don't want to attract any attention.,False,The Phantom Menace
865,QUI-GON,All right. Another solution will present itself. I'll check back.,False,The Phantom Menace
866,QUI-GON," Nevertheless the boy is right...you were heading for trouble.
Thank you my young friend.",False,The Phantom Menace
867,QUI-GON,We'll hed back to our ship,False,The Phantom Menace
868,QUI-GON," I'm Qui-Gon Jinn and this is Jar Jar Binks. ARTOO lets out a
little beep",False,The Phantom Menace
869,QUI-GON," He's a very special boy. SHMI looks at him as if he's discovered
a secret",False,The Phantom Menace
870,QUI-GON,I wish that were so..,False,The Phantom Menace
871,QUI-GON," I have...acquired a Pod in a game of chance. ""The fastest ever
built.",False,The Phantom Menace
872,QUI-GON,He has special powers,False,The Phantom Menace
873,QUI-GON,Most of them,False,The Phantom Menace
874,QUI-GON,Make an analysis of this blood sample I'm sending you,False,The Phantom Menace
875,QUI-GON,The boy then...,False,The Phantom Menace
876,QUI-GON," Would you like to discuss it with the Hutts...I'm sure they can
settle this",False,The Phantom Menace
877,QUI-GON,It's the boy who's responsible for getting those parts.,False,The Phantom Menace
878,QUI-GON,Did you,False,The Phantom Menace
879,QUI-GON," This path has been placed for you Annie; the choice to take it
is yours alone.",False,The Phantom Menace
880,QUI-GON,It's not nearly enough.,False,The Phantom Menace
881,QUI-GON,Obi-Wan is ready..,False,The Phantom Menace
882,QUI-GON,I promise you I will not let that happen.,False,The Phantom Menace
883,QUI-GON,And stay there!,False,The Phantom Menace
884,QUI-GON," Don't center on your anxiety Obi-Wan. Keep your concentration
here and now where it belongs",False,The Phantom Menace
885,QUI-GON,You're the navigator,False,The Phantom Menace
886,QUI-GON,They will kill you if you stay,False,The Phantom Menace
887,QUI-GON,My droid here has a readout of what I need.,False,The Phantom Menace
888,QUI-GON," I don't have anything else.  But credits will
do fine",False,The Phantom Menace
889,QUI-GON,Either way we're running out of time.,False,The Phantom Menace
890,QUI-GON,What makes you think that,False,The Phantom Menace
891,QUI-GON,You don't think Anakin will win?,False,The Phantom Menace
892,QUI-GON,I'll take that bet,False,The Phantom Menace
893,QUI-GON,The Queen trusts my judgment young handmaiden. You should too,False,The Phantom Menace
894,QUI-GON,You're no longer a slave.,False,The Phantom Menace
895,QUI-GON," Our meeting was not a coincidence. Nothing happens by accident.
You are strong with the Force but you may not be accepted by the Coucil",False,The Phantom Menace
896,QUI-GON," I don't know... but he was well trained in the Jedi arts. My
guess is he was after the Queen..",False,The Phantom Menace
897,QUI-GON,I will do what I must,False,The Phantom Menace
898,QUI-GON,He's to be trained then.,False,The Phantom Menace
899,QUI-GON,I will trin him then. I take Anakin as my Padawan learner.,False,The Phantom Menace
900,QUI-GON," His fate is uncertain not dangerous. The Council will decide
Anakin's future...that should be enough for you. Now get on board",False,The Phantom Menace
901,QUI-GON," There is a possibility with this diversion many Gungans will be
killed",False,The Phantom Menace
902,QUI-GON,Stay in that cockpit.,False,The Phantom Menace
903,QUI-GON,Obi-Wan promise...promise me you'll train the boy..,False,The Phantom Menace
904,QUI-GON,A local. Let's go before more of those droids show up,False,The Phantom Menace
905,QUI-GON,No I'm afraid not..,False,The Phantom Menace
906,QUI-GON," I believe you can but our first job is to aquire the parts we
need..",False,The Phantom Menace
907,QUI-GON," Fifty-fifty!?! If it's going to be fifty-fifty I suggest you
front the cash for the entry. If we win you keep all the winnings minus
the cost of the parts I need...If we lose you keep my ship.",False,The Phantom Menace
908,QUI-GON," He can see things before they happen. That's why he appears to
have such quick reflexes. It is a Jedi trait",False,The Phantom Menace
909,QUI-GON,Go on you have a big day tomorrow.  Goodnight.,False,The Phantom Menace
910,QUI-GON,I need a midi-chlorian count,False,The Phantom Menace
911,QUI-GON,Do you still think he cheated,False,The Phantom Menace
912,QUI-GON," A boy... his cells have the highest concentration of
midi-chlorians I have seen in a life form. It is possible he was conceived
by the midi-chlorians",False,The Phantom Menace
913,QUI-GON,I cannot fight a war for you Your Highness only protect you,False,The Phantom Menace
914,QUI-GON,Do you know where they are?,False,The Phantom Menace
915,QUI-GON," .....but not at the expense of the moment. Be mindful of the
living Force my young Padawan",False,The Phantom Menace
916,QUI-GON," I don't have time to argue. But this is not a good idea. Stay
close to me.",False,The Phantom Menace
917,QUI-GON,Credits will do fine,False,The Phantom Menace
918,QUI-GON," I'll wager my new racing pod against...say...the boy and his
mother",False,The Phantom Menace
919,QUI-GON," We'll be safe enough once we're in hyperspace but I have no
doubt he knows our destination",False,The Phantom Menace
920,QUI-GON,You still have much to learn my young apprentice.,False,The Phantom Menace
921,QUI-GON,He is the chosen one...he will...bring balance...train him!,False,The Phantom Menace
922,QUI-GON," The situation here is not what it seems. There is something else
behind all this Your Highness. There is no logic in the Federation's move
here. My feelings tell me they will destroy you",False,The Phantom Menace
923,QUI-GON," ...It would be no different than if we landed on a system
controlled by the Federation...except the Hutts aren't looking for her
which gives us an advantage.",False,The Phantom Menace
924,QUI-GON," The Force is unusally strong with him that much is clear. Who
was his father",False,The Phantom Menace
925,QUI-GON,What are your readings,False,The Phantom Menace
926,QUI-GON," Well Annie. You know the truth... You will have to tolerate his
opinion fighting won't change it.",False,The Phantom Menace
927,QUI-GON,I don't pressume..,False,The Phantom Menace
928,QUI-GON," You won't be Annie....I'm not allowed to train you so I want
you to watch me and be mindful...always remember your focus determines
your reality. Stay close to me and you will be safe",False,The Phantom Menace
929,QUI-GON," These Federation types are cowards. The negotiations will be
short.",False,The Phantom Menace
930,QUI-GON,Then speed us on our way,False,The Phantom Menace
931,QUI-GON,The boy is small he can't be worth much.,False,The Phantom Menace
932,QUI-GON," Podracing... Greed can be a powerful ally.. if it's used
properly",False,The Phantom Menace
933,QUI-GON," I'm afraid not. Had he been born in the Republic we would have
identified him early and he would have become Jedi no doubt...he has the
way. But it's too late for him now he's too old.",False,The Phantom Menace
934,QUI-GON,Here's a signal check,False,The Phantom Menace
935,QUI-GON,I request the boy be tested.,False,The Phantom Menace
936,QUI-GON," Midi-chlorians are a microcopic lifeform that reside within all
living cells and communicates with the Force",False,The Phantom Menace
937,QUI-GON,We need a transport,False,The Phantom Menace
938,QUI-GON,That's it then,False,The Phantom Menace
939,QUI-GON,In your cells. We are symbionts with the midi-chlorians,False,The Phantom Menace
940,QUI-GON,Thank you for your help. We go in peace.,False,The Phantom Menace
941,QUI-GON,No Jedi has,False,The Phantom Menace
942,QUI-GON," Life forms living together for mutual advantage. Without the
midi-chlorians life could not exist and we would have no knowledge of the
Force. They continually speak to you telling you the will of the Force",False,The Phantom Menace
943,QUI-GON,I'm not sure.,False,The Phantom Menace
944,QUI-GON," When you learn to quiet your mind you will hear them speaking to
you",False,The Phantom Menace
945,QUI-GON,With time and training Annie...you will.,False,The Phantom Menace
946,JIRA,The heat's never been kind to me you know Annie,False,The Phantom Menace
947,JIRA,You're a fine boy Annie,False,The Phantom Menace
948,THREEPIO," Master Annie you are my maker and I wish you well. Although
I'd like it better if I were a little less naked",False,The Phantom Menace
949,RIC OLIE,....our communications are still jammed.,False,The Phantom Menace
950,RIC OLIE," There's not enough power to get us to Coruscant...the hyperdrive
is leaking",False,The Phantom Menace
951,RIC OLIE," Coruscant...the capital of the Republic...the entire planet is
one big city",False,The Phantom Menace
952,RIC OLIE," Bravo Flight A take on the fighters. Flight B make the run on
the transmitter",False,The Phantom Menace
953,RIC OLIE,Enemy fighters straight ahead!,False,The Phantom Menace
954,RIC OLIE,Bravo flight...go for the central bridge,False,The Phantom Menace
955,RIC OLIE," Their deflector shield is too strong. We'll never get through
it.",False,The Phantom Menace
956,RIC OLIE,We're all accounted for. Who flew that ship?,False,The Phantom Menace
957,DARTH MAUL," At last we will reveal ourselves to the Jedi. At last we will
have revenge",False,The Phantom Menace
958,DARTH MAUL,Yes my Master,False,The Phantom Menace
959,DARTH MAUL," I feel there is more to this My Master. The two Jedi may be
using the Queen for their own purposes",False,The Phantom Menace
960,DARTH SIDIOUS," Good. I have the Senate bogged down in procedures. By the
time this incident comes up for a vote they will have no choice but to
accept your control of the system",False,The Phantom Menace
961,DARTH SIDIOUS," Destroy all high-ranking officials
Viceroy...slowly...quietly. And Queen Amidala has she signed the treaty",False,The Phantom Menace
962,DARTH SIDIOUS," Move against the Jedi first...you will then have no
difficulty taking the Queen back to Naboo where she will sign the treaty",False,The Phantom Menace
963,DARTH SIDIOUS," This is an unexpected move for her. It's too aggresive..
Lord Maul be mindful",False,The Phantom Menace
964,DARTH SIDIOUS,Viceroy is the planet secure,False,The Phantom Menace
965,DARTH SIDIOUS," Queen Amidala is yound and naive. You will find controlling
her will not be difficult. You have done well Viceroy",False,The Phantom Menace
966,DARTH SIDIOUS,Viceroy find her! I want that treaty signed,False,The Phantom Menace
967,DARTH SIDIOUS," You have been well trained my young apprentice they will
be no match for you. It is too late for them to stop us now. Everything is
going as planned. The Republic will soon be in my command.",False,The Phantom Menace
968,DARTH SIDIOUS,Be patient... Let them make the first move.,False,The Phantom Menace
969,DARTH SIDIOUS," Good. I will see to it that in the Senate things stay as
they are. I am sending Darth Maul to join you. He will deal with the Jedi",False,The Phantom Menace
970,DARTH SIDIOUS," The Jedi cannot become involved. They can only protect the
Queen. Even Qui-Gon Jinn will not break that conenant.... This will work to
our advantage..",False,The Phantom Menace
971,DARTH SIDIOUS,...not for a Sith...,False,The Phantom Menace
972,DARTH SIDIOUS," Proceed. Wipe them put...all of them. INT. NABOO SWAMP LAKE
- DAY ",False,The Phantom Menace
973,RUNE,...They're still coming through!,False,The Phantom Menace
974,RUNE," We have them on the run sir...they're no match for destroyer
droids",False,The Phantom Menace
975,RUNE,She's right the Senate will never...,False,The Phantom Menace
976,RUNE," ...and there is no trace of the Jedi. They may have gotton onto one
of your landing craft",False,The Phantom Menace
977,RUNE,You didn't tell him about the missing Jedi,False,The Phantom Menace
978,RUNE,A Sith lord here with us?!!,False,The Phantom Menace
979,MAS AMEDDA," Thew Supreme Chancellor requests a recess. Tomorrow we will
begin the vote.",False,The Phantom Menace
980,SABE,I will not be signing any treaty Viceroy because you've lost!,False,The Phantom Menace
981,SEBULBA,"  JAR JAR : Who mesa?? SEBULBA :
",False,The Phantom Menace
982,SEBULBA,"  Tooney rana nu pratta dunko shag. (Connected?? Whada
you mean slave?",False,The Phantom Menace
983,SEBULBA," Bazda wahota shag. Dobiella Nok. Yoka to Bantha poodoo. 9You
won't walk away from this one slave scum! You're Bantha poodoo.",False,The Phantom Menace
984,SHMI,Oh my!! Annie what's this,False,The Phantom Menace
985,SHMI,All slaves have transmitters placed inside their bodies somewhere,False,The Phantom Menace
986,SHMI," I don't want you to race Annie...It's awful. I die every time Watto
makes you do it.",False,The Phantom Menace
987,SHMI,Annie bedtime!,False,The Phantom Menace
988,SHMI,Be safe,False,The Phantom Menace
989,SHMI,Is he nervous,False,The Phantom Menace
990,SHMI,Oh my goodness That's wonderful,False,The Phantom Menace
991,SHMI," Son my place is here. My future is here. It is time for you to let
go...to let go of me. I cannot go with you",False,The Phantom Menace
992,SHMI,Thank you,False,The Phantom Menace
993,SHMI," Annie remember when you climbed the great dune in order to chase
the Banthas away so they wouldn't be shot... Remember how you collapses
several times exhausted thinking you couldn't do it?",False,The Phantom Menace
994,SHMI,"  This is one of those times when you have to do something
you don't think you can do. I know how strong you are Annie. I know you
can do this..",False,The Phantom Menace
995,BOSS NASS,Binkss brokeen the nocombackie law. Hisen to be pune-ished,False,The Phantom Menace
996,BOSS NASS,Binks. Yousa havena liveplay with thisen hisen?,False,The Phantom Menace
997,BOSS NASS,Hisen live tis yos outlauder. Begone wit him,False,The Phantom Menace
998,BOSS NASS," Naboo biggen. Yousa bringen da Mackineeks... Dya busten uss-en
omm. Yousa all bombad. Yousa all die'n mesa tink.",False,The Phantom Menace
999,BOSS NASS," Wesa no like da Naboo! Un dey no like uss-ens. Da Naboo tink
day so smarty den us-ens. Day tink day brains so big",False,The Phantom Menace
1000,BOSS NASS,So wesa maken yousa Bombad General,False,The Phantom Menace
1001,BOSS NASS,Pounded unto death,False,The Phantom Menace
