,Episode Number,Character,negative,positive
1344,96,monica,0.08523809522857143,0.1922222222
1345,96,phoebe,0.11819727892857143,0.13044217685714285
1346,96,rachel,0.06884384383783784,0.25195195194594594
1347,96,ross,0.08128654971052632,0.13468045110526317
1348,97,chandler,0.06560283689361701,0.08918439717021276
1352,97,joey,0.01715167548148148,0.1286596119814815
1354,97,monica,0.0320855615,0.1154188948235294
1355,97,phoebe,0.009615384625,0.22716346154166667
1356,97,rachel,0.061568061575757574,0.14586339587878788
1357,97,ross,0.05017921148387097,0.17437275983870965
1361,98,chandler,0.15584886128260872,0.1771739130217391
1364,98,joey,0.11287878785000001,0.13792207795000003
1365,98,monica,0.07636422534693878,0.1975159761020408
1370,98,phoebe,0.22803030300000005,0.1378787878636364
1371,98,rachel,0.0075757575909090906,0.2840909090909091
1372,98,ross,0.13209876540740742,0.25864197525925925
1378,99,chandler,0.07589285714285714,0.2155612245
1381,99,joey,0.1408244378918919,0.20204027556756757
1382,99,monica,0.09722222220000001,0.165
1383,99,phoebe,0.030727155729729734,0.17351994851351352
1384,99,rachel,0.15241228068421053,0.24495614034210528
1385,99,ross,0.2104202814736842,0.17443609023684212
1389,100,chandler,0.10076923077142858,0.08904761902857143
1393,100,joey,0.13098290598076923,0.17585470082692303
1395,100,monica,0.14623655912903225,0.17580645161290323
1397,100,phoebe,0.07639578164516128,0.20727471454838714
1398,100,rachel,0.13611111110000002,0.19444444443333334
1399,100,ross,0.12111006684210528,0.16501670847368421
1404,101,chandler,0.08154761905555556,0.29775132277777777
1409,101,joey,0.025679495534246574,0.13720917589041096
1411,101,monica,0.11176470588235293,0.08823529411764706
1412,101,phoebe,0.08065476187500001,0.230580357125
1413,101,rachel,0.13930976430555553,0.1763468013611111
1414,101,ross,0.04515151516,0.13464502166
1420,102,chandler,0.09353054352380952,0.22646533359523813
1424,102,joey,0.1145440580967742,0.1954685099677419
1426,102,monica,0.13962264149056605,0.20691823898113204
1427,102,phoebe,0.09166666665,0.058333333349999995
1428,102,rachel,0.05263157894736842,0.23010651628947373
1429,102,ross,0.13166185666666666,0.149987975
1431,103,chandler,0.05098039214705882,0.2803921568235294
1433,103,joey,0.06561461793023256,0.10939922479069768
1435,103,monica,0.21805555553333333,0.30416666666666664
1436,103,phoebe,0.07181889147540983,0.14061280249180327
1437,103,rachel,0.10119047616666665,0.197916666625
1438,103,ross,0.13571428573333336,0.11666666666666667
1444,104,chandler,0.061781609189655175,0.15517241375862073
1446,104,joey,0.04166666665517242,0.09051724134482758
1447,104,monica,0.010101010090909092,0.13383838384848487
1448,104,phoebe,0.07711640211111111,0.19510582007936506
1450,104,rachel,0.10729166666666667,0.1716600528958333
1451,104,ross,0.09214416535714287,0.11932234432142859
1453,105,chandler,0.09358465607142857,0.22493386242857144
1458,105,joey,0.039965986392857145,0.11989795917857145
1460,105,monica,0.08705755029411766,0.2732843137352941
1462,105,phoebe,0.14709359608,0.17564860427999998
1463,105,rachel,0.060416666666666674,0.24375
1464,105,ross,0.11099290778723404,0.17641843970212764
1467,106,chandler,0.12701149427586206,0.14781061848275864
1476,106,joey,0.11123737370454544,0.18952020202272726
1477,106,monica,0.08695652173913043,0.15942028982608697
1478,106,phoebe,0.18643768513157896,0.2498034859736842
1480,106,rachel,0.054587688707317075,0.17212543551219514
1481,106,ross,0.004065040658536585,0.1538908246097561
1488,107,chandler,0.04303030303333333,0.14164502166666668
1492,107,joey,0.14805839003571428,0.060600907035714295
1493,107,monica,0.059120046615384614,0.17494172494230767
1495,107,phoebe,0.07986111108333334,0.17847222220833334
1496,107,rachel,0.09337779335135137,0.19792032291891895
1497,107,ross,0.06442577029411765,0.07703081235294118
1505,108,chandler,0.05357142857142857,0.21726190474999998
1506,108,joey,0.08050264550000001,0.21493716931666668
1509,108,monica,0.125,0.21655011657692308
1511,108,phoebe,0.04333333331999999,0.20766666668
1512,108,rachel,0.253630952375,0.19946428572499997
1514,108,ross,0.07054263565116278,0.09673311183720928
1519,109,chandler,0.05238095239285714,0.25148809525
1522,109,joey,0.05782312925000001,0.23907312921428572
1523,109,monica,0.11054131053846153,0.17692307689743592
1524,109,phoebe,0.14444444444444443,0.22037037035555557
1525,109,rachel,0.12140567766666667,0.19250610502083335
1526,109,ross,0.07870879121153845,0.1604395604423077
1528,110,chandler,0.18294573641860465,0.14573643406976747
1531,110,joey,0.13787375413953487,0.16611295681395347
1533,110,monica,0.16142857144,0.20580952380000003
1534,110,phoebe,0.1439393939090909,0.22727272727272727
1535,110,rachel,0.09452380952,0.113
1536,110,ross,0.16486928105882354,0.13627450980392158
1539,111,chandler,0.0876068375897436,0.1811965812051282
1542,111,joey,0.044444444433333334,0.20555555553333332
1544,111,monica,0.040416666675000004,0.1686431624
1545,111,phoebe,0.05148809523214286,0.24077380953571428
1547,111,rachel,0.06230977692682927,0.16552011673170733
1548,111,ross,0.10441176470588234,0.12892156861764703
1553,112,chandler,0.04645286685714286,0.28284742467346946
1555,112,joey,0.05438627730555556,0.12806267806944444
1556,112,monica,0.07073104200000001,0.11710310963829788
1557,112,phoebe,0.07752380952000001,0.16685714286000003
1558,112,rachel,0.08487654322222221,0.1085537918888889
1559,112,ross,0.17905405405405406,0.17342342343243242
1570,113,chandler,0.04295454545,0.19809523809000001
1574,113,joey,0.059031037173913045,0.23343607228985508
1576,113,monica,0.06849593495121951,0.18099593495121952
1578,113,phoebe,0.06809598447126436,0.1502239140229885
1579,113,rachel,0.08404406538805971,0.17686293804477612
1580,113,ross,0.10892548195588236,0.1441392733382353
1590,114,chandler,0.04814814814814815,0.14027777777777778
1593,114,joey,0.058123249323529406,0.21918767505882353
1594,114,monica,0.10169285102173915,0.15771830469565215
1595,114,phoebe,0.03895833335,0.323333333325
1596,114,rachel,0.12946428571875002,0.12239583331250001
1597,114,ross,0.08190476188571429,0.15309523805714284
1601,115,chandler,0.06551724137931034,0.141954023
1602,115,joey,0.08174603173333335,0.14007936506666668
1605,115,monica,0.08454545454545453,0.18383838385454546
1606,115,phoebe,0.13214285715000001,0.23324404757500003
1607,115,rachel,0.09734848484090909,0.19507575756818182
1608,115,ross,0.2142045454318182,0.13087121211363636
1612,116,chandler,0.13759689920930232,0.21861471858139536
1614,116,joey,0.052721088428571435,0.30941043082142855
1615,116,monica,0.10476190477142856,0.1269047619142857
1616,116,phoebe,0.12533183661290323,0.1738843593548387
1617,116,rachel,0.07682926829268293,0.15921409214634147
1618,116,ross,0.13855909134482758,0.18347909698275863
1627,117,chandler,0.13279569893548385,0.10430107525806454
1629,117,joey,0.11690177434042555,0.1516834229361702
1630,117,monica,0.11538461538461539,0.050366300384615384
1631,117,phoebe,0.21088709674193548,0.11706989245161291
1632,117,rachel,0.0774390243902439,0.1117886178780488
1633,117,ross,0.06254331256756758,0.13757391256756757
1637,118,chandler,0.06675315425,0.20303724052777775
1641,118,joey,0.08547619048571428,0.11285714285714286
1643,118,monica,0.09310344827586207,0.17471264368965517
1645,118,phoebe,0.14022817456250003,0.24521329365624997
1646,118,rachel,0.18883568930232558,0.1687219073488372
1647,118,ross,0.23906048905405403,0.08391248389189189
1650,119,chandler,0.10472350230645161,0.17897465438709678
1651,119,joey,0.06270871985714285,0.2401764241190476
1652,119,monica,0.07096448749152542,0.1524011299322034
1654,119,phoebe,0.06098639454285715,0.20074829931428573
1655,119,rachel,0.0798780487804878,0.14437669375609755
1656,119,ross,0.1261904762,0.223015873
1659,120,chandler,0.11400709219148936,0.1469858155957447
1661,120,joey,0.13776844070588234,0.3097338935588234
1662,120,monica,0.1728366615483871,0.10944700461290323
1663,120,phoebe,0.15238095239999996,0.05809523808571428
1664,120,rachel,0.15811965812820514,0.22222222220512824
1665,120,ross,0.039897039891891896,0.12277114775675675
1667,121,chandler,0.09417420811764707,0.24632981397058823
1671,121,joey,0.06127450979411765,0.25603832444117647
1673,121,monica,0.10189698386206898,0.1994684988275862
1674,121,phoebe,0.07692307692307693,0.17994505496153845
1675,121,rachel,0.08668215253658536,0.1576461478780488
1677,121,ross,0.04693877548571428,0.058503401342857156
1679,122,chandler,0.04805194805714286,0.35086580088571423
1682,122,joey,0.14965277775,0.22430555555555554
1684,122,monica,0.07375,0.207916666675
1688,122,phoebe,0.15896358541176472,0.1507936508235294
1689,122,rachel,0.1280830280769231,0.23687423684615383
1690,122,ross,0.07607709748979592,0.25600907030612247
1693,123,chandler,0.15797940800000002,0.20012870013513512
1697,123,joey,0.01519097221875,0.1550347221875
1699,123,monica,0.03166666666666666,0.23365079366666666
1701,123,phoebe,0.046666666679999996,0.13666666664000002
1703,123,rachel,0.1061965811923077,0.11367521365384615
1704,123,ross,0.00618279570967742,0.19112903222580643
1707,124,chandler,0.12058823529411763,0.07997198879411765
1709,124,joey,0.1510480747368421,0.20914786966666662
1710,124,monica,0.06201550388372093,0.2228682170465116
1711,124,phoebe,0.09501661130232558,0.12015503876744185
1712,124,rachel,0.04523809523214286,0.15218253966071432
1713,124,ross,0.058994709,0.13333333333333333
1715,125,chandler,0.1724136974038462,0.10826257078846153
1719,125,joey,0.11319223984444444,0.1401940035111111
1720,125,monica,0.10920965608333334,0.22184193122916665
1723,125,phoebe,0.020833333333333332,0.15277777779166665
1725,125,rachel,0.07793255132258065,0.319949494967742
1727,125,ross,0.17604617603030304,0.11058638333333334
1733,126,chandler,0.12432155658064517,0.18691756274193547
1737,126,joey,0.0,0.3297258297272727
1738,126,monica,0.20526695524242422,0.16396103893939395
1739,126,phoebe,0.10479797979166666,0.15625
1741,126,rachel,0.09894179893650794,0.1241181657936508
1742,126,ross,0.037037037037037035,0.14753086418518518
1748,127,chandler,0.17676767675757576,0.15656565657575755
1751,127,joey,0.10341269840000002,0.17817460316666664
1753,127,monica,0.15858585857575758,0.2252525252121212
1754,127,phoebe,0.14057971013043477,0.09903381643478261
1755,127,rachel,0.08557692307692308,0.15090326340384616
1756,127,ross,0.06048906043243244,0.19181681681081078
1766,128,chandler,0.10548433047435897,0.16029202278205126
1773,128,joey,0.05403857745569621,0.14766927865822785
1774,128,monica,0.10403342177419356,0.22425871619354834
1778,128,phoebe,0.16020037046774196,0.1849349416774194
1779,128,rachel,0.0781893004074074,0.23036449148148147
1780,128,ross,0.033817663822222226,0.14527370777777776
1785,129,chandler,0.08290816324999999,0.22353316326785716
1789,129,joey,0.0734126984,0.17600529099999998
1791,129,monica,0.09892473119354837,0.20779569893548386
1792,129,phoebe,0.07971014491304348,0.09420289852173912
1794,129,rachel,0.11111111104761905,0.3015873015714286
1796,129,ross,0.1594877344761905,0.12012815226190476
1801,130,chandler,0.02607709751020408,0.15498866210204082
1806,130,joey,0.07666666665,0.074009740275
1809,130,monica,0.09114583331250001,0.15468749996875
1810,130,phoebe,0.14523809522857142,0.1376190476285714
1811,130,rachel,0.15138248848387095,0.16113671277419356
1812,130,ross,0.10707686621951218,0.05589430895121951
1815,131,chandler,0.10460992906382979,0.20486322189361703
1819,131,joey,0.15554315475,0.08809523809375001
1820,131,monica,0.07395833331250001,0.15833333328125
1822,131,phoebe,0.0725925926,0.24037037037777778
1824,131,rachel,0.08619791666666667,0.20795717589583332
1825,131,ross,0.08638528138181818,0.20873015874545453
1830,132,chandler,0.16151173808474578,0.17318489666101694
1834,132,joey,0.1105820105873016,0.20791932931746032
1836,132,monica,0.028409090909090908,0.030303030272727273
1837,132,phoebe,0.25486111112500004,0.21666666666666667
1838,132,rachel,0.1622807017894737,0.18157894736842106
1839,132,ross,0.2661290322580645,0.18010752687096776
1842,133,chandler,0.08476190477142856,0.1895238095142857
1845,133,joey,0.10094997593939393,0.26126743624242427
1846,133,monica,0.15308641974074075,0.20370370370370375
1849,133,phoebe,0.08641975307407408,0.10773074662962963
1851,133,rachel,0.1019462921707317,0.18583394924390242
1852,133,ross,0.1751984126904762,0.18649267397619046
1856,134,chandler,0.07894736842105263,0.19473684210526318
1860,134,joey,0.06089743588461539,0.02859960553846154
1861,134,monica,0.09166666666666666,0.20470085466666665
1864,134,phoebe,0.044802867387096774,0.24055299538709676
1865,134,rachel,0.053403679674999996,0.14899891775000002
1866,134,ross,0.051075268806451614,0.11966205835483872
1870,135,chandler,0.04414648211764706,0.2830487563333333
1874,135,joey,0.105,0.10333333332
1876,135,monica,0.25,0.3125
1878,135,phoebe,0.1530677655576923,0.0831349206346154
1879,135,rachel,0.11252204583333336,0.3042107583611111
1880,135,ross,0.06374807987096774,0.19354838706451613
1882,136,chandler,0.09965152727380953,0.23970810544047622
1886,136,joey,0.084753787875,0.215625
1889,136,monica,0.08416016350000001,0.23318933480434775
1894,136,phoebe,0.09220430106451613,0.18548387098387095
1895,136,rachel,0.07998084290804598,0.22500245602298852
1898,136,ross,0.04850557244680852,0.23708206689361708
1905,137,chandler,0.06496212120454546,0.19924242425000002
1906,137,joey,0.170138888875,0.12951388884375
1907,137,monica,0.06548649761224491,0.21199752626530613
1908,137,phoebe,0.03994252872413793,0.2227011494137931
1909,137,rachel,0.044444444449999995,0.17916666665
1910,137,ross,0.02986111110416666,0.15694444445833333
1912,138,chandler,0.0655838531081081,0.24017671516216213
1913,138,joey,0.15418470415151517,0.24177489175757574
1914,138,monica,0.034307359318181824,0.27328643577272727
1917,138,phoebe,0.0388198757826087,0.2374741200434782
1918,138,rachel,0.18034398035135135,0.21304551305405406
1920,138,ross,0.12502705628125,0.18197375540625002
1922,139,chandler,0.09685606059999999,0.131818181825
1923,139,joey,0.1002020202,0.2020202020181818
1924,139,monica,0.07378048780487806,0.20775261321951222
1927,139,phoebe,0.10632183906896552,0.2118637109655173
1928,139,rachel,0.14287960466037736,0.21204471630188676
1929,139,ross,0.05881595881081081,0.17117117116216216
1932,140,chandler,0.07692307692307693,0.09743589743589744
1935,140,joey,0.11856060606060606,0.1808080808181818
1939,140,monica,0.036585365853658534,0.27235772356097565
1943,140,phoebe,0.10294117647058823,0.28151260505882353
1944,140,rachel,0.015573770491803278,0.12162373144262292
1945,140,ross,0.012244897964285715,0.10212585035714285
1949,141,chandler,0.042543859631578945,0.10285087718421053
1950,141,joey,0.056307977749999995,0.2199984539285714
1953,141,monica,0.013810741695652174,0.13037794826086957
1954,141,phoebe,0.11063829785106383,0.18971631206382977
1955,141,rachel,0.08140692641818181,0.1064069264
1956,141,ross,0.09689922479069768,0.14640088593023254
1961,142,chandler,0.16126126121621623,0.1393178892972973
1962,142,joey,0.12698412697619046,0.3242063491666667
1965,142,monica,0.14324222787179489,0.25198647507692307
1966,142,phoebe,0.09302325581395349,0.21705426355813956
1967,142,rachel,0.07389652833333332,0.19824293354901962
1968,142,ross,0.15512265512121212,0.2038239538181818
1971,143,chandler,0.05274971940740741,0.10325476992592593
1976,143,joey,0.09785714284,0.1515238095
1979,143,monica,0.043333333333333335,0.1311111111
1980,143,phoebe,0.041666666666666664,0.20555555554166668
1982,143,rachel,0.10542635658139536,0.11098191213953489
1983,143,ross,0.025396825380952386,0.1637085137142857
1990,144,chandler,0.17944606414285713,0.23036929055102046
1991,144,joey,0.07993827159259259,0.16574074074074072
1993,144,monica,0.04424603175,0.17757936505555558
1995,144,phoebe,0.10289115648571429,0.11836734694285715
1996,144,rachel,0.07479674797560976,0.15000000000000002
1997,144,ross,0.18483483483783786,0.14170079167567567
2001,145,chandler,0.08939393936363636,0.1696192696060606
2003,145,joey,0.1105263157894737,0.1228070175263158
2005,145,monica,0.044583333324999995,0.09273809522500001
2007,145,phoebe,0.12224702382500001,0.231001984125
2008,145,rachel,0.12144222145945945,0.24066144062162165
2009,145,ross,0.0903628117857143,0.11388888885714288
2016,146,chandler,0.09863699102173913,0.23511042095652177
2018,146,joey,0.09722222216666666,0.08333333333333333
2021,146,monica,0.13055555556666668,0.19345238096666667
2022,146,phoebe,0.0421444768367347,0.18770651116326534
2023,146,rachel,0.09529914530769232,0.23333333333333328
2026,146,ross,0.06300813007317073,0.26016260158536586
2029,147,chandler,0.1699946395365854,0.16060484231707317
2032,147,joey,0.07746806039024391,0.09721254356097561
2033,147,monica,0.08563218389655172,0.2528735632068966
2034,147,phoebe,0.028628389157894736,0.24976076554385965
2035,147,rachel,0.21377091375675672,0.14922779924324325
2036,147,ross,0.137987013,0.22158157934482758
2043,148,chandler,0.06630303032,0.15230303031999998
2044,148,joey,0.06428571425714286,0.12380952380000002
2045,148,monica,0.046333333319999996,0.10404761904000001
2046,148,phoebe,0.11551990493333333,0.19700138646666668
2047,148,rachel,0.10845648606896555,0.13846469627586208
2048,148,ross,0.07565268065714287,0.17305361305714284
2052,149,chandler,0.17305996472222224,0.08024691355555555
2055,149,joey,0.09680597182051282,0.2286047286153846
2057,149,monica,0.07968020541176472,0.11406395891176473
2059,149,phoebe,0.18495440727659573,0.21965552174468086
2060,149,rachel,0.05200945625531915,0.1943093549148936
2061,149,ross,0.13902116404444445,0.16565496231111113
2067,150,chandler,0.09615384615384616,0.18369963369230768
2068,150,joey,0.11224489796428572,0.16624149657142856
2069,150,monica,0.08691756270967742,0.22939068099999999
2072,150,phoebe,0.07600089968421053,0.30352483773684213
2073,150,rachel,0.10074074075555556,0.2830864197111111
2074,150,ross,0.006172839518518518,0.17355534803703704
2084,151,chandler,0.13083333335,0.18416666665
2089,151,joey,0.0836021505,0.20337941625806452
2092,151,monica,0.14740259740909092,0.19329004327272728
2094,151,phoebe,0.07282608695652175,0.14130434780434784
2096,151,rachel,0.09062736204761905,0.1635212670952381
2098,151,ross,0.043478260869565216,0.13285024156521738
2105,152,chandler,0.05584415583333333,0.19188311689393936
2107,152,joey,0.059325396821428567,0.26353088339285713
2108,152,monica,0.11590559977419354,0.21827956988709676
2110,152,phoebe,0.13911335577777778,0.13997915666666666
2111,152,rachel,0.10824915824242425,0.21563251563636363
2112,152,ross,0.11183446182051283,0.16753246751282053
2115,153,chandler,0.06862745099999999,0.19117647055882353
2116,153,joey,0.06206896551724138,0.1517241379310345
2120,153,monica,0.05572441742553192,0.11360182370212765
2121,153,phoebe,0.18981481483333332,0.18055555555555555
2122,153,rachel,0.13725490194117648,0.20098039211764707
2123,153,ross,0.10411051211320756,0.15096585801886794
2128,154,chandler,0.1428571428888889,0.11031746033333335
2131,154,joey,0.06004106010638297,0.2405748413617021
2133,154,monica,0.0888888889090909,0.3183501683030303
2135,154,phoebe,0.06989795921428572,0.34192176871428576
2136,154,rachel,0.030423280428571425,0.3120370370238096
2137,154,ross,0.10374779540740742,0.12623456788888887
2142,155,chandler,0.13333333330000002,0.2333333333
2144,155,joey,0.049999999999999996,0.17739289697826088
2145,155,monica,0.11999178981034482,0.09398604268965519
2146,155,phoebe,0.053751803772727265,0.1692821067727273
2148,155,rachel,0.022522522513513513,0.18986486486486487
2149,155,ross,0.018683071333333336,0.19507101085714285
2154,156,chandler,0.104734848475,0.24725378787500002
2156,156,joey,0.07732105292682928,0.1584579377317073
2158,156,monica,0.06712962963888888,0.07500000000000001
2159,156,phoebe,0.14015151513636365,0.07196969695454546
2160,156,rachel,0.13058862433333332,0.1576168430277778
2161,156,ross,0.10185185183333334,0.21084656088888887
2164,157,chandler,0.047061011906250005,0.165885416671875
2166,157,joey,0.0641025641025641,0.15384615384615385
2167,157,monica,0.0407070706909091,0.21686868685454544
2168,157,phoebe,0.08828828827027028,0.24309309308108107
2170,157,rachel,0.04411764705882353,0.20098039214705882
2171,157,ross,0.04305555554166666,0.13541666666666666
2175,158,chandler,0.09310344827586206,0.2801724137931034
2179,158,joey,0.08761904760000001,0.1380952381142857
2181,158,monica,0.02611367125806452,0.12073732712903228
2182,158,phoebe,0.03571428567857143,0.2047619047857143
2184,158,rachel,0.056249999999999994,0.17847222222916667
2185,158,ross,0.07719298247368422,0.15745614034210526
2193,159,chandler,0.05039100683870967,0.2052867383548387
2195,159,joey,0.09308616239726028,0.09576136587671233
2196,159,monica,0.08089472257142856,0.17658610453968254
2202,159,phoebe,0.1474101921754386,0.20484544694736842
2204,159,rachel,0.07557204700000002,0.16173984744155845
2206,159,ross,0.08437193808641975,0.11134871643209876
2213,160,chandler,0.0625,0.25
2219,160,joey,0.09907407405555554,0.28816137566666666
2223,160,monica,0.08333333333333333,0.16666666666666666
2224,160,phoebe,0.4606060606363636,0.14242424236363638
2225,160,rachel,0.0,0.19999999999999998
2227,160,ross,0.058823529411764705,0.15686274511764706
2232,161,chandler,0.10317460316666667,0.17857142858333333
2236,161,joey,0.09352669556,0.25981240980000003
2239,161,monica,0.03894927534782609,0.20380434782608695
2242,161,phoebe,0.1127906976744186,0.1875968992093023
2244,161,rachel,0.10416666667391306,0.19764492754347826
2245,161,ross,0.07222222223076923,0.17136752135897435
2251,162,chandler,0.02796234772093023,0.215393134
2253,162,joey,0.05833333334285714,0.205
2255,162,monica,0.041114982585365854,0.2234610917804878
2257,162,phoebe,0.07171080552941177,0.18925600543137258
2258,162,rachel,0.05904761902857143,0.21625850342857145
2259,162,ross,0.06449106448717948,0.09981684982051282
2263,163,chandler,0.030303030272727273,0.21103896104545453
2266,163,joey,0.0635964912368421,0.19298245613157897
2268,163,monica,0.06451612903225806,0.1854838709677419
2271,163,phoebe,0.018518518515151516,0.3261183261212121
2272,163,rachel,0.10491071428571429,0.2869047619107143
2273,163,ross,0.038130252088235304,0.28300070027941177
2277,164,chandler,0.08730158728571429,0.240079365047619
2278,164,joey,0.10619658117777778,0.22323361822222224
2280,164,monica,0.1657287157272727,0.18277253051515152
2281,164,phoebe,0.1450617283888889,0.19907407405555555
2282,164,rachel,0.04628306878333333,0.18708994710000001
2283,164,ross,0.13435777742168672,0.15228098539759036
2287,165,chandler,0.049679487192307685,0.14583333334615384
2291,165,joey,0.020757020743589746,0.1938339438205128
2295,165,monica,0.07871148461764706,0.12450980394117647
2297,165,phoebe,0.06413308912820513,0.15219780220512819
2298,165,rachel,0.09009009008108108,0.1927927927837838
2299,165,ross,0.049553624483333336,0.14382045241666666
2304,166,chandler,0.090625,0.23307291665625002
2310,166,joey,0.1879591836857143,0.1324489795714286
2314,166,monica,0.12615740741666664,0.11182336180555555
2315,166,phoebe,0.17714340639215687,0.18189158017647064
2316,166,rachel,0.0927871148529412,0.14495798320588235
2317,166,ross,0.0987179486923077,0.19487179488461542
2321,167,chandler,0.12121212121212122,0.1414141413939394
2324,167,joey,0.05837173577419355,0.10176651306451615
2325,167,monica,0.09821428569047619,0.09642857142857142
2327,167,phoebe,0.1896235077878788,0.19866850321212123
2328,167,rachel,0.05002111709756098,0.14507707741463413
2329,167,ross,0.12254901961764704,0.22745098038235292
2330,168,chandler,0.12936507935714286,0.18015873016666667
2333,168,joey,0.15675876408823528,0.1608585858529412
2335,168,monica,0.07089285715,0.24011904759999997
2336,168,phoebe,0.09974747472727273,0.2545995670909091
2337,168,rachel,0.09673311183720931,0.1789036544883721
2338,168,ross,0.08449074072222224,0.22500000000000003
2342,169,chandler,0.1010416666875,0.1479166666875
2343,169,joey,0.11825396825000001,0.13789682535714287
2344,169,monica,0.055933179725806456,0.21063108040322578
2345,169,phoebe,0.04984639019354839,0.22219662061290324
2346,169,rachel,0.10382846320833335,0.15260642135416666
2347,169,ross,0.03530612245714286,0.2370748299714285
2352,170,chandler,0.08501683500000001,0.18602693599999998
2354,170,joey,0.12117117116216218,0.2585585585135135
2355,170,monica,0.15053258144736842,0.1891290726842105
2356,170,phoebe,0.11449999997999999,0.14850000000000002
2357,170,rachel,0.1323696145,0.17472170683333332
2358,170,ross,0.09565217391304348,0.17173913043478262
2362,171,chandler,0.22010582016666666,0.2894179893888889
2365,171,joey,0.10227272727272728,0.14545454540909092
2368,171,monica,0.027777777777777776,0.1574074073888889
2370,171,phoebe,0.1212643678275862,0.2770114942758621
2371,171,rachel,0.05111111111111111,0.15666259666666665
2373,171,ross,0.02218614719047619,0.17621169680952384
2374,172,chandler,0.14266666664,0.10499999995999999
2375,172,joey,0.11363636363636363,0.16746031745454545
2377,172,monica,0.12559523813333331,0.22198412696666664
2378,172,phoebe,0.0714285714375,0.2574404761875
2379,172,rachel,0.10165837479104477,0.2524046434328358
2380,172,ross,0.07333333333333333,0.17968253966666667
2384,173,chandler,0.09395424835294118,0.2818627450980392
2386,173,joey,0.06601731603846153,0.19085081584615388
2387,173,monica,0.09507575757142857,0.22851731601785713
2388,173,phoebe,0.11788617885365855,0.13313008129268292
2389,173,rachel,0.07687074828571429,0.20034013604081632
2390,173,ross,0.20854037267391307,0.22239475500000003
2391,174,chandler,0.10133053220588237,0.1682773109117647
2394,174,joey,0.09394247725925925,0.19651675485185188
2395,174,monica,0.10361635220754718,0.18097484275471698
2396,174,phoebe,0.09844961239534884,0.19108527130232558
2397,174,rachel,0.12029761905,0.14648809525
2398,174,ross,0.07542517007142857,0.13962585032142857
2399,175,chandler,0.06724137927586207,0.27816091958620687
2402,175,joey,0.09232026145098039,0.26617647060784316
2404,175,monica,0.06397849461290323,0.3064516129032258
2405,175,phoebe,0.06884057969565217,0.2891304347826087
2406,175,rachel,0.08535353533333334,0.1936868686969697
2407,175,ross,0.09490740741666666,0.2569444444444444
2410,176,chandler,0.1528985506956522,0.2475155279130435
2414,176,joey,0.12457671953333334,0.1409126984
2417,176,monica,0.1470588235294118,0.24240196076470588
2419,176,phoebe,0.031606488771428576,0.16056514914285713
2420,176,rachel,0.09506172838888889,0.18227513227777778
2421,176,ross,0.11616161616666666,0.11111111116666667
2425,177,chandler,0.07916666666666666,0.20833333333333334
2426,177,joey,0.1323529411764706,0.14215686276470588
2428,177,monica,0.08921492924,0.20315315316
2433,177,phoebe,0.06913780665,0.262382756125
2434,177,rachel,0.06341991342424243,0.21197691196969698
2435,177,ross,0.13998708009302327,0.21468253967441864
2467,178,chandler,0.18,0.15933333332
2472,178,joey,0.07074236993548387,0.18793936927956986
2475,178,monica,0.025,0.15
2476,178,phoebe,0.0722222222,0.22222222226666666
2479,178,rachel,0.07527272727999999,0.21529004331999999
2480,178,ross,0.07808641974074074,0.13302469133333336
2483,179,chandler,0.13030303030303034,0.17272727272727273
2485,179,joey,0.08809523810869566,0.18152173913043476
2487,179,monica,0.1828823953611111,0.22637085136111113
2489,179,phoebe,0.07678571428571428,0.2357142857142857
2490,179,rachel,0.10858790056603773,0.36092392928301886
2492,179,ross,0.10150462960416667,0.25169778137500004
2496,180,chandler,0.13359073359459459,0.174034749027027
2497,180,joey,0.1938016529090909,0.18764921945454544
2499,180,monica,0.1568573583235294,0.22285067867647057
2500,180,phoebe,0.19666666664000002,0.27399999996
2501,180,rachel,0.10566037733962265,0.18027852649056603
2502,180,ross,0.11646096219148937,0.09932532008510638
2508,181,chandler,0.062277951931034484,0.29451410655172416
2511,181,joey,0.06387844613157895,0.106641604
2512,181,monica,0.05781249996875,0.17976190478125
2513,181,phoebe,0.1282608695652174,0.2309523809565217
2514,181,rachel,0.11898989898181818,0.1851226551090909
2515,181,ross,0.11264550264444445,0.2488888889111111
2516,182,chandler,0.08410493827777778,0.08757716047222223
2522,182,joey,0.10085034012500002,0.17933673467857142
2526,182,monica,0.10357142857142858,0.23373015873809525
2530,182,phoebe,0.08705096075438595,0.11048454471929825
2531,182,rachel,0.11122501468518518,0.20261610813888883
2532,182,ross,0.061197916666666664,0.2278645833229167
2538,183,chandler,0.09567901233333334,0.22839506174074076
2539,183,joey,0.12098765431481481,0.237345679
2540,183,monica,0.057692307692307696,0.44391025638461545
2543,183,phoebe,0.07903225806451614,0.22526881719354838
2544,183,rachel,0.05464480873770492,0.26092896175409835
2545,183,ross,0.06349206348333333,0.22886243386666666
2546,184,chandler,0.10846338535714287,0.15537676607142856
2549,184,joey,0.2751376741020408,0.1811953352857143
2550,184,monica,0.077499999975,0.1548214286
2552,184,phoebe,0.10757575754545455,0.17575757577272724
2553,184,rachel,0.06740740737777778,0.17666666664444441
2554,184,ross,0.06791569086885246,0.2140905542622951
2556,185,chandler,0.08701605723404254,0.16176353197872342
