Age,Athlete,Country,Medal,NOC,Rank,Time,Year
30,Michael Walchhofer,Austria,,AUT,,,2006
23,Ryan Semple,Canada,,CAN,,,2006
35,Lasse Kjus,Norway,,NOR,,,2006
27,MichaÅ KaÅwa,Poland,,POL,,,2006
28,Stefan Georgiev,Bulgaria,,BUL,,,2006
28,Didier DÃ©fago,Switzerland,,SUI,,,2006
26,Alex Antor,Andorra,,AND,,,2006
23,Sindri MÃ¡r PÃ¡lsson,Iceland,,ISL,,,2006
27,Alex Heath,South Africa,,RSA,,,2006
25,Patrick Staudacher,Italy,,ITA,,,2006
19,Jorge MandrÃº,Chile,,CHI,,,2006
28,Bode Miller,United States,,USA,,,2006
22,Nikolai Hentsch,Brazil,,BRA,,,2006
23,Konstantin Sats,Russia,,RUS,,,2006
21,Filip Trejbal,Czech Republic,,CZE,,,2006
24,Jono Brauer,Australia,,AUS,,,2006
32,Bode Miller,United States,Gold,USA,1,2:44.92,2010
30,Ivica KosteliÄ,Croatia,Silver,CRO,2,2:45.25,2010
28,Silvan Zurbriggen,Switzerland,Bronze,SUI,3,2:45.32,2010
23,Carlo Janka,Switzerland,,SUI,4,2:45.54,2010
25,Ted Ligety,United States,,USA,5,2:45.82,2010
31,Benjamin Raich,Austria,,AUT,6,2:46.13,2010
29,OndÅej Bank,Czech Republic,,CZE,7,2:46.19,2010
25,Christof Innerhofer,Italy,,ITA,8,2:46.45,2010
24,Kjetil Jansrud,Norway,,NOR,9,2:46.50,2010
23,Will Brandenburg,United States,,USA,10,2:47.06,2010
24,Andrew Weibrecht,United States,,USA,11,2:47.58,2010
25,Adrien ThÃ©aux,France,,FRA,12,2:47.97,2010
20,Dominik Paris,Italy,,ITA,13,2:47.99,2010
24,Sandro Viletta,Switzerland,,SUI,14,2:48.19,2010
27,Ryan Semple,Canada,,CAN,15,2:48.26,2010
31,Markus Larsson,Sweden,,SWE,16,2:48.30,2010
23,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,17,2:48.31,2010
30,Julien Lizeroux,France,,FRA,18,2:48.36,2010
24,Thomas Mermillod-Blondin,France,,FRA,19,2:48.62,2010
23,Natko ZrnÄiÄ-Dim,Croatia,,CRO,20,2:48.86,2010
25,Aleksandr Khoroshilov,Russia,,RUS,21,2:49.28,2010
34,Truls Ove Karlsen,Norway,,NOR,22,2:49.31,2010
21,Stepan Zuyev,Russia,,RUS,23,2:49.75,2010
27,Stephan Keppler,Germany,,GER,24,2:49.79,2010
25,Roger Vidosa,Andorra,,AND,25,2:50.33,2010
27,Mike Janyk,Canada,,CAN,26,2:50.77,2010
31,Andrej Jerman,Slovenia,,SLO,27,2:50.84,2010
25,Filip Trejbal,Czech Republic,,CZE,28,2:50.85,2010
24,Ed Drake,Great Britain,,GBR,29,2:50.91,2010
24,Louis-Pierre HÃ©lie,Canada,,CAN,30,2:51.58,2010
27,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,31,2:52.46,2010
21,Tyler Nella,Canada,,CAN,32,2:52.65,2010
23,Igor Zakurdayev,Kazakhstan,,KAZ,33,2:56.20,2010
32,Stefan Georgiev,Bulgaria,,BUL,34,2:57.41,2010
27,Aksel Lund Svindal,Norway,,NOR,,,2010
32,Didier DÃ©fago,Switzerland,,SUI,,,2010
25,Hans Olsson,Sweden,,SWE,,,2010
27,Peter Fill,Italy,,ITA,,,2010
28,Andrej Å porn,Slovenia,,SLO,,,2010
25,Lars Myhre,Norway,,NOR,,,2010
22,FerrÃ¡n Terra,Spain,,ESP,,,2010
23,Andrej KriÅ¾aj,Slovenia,,SLO,,,2010
27,Manfred MÃ¶lgg,Italy,,ITA,,,2010
29,Cristian Simari Birkner,Argentina,,ARG,,,2010
20,Andreas Romar,Finland,,FIN,,,2010
28,Georg Streitberger,Austria,,AUT,,,2010
20,Kevin Esteve Rigail,Andorra,,AND,,,2010
24,Romed Baumann,Austria,,AUT,,,2010
23,Ivan RatkiÄ,Croatia,,CRO,,,2010
29,Johan Clarey,France,,FRA,,,2010
22,Roberts Rode,Latvia,,LAT,,,2010
25,Jaroslav BabuÅ¡iak,Slovakia,,SVK,,,2010
28,Sandro Viletta,Switzerland,Gold,SUI,1,2:45.20,2014
34,Ivica KosteliÄ,Croatia,Silver,CRO,2,2:45.54,2014
29,Christof Innerhofer,Italy,Bronze,ITA,3,2:45.67,2014
28,Kjetil Jansrud,Norway,,NOR,4,2:46.26,2014
23,Adam Å½ampa,Slovakia,,SVK,5,2:46.34,2014
36,Bode Miller,United States,,USA,6,2:46.60,2014
33,OndÅej Bank,Czech Republic,,CZE,7,2:46.84,2014
27,Carlo Janka,Switzerland,,SUI,8,2:46.88,2014
31,Aksel Lund Svindal,Norway,,NOR,8,2:46.88,2014
27,Natko ZrnÄiÄ-Dim,Croatia,,CRO,10,2:47.06,2014
22,Jared Goldberg,United States,,USA,11,2:47.29,2014
29,Ted Ligety,United States,,USA,12,2:47.39,2014
23,Matthias Mayer,Austria,,AUT,13,2:47.46,2014
28,Romed Baumann,Austria,,AUT,14,2:47.59,2014
26,Beat Feuz,Switzerland,,SUI,15,2:47.75,2014
31,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,16,2:47.92,2014
29,Adrien ThÃ©aux,France,,FRA,17,2:48.66,2014
24,Dominik Paris,Italy,,ITA,18,2:49.45,2014
27,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,19,2:49.89,2014
23,Morgan Pridy,Canada,,CAN,20,2:50.03,2014
22,Otmar Striedinger,Austria,,AUT,21,2:50.46,2014
25,Paul de la Cuesta,Spain,,ESP,22,2:52.06,2014
24,Nikola Chongarov,Bulgaria,,BUL,23,2:52.41,2014
21,Pavel Trikhichev,Russia,,RUS,24,2:53.29,2014
26,FerrÃ¡n Terra,Spain,,ESP,25,2:53.54,2014
27,Igor Zakurdayev,Kazakhstan,,KAZ,26,2:54.64,2014
22,Igor Laikert,Bosnia and Herzegovina,,BIH,27,2:55.70,2014
25,Olivier Jenot,Monaco,,MON,28,2:55.82,2014
33,Cristian Simari Birkner,Argentina,,ARG,29,2:56.09,2014
29,Aleksandr Khoroshilov,Russia,,RUS,30,2:58.46,2014
22,Marc Oliveras,Andorra,,AND,31,2:58.54,2014
19,Henrik von Appen,Chile,,CHI,32,2:58.91,2014
22,Martin Khuber,Kazakhstan,,KAZ,33,2:59.86,2014
21,Christoffer Faarup,Denmark,,DEN,34,3:08.32,2014
22,Klemen Kosi,Slovenia,,SLO,,[2:50.63],2014
20,Matej Falat,Slovakia,,SVK,,,2014
22,Yury Danilochkin,Belarus,,BLR,,,2014
20,Martin BendÃ­k,Slovakia,,SVK,,,2014
23,Ioan Achiriloaie,Romania,,ROU,,,2014
21,Aleksander Aamodt Kilde,Norway,,NOR,,,2014
24,Max Franz,Austria,,AUT,,,2014
25,Maciej BydliÅski,Poland,,POL,,,2014
25,Mauro Caviezel,Switzerland,,SUI,,,2014
31,Peter Fill,Italy,,ITA,,,2014
22,Alexis Pinturault,France,,FRA,,,2014
28,Thomas Mermillod-Blondin,France,,FRA,,,2014
27,Andrew Weibrecht,United States,,USA,,,2014
23,Jorge Birkner,Argentina,,ARG,,,2014
26,Georgi Georgiev,Bulgaria,,BUL,,,2014
20,Arnaud Alessandria,Monaco,,MON,,,2014
