,Age,Athlete,Country,Medal,NOC,Rank,Time
336,24,Tobias GrÃ¼nenfelder,Switzerland,,SUI,12,1:23.43
337,24,Gregor Å parovec,Slovenia,,SLO,13T,1:23.52
338,30,Marco BÃ¼chel,Liechtenstein,,LIE,13T,1:23.52
339,30,Jernej Koblar,Slovenia,,SLO,15T,1:23.82
340,25,SÃ©bastien Fournier-Bidoz,France,,FRA,15T,1:23.82
341,26,Roland Fischnaller,Italy,,ITA,17,1:23.87
342,21,Patrick Staudacher,Italy,,ITA,18,1:23.95
343,28,Kenneth Sivertsen,Norway,,NOR,19,1:24.16
344,33,Christophe Saioni,France,,FRA,20,1:24.28
345,23,Andrej Jerman,Slovenia,,SLO,21,1:24.35
346,29,Max Rauffer,Germany,,GER,22,1:24.54
347,21,Pavel Shestakov,Russia,,RUS,23,1:25.16
348,21,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,24,1:25.67
349,24,Scott Macartney,United States,,USA,25,1:25.80
350,25,Kurt Sulzenbacher,Italy,,ITA,26,1:26.44
351,24,Craig Branch,Australia,,AUS,27,1:27.15
352,21,Ivan Heimschild,Slovakia,,SVK,28,1:27.74
353,23,Mykola Skriabin,Ukraine,,UKR,29,1:27.84
354,19,NicolÃ¡s Arsel,Argentina,,ARG,30,1:28.55
355,21,Duncan Grob,Chile,,CHI,31,1:30.35
356,21,AgustÃ­n GarcÃ­a,Argentina,,ARG,32,1:30.59
357,29,Patrick-Paul Schwarzacher-Joyce,Ireland,,IRL,33,1:31.30
358,26,PÃ©ter Vincze,Hungary,,HUN,34,1:50.40
359,32,Fredrik Nyberg,Sweden,,SWE,AC,
360,31,Lasse Kjus,Norway,,NOR,AC,
361,28,Alessandro Fattori,Italy,,ITA,AC,
362,24,Claude CrÃ©tier,France,,FRA,AC,
363,25,Darin McBeath,Canada,,CAN,AC,
364,28,JÃ¼rgen Hasler,Liechtenstein,,LIE,AC,
365,21,Marco Sullivan,United States,,USA,AC,
366,29,Thomas Grandi,Canada,,CAN,AC,
367,22,Michael Riegler,Liechtenstein,,LIE,AC,
368,25,Borek ZakouÅil,Czech Republic,,CZE,AC,
369,31,Ed Podivinsky,Canada,,CAN,AC,
370,27,Andrey Filichkin,Russia,,RUS,AC,
371,26,Yasuyuki Takishita,Japan,,JPN,AC,
372,22,Mikael Gayme,Chile,,CHI,AC,
373,18,Sergey Komarov,Russia,,RUS,AC,
374,18,Maui Gayme,Chile,,CHI,AC,
375,23,Vasilios Dimitriadis,Greece,,GRE,AC,
376,24,Andrey Drygin,Tajikistan,,TJK,AC,
377,27,Didier Cuche,Switzerland,,SUI,AC,[1:20.82]
378,29,Peter Pen,Slovenia,,SLO,AC,[1:25.76]
379,25,AJ Bear,Australia,,AUS,AC,[1:25.81]
380,34,Kjetil AndrÃ© Aamodt,Norway,Gold,NOR,1,1:30.65
381,33,Hermann Maier,Austria,Silver,AUT,2,1:30.78
382,28,Ambrosi Hoffmann,Switzerland,Bronze,SUI,3,1:30.98
383,24,Erik Guay,Canada,,CAN,4,1:31.08
384,23,Aksel Lund Svindal,Norway,,NOR,5,1:31.10
385,34,Marco BÃ¼chel,Liechtenstein,,LIE,6,1:31.22
386,28,Scott Macartney,United States,,USA,7,1:31.23
387,21,FranÃ§ois Bourque,Canada,,CAN,8,1:31.27
388,32,Daron Rahlves,United States,,USA,9,1:31.37
389,25,Hannes Reichelt,Austria,,AUT,10,1:31.39
390,29,Antoine DÃ©nÃ©riaz,France,,FRA,11,1:31.49
391,31,Didier Cuche,Switzerland,,SUI,12,1:31.50
392,23,Peter Fill,Italy,,ITA,13,1:31.54
393,35,Lasse Kjus,Norway,,NOR,14,1:31.79
394,24,Andrej Å porn,Slovenia,,SLO,15,1:31.84
395,28,Didier DÃ©fago,Switzerland,,SUI,16,1:31.90
396,25,Patrick Staudacher,Italy,,ITA,17,1:31.91
397,33,Bruno Kernen,Switzerland,,SUI,18,1:31.95
398,29,Christoph Gruber,Austria,,AUT,19,1:32.00
399,22,Manuel Osborne-Paradis,Canada,,CAN,20,1:32.02
400,27,Benjamin Raich,Austria,,AUT,21,1:32.05
401,21,John Kucera,Canada,,CAN,22T,1:32.10
402,28,Finlay Mickel,Great Britain,,GBR,22T,1:32.10
403,36,Patrik JÃ¤rbyn,Sweden,,SWE,24T,1:32.21
404,25,Yannick Bertrand,France,,FRA,24T,1:32.21
405,28,Bjarne Solbakken,Norway,,NOR,26,1:32.90
406,23,Konstantin Sats,Russia,,RUS,27,1:33.14
407,27,Andrej Jerman,Slovenia,,SLO,28,1:33.20
408,25,Pavel Shestakov,Russia,,RUS,29T,1:33.48
409,26,Massimiliano Blardone,Italy,,ITA,29T,1:33.48
410,26,Ivica KosteliÄ,Croatia,,CRO,31,1:33.53
411,25,Petr ZÃ¡hrobskÃ½,Czech Republic,,CZE,32,1:33.70
412,25,AleÅ¡ Gorza,Slovenia,,SLO,33,1:33.77
413,19,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,34,1:34.20
414,19,Natko ZrnÄiÄ-Dim,Croatia,,CRO,35,1:34.49
415,19,Ivan RatkiÄ,Croatia,,CRO,36,1:34.77
416,23,Roger Cruickshank,Great Britain,,GBR,37,1:34.87
417,23,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,38,1:34.90
418,24,Gauthier de TessiÃ¨res,France,,FRA,39,1:34.94
419,21,Jaroslav BabuÅ¡iak,Slovakia,,SVK,40,1:35.41
420,21,Aleksandr Khoroshilov,Russia,,RUS,41,1:35.51
421,21,Anton Konovalov,Russia,,RUS,42,1:35.72
422,23,Steve Nyman,United States,,USA,43,1:36.22
423,25,Duncan Grob,Chile,,CHI,44,1:36.24
424,27,MichaÅ KaÅwa,Poland,,POL,45,1:36.25
425,25,Ivan Heimschild,Slovakia,,SVK,46,1:36.58
426,22,Maui Gayme,Chile,,CHI,47,1:36.85
427,17,Olivier Jenot,Monaco,,MON,48,1:37.03
428,19,Ivan Olivari,Croatia,,CRO,49,1:37.43
429,27,Alex Heath,South Africa,,RSA,50,1:37.77
430,28,Andrey Drygin,Tajikistan,,TJK,51,1:37.85
431,28,Ivars Ciaguns,Latvia,,LAT,52,1:38.18
432,27,Mykola Skriabin,Ukraine,,UKR,53,1:38.86
433,26,Mikael Gayme,Chile,,CHI,54,1:39.68
434,24,Leyti Seck,Senegal,,SEN,55,1:42.87
435,19,Erjon Tola,Albania,,ALB,56,1:44.27
436,29,AJ Bear,Australia,,AUS,AC,
437,28,Pierre-Emmanuel Dalcin,France,,FRA,AC,
438,28,Bode Miller,United States,,USA,AC,
439,25,Claudio Sprecher,Liechtenstein,,LIE,AC,
440,25,OndÅej Bank,Czech Republic,,CZE,AC,
441,26,Alex Antor,Andorra,,AND,AC,
442,22,Nikolai Hentsch,Brazil,,BRA,AC,
443,27,Aksel Lund Svindal,Norway,Gold,NOR,1,1:30.34
444,32,Bode Miller,United States,Silver,USA,2,1:30.62
445,24,Andrew Weibrecht,United States,Bronze,USA,3,1:30.65
446,27,Werner Heel,Italy,,ITA,4,1:30.67
447,28,Erik Guay,Canada,,CAN,5,1:30.68
448,25,Christof Innerhofer,Italy,,ITA,6,1:30.73
449,29,Patrick Staudacher,Italy,,ITA,7,1:30.74
450,23,Carlo Janka,Switzerland,,SUI,8,1:30.83
451,32,Tobias GrÃ¼nenfelder,Switzerland,,SUI,9,1:30.90
452,35,Didier Cuche,Switzerland,,SUI,10,1:31.06
453,29,AleÅ¡ Gorza,Slovenia,,SLO,11,1:31.07
454,24,Kjetil Jansrud,Norway,,NOR,12,1:31.21
455,25,Adrien ThÃ©aux,France,,FRA,13,1:31.24
456,31,Benjamin Raich,Austria,,AUT,14,1:31.35
457,32,Didier DÃ©fago,Switzerland,,SUI,15,1:31.43
458,30,Ivica KosteliÄ,Croatia,,CRO,16,1:31.47
459,28,Georg Streitberger,Austria,,AUT,17,1:31.49
460,28,Andrej Å porn,Slovenia,,SLO,18,1:31.58
461,25,Ted Ligety,United States,,USA,19,1:31.70
462,26,Mario Scheiber,Austria,,AUT,20,1:31.93
463,34,Michael Walchhofer,Austria,,AUT,21,1:32.00
464,24,Guillermo Fayed,France,,FRA,22,1:32.03
465,29,Marco Sullivan,United States,,USA,23,1:32.09
