,Age,Athlete,Country,Medal,NOC,Rank,Time
471,25,Ted Ligety,United States,,USA,5,2:45.82
472,31,Benjamin Raich,Austria,,AUT,6,2:46.13
473,29,OndÅej Bank,Czech Republic,,CZE,7,2:46.19
474,25,Christof Innerhofer,Italy,,ITA,8,2:46.45
475,24,Kjetil Jansrud,Norway,,NOR,9,2:46.50
476,23,Will Brandenburg,United States,,USA,10,2:47.06
477,24,Andrew Weibrecht,United States,,USA,11,2:47.58
478,25,Adrien ThÃ©aux,France,,FRA,12,2:47.97
479,20,Dominik Paris,Italy,,ITA,13,2:47.99
480,24,Sandro Viletta,Switzerland,,SUI,14,2:48.19
481,27,Ryan Semple,Canada,,CAN,15,2:48.26
482,31,Markus Larsson,Sweden,,SWE,16,2:48.30
483,23,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,17,2:48.31
484,30,Julien Lizeroux,France,,FRA,18,2:48.36
485,24,Thomas Mermillod-Blondin,France,,FRA,19,2:48.62
486,23,Natko ZrnÄiÄ-Dim,Croatia,,CRO,20,2:48.86
487,25,Aleksandr Khoroshilov,Russia,,RUS,21,2:49.28
488,34,Truls Ove Karlsen,Norway,,NOR,22,2:49.31
489,21,Stepan Zuyev,Russia,,RUS,23,2:49.75
490,27,Stephan Keppler,Germany,,GER,24,2:49.79
491,25,Roger Vidosa,Andorra,,AND,25,2:50.33
492,27,Mike Janyk,Canada,,CAN,26,2:50.77
493,31,Andrej Jerman,Slovenia,,SLO,27,2:50.84
494,25,Filip Trejbal,Czech Republic,,CZE,28,2:50.85
495,24,Ed Drake,Great Britain,,GBR,29,2:50.91
496,24,Louis-Pierre HÃ©lie,Canada,,CAN,30,2:51.58
497,27,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,31,2:52.46
498,21,Tyler Nella,Canada,,CAN,32,2:52.65
499,23,Igor Zakurdayev,Kazakhstan,,KAZ,33,2:56.20
500,32,Stefan Georgiev,Bulgaria,,BUL,34,2:57.41
501,27,Aksel Lund Svindal,Norway,,NOR,,
502,32,Didier DÃ©fago,Switzerland,,SUI,,
503,25,Hans Olsson,Sweden,,SWE,,
504,27,Peter Fill,Italy,,ITA,,
505,28,Andrej Å porn,Slovenia,,SLO,,
506,25,Lars Myhre,Norway,,NOR,,
507,22,FerrÃ¡n Terra,Spain,,ESP,,
508,23,Andrej KriÅ¾aj,Slovenia,,SLO,,
509,27,Manfred MÃ¶lgg,Italy,,ITA,,
510,29,Cristian Simari Birkner,Argentina,,ARG,,
511,20,Andreas Romar,Finland,,FIN,,
512,28,Georg Streitberger,Austria,,AUT,,
513,20,Kevin Esteve Rigail,Andorra,,AND,,
514,24,Romed Baumann,Austria,,AUT,,
515,23,Ivan RatkiÄ,Croatia,,CRO,,
516,29,Johan Clarey,France,,FRA,,
517,22,Roberts Rode,Latvia,,LAT,,
518,25,Jaroslav BabuÅ¡iak,Slovakia,,SVK,,
519,28,Sandro Viletta,Switzerland,Gold,SUI,1,2:45.20
520,34,Ivica KosteliÄ,Croatia,Silver,CRO,2,2:45.54
521,29,Christof Innerhofer,Italy,Bronze,ITA,3,2:45.67
522,28,Kjetil Jansrud,Norway,,NOR,4,2:46.26
523,23,Adam Å½ampa,Slovakia,,SVK,5,2:46.34
524,36,Bode Miller,United States,,USA,6,2:46.60
525,33,OndÅej Bank,Czech Republic,,CZE,7,2:46.84
526,27,Carlo Janka,Switzerland,,SUI,8,2:46.88
527,31,Aksel Lund Svindal,Norway,,NOR,8,2:46.88
528,27,Natko ZrnÄiÄ-Dim,Croatia,,CRO,10,2:47.06
529,22,Jared Goldberg,United States,,USA,11,2:47.29
530,29,Ted Ligety,United States,,USA,12,2:47.39
531,23,Matthias Mayer,Austria,,AUT,13,2:47.46
532,28,Romed Baumann,Austria,,AUT,14,2:47.59
533,26,Beat Feuz,Switzerland,,SUI,15,2:47.75
534,31,Martin VrÃ¡blÃ­k,Czech Republic,,CZE,16,2:47.92
535,29,Adrien ThÃ©aux,France,,FRA,17,2:48.66
536,24,Dominik Paris,Italy,,ITA,18,2:49.45
537,27,KryÅ¡tof KrÃ½zl,Czech Republic,,CZE,19,2:49.89
538,23,Morgan Pridy,Canada,,CAN,20,2:50.03
539,22,Otmar Striedinger,Austria,,AUT,21,2:50.46
540,25,Paul de la Cuesta,Spain,,ESP,22,2:52.06
541,24,Nikola Chongarov,Bulgaria,,BUL,23,2:52.41
542,21,Pavel Trikhichev,Russia,,RUS,24,2:53.29
543,26,FerrÃ¡n Terra,Spain,,ESP,25,2:53.54
544,27,Igor Zakurdayev,Kazakhstan,,KAZ,26,2:54.64
545,22,Igor Laikert,Bosnia and Herzegovina,,BIH,27,2:55.70
546,25,Olivier Jenot,Monaco,,MON,28,2:55.82
547,33,Cristian Simari Birkner,Argentina,,ARG,29,2:56.09
548,29,Aleksandr Khoroshilov,Russia,,RUS,30,2:58.46
549,22,Marc Oliveras,Andorra,,AND,31,2:58.54
550,19,Henrik von Appen,Chile,,CHI,32,2:58.91
551,22,Martin Khuber,Kazakhstan,,KAZ,33,2:59.86
552,21,Christoffer Faarup,Denmark,,DEN,34,3:08.32
553,22,Klemen Kosi,Slovenia,,SLO,,[2:50.63]
554,20,Matej Falat,Slovakia,,SVK,,
555,22,Yury Danilochkin,Belarus,,BLR,,
556,20,Martin BendÃ­k,Slovakia,,SVK,,
557,23,Ioan Achiriloaie,Romania,,ROU,,
558,21,Aleksander Aamodt Kilde,Norway,,NOR,,
559,24,Max Franz,Austria,,AUT,,
560,25,Maciej BydliÅski,Poland,,POL,,
561,25,Mauro Caviezel,Switzerland,,SUI,,
562,31,Peter Fill,Italy,,ITA,,
563,22,Alexis Pinturault,France,,FRA,,
564,28,Thomas Mermillod-Blondin,France,,FRA,,
565,27,Andrew Weibrecht,United States,,USA,,
566,23,Jorge Birkner,Argentina,,ARG,,
567,26,Georgi Georgiev,Bulgaria,,BUL,,
568,20,Arnaud Alessandria,Monaco,,MON,,
