,Age,Athlete,Country,Medal,NOC,Rank,Time_end,Year,Type,Gender,test,Time_start,test_time,minutes,delete,seconds,miliseconds,time_miliseconds
0,22.0,Henri Oreiller,France,Gold,FRA,1,2:55.0,1948,Downhill,Male,False,0:00.0,True,120000,55.0,55000,0,175000
79,25.0,JoÅ¾e Bertoncelj,Yugoslavia,,YUG,80,4:00.2,1948,Downhill,Male,False,0:00.0,True,240000,00.2,0,2,240002
78,21.0,Leopold SchÃ¤dler,Liechtenstein,,LIE,79,4:00.0,1948,Downhill,Male,False,0:00.0,True,240000,00.0,0,0,240000
1,26.0,Franz Gabl,Austria,Silver,AUT,2,2:59.1,1948,Downhill,Male,False,0:00.0,True,120000,59.1,59000,1,179001
2,27.0,Karl Molitor,Switzerland,Bronze,SUI,3,3:00.3,1948,Downhill,Male,False,0:00.0,True,180000,00.3,0,3,180003
3,23.0,Ralph Olinger,Switzerland,Bronze,SUI,3,3:00.3,1948,Downhill,Male,False,0:00.0,True,180000,00.3,0,3,180003
4,22.0,Egon SchÃ¶pf,Austria,,AUT,5,3:01.2,1948,Downhill,Male,False,0:00.0,True,180000,01.2,1000,2,181002
5,26.0,Silvio AlverÃ,Italy,,ITA,6,3:02.4,1948,Downhill,Male,False,0:00.0,True,180000,02.4,2000,4,182004
6,25.0,Carlo Gartner,Italy,,ITA,6,3:02.4,1948,Downhill,Male,False,0:00.0,True,180000,02.4,2000,4,182004
7,23.0,Fernand Grosjean,Switzerland,,SUI,8,3:03.1,1948,Downhill,Male,False,0:00.0,True,180000,03.1,3000,1,183001
8,28.0,Hans Nogler,Austria,,AUT,9,3:03.2,1948,Downhill,Male,False,0:00.0,True,180000,03.2,3000,2,183002
9,28.0,Hans Hansson,Sweden,,SWE,10,3:05.0,1948,Downhill,Male,False,0:00.0,True,180000,05.0,5000,0,185000
80,18.0,Stuart Parkinson,Great Britain,,GBR,81,4:03.0,1948,Downhill,Male,False,0:00.0,True,240000,03.0,3000,0,243000
10,34.0,Sverre Lassen-Urdahl,Norway,,NOR,11,3:06.4,1948,Downhill,Male,False,0:00.0,True,180000,06.4,6000,4,186004
12,26.0,James Couttet,France,,FRA,13,3:07.3,1948,Downhill,Male,False,0:00.0,True,180000,07.3,7000,3,187003
13,25.0,Engelbert Haider,Austria,,AUT,14,3:08.2,1948,Downhill,Male,False,0:00.0,True,180000,08.2,8000,2,188002
14,31.0,Eberhard Kneisl,Austria,,AUT,15,3:08.3,1948,Downhill,Male,False,0:00.0,True,180000,08.3,8000,3,188003
15,19.0,Bjarne Arentz,Norway,,NOR,16,3:09.0,1948,Downhill,Male,False,0:00.0,True,180000,09.0,9000,0,189000
16,27.0,AntonÃ­n Å ponar,Czechoslovakia,,TCH,17,3:09.1,1948,Downhill,Male,False,0:00.0,True,180000,09.1,9000,1,189001
17,22.0,Romedi Spada,Switzerland,,SUI,18,3:09.2,1948,Downhill,Male,False,0:00.0,True,180000,09.2,9000,2,189002
18,23.0,Edi Mall,Austria,,AUT,19,3:09.3,1948,Downhill,Male,False,0:00.0,True,180000,09.3,9000,3,189003
19,25.0,Marius Eriksen,Norway,,NOR,20,3:09.4,1948,Downhill,Male,False,0:00.0,True,180000,09.4,9000,4,189004
20,30.0,Vittorio Chierroni,Italy,,ITA,21,3:10.0,1948,Downhill,Male,False,0:00.0,True,180000,10.0,10000,0,190000
21,27.0,Edy Reinalter,Switzerland,,SUI,22,3:11.0,1948,Downhill,Male,False,0:00.0,True,180000,11.0,11000,0,191000
22,22.0,Guy de Huertas,France,,FRA,23,3:12.0,1948,Downhill,Male,False,0:00.0,True,180000,12.0,12000,0,192000
11,23.0,Adolf Odermatt,Switzerland,,SUI,11,3:06.4,1948,Downhill,Male,False,0:00.0,True,180000,06.4,6000,4,186004
23,18.0,Georges Panisset,France,,FRA,23,3:12.0,1948,Downhill,Male,False,0:00.0,True,180000,12.0,12000,0,192000
81,23.0,Dimitar Drazhev,Bulgaria,,BUL,82,4:07.1,1948,Downhill,Male,False,0:00.0,True,240000,07.1,7000,1,247001
83,19.0,Lajos MÃ¡tÃ©,Hungary,,HUN,84,4:09.0,1948,Downhill,Male,False,0:00.0,True,240000,09.0,9000,0,249000
101,20.0,Fernando ArmiÃ±Ã¡n,Spain,,ESP,102,5:41.2,1948,Downhill,Male,False,0:00.0,True,300000,41.2,41000,2,341002
100,27.0,Fotis Mavriplis,Greece,,GRE,101,5:39.1,1948,Downhill,Male,False,0:00.0,True,300000,39.1,39000,1,339001
99,21.0,JosÃ© VilÃ,Spain,,ESP,100,5:13.0,1948,Downhill,Male,False,0:00.0,True,300000,13.0,13000,0,313000
98,35.0,"Konstantin, Prince von Padua",Liechtenstein,,LIE,99,5:04.1,1948,Downhill,Male,False,0:00.0,True,300000,04.1,4000,1,304001
82,22.0,Gonzalo DomÃ­nguez,Chile,,CHI,83,4:08.3,1948,Downhill,Male,False,0:00.0,True,240000,08.3,8000,3,248003
97,27.0,GuÃ°mundur GuÃ°mundsson,Iceland,,ISL,98,4:57.0,1948,Downhill,Male,False,0:00.0,True,240000,57.0,57000,0,297000
95,21.0,ÃÃ³rir JÃ³nsson,Iceland,,ISL,96,4:47.0,1948,Downhill,Male,False,0:00.0,True,240000,47.0,47000,0,287000
94,27.0,Julio Cernuda,Argentina,,ARG,95,4:46.4,1948,Downhill,Male,False,0:00.0,True,240000,46.4,46000,4,286004
93,22.0,Dursun Bozkurt,Turkey,,TUR,94,4:37.3,1948,Downhill,Male,False,0:00.0,True,240000,37.3,37000,3,277003
91,24.0,Ian Appleyard,Great Britain,,GBR,91,4:25.2,1948,Downhill,Male,False,0:00.0,True,240000,25.2,25000,2,265002
90,21.0,Gino de PellegrÃ­n,Argentina,,ARG,91,4:25.2,1948,Downhill,Male,False,0:00.0,True,240000,25.2,25000,2,265002
89,16.0,Theodor Sele,Liechtenstein,,LIE,90,4:24.1,1948,Downhill,Male,False,0:00.0,True,240000,24.1,24000,1,264001
88,25.0,Thomas de Morawitz,Spain,,ESP,89,4:24.0,1948,Downhill,Male,False,0:00.0,True,240000,24.0,24000,0,264000
87,23.0,Harry Taylor,Great Britain,,GBR,88,4:17.4,1948,Downhill,Male,False,0:00.0,True,240000,17.4,17000,4,257004
86,27.0,RaÅit Tolun,Turkey,,TUR,87,4:12.1,1948,Downhill,Male,False,0:00.0,True,240000,12.1,12000,1,252001
85,25.0,JosÃ© Arias,Spain,,ESP,86,4:11.4,1948,Downhill,Male,False,0:00.0,True,240000,11.4,11000,4,251004
84,17.0,Otto Jung,Argentina,,ARG,85,4:09.3,1948,Downhill,Male,False,0:00.0,True,240000,09.3,9000,3,249003
96,18.0,Osman YÃ¼ce,Turkey,,TUR,97,4:49.2,1948,Downhill,Male,False,0:00.0,True,240000,49.2,49000,2,289002
24,26.0,Sverre Johannessen,Norway,,NOR,25,3:12.1,1948,Downhill,Male,False,0:00.0,True,180000,12.1,12000,1,192001
26,27.0,LuboÅ¡ Brchel,Czechoslovakia,,TCH,27,3:12.4,1948,Downhill,Male,False,0:00.0,True,180000,12.4,12000,4,192004
55,30.0,Bert Irwin,Canada,,CAN,56,3:39.1,1948,Downhill,Male,False,0:00.0,True,180000,39.1,39000,1,219001
56,21.0,Dumitru FrÄÈilÄ,Romania,,ROU,57,3:39.3,1948,Downhill,Male,False,0:00.0,True,180000,39.3,39000,3,219003
57,26.0,Dumitru SulicÄ,Romania,,ROU,58,3:39.4,1948,Downhill,Male,False,0:00.0,True,180000,39.4,39000,4,219004
58,22.0,HernÃ¡n Oelckers,Chile,,CHI,59,3:40.2,1948,Downhill,Male,False,0:00.0,True,180000,40.2,40000,2,220002
59,30.0,Donald Garrow,Great Britain,,GBR,60,3:41.3,1948,Downhill,Male,False,0:00.0,True,180000,41.3,41000,3,221003
60,27.0,Bill Irwin,Canada,,CAN,60,3:41.3,1948,Downhill,Male,False,0:00.0,True,180000,41.3,41000,3,221003
61,27.0,David Madzhar,Bulgaria,,BUL,62,3:45.3,1948,Downhill,Male,False,0:00.0,True,180000,45.3,45000,3,225003
62,24.0,Justo del Carril,Argentina,,ARG,63,3:46.2,1948,Downhill,Male,False,0:00.0,True,180000,46.2,46000,2,226002
63,24.0,MagnÃºs BrynjÃ³lfsson,Iceland,,ISL,64,3:48.2,1948,Downhill,Male,False,0:00.0,True,180000,48.2,48000,2,228002
64,35.0,KÃ¡roly KÅvÃ¡ri,Hungary,,HUN,65,3:49.1,1948,Downhill,Male,False,0:00.0,True,180000,49.1,49000,1,229001
65,22.0,Ion Coliban,Romania,,ROU,66,3:49.2,1948,Downhill,Male,False,0:00.0,True,180000,49.2,49000,2,229002
54,17.0,Franz Beck,Liechtenstein,,LIE,55,3:38.3,1948,Downhill,Male,False,0:00.0,True,180000,38.3,38000,3,218003
66,24.0,Jerzy Schindler,Poland,,POL,67,3:49.4,1948,Downhill,Male,False,0:00.0,True,180000,49.4,49000,4,229004
68,21.0,MatevÅ¾ Lukanc,Yugoslavia,,YUG,69,3:50.3,1948,Downhill,Male,False,0:00.0,True,180000,50.3,50000,3,230003
69,27.0,"Philippe, Count d'Ursel",Belgium,,BEL,70,3:51.0,1948,Downhill,Male,False,0:00.0,True,180000,51.0,51000,0,231000
70,18.0,"Mihai BÃ®rÄ, Sr.",Romania,,ROU,71,3:52.3,1948,Downhill,Male,False,0:00.0,True,180000,52.3,52000,3,232003
71,34.0,Ciril PraÄek,Yugoslavia,,YUG,71,3:52.3,1948,Downhill,Male,False,0:00.0,True,180000,52.3,52000,3,232003
72,21.0,Max Gassner,Liechtenstein,,LIE,73,3:53.0,1948,Downhill,Male,False,0:00.0,True,180000,53.0,53000,0,233000
73,26.0,Vasile Ionescu,Romania,,ROU,74,3:54.1,1948,Downhill,Male,False,0:00.0,True,180000,54.1,54000,1,234001
74,25.0,Arturo Hammersley,Chile,,CHI,74,3:54.1,1948,Downhill,Male,False,0:00.0,True,180000,54.1,54000,1,234001
75,32.0,James Palmer-Tomkinson,Great Britain,,GBR,74,3:54.1,1948,Downhill,Male,False,0:00.0,True,180000,54.1,54000,1,234001
76,28.0,GyÃ¶rgy Libik,Hungary,,HUN,77,3:55.3,1948,Downhill,Male,False,0:00.0,True,180000,55.3,55000,3,235003
77,24.0,Jaime ErrÃ¡zuriz,Chile,,CHI,78,3:56.4,1948,Downhill,Male,False,0:00.0,True,180000,56.4,56000,4,236004
67,19.0,Luis de Ridder,Argentina,,ARG,68,3:50.2,1948,Downhill,Male,False,0:00.0,True,180000,50.2,50000,2,230002
25,21.0,Jack Reddish,United States,,USA,26,3:12.3,1948,Downhill,Male,False,0:00.0,True,180000,12.3,12000,3,192003
53,26.0,Slavko Lukanc,Yugoslavia,,YUG,54,3:37.1,1948,Downhill,Male,False,0:00.0,True,180000,37.1,37000,1,217001
51,24.0,TamÃ¡s SzÃ©kely,Hungary,,HUN,52,3:36.0,1948,Downhill,Male,False,0:00.0,True,180000,36.0,36000,0,216000
27,21.0,Harvey Clifford,Canada,,CAN,28,3:14.1,1948,Downhill,Male,False,0:00.0,True,180000,14.1,14000,1,194001
28,20.0,Hector Sutherland,Canada,,CAN,28,3:14.1,1948,Downhill,Male,False,0:00.0,True,180000,14.1,14000,1,194001
29,26.0,Sixten Isberg,Sweden,,SWE,30,3:15.0,1948,Downhill,Male,False,0:00.0,True,180000,15.0,15000,0,195000
30,20.0,Stein Eriksen,Norway,,NOR,31,3:15.1,1948,Downhill,Male,False,0:00.0,True,180000,15.1,15000,1,195001
31,28.0,Eugenio Bonicco,Italy,,ITA,32,3:15.4,1948,Downhill,Male,False,0:00.0,True,180000,15.4,15000,4,195004
32,27.0,Jean Pazzi,France,,FRA,33,3:16.1,1948,Downhill,Male,False,0:00.0,True,180000,16.1,16000,1,196001
33,23.0,Claude Penz,France,,FRA,34,3:19.2,1948,Downhill,Male,False,0:00.0,True,180000,19.2,19000,2,199002
34,22.0,JÃ³zef Marusarz,Poland,,POL,35,3:20.2,1948,Downhill,Male,False,0:00.0,True,180000,20.2,20000,2,200002
35,27.0,Tine Mulej,Yugoslavia,,YUG,36,3:21.1,1948,Downhill,Male,False,0:00.0,True,180000,21.1,21000,1,201001
36,25.0,Jan GÄsienica Ciaptak,Poland,,POL,37,3:21.3,1948,Downhill,Male,False,0:00.0,True,180000,21.3,21000,3,201003
37,20.0,Ãke Nilsson,Sweden,,SWE,38,3:22.2,1948,Downhill,Male,False,0:00.0,True,180000,22.2,22000,2,202002
52,20.0,Aimo Vartiainen,Finland,,FIN,53,3:36.4,1948,Downhill,Male,False,0:00.0,True,180000,36.4,36000,4,216004
38,22.0,Pentti Alonen,Finland,,FIN,39,3:22.3,1948,Downhill,Male,False,0:00.0,True,180000,22.3,22000,3,202003
40,25.0,Olle Dalman,Sweden,,SWE,41,3:23.2,1948,Downhill,Male,False,0:00.0,True,180000,23.2,23000,2,203002
41,22.0,Dick Movitz,United States,,USA,42,3:25.2,1948,Downhill,Male,False,0:00.0,True,180000,25.2,25000,2,205002
42,25.0,Steve Knowlton,United States,,USA,43,3:26.2,1948,Downhill,Male,False,0:00.0,True,180000,26.2,26000,2,206002
43,26.0,"Bob Blatt, Jr.",United States,,USA,44,3:27.4,1948,Downhill,Male,False,0:00.0,True,180000,27.4,27000,4,207004
44,23.0,Dev Jennings,United States,,USA,45,3:28.2,1948,Downhill,Male,False,0:00.0,True,180000,28.2,28000,2,208002
45,24.0,Daniel Å lachta,Czechoslovakia,,TCH,46,3:29.4,1948,Downhill,Male,False,0:00.0,True,180000,29.4,29000,4,209004
46,30.0,Barney McLean,United States,,USA,47,3:30.1,1948,Downhill,Male,False,0:00.0,True,180000,30.1,30000,1,210001
47,24.0,PÃ©ter Szikla,Hungary,,HUN,48,3:30.4,1948,Downhill,Male,False,0:00.0,True,180000,30.4,30000,4,210004
48,24.0,SÃ¡ndor MazÃ¡ny,Hungary,,HUN,49,3:31.4,1948,Downhill,Male,False,0:00.0,True,180000,31.4,31000,4,211004
49,24.0,Michel Feron,Belgium,,BEL,50,3:34.3,1948,Downhill,Male,False,0:00.0,True,180000,34.3,34000,3,214003
50,21.0,Radu ScÃ®rneci,Romania,,ROU,51,3:35.0,1948,Downhill,Male,False,0:00.0,True,180000,35.0,35000,0,215000
39,21.0,Stig Sollander,Sweden,,SWE,40,3:23.1,1948,Downhill,Male,False,0:00.0,True,180000,23.1,23000,1,203001
92,17.0,Pablo Rosenkjer,Argentina,,ARG,93,4:36.2,1948,Downhill,Male,False,0:00.0,True,240000,36.2,36000,2,276002
0,24.0,Hedy Schlunegger,Switzerland,Gold,SUI,1.0,2:28.3,1948,Downhill,Women,False,0:00.0,True,120000,28.3,28000,3,148003
1,20.0,Trude Jochum-Beiser,Austria,Silver,AUT,2.0,2:29.1,1948,Downhill,Women,False,0:00.0,True,120000,29.1,29000,1,149001
2,22.0,Resi Hammerer,Austria,Bronze,AUT,3.0,2:30.2,1948,Downhill,Women,False,0:00.0,True,120000,30.2,30000,2,150002
3,27.0,Celina Seghi,Italy,,ITA,4.0,2:31.1,1948,Downhill,Women,False,0:00.0,True,120000,31.1,31000,1,151001
4,28.0,Lina Mittner,Switzerland,,SUI,5.0,2:31.2,1948,Downhill,Women,False,0:00.0,True,120000,31.2,31000,2,151002
5,23.0,Suzanne ThiolliÃ¨re,France,,FRA,6.0,2:31.4,1948,Downhill,Women,False,0:00.0,True,120000,31.4,31000,4,151004
6,28.0,Laila Schou Nilsen,Norway,,NOR,7.0,2:32.4,1948,Downhill,Women,False,0:00.0,True,120000,32.4,32000,4,152004
7,24.0,FranÃ§oise Gignoux,France,,FRA,7.0,2:32.4,1948,Downhill,Women,False,0:00.0,True,120000,32.4,32000,4,152004
8,21.0,Rosmarie Bleuer,Switzerland,,SUI,9.0,2:33.3,1948,Downhill,Women,False,0:00.0,True,120000,33.3,33000,3,153003
9,21.0,Lucienne Schmidt-Couttet,France,,FRA,10.0,2:35.2,1948,Downhill,Women,False,0:00.0,True,120000,35.2,35000,2,155002
10,27.0,Antoinette Meyer,Switzerland,,SUI,11.0,2:35.4,1948,Downhill,Women,False,0:00.0,True,120000,35.4,35000,4,155004
11,19.0,Brynhild Grasmoen,United States,,USA,12.0,2:36.0,1948,Downhill,Women,False,0:00.0,True,120000,36.0,36000,0,156000
12,28.0,Gretchen Fraser,United States,,USA,13.0,2:37.1,1948,Downhill,Women,False,0:00.0,True,120000,37.1,37000,1,157001
13,20.0,IrÃ¨ne Molitor,Switzerland,,SUI,14.0,2:37.2,1948,Downhill,Women,False,0:00.0,True,120000,37.2,37000,2,157002
14,28.0,Alexandra NekvapilovÃ¡,Czechoslovakia,,TCH,14.0,2:37.2,1948,Downhill,Women,False,0:00.0,True,120000,37.2,37000,2,157002
15,22.0,Annelore ZÃ¼ckert,Austria,,AUT,16.0,2:38.4,1948,Downhill,Women,False,0:00.0,True,120000,38.4,38000,4,158004
16,25.0,Anneliese Schuh-Proxauf,Austria,,AUT,17.0,2:39.0,1948,Downhill,Women,False,0:00.0,True,120000,39.0,39000,0,159000
17,26.0,May Nilsson,Sweden,,SWE,18.0,2:39.1,1948,Downhill,Women,False,0:00.0,True,120000,39.1,39000,1,159001
19,20.0,Ruth-Marie Stewart,United States,,USA,20.0,2:42.0,1948,Downhill,Women,False,0:00.0,True,120000,42.0,42000,0,162000
18,23.0,Erika Mahringer,Austria,,AUT,19.0,2:39.3,1948,Downhill,Women,False,0:00.0,True,120000,39.3,39000,3,159003
20,19.0,Fernande Bayetto,France,,FRA,21.0,2:43.1,1948,Downhill,Women,False,0:00.0,True,120000,43.1,43000,1,163001
21,23.0,Becky Cremer,United States,,USA,22.0,2:44.2,1948,Downhill,Women,False,0:00.0,True,120000,44.2,44000,2,164002
22,23.0,Borghild Niskin,Norway,,NOR,23.0,2:44.4,1948,Downhill,Women,False,0:00.0,True,120000,44.4,44000,4,164004
23,24.0,Olivia Ausoni,Switzerland,,SUI,24.0,2:45.1,1948,Downhill,Women,False,0:00.0,True,120000,45.1,45000,1,165001
25,23.0,Sophie Nogler,Austria,,AUT,26.0,2:47.0,1948,Downhill,Women,False,0:00.0,True,120000,47.0,47000,0,167000
26,31.0,Isobel Roe,Great Britain,,GBR,27.0,2:47.3,1948,Downhill,Women,False,0:00.0,True,120000,47.3,47000,3,167003
27,25.0,Paula Kann,United States,,USA,28.0,2:49.0,1948,Downhill,Women,False,0:00.0,True,120000,49.0,49000,0,169000
24,21.0,BoÅ¾ena MoserovÃ¡,Czechoslovakia,,TCH,25.0,2:46.1,1948,Downhill,Women,False,0:00.0,True,120000,46.1,46000,1,166001
29,22.0,Rosemary Sparrow,Great Britain,,GBR,30.0,2:52.3,1948,Downhill,Women,False,0:00.0,True,120000,52.3,52000,3,172003
28,21.0,Micheline DesmaziÃ¨res,France,,FRA,29.0,2:50.2,1948,Downhill,Women,False,0:00.0,True,120000,50.2,50000,2,170002
36,26.0,Rhona Wurtele,Canada,,CAN,37.0,3:26.1,1948,Downhill,Women,False,0:00.0,True,180000,26.1,26000,1,206001
35,39.0,AnikÃ³ IglÃ³i,Hungary,,HUN,36.0,3:07.1,1948,Downhill,Women,False,0:00.0,True,180000,07.1,7000,1,187001
33,21.0,Xanthe Ryder,Great Britain,,GBR,34.0,3:01.4,1948,Downhill,Women,False,0:00.0,True,180000,01.4,1000,4,181004
32,19.0,Sheena Mackintosh,Great Britain,,GBR,33.0,3:00.0,1948,Downhill,Women,False,0:00.0,True,180000,00.0,0,0,180000
31,24.0,Renata Carraretto,Italy,,ITA,32.0,2:59.1,1948,Downhill,Women,False,0:00.0,True,120000,59.1,59000,1,179001
30,27.0,Georgette Miller-ThiolliÃ¨re,France,,FRA,31.0,2:52.4,1948,Downhill,Women,False,0:00.0,True,120000,52.4,52000,4,172004
34,15.0,Andrea Mead-Lawrence,United States,,USA,35.0,3:03.1,1948,Downhill,Women,False,0:00.0,True,180000,03.1,3000,1,183001
48,31.0,Idly Walpoth,Switzerland,,SUI,12.0,1:53.8,1952,Downhill,Women,False,0:00.0,True,60000,53.8,53000,8,113008
47,19.0,Hannelore Glaser-Franke,Germany,,GER,10.0,1:53.0,1952,Downhill,Women,False,0:00.0,True,60000,53.0,53000,0,113000
46,22.0,Ida SchÃ¶pfer,Switzerland,,SUI,10.0,1:53.0,1952,Downhill,Women,False,0:00.0,True,60000,53.0,53000,0,113000
45,18.0,Evi Lanig,Germany,,GER,9.0,1:52.9,1952,Downhill,Women,False,0:00.0,True,60000,52.9,52000,9,112009
44,21.0,Joanne Hewson,Canada,,CAN,8.0,1:51.3,1952,Downhill,Women,False,0:00.0,True,60000,51.3,51000,3,111003
43,19.0,Margit Hvammen,Norway,,NOR,7.0,1:50.9,1952,Downhill,Women,False,0:00.0,True,60000,50.9,50000,9,110009
42,21.0,Madeleine Chamot-Berthod,Switzerland,,SUI,6.0,1:50.7,1952,Downhill,Women,False,0:00.0,True,60000,50.7,50000,7,110007
41,23.0,Dagmar Rom,Austria,,AUT,5.0,1:49.8,1952,Downhill,Women,False,0:00.0,True,60000,49.8,49000,8,109008
40,27.0,Erika Mahringer,Austria,,AUT,4.0,1:49.5,1952,Downhill,Women,False,0:00.0,True,60000,49.5,49000,5,109005
39,20.0,Giuliana Chenal-Minuzzo,Italy,Bronze,ITA,3.0,1:49.0,1952,Downhill,Women,False,0:00.0,True,60000,49.0,49000,0,109000
38,27.0,Mirl Buchner,Germany,Silver,GER,2.0,1:48.0,1952,Downhill,Women,False,0:00.0,True,60000,48.0,48000,0,108000
37,24.0,Trude Jochum-Beiser,Austria,Gold,AUT,1.0,1:47.1,1952,Downhill,Women,False,0:00.0,True,60000,47.1,47000,1,107001
74,24.0,Jannette Burr,United States,,USA,,1:59.1,1952,Downhill,Women,False,0:00.0,True,60000,59.1,59000,1,119001
49,24.0,Barbara Grocholska,Poland,,POL,13.0,1:54.1,1952,Downhill,Women,False,0:00.0,True,60000,54.1,54000,1,114001
50,21.0,Rosemarie Schutz,Canada,,CAN,14.0,1:54.6,1952,Downhill,Women,False,0:00.0,True,60000,54.6,54000,6,114006
51,31.0,Celina Seghi,Italy,,ITA,15.0,1:54.9,1952,Downhill,Women,False,0:00.0,True,60000,54.9,54000,9,114009
52,21.0,Silvia Glatthard,Switzerland,,SUI,15.0,1:54.9,1952,Downhill,Women,False,0:00.0,True,60000,54.9,54000,9,114009
69,22.0,Fiona Campbell,Great Britain,,GBR,33.0,2:26.1,1952,Downhill,Women,False,0:00.0,True,120000,26.1,26000,1,146001
68,21.0,IldikÃ³ SzendrÅdi-KÅvÃ¡ri,Hungary,,HUN,32.0,2:18.5,1952,Downhill,Women,False,0:00.0,True,120000,18.5,18000,5,138005
67,21.0,Karen-Sofie Styrmoe,Norway,,NOR,31.0,2:15.5,1952,Downhill,Women,False,0:00.0,True,120000,15.5,15000,5,135005
66,22.0,AndrÃ©e Bermond,France,,FRA,30.0,2:03.1,1952,Downhill,Women,False,0:00.0,True,120000,03.1,3000,1,123001
65,25.0,Ingrid Englund,Sweden,,SWE,29.0,2:01.3,1952,Downhill,Women,False,0:00.0,True,120000,01.3,1000,3,121003
64,22.0,Ana MarÃ­a Dellai,Argentina,,ARG,28.0,2:00.3,1952,Downhill,Women,False,0:00.0,True,120000,00.3,0,3,120003
63,17.0,Lucile Wheeler,Canada,,CAN,27.0,1:59.5,1952,Downhill,Women,False,0:00.0,True,60000,59.5,59000,5,119005
62,23.0,Sheena Mackintosh,Great Britain,,GBR,26.0,1:58.6,1952,Downhill,Women,False,0:00.0,True,60000,58.6,58000,6,118006
60,26.0,Trude Klecker,Austria,,AUT,24.0,1:57.9,1952,Downhill,Women,False,0:00.0,True,60000,57.9,57000,9,117009
59,21.0,Katy Rodolph,United States,,USA,23.0,1:57.4,1952,Downhill,Women,False,0:00.0,True,60000,57.4,57000,4,117004
58,25.0,Marysette Agnel,France,,FRA,22.0,1:56.8,1952,Downhill,Women,False,0:00.0,True,60000,56.8,56000,8,116008
57,22.0,Dagny JÃ¸rgensen,Norway,,NOR,21.0,1:56.5,1952,Downhill,Women,False,0:00.0,True,60000,56.5,56000,5,116005
56,30.0,Rhoda Wurtele-Eaves,Canada,,CAN,20.0,1:56.4,1952,Downhill,Women,False,0:00.0,True,60000,56.4,56000,4,116004
55,27.0,Betty Weir,United States,,USA,19.0,1:55.7,1952,Downhill,Women,False,0:00.0,True,60000,55.7,55000,7,115007
54,26.0,Sarah Thomasson,Sweden,,SWE,18.0,1:55.5,1952,Downhill,Women,False,0:00.0,True,60000,55.5,55000,5,115005
53,19.0,Andrea Mead-Lawrence,United States,,USA,17.0,1:55.3,1952,Downhill,Women,False,0:00.0,True,60000,55.3,55000,3,115003
61,22.0,Margareta Jacobsson,Sweden,,SWE,25.0,1:58.2,1952,Downhill,Women,False,0:00.0,True,60000,58.2,58000,2,118002
70,22.0,Maria Kowalska,Poland,,POL,34.0,2:27.4,1952,Downhill,Women,False,0:00.0,True,120000,27.4,27000,4,147004
71,20.0,Lia LeismÃ¼ller,Germany,,GER,35.0,2:37.6,1952,Downhill,Women,False,0:00.0,True,120000,37.6,37000,6,157006
170,18.0,Bill Day,Australia,,AUS,60,3:31.4,1952,Downhill,Male,False,0:00.0,True,180000,31.4,31000,4,211004
169,25.0,Ion CaÈa,Romania,,ROU,59,3:26.4,1952,Downhill,Male,False,0:00.0,True,180000,26.4,26000,4,206004
168,18.0,Noel Harrison,Great Britain,,GBR,58,3:21.5,1952,Downhill,Male,False,0:00.0,True,180000,21.5,21000,5,201005
167,27.0,Ibrahim Geagea,Lebanon,,LIB,57,3:20.2,1952,Downhill,Male,False,0:00.0,True,180000,20.2,20000,2,200002
165,19.0,JÃ³n Karl SigurÃ°sson,Iceland,,ISL,54,3:10.1,1952,Downhill,Male,False,0:00.0,True,180000,10.1,10000,1,190001
164,24.0,Juan Poll,Spain,,ESP,54,3:10.1,1952,Downhill,Male,False,0:00.0,True,180000,10.1,10000,1,190001
163,21.0,Luis Arias,Spain,,ESP,53,3:09.2,1952,Downhill,Male,False,0:00.0,True,180000,09.2,9000,2,189002
162,22.0,Ãsgeir EyjÃ³lfsson,Iceland,,ISL,52,3:08.3,1952,Downhill,Male,False,0:00.0,True,180000,08.3,8000,3,188003
161,30.0,Dumitru SulicÄ,Romania,,ROU,51,3:07.3,1952,Downhill,Male,False,0:00.0,True,180000,07.3,7000,3,187003
160,27.0,StefÃ¡n KristjÃ¡nsson,Iceland,,ISL,50,3:06.1,1952,Downhill,Male,False,0:00.0,True,180000,06.1,6000,1,186001
159,21.0,Haukur SigurÃ°sson,Iceland,,ISL,49,3:06.0,1952,Downhill,Male,False,0:00.0,True,180000,06.0,6000,0,186000
158,25.0,Peter Pappenheim,Netherlands,,NED,48,3:05.7,1952,Downhill,Male,False,0:00.0,True,180000,05.7,5000,7,185007
157,21.0,Pablo Rosenkjer,Argentina,,ARG,47,3:02.9,1952,Downhill,Male,False,0:00.0,True,180000,02.9,2000,9,182009
156,23.0,Luis de Ridder,Argentina,,ARG,46,3:01.8,1952,Downhill,Male,False,0:00.0,True,180000,01.8,1000,8,181008
155,22.0,Dick Pappenheim,Netherlands,,NED,45,3:00.0,1952,Downhill,Male,False,0:00.0,True,180000,00.0,0,0,180000
154,26.0,Pentti Alonen,Finland,,FIN,44,2:59.7,1952,Downhill,Male,False,0:00.0,True,120000,59.7,59000,7,179007
153,26.0,JÃ³zef Marusarz,Poland,,POL,43,2:58.7,1952,Downhill,Male,False,0:00.0,True,120000,58.7,58000,7,178007
171,28.0,Michel Feron,Belgium,,BEL,61,3:31.5,1952,Downhill,Male,False,0:00.0,True,180000,31.5,31000,5,211005
152,20.0,Andrzej Czarniak,Poland,,POL,42,2:56.4,1952,Downhill,Male,False,0:00.0,True,120000,56.4,56000,4,176004
