Age,Athlete,Country,Medal,NOC,Rank,Time,Year
28,Regina HÃ¤usl,Germany,,GER,10,1:40.84,2002
22,Jonna Mendes,United States,,USA,11,1:40.97,2002
24,Kirsten Clark,United States,,USA,12,1:41.03,2002
27,Ingeborg Helen Marken,Norway,,NOR,13,1:41.08,2002
31,Pernilla Wiberg,Sweden,,SWE,14,1:41.09,2002
25,MÃ©lanie Suchet,France,,FRA,15,1:41.15,2002
30,Picabo Street,United States,,USA,16,1:41.17,2002
28,Patrizia Bassis,Italy,,ITA,17,1:41.56,2002
25,Brigitte Obermoser,Austria,,AUT,18,1:41.64,2002
25,Catherine Borghi,Switzerland,,SUI,19,1:41.88,2002
26,Daniela Ceccarelli,Italy,,ITA,20,1:42.03,2002
29,Varvara Zelenskaya,Russia,,RUS,21,1:42.43,2002
24,Å pela BraÄun,Slovenia,,SLO,22,1:42.48,2002
23,Ingrid Jacquemod,France,,FRA,23,1:42.70,2002
22,Lucia Recchia,Italy,,ITA,24,1:42.80,2002
24,Janette Hargin,Sweden,,SWE,25,1:42.83,2002
26,Sibylle Brauner,Germany,,GER,26,1:42.97,2002
25,Alice Jones,Australia,,AUS,27,1:43.07,2002
27,Mojca Suhadolc,Slovenia,,SLO,28,1:43.10,2002
23,Jenny Owens,Australia,,AUS,29,1:44.15,2002
20,Gabriela MartinovovÃ¡,Czech Republic,,CZE,30,1:44.25,2002
21,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,31,1:44.72,2002
19,Chemmy Alcott,Great Britain,,GBR,32,1:45.98,2002
22,Alexandra Munteanu,Romania,,ROU,33,1:46.29,2002
17,Macarena Simari Birkner,Argentina,,ARG,34,1:46.77,2002
19,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,35,1:46.97,2002
22,Caroline Lalive,United States,,USA,,,2002
26,Petra Haltmayr,Germany,,GER,,,2002
25,Anne-Marie LeFranÃ§ois,Canada,,CAN,,,2002
32,Michaela Dorfmeister,Austria,Gold,AUT,1,1:56.49,2006
24,Martina Schild,Switzerland,Silver,SUI,2,1:56.86,2006
24,Anja PÃ¤rson,Sweden,Bronze,SWE,3,1:57.13,2006
30,Renate GÃ¶tschl,Austria,,AUT,4,1:57.20,2006
27,Nadia Styger,Switzerland,,SUI,5,1:57.62,2006
30,Petra Haltmayr,Germany,,GER,6,1:57.69,2006
21,Julia Mancuso,United States,,USA,7,1:57.71,2006
21,Lindsey Kildow-Vonn,United States,,USA,8,1:57.78,2006
32,Alexandra Meissnitzer,Austria,,AUT,8,1:57.78,2006
19,Nadia Fanchini,Italy,,ITA,10,1:57.84,2006
23,Chemmy Alcott,Great Britain,,GBR,11,1:57.85,2006
25,FrÃ¤nzi Aufdenblatten,Switzerland,,SUI,12,1:57.96,2006
26,Lucia Recchia,Italy,,ITA,13,1:58.30,2006
28,Sylviane Berthod,Switzerland,,SUI,14,1:58.36,2006
20,Marie Marchand-Arvier,France,,FRA,15,1:58.39,2006
27,Ingrid Jacquemod,France,,FRA,16,1:58.46,2006
28,Janette Hargin,Sweden,,SWE,17,1:58.53,2006
22,Jessica Lindell-Vikarby,Sweden,,SWE,18,1:58.56,2006
21,Stacey Cook,United States,,USA,19,1:58.70,2006
25,Emily Brydon,Canada,,CAN,20,1:58.97,2006
28,Kirsten Clark,United States,,USA,21,1:59.07,2006
24,Nike Bent,Sweden,,SWE,22,1:59.17,2006
25,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,23,1:59.43,2006
23,Kelly Vanderbeek,Canada,,CAN,24,1:59.63,2006
21,Petra Robnik,Slovenia,,SLO,25,1:59.66,2006
19,Shona Rubens,Canada,,CAN,26,2:00.30,2006
22,Sherry Lawrence,Canada,,CAN,27,2:00.47,2006
32,Carole Montillet-Carles,France,,FRA,28,2:01.03,2006
20,Elena Fanchini,Italy,,ITA,29,2:01.06,2006
24,Carolina Ruiz,Spain,,ESP,30,2:01.09,2006
22,Alexandra Coletti,Monaco,,MON,31,2:01.34,2006
24,Daniela Merighetti,Italy,,ITA,32,2:01.76,2006
28,Olesya Aliyeva,Russia,,RUS,33,2:02.06,2006
21,Chirine Njeim,Lebanon,,LIB,34,2:02.86,2006
18,SoÅa MaculovÃ¡,Slovakia,,SVK,35,2:03.63,2006
16,Jana GantnerovÃ¡,Slovakia,,SVK,36,2:04.60,2006
17,Eva HuÄkovÃ¡,Slovakia,,SVK,37,2:05.32,2006
18,Andrea Casasnovas,Spain,,ESP,38,2:06.73,2006
20,Miriam VÃ¡zquez,Argentina,,ARG,39,2:07.42,2006
20,Christelle Douibi,Algeria,,ALG,40,2:09.68,2006
16,Tina Weirather,Liechtenstein,,LIE,,,2006
20,UrÅ¡ka RabiÄ,Slovenia,,SLO,,,2006
24,Elisabeth GÃ¶rgl,Austria,,AUT,,,2006
18,Leire Morlans,Spain,,ESP,,,2006
25,Lindsey Kildow-Vonn,United States,Gold,USA,1,1:44.19,2010
25,Julia Mancuso,United States,Silver,USA,2,1:44.75,2010
28,Elisabeth GÃ¶rgl,Austria,Bronze,AUT,3,1:45.65,2010
24,Andrea Fischbacher,Austria,,AUT,4,1:45.68,2010
25,Fabienne Suter,Switzerland,,SUI,5,1:46.17,2010
29,Britt Janyk,Canada,,CAN,6,1:46.21,2010
24,Marie Marchand-Arvier,France,,FRA,7,1:46.22,2010
25,Maria HÃ¶fl-Riesch,Germany,,GER,8,1:46.26,2010
30,Lucia Recchia,Italy,,ITA,9,1:46.50,2010
22,Gina Stechert,Germany,,GER,10,1:46.93,2010
25,Stacey Cook,United States,,USA,11,1:46.98,2010
31,Nadia Styger,Switzerland,,SUI,12,1:47.22,2010
27,Chemmy Alcott,Great Britain,,GBR,13,1:47.31,2010
24,Regina Mader-Sterz,Austria,,AUT,14,1:47.53,2010
28,Carolina Ruiz,Spain,,ESP,15,1:47.62,2010
29,Emily Brydon,Canada,,CAN,16,1:47.88,2010
23,AurÃ©lie Revillet,France,,FRA,17,1:47.92,2010
26,Tina Maze,Slovenia,,SLO,18,1:47.94,2010
23,Nadja Kamer,Switzerland,,SUI,19,1:48.14,2010
21,MaruÅ¡a Ferk,Slovenia,,SLO,20,1:48.24,2010
23,Shona Rubens,Canada,,CAN,21,1:48.53,2010
25,Hanna Schnarf,Italy,,ITA,22,1:48.77,2010
31,Ingrid Jacquemod,France,,FRA,23,1:48.85,2010
26,Alexandra Coletti,Monaco,,MON,24,1:48.92,2010
20,Anna Fenninger,Austria,,AUT,25,1:49.95,2010
19,Yelena Prosteva,Russia,,RUS,26,1:50.07,2010
25,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,27,1:50.68,2010
21,Mireia GutiÃ©rrez,Andorra,,AND,28,1:52.87,2010
27,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,29,1:53.62,2010
26,Jessica Lindell-Vikarby,Sweden,,SWE,30,1:53.76,2010
25,Macarena Simari Birkner,Argentina,,ARG,31,1:54.25,2010
22,Agnieszka GÄsienica-Daniel,Poland,,POL,32,1:55.10,2010
24,Mariya Kirkova,Bulgaria,,BUL,33,1:56.80,2010
19,Noelle Barahona,Chile,,CHI,34,1:57.47,2010
21,Anna Berecz,Hungary,,HUN,35,1:57.86,2010
23,Lyudmila Fedotova,Kazakhstan,,KAZ,36,2:01.58,2010
20,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,37,2:09.27,2010
24,Dominique Gisin,Switzerland,,SUI,,,2010
28,Anja PÃ¤rson,Sweden,,SWE,,,2010
28,Daniela Merighetti,Italy,,ITA,,,2010
21,Edit MiklÃ³s,Romania,,ROU,,,2010
27,Marion Rolland,France,,FRA,,,2010
24,Elena Fanchini,Italy,,ITA,,,2010
20,Alice McKennis,United States,,USA,,,2010
28,Dominique Gisin,Switzerland,Gold,SUI,1,1:41.57,2014
22,Lara Gut,Switzerland,Bronze,SUI,3,1:41.67,2014
32,Daniela Merighetti,Italy,,ITA,4,1:41.84,2014
29,Fabienne Suter,Switzerland,,SUI,5,1:41.94,2014
18,Lotte Sejersted,Norway,,NOR,6,1:42.01,2014
25,Edit MiklÃ³s,Hungary,,HUN,7,1:42.28,2014
29,Julia Mancuso,United States,,USA,8,1:42.56,2014
30,Nicole Hosp,Austria,,AUT,9,1:42.62,2014
23,Ilka Å tuhec,Slovenia,,SLO,10,1:42.65,2014
25,Laurenne Ross,United States,,USA,11,1:42.68,2014
28,Elena Fanchini,Italy,,ITA,12,1:42.70,2014
29,Maria HÃ¶fl-Riesch,Germany,,GER,13,1:42.74,2014
29,Verena Stuffer,Italy,,ITA,14,1:42.75,2014
24,Viktoria Rebensburg,Germany,,GER,15,1:42.76,2014
32,Elisabeth GÃ¶rgl,Austria,,AUT,16,1:42.82,2014
29,Stacey Cook,United States,,USA,17,1:43.05,2014
25,MaruÅ¡a Ferk,Slovenia,,SLO,18,1:43.24,2014
31,Chemmy Alcott,Great Britain,,GBR,19,1:43.43,2014
25,Larisa Yurkiw,Canada,,CAN,20,1:43.46,2014
24,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,21,1:43.47,2014
27,Nadia Fanchini,Italy,,ITA,22,1:43.48,2014
25,Kajsa Kling,Sweden,,SWE,23,1:43.69,2014
21,Cornelia HÃ¼tter,Austria,,AUT,24,1:43.82,2014
21,Sara Hector,Sweden,,SWE,25,1:44.23,2014
21,Jacqueline Wiles,United States,,USA,26,1:44.35,2014
21,Ragnhild Mowinckel,Norway,,NOR,27,1:44.43,2014
21,Yelena Yakovishina,Russia,,RUS,28,1:44.45,2014
18,Greta Small,Australia,,AUS,29,1:44.79,2014
21,Mariya Bedaryova,Russia,,RUS,30,1:45.29,2014
22,KristÃ­na SaalovÃ¡,Slovakia,,SVK,31,1:45.98,2014
29,Macarena Simari Birkner,Argentina,,ARG,32,1:46.44,2014
24,Karolina Chrapek,Poland,,POL,33,1:46.90,2014
23,Noelle Barahona,Chile,,CHI,34,1:49.70,2014
25,Anna Berecz,Hungary,,HUN,35,1:50.97,2014
28,Marie Marchand-Arvier,France,,FRA,,,2014
32,Carolina Ruiz,Spain,,ESP,,,2014
27,Marianne Kaufmann-Abderhalden,Switzerland,,SUI,,,2014
24,Anna Fenninger,Austria,,AUT,,,2014
30,Alexandra Coletti,Monaco,,MON,,,2014
18,Ania Caill,Romania,,ROU,,,2014
