,Age,Athlete,Country,Medal,NOC,Rank,Time
586,21,Lindsey Kildow-Vonn,United States,,USA,8,1:57.78
587,32,Alexandra Meissnitzer,Austria,,AUT,8,1:57.78
588,19,Nadia Fanchini,Italy,,ITA,10,1:57.84
589,23,Chemmy Alcott,Great Britain,,GBR,11,1:57.85
590,25,FrÃ¤nzi Aufdenblatten,Switzerland,,SUI,12,1:57.96
591,26,Lucia Recchia,Italy,,ITA,13,1:58.30
592,28,Sylviane Berthod,Switzerland,,SUI,14,1:58.36
593,20,Marie Marchand-Arvier,France,,FRA,15,1:58.39
594,27,Ingrid Jacquemod,France,,FRA,16,1:58.46
595,28,Janette Hargin,Sweden,,SWE,17,1:58.53
596,22,Jessica Lindell-Vikarby,Sweden,,SWE,18,1:58.56
597,21,Stacey Cook,United States,,USA,19,1:58.70
598,25,Emily Brydon,Canada,,CAN,20,1:58.97
599,28,Kirsten Clark,United States,,USA,21,1:59.07
600,24,Nike Bent,Sweden,,SWE,22,1:59.17
601,25,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,23,1:59.43
602,23,Kelly Vanderbeek,Canada,,CAN,24,1:59.63
603,21,Petra Robnik,Slovenia,,SLO,25,1:59.66
604,19,Shona Rubens,Canada,,CAN,26,2:00.30
605,22,Sherry Lawrence,Canada,,CAN,27,2:00.47
606,32,Carole Montillet-Carles,France,,FRA,28,2:01.03
607,20,Elena Fanchini,Italy,,ITA,29,2:01.06
608,24,Carolina Ruiz,Spain,,ESP,30,2:01.09
609,22,Alexandra Coletti,Monaco,,MON,31,2:01.34
610,24,Daniela Merighetti,Italy,,ITA,32,2:01.76
611,28,Olesya Aliyeva,Russia,,RUS,33,2:02.06
612,21,Chirine Njeim,Lebanon,,LIB,34,2:02.86
613,18,SoÅa MaculovÃ¡,Slovakia,,SVK,35,2:03.63
614,16,Jana GantnerovÃ¡,Slovakia,,SVK,36,2:04.60
615,17,Eva HuÄkovÃ¡,Slovakia,,SVK,37,2:05.32
616,18,Andrea Casasnovas,Spain,,ESP,38,2:06.73
617,20,Miriam VÃ¡zquez,Argentina,,ARG,39,2:07.42
618,20,Christelle Douibi,Algeria,,ALG,40,2:09.68
619,16,Tina Weirather,Liechtenstein,,LIE,,
620,20,UrÅ¡ka RabiÄ,Slovenia,,SLO,,
621,24,Elisabeth GÃ¶rgl,Austria,,AUT,,
622,18,Leire Morlans,Spain,,ESP,,
623,25,Lindsey Kildow-Vonn,United States,Gold,USA,1,1:44.19
624,25,Julia Mancuso,United States,Silver,USA,2,1:44.75
625,28,Elisabeth GÃ¶rgl,Austria,Bronze,AUT,3,1:45.65
626,24,Andrea Fischbacher,Austria,,AUT,4,1:45.68
627,25,Fabienne Suter,Switzerland,,SUI,5,1:46.17
628,29,Britt Janyk,Canada,,CAN,6,1:46.21
629,24,Marie Marchand-Arvier,France,,FRA,7,1:46.22
630,25,Maria HÃ¶fl-Riesch,Germany,,GER,8,1:46.26
631,30,Lucia Recchia,Italy,,ITA,9,1:46.50
632,22,Gina Stechert,Germany,,GER,10,1:46.93
633,25,Stacey Cook,United States,,USA,11,1:46.98
634,31,Nadia Styger,Switzerland,,SUI,12,1:47.22
635,27,Chemmy Alcott,Great Britain,,GBR,13,1:47.31
636,24,Regina Mader-Sterz,Austria,,AUT,14,1:47.53
637,28,Carolina Ruiz,Spain,,ESP,15,1:47.62
638,29,Emily Brydon,Canada,,CAN,16,1:47.88
639,23,AurÃ©lie Revillet,France,,FRA,17,1:47.92
640,26,Tina Maze,Slovenia,,SLO,18,1:47.94
641,23,Nadja Kamer,Switzerland,,SUI,19,1:48.14
642,21,MaruÅ¡a Ferk,Slovenia,,SLO,20,1:48.24
643,23,Shona Rubens,Canada,,CAN,21,1:48.53
644,25,Hanna Schnarf,Italy,,ITA,22,1:48.77
645,31,Ingrid Jacquemod,France,,FRA,23,1:48.85
646,26,Alexandra Coletti,Monaco,,MON,24,1:48.92
647,20,Anna Fenninger,Austria,,AUT,25,1:49.95
648,19,Yelena Prosteva,Russia,,RUS,26,1:50.07
649,25,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,27,1:50.68
650,21,Mireia GutiÃ©rrez,Andorra,,AND,28,1:52.87
651,27,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,29,1:53.62
652,26,Jessica Lindell-Vikarby,Sweden,,SWE,30,1:53.76
653,25,Macarena Simari Birkner,Argentina,,ARG,31,1:54.25
654,22,Agnieszka GÄsienica-Daniel,Poland,,POL,32,1:55.10
655,24,Mariya Kirkova,Bulgaria,,BUL,33,1:56.80
656,19,Noelle Barahona,Chile,,CHI,34,1:57.47
657,21,Anna Berecz,Hungary,,HUN,35,1:57.86
658,23,Lyudmila Fedotova,Kazakhstan,,KAZ,36,2:01.58
659,20,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,37,2:09.27
660,24,Dominique Gisin,Switzerland,,SUI,,
661,28,Anja PÃ¤rson,Sweden,,SWE,,
662,28,Daniela Merighetti,Italy,,ITA,,
663,21,Edit MiklÃ³s,Romania,,ROU,,
664,27,Marion Rolland,France,,FRA,,
665,24,Elena Fanchini,Italy,,ITA,,
666,20,Alice McKennis,United States,,USA,,
667,28,Dominique Gisin,Switzerland,Gold,SUI,1,1:41.57
668,22,Lara Gut,Switzerland,Bronze,SUI,3,1:41.67
669,32,Daniela Merighetti,Italy,,ITA,4,1:41.84
670,29,Fabienne Suter,Switzerland,,SUI,5,1:41.94
671,18,Lotte Sejersted,Norway,,NOR,6,1:42.01
672,25,Edit MiklÃ³s,Hungary,,HUN,7,1:42.28
673,29,Julia Mancuso,United States,,USA,8,1:42.56
674,30,Nicole Hosp,Austria,,AUT,9,1:42.62
675,23,Ilka Å tuhec,Slovenia,,SLO,10,1:42.65
676,25,Laurenne Ross,United States,,USA,11,1:42.68
677,28,Elena Fanchini,Italy,,ITA,12,1:42.70
678,29,Maria HÃ¶fl-Riesch,Germany,,GER,13,1:42.74
679,29,Verena Stuffer,Italy,,ITA,14,1:42.75
680,24,Viktoria Rebensburg,Germany,,GER,15,1:42.76
681,32,Elisabeth GÃ¶rgl,Austria,,AUT,16,1:42.82
682,29,Stacey Cook,United States,,USA,17,1:43.05
683,25,MaruÅ¡a Ferk,Slovenia,,SLO,18,1:43.24
684,31,Chemmy Alcott,Great Britain,,GBR,19,1:43.43
685,25,Larisa Yurkiw,Canada,,CAN,20,1:43.46
686,24,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,21,1:43.47
687,27,Nadia Fanchini,Italy,,ITA,22,1:43.48
688,25,Kajsa Kling,Sweden,,SWE,23,1:43.69
689,21,Cornelia HÃ¼tter,Austria,,AUT,24,1:43.82
690,21,Sara Hector,Sweden,,SWE,25,1:44.23
691,21,Jacqueline Wiles,United States,,USA,26,1:44.35
692,21,Ragnhild Mowinckel,Norway,,NOR,27,1:44.43
693,21,Yelena Yakovishina,Russia,,RUS,28,1:44.45
694,18,Greta Small,Australia,,AUS,29,1:44.79
695,21,Mariya Bedaryova,Russia,,RUS,30,1:45.29
696,22,KristÃ­na SaalovÃ¡,Slovakia,,SVK,31,1:45.98
697,29,Macarena Simari Birkner,Argentina,,ARG,32,1:46.44
698,24,Karolina Chrapek,Poland,,POL,33,1:46.90
699,23,Noelle Barahona,Chile,,CHI,34,1:49.70
700,25,Anna Berecz,Hungary,,HUN,35,1:50.97
701,28,Marie Marchand-Arvier,France,,FRA,,
702,32,Carolina Ruiz,Spain,,ESP,,
703,27,Marianne Kaufmann-Abderhalden,Switzerland,,SUI,,
704,24,Anna Fenninger,Austria,,AUT,,
705,30,Alexandra Coletti,Monaco,,MON,,
706,18,Ania Caill,Romania,,ROU,,
