,Age,Athlete,Country,Medal,NOC,Rank,Time
100,19,Barbara Brlec,Slovenia,,SLO,,
101,22,Debbie Pratt,Great Britain,,GBR,,
102,20,Julie Parisien,United States,,USA,,[1:24.45]
103,17,UrÅ¡ka Hrovat,Slovenia,,SLO,,[1:26.42]
104,25,Nawal Slaoui,Morocco,,MAR,,
105,26,Diann Roffe-Steinrotter,United States,Gold,USA,1,1:22.15
106,22,Svetlana Gladysheva,Russia,Silver,RUS,2,1:22.44
107,18,Isolde Kostner,Italy,Bronze,ITA,3,1:22.45
108,23,Pernilla Wiberg,Sweden,,SWE,4,1:22.67
109,20,Morena Gallizio,Italy,,ITA,5,1:22.73
110,27,Katrin Gutensohn,Germany,,GER,6,1:22.84
111,18,Katja Koren,Slovenia,,SLO,7,1:22.96
112,27,Kerrin Lee-Gartner,Canada,,CAN,8,1:22.98
113,27,Anita Wachter,Austria,,AUT,9,1:23.01
114,21,Shannon Nobis,United States,,USA,10,1:23.02
115,23,RÃ©gine Cavagnoud,France,,FRA,11,1:23.13
116,24,Kate Pace-Lindsay,Canada,,CAN,12,1:23.22
117,24,Hilary Lindh,United States,,USA,13,1:23.38
118,25,Florence Masnada,France,,FRA,14,1:23.43
119,28,Sylvia Eder,Austria,,AUT,15,1:23.51
120,26,Heidi Zeller-BÃ¤hler,Switzerland,,SUI,16,1:23.53
121,23,Deborah Compagnoni,Italy,,ITA,17,1:23.54
122,18,Hilde Gerg,Germany,,GER,18,1:23.63
123,30,Carole Merle,France,,FRA,19,1:23.72
124,17,MÃ©lanie Suchet,France,,FRA,20,1:23.74
125,21,Varvara Zelenskaya,Russia,,RUS,21,1:23.80
126,23,Marianne KjÃ¸rstad,Norway,,NOR,22,1:23.83
127,27,Veronika Wallinger-Stallmaier,Austria,,AUT,22,1:23.83
128,23,Emi Kawabata,Japan,,JPN,24,1:23.90
129,26,Michelle McKendry-Ruthven,Canada,,CAN,25,1:24.13
130,19,UrÅ¡ka Hrovat,Slovenia,,SLO,26,1:24.49
131,20,Erika Hansson,Sweden,,SWE,27,1:24.50
132,25,Ainhoa Ibarra,Spain,,ESP,27,1:24.50
133,18,MarÃ­a JosÃ© Rienda,Spain,,ESP,29,1:24.65
134,24,Steffi Schuster,Austria,,AUT,30,1:24.76
135,28,Michaela Gerg-Leitner,Germany,,GER,31,1:25.19
136,21,Jeanette Lunde,Norway,,NOR,32,1:25.32
137,25,Lucia MedzihradskÃ¡,Slovakia,,SVK,33,1:25.57
138,22,Nataliya Buga,Russia,,RUS,34,1:26.09
139,20,Caroline Gedde-Dahl,Norway,,NOR,35,1:26.13
140,18,Vicky Grau,Andorra,,AND,36,1:26.39
141,23,Olga Vedyacheva,Kazakhstan,,KAZ,37,1:26.66
142,18,Mira Golub,Russia,,RUS,38,1:27.23
143,23,Mihaela Fera,Romania,,ROU,39,1:28.47
144,28,Olha Lohinova,Ukraine,,UKR,40,1:30.00
145,22,Szvetlana Keszthelyi,Hungary,,HUN,41,1:30.21
146,19,Francisca Steverlynck,Argentina,,ARG,42,1:32.56
147,16,Dominique Ezquerra,Argentina,,ARG,43,1:32.71
148,18,Gabriela Quijano,Argentina,,ARG,44,1:33.45
149,16,Carola Calello,Argentina,,ARG,45,1:35.87
150,23,Karolina Fotiadou,Cyprus,,CYP,46,1:43.97
151,26,Heidi Zurbriggen,Switzerland,,SUI,,
152,21,Katja Seizinger,Germany,,GER,,
153,23,Bibiana Perez,Italy,,ITA,,
154,18,Alenka DovÅ¾an,Slovenia,,SLO,,
155,26,Chantal Bournissen,Switzerland,,SUI,,
156,22,Megan Gerety,United States,,USA,,
157,20,Å pela Pretnar,Slovenia,,SLO,,
158,21,Birgit Heeb-Batliner,Liechtenstein,,LIE,,
159,23,Ãsta HalldÃ³rsdÃ³ttir,Iceland,,ISL,,
160,26,Picabo Street,United States,Gold,USA,1,1:18.02
161,24,Michaela Dorfmeister,Austria,Silver,AUT,2,1:18.03
162,24,Alexandra Meissnitzer,Austria,Bronze,AUT,3,1:18.09
163,24,Regina HÃ¤usl,Germany,,GER,4,1:18.27
164,22,Renate GÃ¶tschl,Austria,,AUT,5,1:18.32
165,25,Katja Seizinger,Germany,,GER,6,1:18.44
166,24,Martina Ertl-Renz,Germany,,GER,7,1:18.46
167,21,MÃ©lanie Suchet,France,,FRA,8,1:18.51
168,28,Steffi Schuster,Austria,,AUT,9,1:18.53
169,22,Hilde Gerg,Germany,,GER,10,1:18.59
170,22,Isolde Kostner,Italy,,ITA,11,1:18.62
171,25,Varvara Zelenskaya,Russia,,RUS,12,1:18.72
172,26,Svetlana Gladysheva,Russia,,RUS,13,1:18.82
173,24,Carole Montillet-Carles,France,,FRA,14,1:18.88
174,27,Pernilla Wiberg,Sweden,,SWE,14,1:18.88
175,27,RÃ©gine Cavagnoud,France,,FRA,16,1:18.91
176,22,Kristine Kristiansen,Norway,,NOR,17,1:19.02
177,29,Florence Masnada,France,,FRA,18,1:19.03
178,23,Ingeborg Helen Marken,Norway,,NOR,19,1:19.16
179,21,MÃ©lanie Turgeon,Canada,,CAN,20,1:19.20
180,30,Heidi Zurbriggen,Switzerland,,SUI,21,1:19.22
181,27,Bibiana Perez,Italy,,ITA,22,1:19.47
182,26,Barbara Merlin,Italy,,ITA,23,1:19.64
183,23,Mojca Suhadolc,Slovenia,,SLO,24,1:19.66
184,23,Trude Gimle,Norway,,NOR,25,1:19.71
185,16,Janica KosteliÄ,Croatia,,CRO,26,1:19.77
186,28,Kate Pace-Lindsay,Canada,,CAN,27,1:19.89
187,19,Karen Putzer,Italy,,ITA,28,1:20.16
188,25,Katie Monahan,United States,,USA,29,1:20.25
189,20,Å pela BraÄun,Slovenia,,SLO,30,1:20.29
190,25,Corinne Rey-Bellet,Switzerland,,SUI,31,1:20.31
191,18,Jonna Mendes,United States,,USA,32,1:20.35
192,22,Anna Larionova,Russia,,RUS,33,1:20.61
193,21,Catherine Borghi,Switzerland,,SUI,34,1:20.69
194,16,Lucie HrstkovÃ¡,Czech Republic,,CZE,35,1:21.74
195,19,Kumiko Kashiwagi,Japan,,JPN,36,1:21.89
196,20,Olesya Aliyeva,Russia,,RUS,37,1:22.00
197,20,Tamara SchÃ¤dler,Liechtenstein,,LIE,38,1:22.90
198,21,Arijana Boras,Bosnia and Herzegovina,,BIH,39,1:24.48
199,21,MÃ³nika KovÃ¡cs,Hungary,,HUN,40,1:24.77
200,20,Carola Calello,Argentina,,ARG,41,1:25.08
201,20,Kirsten Clark,United States,,USA,,
202,19,Yuliya Krygina,Kazakhstan,,KAZ,,
203,26,Daniela Ceccarelli,Italy,Gold,ITA,1,1:13.59
204,20,Janica KosteliÄ,Croatia,Silver,CRO,2,1:13.64
205,23,Karen Putzer,Italy,Bronze,ITA,3,1:13.86
206,28,Alexandra Meissnitzer,Austria,,AUT,4,1:13.95
207,26,Hilde Gerg,Germany,,GER,5,1:13.99
208,28,Michaela Dorfmeister,Austria,,AUT,6,1:14.08
209,28,Carole Montillet-Carles,France,,FRA,7,1:14.28
210,26,Renate GÃ¶tschl,Austria,,AUT,8,1:14.44
211,29,Corinne Rey-Bellet,Switzerland,,SUI,9,1:14.73
212,25,MÃ©lanie Suchet,France,,FRA,10,1:14.83
213,28,Martina Ertl-Renz,Germany,,GER,11,1:14.84
214,31,Pernilla Wiberg,Sweden,,SWE,12,1:14.89
215,26,Isolde Kostner,Italy,,ITA,13,1:14.99
216,24,Kirsten Clark,United States,,USA,14,1:15.13
217,20,Carolina Ruiz,Spain,,ESP,15,1:15.17
218,22,Jonna Mendes,United States,,USA,16,1:15.25
219,29,Katie Monahan,United States,,USA,17,1:15.59
220,25,Catherine Borghi,Switzerland,,SUI,18,1:15.62
221,21,GeneviÃ¨ve Simard,Canada,,CAN,18,1:15.62
222,25,MÃ©lanie Turgeon,Canada,,CAN,20,1:15.76
223,27,Mojca Suhadolc,Slovenia,,SLO,21,1:15.90
224,23,Ingrid Jacquemod,France,,FRA,22,1:16.17
225,26,Petra Haltmayr,Germany,,GER,23,1:16.25
226,24,Å pela BraÄun,Slovenia,,SLO,24,1:16.35
227,20,Lucie HrstkovÃ¡,Czech Republic,,CZE,25,1:16.56
228,29,Varvara Zelenskaya,Russia,,RUS,26,1:16.62
229,24,Janette Hargin,Sweden,,SWE,27,1:16.75
230,19,Chemmy Alcott,Great Britain,,GBR,28,1:17.34
231,22,Alexandra Munteanu,Romania,,ROU,29,1:17.84
232,23,Jenny Owens,Australia,,AUS,29,1:17.84
233,17,Macarena Simari Birkner,Argentina,,ARG,31,1:20.24
234,22,Caroline Lalive,United States,,USA,,
235,27,Tanja Schneider,Austria,,AUT,,
236,24,Sylviane Berthod,Switzerland,,SUI,,
237,28,Patrizia Bassis,Italy,,ITA,,
238,28,Regina HÃ¤usl,Germany,,GER,,
239,25,Anne-Marie LeFranÃ§ois,Canada,,CAN,,
240,27,Ingeborg Helen Marken,Norway,,NOR,,
241,22,Sara-Maude Boucher,Canada,,CAN,,
242,20,Gabriela MartinovovÃ¡,Czech Republic,,CZE,,
243,21,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,,
244,25,Alice Jones,Australia,,AUS,,
245,19,Anita IrarrazÃ¡bal,Chile,,CHI,,
246,32,Michaela Dorfmeister,Austria,Gold,AUT,1,1:32.47
247,24,Janica KosteliÄ,Croatia,Silver,CRO,2,1:32.74
248,32,Alexandra Meissnitzer,Austria,Bronze,AUT,3,1:33.06
249,23,Kelly Vanderbeek,Canada,,CAN,4,1:33.09
250,32,Carole Montillet-Carles,France,,FRA,5,1:33.31
251,24,Martina Schild,Switzerland,,SUI,6,1:33.33
252,21,Lindsey Kildow-Vonn,United States,,USA,7,1:33.42
253,26,Lucia Recchia,Italy,,ITA,8,1:33.48
254,25,Emily Brydon,Canada,,CAN,9,1:33.50
255,30,Petra Haltmayr,Germany,,GER,9,1:33.50
256,21,Julia Mancuso,United States,,USA,11,1:33.72
257,24,Anja PÃ¤rson,Sweden,,SWE,12,1:33.88
258,20,Andrea Fischbacher,Austria,,AUT,13,1:33.97
259,28,Kirsten Clark,United States,,USA,14,1:33.98
260,28,Sylviane Berthod,Switzerland,,SUI,15,1:34.00
261,32,Martina Ertl-Renz,Germany,,GER,16,1:34.03
262,25,FrÃ¤nzi Aufdenblatten,Switzerland,,SUI,17,1:34.10
263,20,UrÅ¡ka RabiÄ,Slovenia,,SLO,18,1:34.12
264,23,Chemmy Alcott,Great Britain,,GBR,19,1:34.20
265,25,GeneviÃ¨ve Simard,Canada,,CAN,20,1:34.38
266,24,Nike Bent,Sweden,,SWE,21,1:34.41
267,28,Janette Hargin,Sweden,,SWE,22,1:34.48
268,25,DagnÃ½ Linda KristjÃ¡nsdÃ³ttir,Iceland,,ISL,23,1:34.56
269,22,Jessica Lindell-Vikarby,Sweden,,SWE,24,1:34.78
270,20,Marie Marchand-Arvier,France,,FRA,25,1:34.82
271,30,Renate GÃ¶tschl,Austria,,AUT,26,1:34.83
272,21,Å Ã¡rka ZÃ¡hrobskÃ¡-StrachovÃ¡,Czech Republic,,CZE,27,1:34.98
273,24,Libby Ludlow,United States,,USA,28,1:35.01
274,21,Petra Robnik,Slovenia,,SLO,29,1:35.10
275,24,Carolina Ruiz,Spain,,ESP,30,1:35.20
276,30,Daniela Ceccarelli,Italy,,ITA,31,1:35.26
277,27,Ingrid Jacquemod,France,,FRA,32,1:35.28
278,16,Tina Weirather,Liechtenstein,,LIE,33,1:35.34
279,22,Sherry Lawrence,Canada,,CAN,34,1:35.47
280,27,Nadia Styger,Switzerland,,SUI,35,1:35.57
281,24,Lucie HrstkovÃ¡,Czech Republic,,CZE,36,1:35.62
282,30,MarÃ­a JosÃ© Rienda,Spain,,ESP,37,1:36.03
283,19,Nadia Fanchini,Italy,,ITA,38,1:36.46
284,22,Tina Maze,Slovenia,,SLO,39,1:36.64
285,21,Nika Fleiss,Croatia,,CRO,40,1:36.65
286,22,Alexandra Coletti,Monaco,,MON,41,1:37.02
287,28,Olesya Aliyeva,Russia,,RUS,42,1:37.12
288,24,Jelena LoloviÄ,Serbia and Montenegro,,SCG,43,1:37.45
289,18,SoÅa MaculovÃ¡,Slovakia,,SVK,44,1:37.87
290,20,Ana Drev,Slovenia,,SLO,45,1:37.92
291,21,Chirine Njeim,Lebanon,,LIB,46,1:37.93
292,23,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,47,1:38.02
293,16,Jana GantnerovÃ¡,Slovakia,,SVK,48,1:38.40
294,18,Leire Morlans,Spain,,ESP,49,1:38.53
295,17,Macarena Benvenuto,Chile,,CHI,50,1:41.52
296,20,Christelle Douibi,Algeria,,ALG,51,1:43.54
297,20,Elena Fanchini,Italy,,ITA,,
298,21,Daniela Anguita,Chile,,CHI,,
299,17,Eva HuÄkovÃ¡,Slovakia,,SVK,,[1:39.33]
300,24,Andrea Fischbacher,Austria,Gold,AUT,1,1:20.14
301,26,Tina Maze,Slovenia,Silver,SLO,2,1:20.63
302,25,Lindsey Kildow-Vonn,United States,Bronze,USA,3,1:20.88
303,25,Hanna Schnarf,Italy,,ITA,4,1:20.99
304,28,Elisabeth GÃ¶rgl,Austria,,AUT,5,1:21.14
305,31,Nadia Styger,Switzerland,,SUI,6,1:21.25
306,30,Lucia Recchia,Italy,,ITA,7,1:21.43
307,25,Maria HÃ¶fl-Riesch,Germany,,GER,8,1:21.46
308,25,Julia Mancuso,United States,,USA,9,1:21.50
309,31,Ingrid Jacquemod,France,,FRA,10,1:21.77
310,28,Anja PÃ¤rson,Sweden,,SWE,11,1:21.98
311,23,Andrea Dettling,Switzerland,,SUI,12,1:22.03
312,25,Fabienne Suter,Switzerland,,SUI,13,1:22.16
313,24,Elena Fanchini,Italy,,ITA,14,1:22.17
314,22,Gina Stechert,Germany,,GER,15,1:22.21
315,20,Anna Fenninger,Austria,,AUT,16,1:22.30
316,29,Britt Janyk,Canada,,CAN,17,1:22.89
317,28,Carolina Ruiz,Spain,,ESP,18,1:23.05
318,22,Leanne Smith,United States,,USA,19,1:23.05
319,27,Chemmy Alcott,Great Britain,,GBR,20,1:23.46
320,18,Mona LÃ¸seth,Norway,,NOR,21,1:23.97
321,23,AurÃ©lie Revillet,France,,FRA,22,1:24.08
322,22,Agnieszka GÄsienica-Daniel,Poland,,POL,23,1:24.31
323,19,Yelena Prosteva,Russia,,RUS,24,1:24.43
324,26,Alexandra Coletti,Monaco,,MON,25,1:24.56
325,26,Jessica Lindell-Vikarby,Sweden,,SWE,26,1:24.83
326,20,Georgia Simmerling,Canada,,CAN,27,1:25.21
327,20,Viktoria Rebensburg,Germany,,GER,28,1:25.23
328,20,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,29,1:26.46
329,28,Jelena LoloviÄ,Serbia,,SRB,30,1:26.67
330,27,MarÃ­a BelÃ©n Simari Birkner,Argentina,,ARG,31,1:27.24
331,25,Macarena Simari Birkner,Argentina,,ARG,32,1:27.48
332,20,Mariya Shkanova,Belarus,,BLR,33,1:27.84
333,24,Anastasiya Skriabina,Ukraine,,UKR,34,1:28.60
334,19,Noelle Barahona,Chile,,CHI,35,1:28.66
335,17,ZsÃ³fia DÃ¶me,Hungary,,HUN,36,1:29.09
336,25,Chirine Njeim,Lebanon,,LIB,37,1:29.59
337,23,Lyudmila Fedotova,Kazakhstan,,KAZ,38,1:31.43
338,29,Emily Brydon,Canada,,CAN,,
339,23,Chelsea Marshall,United States,,USA,,
340,23,Shona Rubens,Canada,,CAN,,
341,23,Nadja Kamer,Switzerland,,SUI,,
342,21,MaruÅ¡a Ferk,Slovenia,,SLO,,
343,24,Marie Marchand-Arvier,France,,FRA,,
344,28,Daniela Merighetti,Italy,,ITA,,
345,20,Nicole Schmidhofer,Austria,,AUT,,
346,19,Andrea Jardi,Spain,,ESP,,
347,21,Lyaysan Rayanova,Russia,,RUS,,
348,21,Mireia GutiÃ©rrez,Andorra,,AND,,
349,19,Nevena IgnjatoviÄ,Serbia,,SRB,,
350,21,Anna Berecz,Hungary,,HUN,,
351,24,Mariya Kirkova,Bulgaria,,BUL,,
352,19,Ãris GuÃ°mundsdÃ³ttir,Iceland,,ISL,,
353,24,Anna Fenninger,Austria,Gold,AUT,1,1:25.52
354,29,Maria HÃ¶fl-Riesch,Germany,Silver,GER,2,1:26.07
355,30,Nicole Hosp,Austria,Bronze,AUT,3,1:26.18
356,22,Lara Gut,Switzerland,,SUI,4,1:26.25
357,30,Tina Maze,Slovenia,,SLO,5,1:26.28
358,32,FrÃ¤nzi Aufdenblatten,Switzerland,,SUI,6,1:26.79
359,29,Fabienne Suter,Switzerland,,SUI,7,1:26.89
360,29,Julia Mancuso,United States,,USA,8,1:27.04
361,24,Viktoria Rebensburg,Germany,,GER,9,1:27.08
362,27,Nadia Fanchini,Italy,,ITA,10,1:27.20
363,28,Regina Mader-Sterz,Austria,,AUT,11,1:27.52
364,29,Verena Stuffer,Italy,,ITA,11,1:27.52
365,23,Ilka Å tuhec,Slovenia,,SLO,13,1:27.69
366,18,Lotte Sejersted,Norway,,NOR,14,1:27.80
367,25,Edit MiklÃ³s,Hungary,,HUN,15,1:27.87
368,25,MaruÅ¡a Ferk,Slovenia,,SLO,16,1:28.19
369,24,KlÃ¡ra KÅÃ­Å¾ovÃ¡,Czech Republic,,CZE,17,1:28.30
370,26,Leanne Smith,United States,,USA,18,1:28.38
371,21,Ragnhild Mowinckel,Norway,,NOR,19,1:28.53
372,25,Marie-Pier PrÃ©fontaine,Canada,,CAN,20,1:28.67
373,21,Sara Hector,Sweden,,SWE,21,1:28.71
374,21,Barbara KantorovÃ¡,Slovakia,,SVK,22,1:28.91
375,31,Chemmy Alcott,Great Britain,,GBR,23,1:29.14
376,21,Yelena Yakovishina,Russia,,RUS,24,1:29.38
377,20,KateÅina PaulÃ¡thovÃ¡,Czech Republic,,CZE,25,1:30.17
378,29,Macarena Simari Birkner,Argentina,,ARG,26,1:31.10
379,24,Bohdana Matsotska,Ukraine,,UKR,27,1:31.58
380,25,Anna Berecz,Hungary,,HUN,28,1:33.07
381,18,Helga MarÃ­a VilhjÃ¡lmsdÃ³ttir,Iceland,,ISL,29,1:33.42
382,18,Ania Caill,Romania,,ROU,30,1:33.73
383,17,Agnese ÄboltiÅa,Latvia,,LAT,31,1:36.10
384,32,Carolina Ruiz,Spain,,ESP,,
385,32,Daniela Merighetti,Italy,,ITA,,
386,29,Jessica Lindell-Vikarby,Sweden,,SWE,,
387,24,Marie-MichÃ¨le Gagnon,Canada,,CAN,,
388,28,Marie Marchand-Arvier,France,,FRA,,
389,25,Laurenne Ross,United States,,USA,,
390,25,Kajsa Kling,Sweden,,SWE,,
391,28,Dominique Gisin,Switzerland,,SUI,,
392,32,Elisabeth GÃ¶rgl,Austria,,AUT,,
393,25,Larisa Yurkiw,Canada,,CAN,,
394,24,Francesca Marsaglia,Italy,,ITA,,
395,29,Stacey Cook,United States,,USA,,
396,21,Mariya Bedaryova,Russia,,RUS,,
397,24,Karolina Chrapek,Poland,,POL,,
398,18,Greta Small,Australia,,AUS,,
399,19,Maryna GÄsienica-Daniel,Poland,,POL,,
400,24,Mariya Shkanova,Belarus,,BLR,,
401,22,KristÃ­na SaalovÃ¡,Slovakia,,SVK,,
