,Age,Athlete,Country,Medal,NOC,Rank,Time_end,Year,Type,Gender,test,Time_start,test_time
353,29.0,Bruno Alberti,Italy,,ITA,23,2:25.30,1964,Downhill,Male,False,0:00.0,True
351,29.0,Paride Milianti,Italy,,ITA,21,2:23.01,1964,Downhill,Male,False,0:00.0,True
334,22.0,Jos Minsch,Switzerland,,SUI,4,2:19.54,1964,Downhill,Male,False,0:00.0,True
335,23.0,Luggi Leitner,Germany,,GER,5,2:19.67,1964,Downhill,Male,False,0:00.0,True
336,23.0,Guy PÃ©rillat,France,,FRA,6,2:19.79,1964,Downhill,Male,False,0:00.0,True
337,23.0,Gerhard Nenning,Austria,,AUT,7,2:19.98,1964,Downhill,Male,False,0:00.0,True
338,20.0,Willy Favre,Switzerland,,SUI,8,2:20.23,1964,Downhill,Male,False,0:00.0,True
339,22.0,Willy Bogner,Germany,,GER,9,2:20.72,1964,Downhill,Male,False,0:00.0,True
340,24.0,Heini Messner,Austria,,AUT,10,2:20.74,1964,Downhill,Male,False,0:00.0,True
341,25.0,Karl Schranz,Austria,,AUT,11,2:20.98,1964,Downhill,Male,False,0:00.0,True
342,26.0,Fritz Wagnerberger,Germany,,GER,12,2:21.03,1964,Downhill,Male,False,0:00.0,True
343,23.0,Dumeng Giovanoli,Switzerland,,SUI,13,2:21.16,1964,Downhill,Male,False,0:00.0,True
344,19.0,"Ni Orsi, Jr.",United States,,USA,14,2:21.59,1964,Downhill,Male,False,0:00.0,True
345,26.0,FranÃ§ois Bonlieu,France,,FRA,15,2:21.71,1964,Downhill,Male,False,0:00.0,True
346,20.0,Billy Kidd,United States,,USA,16,2:21.82,1964,Downhill,Male,False,0:00.0,True
347,27.0,Buddy Werner,United States,,USA,17,2:22.05,1964,Downhill,Male,False,0:00.0,True
348,27.0,Georg GrÃ¼nenfelder,Switzerland,,SUI,18,2:22.69,1964,Downhill,Male,False,0:00.0,True
349,24.0,Ivo Mahlknecht,Italy,,ITA,19,2:22.72,1964,Downhill,Male,False,0:00.0,True
350,24.0,Chuck Ferries,United States,,USA,20,2:23.00,1964,Downhill,Male,False,0:00.0,True
352,23.0,Raimo Manninen,Finland,,FIN,22,2:23.94,1964,Downhill,Male,False,0:00.0,True
331,24.0,Egon Zimmermann,Austria,Gold,AUT,1,2:18.16,1964,Downhill,Male,False,0:00.0,True
332,26.0,LÃ©o Lacroix,France,Silver,FRA,2,2:18.90,1964,Downhill,Male,False,0:00.0,True
205,22.0,Anna Asheshov,Great Britain,,GBR,38.0,2:05.41,1964,Downhill,Women,False,0:00.0,True
204,33.0,Yevgeniya Kabina-Sidorova,Soviet Union,,URS,37.0,2:05.19,1964,Downhill,Women,False,0:00.0,True
203,20.0,Dikke Eger-Bergman,Norway,,NOR,36.0,2:05.10,1964,Downhill,Women,False,0:00.0,True
202,20.0,Tania Heald,Great Britain,,GBR,35.0,2:04.82,1964,Downhill,Women,False,0:00.0,True
201,21.0,Nancy Holland,Canada,,CAN,34.0,2:04.53,1964,Downhill,Women,False,0:00.0,True
200,23.0,Majda Ankele,Yugoslavia,,YUG,33.0,2:04.46,1964,Downhill,Women,False,0:00.0,True
199,22.0,Krista Fanedl,Yugoslavia,,YUG,31.0,2:04.22,1964,Downhill,Women,False,0:00.0,True
198,23.0,Inge Senoner,Italy,,ITA,31.0,2:04.22,1964,Downhill,Women,False,0:00.0,True
197,19.0,Divina Galica,Great Britain,,GBR,30.0,2:04.10,1964,Downhill,Women,False,0:00.0,True
179,18.0,Burgl FÃ¤rbinger,Germany,,GER,12.0,2:01.23,1964,Downhill,Women,False,0:00.0,True
180,20.0,Patricia du Roy de Blicquy,Belgium,,BEL,13.0,2:01.41,1964,Downhill,Women,False,0:00.0,True
181,21.0,Starr Walton,United States,,USA,14.0,2:01.45,1964,Downhill,Women,False,0:00.0,True
182,24.0,Joan Hannah,United States,,USA,15.0,2:01.88,1964,Downhill,Women,False,0:00.0,True
183,17.0,Gina Hathorn,Great Britain,,GBR,16.0,2:02.20,1964,Downhill,Women,False,0:00.0,True
184,21.0,Heidi Obrecht,Switzerland,,SUI,17.0,2:02.23,1964,Downhill,Women,False,0:00.0,True
185,28.0,Pia Riva,Italy,,ITA,18.0,2:02.25,1964,Downhill,Women,False,0:00.0,True
186,20.0,Theres Obrecht,Switzerland,,SUI,19.0,2:02.41,1964,Downhill,Women,False,0:00.0,True
187,20.0,Ruth Adolf,Switzerland,,SUI,20.0,2:02.59,1964,Downhill,Women,False,0:00.0,True
188,21.0,Margo Walters,United States,,USA,21.0,2:02.68,1964,Downhill,Women,False,0:00.0,True
189,23.0,Edda Kainz,Austria,,AUT,22.0,2:02.69,1964,Downhill,Women,False,0:00.0,True
190,22.0,Heidi Mittermaier,Germany,,GER,23.0,2:03.05,1964,Downhill,Women,False,0:00.0,True
191,21.0,Linda Crutchfield-Bocock,Canada,,CAN,24.0,2:03.10,1964,Downhill,Women,False,0:00.0,True
192,19.0,Lidia Barbieri Sacconaghi,Italy,,ITA,25.0,2:03.38,1964,Downhill,Women,False,0:00.0,True
193,21.0,Jean Saubert,United States,,USA,26.0,2:03.79,1964,Downhill,Women,False,0:00.0,True
194,17.0,Christine Smith,Australia,,AUS,27.0,2:03.82,1964,Downhill,Women,False,0:00.0,True
206,18.0,Galina Sidorova,Soviet Union,,URS,39.0,2:08.32,1964,Downhill,Women,False,0:00.0,True
207,25.0,Stalina Demidova-Korzukhina,Soviet Union,,URS,40.0,2:09.28,1964,Downhill,Women,False,0:00.0,True
208,27.0,Maria GÄsienica Daniel-Szatkowska,Poland,,POL,41.0,2:11.75,1964,Downhill,Women,False,0:00.0,True
209,31.0,Judy Forras,Australia,,AUS,42.0,2:13.83,1964,Downhill,Women,False,0:00.0,True
196,20.0,Liv Jagge-Christiansen,Norway,,NOR,29.0,2:04.07,1964,Downhill,Women,False,0:00.0,True
168,20.0,Christl Haas,Austria,Gold,AUT,1.0,1:55.39,1964,Downhill,Women,False,0:00.0,True
169,22.0,Edith Zimmermann,Austria,Silver,AUT,2.0,1:56.42,1964,Downhill,Women,False,0:00.0,True
170,20.0,Traudl Hecher,Austria,Bronze,AUT,3.0,1:56.66,1964,Downhill,Women,False,0:00.0,True
171,22.0,Heidi Biebl,Germany,,GER,4.0,1:57.87,1964,Downhill,Women,False,0:00.0,True
172,23.0,Barbi Henneberger,Germany,,GER,5.0,1:58.03,1964,Downhill,Women,False,0:00.0,True
173,20.0,Madeleine Bochatay,France,,FRA,6.0,1:59.11,1964,Downhill,Women,False,0:00.0,True
174,20.0,Nancy Greene,Canada,,CAN,7.0,1:59.23,1964,Downhill,Women,False,0:00.0,True
175,20.0,Christine Terraillon,France,,FRA,8.0,1:59.66,1964,Downhill,Women,False,0:00.0,True
176,19.0,Annie Famose,France,,FRA,9.0,1:59.86,1964,Downhill,Women,False,0:00.0,True
177,18.0,Marielle Goitschel,France,,FRA,10.0,2:00.77,1964,Downhill,Women,False,0:00.0,True
178,22.0,Giustina Demetz,Italy,,ITA,11.0,2:01.20,1964,Downhill,Women,False,0:00.0,True
210,33.0,IldikÃ³ SzendrÅdi-KÅvÃ¡ri,Hungary,,HUN,43.0,2:22.22,1964,Downhill,Women,False,0:00.0,True
195,17.0,Karen Dokka,Canada,,CAN,28.0,2:04.04,1964,Downhill,Women,False,0:00.0,True
427,28.0,Egon Zimmermann,Austria,,AUT,13,2:02.55,1968,Downhill,Male,False,0:00.0,True
450,25.0,Jaroslav Janda,Czechoslovakia,,TCH,36,2:07.71,1968,Downhill,Male,False,0:00.0,True
417,22.0,Jean-Daniel DÃ¤twyler,Switzerland,Bronze,SUI,3,2:00.32,1968,Downhill,Male,False,0:00.0,True
418,28.0,Heini Messner,Austria,,AUT,4,2:01.03,1968,Downhill,Male,False,0:00.0,True
419,29.0,Karl Schranz,Austria,,AUT,5,2:01.89,1968,Downhill,Male,False,0:00.0,True
420,28.0,Ivo Mahlknecht,Italy,,ITA,6,2:02.00,1968,Downhill,Male,False,0:00.0,True
421,24.0,Gerhard Prinzing,West Germany,,FRG,7,2:02.10,1968,Downhill,Male,False,0:00.0,True
422,22.0,Bernard Orcel,France,,FRA,8,2:02.22,1968,Downhill,Male,False,0:00.0,True
423,27.0,Gerhard Nenning,Austria,,AUT,9,2:02.31,1968,Downhill,Male,False,0:00.0,True
424,24.0,Edy Bruggmann,Switzerland,,SUI,10,2:02.36,1968,Downhill,Male,False,0:00.0,True
435,22.0,Dennis McCoy,United States,,USA,21,2:04.82,1968,Downhill,Male,False,0:00.0,True
434,30.0,LÃ©o Lacroix,France,,FRA,20,2:03.86,1968,Downhill,Male,False,0:00.0,True
433,22.0,Dieter Fersch,West Germany,,FRG,19,2:03.41,1968,Downhill,Male,False,0:00.0,True
432,24.0,Billy Kidd,United States,,USA,18,2:03.40,1968,Downhill,Male,False,0:00.0,True
431,21.0,Bjarne Strand,Norway,,NOR,17,2:03.20,1968,Downhill,Male,False,0:00.0,True
430,27.0,Dumeng Giovanoli,Switzerland,,SUI,16,2:02.98,1968,Downhill,Male,False,0:00.0,True
429,23.0,Franz Vogler,West Germany,,FRG,15,2:02.94,1968,Downhill,Male,False,0:00.0,True
428,26.0,Jos Minsch,Switzerland,,SUI,14,2:02.76,1968,Downhill,Male,False,0:00.0,True
425,24.0,Gerhard Mussner,Italy,,ITA,11,2:02.50,1968,Downhill,Male,False,0:00.0,True
416,27.0,Guy PÃ©rillat,France,Silver,FRA,2,1:59.93,1968,Downhill,Male,False,0:00.0,True
415,24.0,Jean-Claude Killy,France,Gold,FRA,1,1:59.85,1968,Downhill,Male,False,0:00.0,True
449,19.0,Milan PaÅ¾out,Czechoslovakia,,TCH,35,2:07.45,1968,Downhill,Male,False,0:00.0,True
448,23.0,Lasse Hamre,Norway,,NOR,34,2:06.93,1968,Downhill,Male,False,0:00.0,True
447,23.0,Josef Gassner,Liechtenstein,,LIE,33,2:06.91,1968,Downhill,Male,False,0:00.0,True
426,27.0,Luggi Leitner,West Germany,,FRG,12,2:02.54,1968,Downhill,Male,False,0:00.0,True
445,22.0,Gerry Rinaldi,Canada,,CAN,31,2:06.30,1968,Downhill,Male,False,0:00.0,True
444,26.0,Ulf Ekstam,Finland,,FIN,30,2:06.14,1968,Downhill,Male,False,0:00.0,True
443,23.0,Rune LindstrÃ¶m,Sweden,,SWE,29,2:05.69,1968,Downhill,Male,False,0:00.0,True
442,21.0,Renato Valentini,Italy,,ITA,28,2:05.61,1968,Downhill,Male,False,0:00.0,True
451,21.0,Wolfgang Ender,Liechtenstein,,LIE,37,2:08.08,1968,Downhill,Male,False,0:00.0,True
441,23.0,Wayne Henderson,Canada,,CAN,27,2:05.56,1968,Downhill,Male,False,0:00.0,True
439,24.0,Jeremy Palmer-Tomkinson,Great Britain,,GBR,25,2:05.43,1968,Downhill,Male,False,0:00.0,True
438,19.0,Malcolm Milne,Australia,,AUS,24,2:05.36,1968,Downhill,Male,False,0:00.0,True
437,23.0,Jon Terje Ãverland,Norway,,NOR,23,2:05.34,1968,Downhill,Male,False,0:00.0,True
436,21.0,Teresio Vachet,Italy,,ITA,22,2:04.90,1968,Downhill,Male,False,0:00.0,True
440,21.0,Andrzej Bachleda-CuruÅ,Poland,,POL,26,2:05.48,1968,Downhill,Male,False,0:00.0,True
446,20.0,Aurelio GarcÃ­a,Spain,,ESP,32,2:06.84,1968,Downhill,Male,False,0:00.0,True
460,28.0,Mario Vera,Chile,,CHI,46,2:10.44,1968,Downhill,Male,False,0:00.0,True
453,20.0,Luciano del Cacho,Spain,,ESP,39,2:08.85,1968,Downhill,Male,False,0:00.0,True
476,19.0,Dan Cristea,Romania,,ROU,62,2:18.52,1968,Downhill,Male,False,0:00.0,True
477,24.0,Petar Angelov,Bulgaria,,BUL,63,2:18.71,1968,Downhill,Male,False,0:00.0,True
478,22.0,Juichi Maruyama,Japan,,JPN,64,2:19.33,1968,Downhill,Male,False,0:00.0,True
479,21.0,Dorin Munteanu,Romania,,ROU,65,2:22.53,1968,Downhill,Male,False,0:00.0,True
465,22.0,BlaÅ¾ JakopiÄ,Yugoslavia,,YUG,51,2:11.00,1968,Downhill,Male,False,0:00.0,True
464,19.0,Luke O'Reilly,Great Britain,,GBR,50,2:10.99,1968,Downhill,Male,False,0:00.0,True
463,21.0,Andrey Belokrinkin,Soviet Union,,URS,49,2:10.98,1968,Downhill,Male,False,0:00.0,True
462,22.0,Ryszard ÄwikÅa,Poland,,POL,48,2:10.63,1968,Downhill,Male,False,0:00.0,True
461,19.0,JoÅ¾e Gazvoda,Yugoslavia,,YUG,47,2:10.51,1968,Downhill,Male,False,0:00.0,True
459,23.0,Tsuneo Noto,Japan,,JPN,45,2:10.32,1968,Downhill,Male,False,0:00.0,True
458,20.0,Ian Todd,Great Britain,,GBR,44,2:10.00,1968,Downhill,Male,False,0:00.0,True
457,26.0,Per-Olov Richardsson,Sweden,,SWE,43,2:09.83,1968,Downhill,Male,False,0:00.0,True
456,20.0,Robert Palmer,New Zealand,,NZL,42,2:09.79,1968,Downhill,Male,False,0:00.0,True
455,25.0,Andrej Klinar,Yugoslavia,,YUG,41,2:09.61,1968,Downhill,Male,False,0:00.0,True
454,21.0,Viktor Belyakov,Soviet Union,,URS,40,2:09.32,1968,Downhill,Male,False,0:00.0,True
480,29.0,Lotfollah Kia Shemshaki,Iran,,IRI,66,2:23.60,1968,Downhill,Male,False,0:00.0,True
481,25.0,Ãzer AteÅÃ§i,Turkey,,TUR,67,2:25.18,1968,Downhill,Male,False,0:00.0,True
482,28.0,Fayzollah Band Ali,Iran,,IRI,68,2:27.07,1968,Downhill,Male,False,0:00.0,True
483,,Ovaness Meguerdonian,Iran,,IRI,69,2:30.25,1968,Downhill,Male,False,0:00.0,True
484,21.0,Athanasios Tsimikalis,Greece,,GRE,70,2:36.93,1968,Downhill,Male,False,0:00.0,True
485,19.0,Mehmet YÄ±ldÄ±rÄ±m,Turkey,,TUR,71,2:40.79,1968,Downhill,Male,False,0:00.0,True
486,28.0,Dimitrios Pappos,Greece,,GRE,72,2:44.10,1968,Downhill,Male,False,0:00.0,True
487,,Ali Saveh,Iran,,IRI,73,2:47.88,1968,Downhill,Male,False,0:00.0,True
452,17.0,Francisco FernÃ¡ndez Ochoa,Spain,,ESP,38,2:08.67,1968,Downhill,Male,False,0:00.0,True
241,21.0,Glorianda Cipolla,Italy,,ITA,31.0,1:49.02,1968,Downhill,Women,False,0:00.0,True
242,23.0,Divina Galica,Great Britain,,GBR,32.0,1:49.39,1968,Downhill,Women,False,0:00.0,True
243,23.0,Anna MohrovÃ¡,Czechoslovakia,,TCH,33.0,1:50.22,1968,Downhill,Women,False,0:00.0,True
244,21.0,Mihoko Otsue,Japan,,JPN,34.0,1:51.60,1968,Downhill,Women,False,0:00.0,True
245,22.0,Galina Sidorova,Soviet Union,,URS,35.0,1:51.74,1968,Downhill,Women,False,0:00.0,True
246,27.0,Majda Ankele,Yugoslavia,,YUG,36.0,1:52.13,1968,Downhill,Women,False,0:00.0,True
247,22.0,Anne Reid,New Zealand,,NZL,37.0,1:53.12,1968,Downhill,Women,False,0:00.0,True
248,16.0,Marta BÃ¼hler,Liechtenstein,,LIE,38.0,1:53.53,1968,Downhill,Women,False,0:00.0,True
240,16.0,Clotilde Fasolis,Italy,,ITA,30.0,1:48.90,1968,Downhill,Women,False,0:00.0,True
239,24.0,Alfina Sukhanova,Soviet Union,,URS,29.0,1:48.74,1968,Downhill,Women,False,0:00.0,True
238,21.0,Suzy Chaffee,United States,,USA,28.0,1:48.50,1968,Downhill,Women,False,0:00.0,True
237,22.0,Nina Merkulova,Soviet Union,,URS,27.0,1:48.04,1968,Downhill,Women,False,0:00.0,True
211,20.0,Olga Pall,Austria,Gold,AUT,1.0,1:40.87,1968,Downhill,Women,False,0:00.0,True
212,18.0,Isabelle Mir,France,Silver,FRA,2.0,1:41.33,1968,Downhill,Women,False,0:00.0,True
213,24.0,Christl Haas,Austria,Bronze,AUT,3.0,1:41.41,1968,Downhill,Women,False,0:00.0,True
214,22.0,Brigitte Seiwald,Austria,,AUT,4.0,1:41.82,1968,Downhill,Women,False,0:00.0,True
215,23.0,Annie Famose,France,,FRA,5.0,1:42.15,1968,Downhill,Women,False,0:00.0,True
216,21.0,Felicity Field,Great Britain,,GBR,6.0,1:42.79,1968,Downhill,Women,False,0:00.0,True
217,22.0,Fernande Bochatay,Switzerland,,SUI,7.0,1:42.87,1968,Downhill,Women,False,0:00.0,True
218,22.0,Marielle Goitschel,France,,FRA,8.0,1:42.95,1968,Downhill,Women,False,0:00.0,True
219,18.0,Florence Steurer,France,,FRA,9.0,1:43.00,1968,Downhill,Women,False,0:00.0,True
220,24.0,Nancy Greene,Canada,,CAN,10.0,1:43.12,1968,Downhill,Women,False,0:00.0,True
221,18.0,AnnerÃ¶sli Zryd,Switzerland,,SUI,11.0,1:43.76,1968,Downhill,Women,False,0:00.0,True
222,19.0,Gertrud Gabl,Austria,,AUT,12.0,1:43.97,1968,Downhill,Women,False,0:00.0,True
223,26.0,Giustina Demetz,Italy,,ITA,13.0,1:44.22,1968,Downhill,Women,False,0:00.0,True
225,21.0,Gina Hathorn,Great Britain,,GBR,15.0,1:44.36,1968,Downhill,Women,False,0:00.0,True
226,22.0,Madeleine Wuilloud,Switzerland,,SUI,16.0,1:44.49,1968,Downhill,Women,False,0:00.0,True
227,18.0,Kiki Cutter,United States,,USA,17.0,1:44.94,1968,Downhill,Women,False,0:00.0,True
228,19.0,Vreni InÃ¤bnit,Switzerland,,SUI,18.0,1:45.16,1968,Downhill,Women,False,0:00.0,True
229,21.0,Margret Hafen,West Germany,,FRG,19.0,1:45.33,1968,Downhill,Women,False,0:00.0,True
230,17.0,Judi Leinweber,Canada,,CAN,20.0,1:45.60,1968,Downhill,Women,False,0:00.0,True
231,23.0,Sandy Shellworth,United States,,USA,21.0,1:46.53,1968,Downhill,Women,False,0:00.0,True
232,21.0,Karen Dokka,Canada,,CAN,22.0,1:47.55,1968,Downhill,Women,False,0:00.0,True
233,14.0,Betsy Clifford,Canada,,CAN,23.0,1:47.60,1968,Downhill,Women,False,0:00.0,True
234,17.0,Christine Laprell,West Germany,,FRG,24.0,1:47.62,1968,Downhill,Women,False,0:00.0,True
235,17.0,Rosi Mittermaier,West Germany,,FRG,25.0,1:47.73,1968,Downhill,Women,False,0:00.0,True
236,21.0,Helen Jamieson,Great Britain,,GBR,26.0,1:48.03,1968,Downhill,Women,False,0:00.0,True
224,22.0,Burgl FÃ¤rbinger,West Germany,,FRG,14.0,1:44.29,1968,Downhill,Women,False,0:00.0,True
475,25.0,Thomas Huppert,New Zealand,,NZL,61,2:18.29,1968,Downhill,Male,False,0:00.0,True
474,17.0,FÃ©lipe Briones,Chile,,CHI,60,2:18.07,1968,Downhill,Male,False,0:00.0,True
473,25.0,Hitonari Maruyama,Japan,,JPN,59,2:18.04,1968,Downhill,Male,False,0:00.0,True
472,18.0,Richard Leatherbee,Chile,,CHI,58,2:17.86,1968,Downhill,Male,False,0:00.0,True
471,25.0,Roberto Thostrup,Argentina,,ARG,57,2:17.35,1968,Downhill,Male,False,0:00.0,True
470,22.0,David Borradaile,Great Britain,,GBR,56,2:17.31,1968,Downhill,Male,False,0:00.0,True
469,19.0,Gustavo Ezquerra,Argentina,,ARG,55,2:17.11,1968,Downhill,Male,False,0:00.0,True
468,25.0,Yoshiharu Fukuhara,Japan,,JPN,54,2:14.09,1968,Downhill,Male,False,0:00.0,True
467,28.0,Jeremy Bujakowski,India,,IND,53,2:11.82,1968,Downhill,Male,False,0:00.0,True
466,21.0,Antonio CampaÃ±a,Spain,,ESP,52,2:11.11,1968,Downhill,Male,False,0:00.0,True
250,17.0,Marie-Theres Nadig,Switzerland,Gold,SUI,1.0,1:36.68,1972,Downhill,Women,False,0:00.0,True
549,24.0,Ross Ewington,New Zealand,,NZL,49,2:04.75,1972,Downhill,Male,False,0:00.0,True
555,19.0,Gorban Ali Kalhor,Iran,,IRI,55,2:20.98,1972,Downhill,Male,False,0:00.0,True
554,32.0,Fayzollah Band Ali,Iran,,IRI,54,2:18.19,1972,Downhill,Male,False,0:00.0,True
553,33.0,Lotfollah Kia Shemshaki,Iran,,IRI,53,2:16.14,1972,Downhill,Male,False,0:00.0,True
552,,Ali Saveh,Iran,,IRI,52,2:11.29,1972,Downhill,Male,False,0:00.0,True
551,16.0,Jorge-Emilio Lazzarini,Argentina,,ARG,51,2:08.29,1972,Downhill,Male,False,0:00.0,True
550,20.0,Iain Finlayson,Great Britain,,GBR,50,2:06.50,1972,Downhill,Male,False,0:00.0,True
256,15.0,Bernadette Zurbriggen,Switzerland,,SUI,7.0,1:39.49,1972,Downhill,Women,False,0:00.0,True
257,27.0,Annie Famose,France,,FRA,8.0,1:39.70,1972,Downhill,Women,False,0:00.0,True
258,22.0,Bernadette Rauter,Austria,,AUT,9.0,1:39.84,1972,Downhill,Women,False,0:00.0,True
259,20.0,Marta BÃ¼hler,Liechtenstein,,LIE,10.0,1:40.06,1972,Downhill,Women,False,0:00.0,True
260,17.0,Toril FÃ¸rland,Norway,,NOR,11.0,1:40.25,1972,Downhill,Women,False,0:00.0,True
261,18.0,Marianne Hefti,Switzerland,,SUI,12.0,1:40.38,1972,Downhill,Women,False,0:00.0,True
262,21.0,Traudl Treichl,West Germany,,FRG,13.0,1:40.62,1972,Downhill,Women,False,0:00.0,True
263,22.0,Karen Budge,United States,,USA,14.0,1:40.68,1972,Downhill,Women,False,0:00.0,True
264,17.0,Brigitte Totschnig,Austria,,AUT,15.0,1:40.73,1972,Downhill,Women,False,0:00.0,True
255,21.0,Rosi Mittermaier,West Germany,,FRG,6.0,1:39.32,1972,Downhill,Women,False,0:00.0,True
254,20.0,Rosi Speiser,West Germany,,FRG,5.0,1:39.10,1972,Downhill,Women,False,0:00.0,True
252,20.0,Susie Corrock,United States,Bronze,USA,3.0,1:37.68,1972,Downhill,Women,False,0:00.0,True
251,18.0,Annemarie Moser-PrÃ¶ll,Austria,Silver,AUT,2.0,1:37.00,1972,Downhill,Women,False,0:00.0,True
253,22.0,Isabelle Mir,France,,FRA,4.0,1:38.62,1972,Downhill,Women,False,0:00.0,True
527,23.0,Alfred Hagn,West Germany,,FRG,27,1:56.04,1972,Downhill,Male,False,0:00.0,True
526,19.0,Herbert Marxer,Liechtenstein,,LIE,26,1:55.90,1972,Downhill,Male,False,0:00.0,True
525,22.0,Hank Kashiwa,United States,,USA,25,1:55.60,1972,Downhill,Male,False,0:00.0,True
524,27.0,Franz Vogler,West Germany,,FRG,24,1:55.50,1972,Downhill,Male,False,0:00.0,True
523,23.0,Malcolm Milne,Australia,,AUS,23,1:55.48,1972,Downhill,Male,False,0:00.0,True
522,22.0,Sumihiro Tomii,Japan,,JPN,22,1:55.34,1972,Downhill,Male,False,0:00.0,True
521,24.0,Bernard Charvin,France,,FRA,21,1:55.33,1972,Downhill,Male,False,0:00.0,True
520,18.0,Jim Hunter,Canada,,CAN,20,1:55.16,1972,Downhill,Male,False,0:00.0,True
519,24.0,Henri Duvillard,France,,FRA,19,1:55.13,1972,Downhill,Male,False,0:00.0,True
518,23.0,HansjÃ¶rg Schlager,West Germany,,FRG,18,1:55.05,1972,Downhill,Male,False,0:00.0,True
517,19.0,David Currier,United States,,USA,17,1:54.96,1972,Downhill,Male,False,0:00.0,True
516,26.0,Bernard Orcel,France,,FRA,16,1:54.81,1972,Downhill,Male,False,0:00.0,True
515,25.0,Roger Rossat-Mignod,France,,FRA,15,1:54.72,1972,Downhill,Male,False,0:00.0,True
514,23.0,Mike Lafferty,United States,,USA,14,1:54.38,1972,Downhill,Male,False,0:00.0,True
513,20.0,Gustavo Thoeni,Italy,,ITA,13,1:54.37,1972,Downhill,Male,False,0:00.0,True
512,22.0,Stefano Anzi,Italy,,ITA,11,1:54.15,1972,Downhill,Male,False,0:00.0,True
511,22.0,Giuliano Besson,Italy,,ITA,11,1:54.15,1972,Downhill,Male,False,0:00.0,True
510,24.0,Marcello Varallo,Italy,,ITA,10,1:53.85,1972,Downhill,Male,False,0:00.0,True
509,25.0,Josef Loidl,Austria,,AUT,9,1:53.71,1972,Downhill,Male,False,0:00.0,True
508,20.0,Bob Cochran,United States,,USA,8,1:53.39,1972,Downhill,Male,False,0:00.0,True
507,23.0,Karl Cordin,Austria,,AUT,7,1:53.32,1972,Downhill,Male,False,0:00.0,True
506,23.0,Walter Tresch,Switzerland,,SUI,6,1:53.19,1972,Downhill,Male,False,0:00.0,True
505,19.0,Erik HÃ¥ker,Norway,,NOR,5,1:53.16,1972,Downhill,Male,False,0:00.0,True
504,27.0,Andreas Sprecher,Switzerland,,SUI,4,1:53.11,1972,Downhill,Male,False,0:00.0,True
503,32.0,Heini Messner,Austria,Bronze,AUT,3,1:52.40,1972,Downhill,Male,False,0:00.0,True
502,20.0,Roland Collombin,Switzerland,Silver,SUI,2,1:52.07,1972,Downhill,Male,False,0:00.0,True
501,23.0,Bernhard Russi,Switzerland,Gold,SUI,1,1:51.43,1972,Downhill,Male,False,0:00.0,True
528,18.0,Manni Thofte,Sweden,,SWE,28,1:56.66,1972,Downhill,Male,False,0:00.0,True
547,24.0,Carlos Perner,Argentina,,ARG,47,2:03.69,1972,Downhill,Male,False,0:00.0,True
546,24.0,Sergey Grishchenko,Soviet Union,,URS,46,2:03.19,1972,Downhill,Male,False,0:00.0,True
545,24.0,Resmi Resmiev,Bulgaria,,BUL,45,2:03.01,1972,Downhill,Male,False,0:00.0,True
544,16.0,Steven Clifford,Australia,,AUS,44,2:02.90,1972,Downhill,Male,False,0:00.0,True
543,17.0,Konrad Bartelski,Great Britain,,GBR,43,2:02.71,1972,Downhill,Male,False,0:00.0,True
542,19.0,Robert Blanchaer,Belgium,,BEL,42,2:02.45,1972,Downhill,Male,False,0:00.0,True
541,23.0,Chris Womersley,New Zealand,,NZL,41,2:02.24,1972,Downhill,Male,False,0:00.0,True
548,25.0,Virgil Brenci,Romania,,ROU,48,2:04.33,1972,Downhill,Male,False,0:00.0,True
540,22.0,Ivan Penev,Bulgaria,,BUL,40,2:02.16,1972,Downhill,Male,False,0:00.0,True
538,20.0,Derek Robbins,Canada,,CAN,38,2:00.38,1972,Downhill,Male,False,0:00.0,True
537,20.0,Alex Mapelli-Mozzi,Great Britain,,GBR,37,2:00.28,1972,Downhill,Male,False,0:00.0,True
536,19.0,Peik Christensen,Norway,,NOR,36,1:59.71,1972,Downhill,Male,False,0:00.0,True
535,25.0,Masahiko Otsue,Japan,,JPN,35,1:59.55,1972,Downhill,Male,False,0:00.0,True
534,27.0,Olle RolÃ©n,Sweden,,SWE,34,1:59.28,1972,Downhill,Male,False,0:00.0,True
533,20.0,Royston Varley,Great Britain,,GBR,33,1:58.53,1972,Downhill,Male,False,0:00.0,True
532,19.0,Reto Barrington,Canada,,CAN,32,1:58.29,1972,Downhill,Male,False,0:00.0,True
539,23.0,Dan Cristea,Romania,,ROU,39,2:01.26,1972,Downhill,Male,False,0:00.0,True
531,25.0,Reinhard Tritscher,Austria,,AUT,31,1:58.05,1972,Downhill,Male,False,0:00.0,True
287,18.0,Carol Blackwood,Great Britain,,GBR,38.0,1:44.61,1972,Downhill,Women,False,0:00.0,True
288,19.0,Svetlana Isakova,Soviet Union,,URS,39.0,1:44.83,1972,Downhill,Women,False,0:00.0,True
289,22.0,Harue Okitsu,Japan,,JPN,40.0,1:45.37,1972,Downhill,Women,False,0:00.0,True
290,22.0,Emiko Okazaki,Japan,,JPN,41.0,1:48.85,1972,Downhill,Women,False,0:00.0,True
284,23.0,Miyuki Katagiri,Japan,,JPN,35.0,1:44.10,1972,Downhill,Women,False,0:00.0,True
286,26.0,Nina Merkulova,Soviet Union,,URS,37.0,1:44.48,1972,Downhill,Women,False,0:00.0,True
