,Age,Athlete,Country,Medal,NOC,Rank,Time_end,Year,Type,Gender,test,Time_start,test_time
134,20.0,Chiharu Igaya,Japan,,JPN,24,2:45.0,1952,Downhill,Male,False,0:00.0,True
135,24.0,Maurice Sanglard,France,,FRA,25,2:45.4,1952,Downhill,Male,False,0:00.0,True
139,24.0,Stefan Dziedzic,Poland,,POL,29,2:49.4,1952,Downhill,Male,False,0:00.0,True
227,22.0,Bill Day,Australia,,AUS,35,4:02.0,1956,Downhill,Male,False,0:00.0,True
228,24.0,Francisco Viladomat,Spain,,ESP,36,4:02.1,1956,Downhill,Male,False,0:00.0,True
229,29.0,Luis MolnÃ©,Spain,,ESP,37,4:08.9,1956,Downhill,Male,False,0:00.0,True
230,27.0,Denis Feron,Belgium,,BEL,38,4:16.6,1956,Downhill,Male,False,0:00.0,True
232,29.0,Leopold SchÃ¤dler,Liechtenstein,,LIE,40,4:23.7,1956,Downhill,Male,False,0:00.0,True
233,19.0,Vicente Vera,Chile,,CHI,41,4:25.4,1956,Downhill,Male,False,0:00.0,True
234,31.0,Ibrahim Geagea,Lebanon,,LIB,42,4:33.1,1956,Downhill,Male,False,0:00.0,True
231,,Mahmoud Beiglou,Iran,,IRI,39,4:22.0,1956,Downhill,Male,False,0:00.0,True
222,20.0,Charlach Mackintosh,Great Britain,,GBR,30,3:41.4,1956,Downhill,Male,False,0:00.0,True
225,23.0,Muzaffer Demirhan,Turkey,,TUR,33,3:52.2,1956,Downhill,Male,False,0:00.0,True
224,24.0,Lars Mattsson,Sweden,,SWE,32,3:50.4,1956,Downhill,Male,False,0:00.0,True
223,22.0,Nicolae Pandrea,Romania,,ROU,31,3:46.5,1956,Downhill,Male,False,0:00.0,True
221,25.0,Ludvig Dornig,Yugoslavia,,YUG,29,3:41.1,1956,Downhill,Male,False,0:00.0,True
220,23.0,Susumu Sugiyama,Japan,,JPN,28,3:39.1,1956,Downhill,Male,False,0:00.0,True
219,23.0,Petar Ivanov Angelov,Bulgaria,,BUL,27,3:38.5,1956,Downhill,Male,False,0:00.0,True
218,25.0,Franz Beck,Liechtenstein,,LIE,26,3:36.8,1956,Downhill,Male,False,0:00.0,True
217,24.0,AndrÃ© Bertrand,Canada,,CAN,25,3:31.2,1956,Downhill,Male,False,0:00.0,True
216,23.0,Georgi Varoshkin,Bulgaria,,BUL,24,3:30.0,1956,Downhill,Male,False,0:00.0,True
215,27.0,Kalevi HÃ¤kkinen,Finland,,FIN,23,3:29.2,1956,Downhill,Male,False,0:00.0,True
214,30.0,Franc Cvenkelj,Yugoslavia,,YUG,22,3:28.5,1956,Downhill,Male,False,0:00.0,True
213,21.0,Viktor Talyanov,Soviet Union,,URS,21,3:26.5,1956,Downhill,Male,False,0:00.0,True
212,25.0,Peppi Schwaiger,Germany,,GER,20,3:22.2,1956,Downhill,Male,False,0:00.0,True
226,22.0,Nigel Gardner,Great Britain,,GBR,34,4:00.7,1956,Downhill,Male,False,0:00.0,True
211,22.0,Karl Zillibiller,Germany,,GER,19,3:21.6,1956,Downhill,Male,False,0:00.0,True
210,25.0,Georgi Dimitrov,Bulgaria,,BUL,18,3:18.1,1956,Downhill,Male,False,0:00.0,True
208,27.0,Aleksandr Filatov,Soviet Union,,URS,16,3:16.6,1956,Downhill,Male,False,0:00.0,True
209,23.0,EvÅ¾en ÄermÃ¡k,Czechoslovakia,,TCH,17,3:18.0,1956,Downhill,Male,False,0:00.0,True
207,25.0,Andrzej GÄsienica Roj,Poland,,POL,15,3:09.3,1956,Downhill,Male,False,0:00.0,True
206,26.0,Asle SjÃ¥stad,Norway,,NOR,14,3:08.8,1956,Downhill,Male,False,0:00.0,True
205,26.0,Hans Forrer,Switzerland,,SUI,13,3:08.0,1956,Downhill,Male,False,0:00.0,True
204,24.0,Sepp Behr,Germany,,GER,12,3:07.7,1956,Downhill,Male,False,0:00.0,True
203,19.0,Buddy Werner,United States,,USA,11,3:05.8,1956,Downhill,Male,False,0:00.0,True
202,29.0,Stig Sollander,Sweden,,SWE,10,3:05.4,1956,Downhill,Male,False,0:00.0,True
201,24.0,Bruno Burrini,Italy,,ITA,9,3:02.4,1956,Downhill,Male,False,0:00.0,True
200,23.0,Charles Bozon,France,,FRA,8,3:01.9,1956,Downhill,Male,False,0:00.0,True
199,24.0,Kurt Hennrich,Czechoslovakia,,TCH,7,3:01.5,1956,Downhill,Male,False,0:00.0,True
198,21.0,Gino Burrini,Italy,,ITA,6,3:00.2,1956,Downhill,Male,False,0:00.0,True
197,20.0,Hans Peter Lanig,Germany,,GER,5,2:59.8,1956,Downhill,Male,False,0:00.0,True
196,19.0,Roger Staub,Switzerland,,SUI,4,2:57.1,1956,Downhill,Male,False,0:00.0,True
195,24.0,Anderl Molterer,Austria,Bronze,AUT,3,2:56.2,1956,Downhill,Male,False,0:00.0,True
194,24.0,Raymond Fellay,Switzerland,Silver,SUI,2,2:55.7,1956,Downhill,Male,False,0:00.0,True
193,20.0,Toni Sailer,Austria,Gold,AUT,1,2:52.2,1956,Downhill,Male,False,0:00.0,True
235,,Jean Keyrouz,Lebanon,,LIB,43,4:57.6,1956,Downhill,Male,False,0:00.0,True
236,,Benik Amirian,Iran,,IRI,44,5:02.7,1956,Downhill,Male,False,0:00.0,True
237,24.0,"Max, Prince von Hohenlohe",Liechtenstein,,LIE,45,5:15.8,1956,Downhill,Male,False,0:00.0,True
238,39.0,Aris Vatimbellas,Greece,,GRE,46,5:44.2,1956,Downhill,Male,False,0:00.0,True
239,29.0,Christos Papageorgiou,Greece,,GRE,47,8:03.2,1956,Downhill,Male,False,0:00.0,True
95,28.0,Barbara Grocholska,Poland,,POL,17.0,1:51.7,1956,Downhill,Women,False,0:00.0,True
119,26.0,Renate Holmes,Great Britain,,GBR,41.0,2:05.0,1956,Downhill,Women,False,0:00.0,True
118,24.0,Magdalena Marotineanu,Romania,,ROU,40.0,2:04.0,1956,Downhill,Women,False,0:00.0,True
117,21.0,Christine Davy,Australia,,AUS,39.0,2:01.6,1956,Downhill,Women,False,0:00.0,True
116,24.0,Dorothy Surgenor,United States,,USA,38.0,2:01.5,1956,Downhill,Women,False,0:00.0,True
115,25.0,Yevgeniya Kabina-Sidorova,Soviet Union,,URS,37.0,1:59.8,1956,Downhill,Women,False,0:00.0,True
114,15.0,Vera Schenone,Italy,,ITA,36.0,1:59.2,1956,Downhill,Women,False,0:00.0,True
113,19.0,Zandra Nowell,Great Britain,,GBR,35.0,1:59.0,1956,Downhill,Women,False,0:00.0,True
112,17.0,Penny Pitou,United States,,USA,34.0,1:58.9,1956,Downhill,Women,False,0:00.0,True
111,21.0,Ginette Seguin,Canada,,CAN,33.0,1:58.2,1956,Downhill,Women,False,0:00.0,True
110,19.0,Sonja Sperl,Germany,,GER,32.0,1:57.8,1956,Downhill,Women,False,0:00.0,True
109,23.0,JakobÃ­na JakobsdÃ³ttir,Iceland,,ISL,31.0,1:57.2,1956,Downhill,Women,False,0:00.0,True
108,23.0,Andrea Mead-Lawrence,United States,,USA,30.0,1:55.2,1956,Downhill,Women,False,0:00.0,True
107,23.0,Hannelore Glaser-Franke,Germany,,GER,29.0,1:54.7,1956,Downhill,Women,False,0:00.0,True
106,24.0,Slava ZupanÄiÄ,Yugoslavia,,YUG,28.0,1:54.5,1956,Downhill,Women,False,0:00.0,True
105,16.0,Astrid Sandvik,Norway,,NOR,27.0,1:54.4,1956,Downhill,Women,False,0:00.0,True
104,25.0,Inger JÃ¸rgensen,Norway,,NOR,26.0,1:54.3,1956,Downhill,Women,False,0:00.0,True
103,24.0,Hedi Beeler,Switzerland,,SUI,25.0,1:54.0,1956,Downhill,Women,False,0:00.0,True
102,25.0,Madeleine Front,France,,FRA,24.0,1:53.6,1956,Downhill,Women,False,0:00.0,True
101,19.0,Carlyn Kruger,Canada,,CAN,22.0,1:53.2,1956,Downhill,Women,False,0:00.0,True
100,17.0,Anne Heggtveit,Canada,,CAN,22.0,1:53.2,1956,Downhill,Women,False,0:00.0,True
99,29.0,Marysette Agnel,France,,FRA,21.0,1:52.4,1956,Downhill,Women,False,0:00.0,True
98,30.0,Ossi Reichert,Germany,,GER,20.0,1:52.3,1956,Downhill,Women,False,0:00.0,True
97,26.0,Maria Kowalska,Poland,,POL,19.0,1:51.9,1956,Downhill,Women,False,0:00.0,True
96,29.0,Ingrid Englund,Sweden,,SWE,18.0,1:51.8,1956,Downhill,Women,False,0:00.0,True
120,23.0,Vivi-Anne Wassdahl,Sweden,,SWE,42.0,2:08.0,1956,Downhill,Women,False,0:00.0,True
121,29.0,Jeanne Sandford,Great Britain,,GBR,43.0,2:15.1,1956,Downhill,Women,False,0:00.0,True
122,24.0,Elena Epuran,Romania,,ROU,44.0,2:27.7,1956,Downhill,Women,False,0:00.0,True
94,20.0,Rosemarie Reichenbach,Switzerland,,SUI,15.0,1:51.6,1956,Downhill,Women,False,0:00.0,True
93,20.0,Eivor Berglund,Sweden,,SWE,15.0,1:51.6,1956,Downhill,Women,False,0:00.0,True
91,25.0,Putzi Frandl,Austria,,AUT,13.0,1:51.0,1956,Downhill,Women,False,0:00.0,True
86,22.0,Josette NeviÃ¨re,France,,FRA,8.0,1:49.2,1956,Downhill,Women,False,0:00.0,True
85,30.0,Thea Hochleitner,Austria,,AUT,7.0,1:47.9,1956,Downhill,Women,False,0:00.0,True
84,20.0,Carla Marchelli,Italy,,ITA,6.0,1:47.7,1956,Downhill,Women,False,0:00.0,True
83,25.0,Hilde Hofherr,Austria,,AUT,4.0,1:47.3,1956,Downhill,Women,False,0:00.0,True
82,24.0,Giuliana Chenal-Minuzzo,Italy,,ITA,4.0,1:47.3,1956,Downhill,Women,False,0:00.0,True
81,21.0,Lucile Wheeler,Canada,Bronze,CAN,3.0,1:45.9,1956,Downhill,Women,False,0:00.0,True
80,25.0,Frieda DÃ¤nzer,Switzerland,Silver,SUI,2.0,1:45.4,1956,Downhill,Women,False,0:00.0,True
79,24.0,Madeleine Chamot-Berthod,Switzerland,Gold,SUI,1.0,1:40.7,1956,Downhill,Women,False,0:00.0,True
90,29.0,Trude Klecker,Austria,,AUT,12.0,1:50.6,1956,Downhill,Women,False,0:00.0,True
89,28.0,Anna Pellissier,Italy,,ITA,11.0,1:49.7,1956,Downhill,Women,False,0:00.0,True
88,22.0,Gladys Werner,United States,,USA,10.0,1:49.6,1956,Downhill,Women,False,0:00.0,True
87,31.0,Borghild Niskin,Norway,,NOR,9.0,1:49.5,1956,Downhill,Women,False,0:00.0,True
92,28.0,Aleksandra Artyomenko,Soviet Union,,URS,14.0,1:51.1,1956,Downhill,Women,False,0:00.0,True
142,18.0,Nancy Holland,Canada,,CAN,17.0,1:45.2,1960,Downhill,Women,False,0:00.0,True
163,17.0,Janine Monterrain,France,,FRA,38.0,2:03.0,1960,Downhill,Women,False,0:00.0,True
133,22.0,Erika Netzer,Austria,,AUT,8.0,1:41.1,1960,Downhill,Women,False,0:00.0,True
132,23.0,Sonja Sperl,Germany,,GER,7.0,1:41.0,1960,Downhill,Women,False,0:00.0,True
131,21.0,Anneliese Meggl,Germany,,GER,6.0,1:40.8,1960,Downhill,Women,False,0:00.0,True
130,21.0,Jerta Schir,Italy,,ITA,5.0,1:40.5,1960,Downhill,Women,False,0:00.0,True
129,24.0,Pia Riva,Italy,,ITA,4.0,1:39.9,1960,Downhill,Women,False,0:00.0,True
128,16.0,Traudl Hecher,Austria,Bronze,AUT,3.0,1:38.9,1960,Downhill,Women,False,0:00.0,True
134,28.0,Yvonne RÃ¼egg,Switzerland,,SUI,9.0,1:41.6,1960,Downhill,Women,False,0:00.0,True
127,21.0,Penny Pitou,United States,Silver,USA,2.0,1:38.6,1960,Downhill,Women,False,0:00.0,True
126,19.0,Heidi Biebl,Germany,Gold,GER,1.0,1:37.6,1960,Downhill,Women,False,0:00.0,True
135,24.0,Carla Marchelli,Italy,,ITA,9.0,1:41.6,1960,Downhill,Women,False,0:00.0,True
137,21.0,Anne Heggtveit,Canada,,CAN,12.0,1:42.9,1960,Downhill,Women,False,0:00.0,True
321,30.0,Bill Hunt,New Zealand,,NZL,54,2:32.0,1960,Downhill,Male,False,0:00.0,True
322,27.0,John Oakes,Great Britain,,GBR,55,2:36.0,1960,Downhill,Male,False,0:00.0,True
323,35.0,Ibrahim Geagea,Lebanon,,LIB,56,2:39.2,1960,Downhill,Male,False,0:00.0,True
324,23.0,Peter Brockhoff,Australia,,AUS,57,2:39.7,1960,Downhill,Male,False,0:00.0,True
325,23.0,Zeki ÅamiloÄlu,Turkey,,TUR,58,2:42.4,1960,Downhill,Male,False,0:00.0,True
326,18.0,Nazih Geagea,Lebanon,,LIB,59,3:00.3,1960,Downhill,Male,False,0:00.0,True
136,19.0,Barbi Henneberger,Germany,,GER,11.0,1:42.4,1960,Downhill,Women,False,0:00.0,True
327,27.0,Clemente Tellechea,Argentina,,ARG,60,3:20.2,1960,Downhill,Male,False,0:00.0,True
141,22.0,Arlette Grosso,France,,FRA,14.0,1:44.2,1960,Downhill,Women,False,0:00.0,True
140,17.0,Jolanda Schir,Italy,,ITA,14.0,1:44.2,1960,Downhill,Women,False,0:00.0,True
139,26.0,ThÃ©rÃ¨se Leduc,France,,FRA,14.0,1:44.2,1960,Downhill,Women,False,0:00.0,True
138,20.0,Marit Haraldsen,Norway,,NOR,12.0,1:42.9,1960,Downhill,Women,False,0:00.0,True
328,,Im Gyeong-Sun,South Korea,,KOR,61,3:34.4,1960,Downhill,Male,False,0:00.0,True
320,22.0,Masayoshi Mitani,Japan,,JPN,53,2:31.3,1960,Downhill,Male,False,0:00.0,True
319,26.0,Bill Day,Australia,,AUS,52,2:30.5,1960,Downhill,Male,False,0:00.0,True
318,29.0,Luis Arias,Spain,,ESP,51,2:29.8,1960,Downhill,Male,False,0:00.0,True
317,24.0,Hermann Kindle,Liechtenstein,,LIE,49,2:29.4,1960,Downhill,Male,False,0:00.0,True
143,24.0,Marguerite Leduc,France,,FRA,18.0,1:45.6,1960,Downhill,Women,False,0:00.0,True
268,22.0,Jean Vuarnet,France,Gold,FRA,1,2:06.0,1960,Downhill,Male,False,0:00.0,True
269,24.0,Hans Peter Lanig,Germany,Silver,GER,2,2:06.5,1960,Downhill,Male,False,0:00.0,True
270,19.0,Guy PÃ©rillat,France,Bronze,FRA,3,2:06.9,1960,Downhill,Male,False,0:00.0,True
271,24.0,Willi Forrer,Switzerland,,SUI,4,2:07.8,1960,Downhill,Male,False,0:00.0,True
144,22.0,Stalina Demidova-Korzukhina,Soviet Union,,URS,19.0,1:46.5,1960,Downhill,Women,False,0:00.0,True
272,23.0,Roger Staub,Switzerland,,SUI,5,2:08.9,1960,Downhill,Male,False,0:00.0,True
274,21.0,Karl Schranz,Austria,,AUT,7,2:09.2,1960,Downhill,Male,False,0:00.0,True
275,27.0,Charles Bozon,France,,FRA,8,2:09.6,1960,Downhill,Male,False,0:00.0,True
276,18.0,Willy Bogner,Germany,,GER,9,2:09.7,1960,Downhill,Male,False,0:00.0,True
277,27.0,Egon N. Zimmermann,Austria,,AUT,10,2:09.8,1960,Downhill,Male,False,0:00.0,True
278,19.0,Luggi Leitner,Germany,,GER,11,2:10.2,1960,Downhill,Male,False,0:00.0,True
279,25.0,Paride Milianti,Italy,,ITA,12,2:10.8,1960,Downhill,Male,False,0:00.0,True
273,25.0,Bruno Alberti,Italy,,ITA,6,2:09.1,1960,Downhill,Male,False,0:00.0,True
145,29.0,Yevgeniya Kabina-Sidorova,Soviet Union,,URS,20.0,1:46.7,1960,Downhill,Women,False,0:00.0,True
146,20.0,Joan Hannah,United States,,USA,21.0,1:47.9,1960,Downhill,Women,False,0:00.0,True
147,16.0,Nancy Greene,Canada,,CAN,22.0,1:48.3,1960,Downhill,Women,False,0:00.0,True
162,20.0,Astrid Sandvik,Norway,,NOR,37.0,2:02.9,1960,Downhill,Women,False,0:00.0,True
161,20.0,Tish Prain,New Zealand,,NZL,36.0,2:01.5,1960,Downhill,Women,False,0:00.0,True
160,20.0,Liselotte Michel,Switzerland,,SUI,35.0,2:01.0,1960,Downhill,Women,False,0:00.0,True
159,16.0,Cecilia Womersley,New Zealand,,NZL,34.0,1:59.5,1960,Downhill,Women,False,0:00.0,True
158,22.0,Linda Meyers,United States,,USA,33.0,1:53.4,1960,Downhill,Women,False,0:00.0,True
157,19.0,Elizabeth Greene,Canada,,CAN,32.0,1:53.3,1960,Downhill,Women,False,0:00.0,True
156,30.0,Renate Holmes,Great Britain,,GBR,31.0,1:51.9,1960,Downhill,Women,False,0:00.0,True
155,16.0,Liv Jagge-Christiansen,Norway,,NOR,30.0,1:51.2,1960,Downhill,Women,False,0:00.0,True
154,19.0,MarÃ­a Cristina Schweizer,Argentina,,ARG,29.0,1:51.0,1960,Downhill,Women,False,0:00.0,True
153,18.0,Wendy Farrington,Great Britain,,GBR,28.0,1:50.8,1960,Downhill,Women,False,0:00.0,True
152,25.0,Christine Davy,Australia,,AUS,27.0,1:50.6,1960,Downhill,Women,False,0:00.0,True
151,20.0,Margrit Gertsch,Switzerland,,SUI,26.0,1:50.4,1960,Downhill,Women,False,0:00.0,True
150,21.0,Josephine Gibbs,Great Britain,,GBR,25.0,1:50.3,1960,Downhill,Women,False,0:00.0,True
149,18.0,MarÃ­an Navarro,Spain,,ESP,24.0,1:49.7,1960,Downhill,Women,False,0:00.0,True
148,27.0,Lyubov Volkova,Soviet Union,,URS,23.0,1:49.2,1960,Downhill,Women,False,0:00.0,True
280,20.0,Jakob Arduser,Switzerland,,SUI,13,2:10.9,1960,Downhill,Male,False,0:00.0,True
164,29.0,Putzi Frandl,Austria,,AUT,39.0,2:11.6,1960,Downhill,Women,False,0:00.0,True
281,21.0,Dave Gorsuch,United States,,USA,14,2:11.0,1960,Downhill,Male,False,0:00.0,True
283,22.0,Eberhard Riedel,Germany,,GER,16,2:13.3,1960,Downhill,Male,False,0:00.0,True
303,20.0,Kristinn Benediktsson,Iceland,,ISL,36,2:26.0,1960,Downhill,Male,False,0:00.0,True
304,25.0,Eysteinn ÃÃ³rÃ°arson,Iceland,,ISL,37,2:26.2,1960,Downhill,Male,False,0:00.0,True
305,19.0,HernÃ¡n Boher,Chile,,CHI,38,2:26.7,1960,Downhill,Male,False,0:00.0,True
306,19.0,Victor Tagle,Chile,,CHI,39,2:26.9,1960,Downhill,Male,False,0:00.0,True
307,23.0,Geoff Pitchford,Great Britain,,GBR,40,2:27.3,1960,Downhill,Male,False,0:00.0,True
308,19.0,Adolf Fehr,Liechtenstein,,LIE,41,2:27.4,1960,Downhill,Male,False,0:00.0,True
302,24.0,Charlach Mackintosh,Great Britain,,GBR,35,2:25.1,1960,Downhill,Male,False,0:00.0,True
309,25.0,Manuel GarcÃ­a-Moran,Spain,,ESP,42,2:27.6,1960,Downhill,Male,False,0:00.0,True
311,19.0,Luis SÃ¡nchez,Spain,,ESP,44,2:28.3,1960,Downhill,Male,False,0:00.0,True
312,25.0,Osvaldo Ancinas,Argentina,,ARG,45,2:28.4,1960,Downhill,Male,False,0:00.0,True
313,24.0,Osamu Tada,Japan,,JPN,46,2:28.5,1960,Downhill,Male,False,0:00.0,True
314,18.0,Aleksandar Shalamanov,Bulgaria,,BUL,47,2:29.0,1960,Downhill,Male,False,0:00.0,True
315,25.0,Sam Chaffey,New Zealand,,NZL,48,2:29.3,1960,Downhill,Male,False,0:00.0,True
316,23.0,Silvan Kindle,Liechtenstein,,LIE,49,2:29.4,1960,Downhill,Male,False,0:00.0,True
310,21.0,Robert Skepper,Great Britain,,GBR,43,2:28.1,1960,Downhill,Male,False,0:00.0,True
301,28.0,Chiharu Igaya,Japan,,JPN,34,2:25.0,1960,Downhill,Male,False,0:00.0,True
300,24.0,JÃ³hann Vilbergsson,Iceland,,ISL,33,2:24.6,1960,Downhill,Male,False,0:00.0,True
299,23.0,Vicente Vera,Chile,,CHI,32,2:24.5,1960,Downhill,Male,False,0:00.0,True
284,20.0,Gordi Eaton,United States,,USA,17,2:14.0,1960,Downhill,Male,False,0:00.0,True
285,23.0,Max Marolt,United States,,USA,18,2:14.2,1960,Downhill,Male,False,0:00.0,True
286,28.0,Anderl Molterer,Austria,,AUT,19,2:15.1,1960,Downhill,Male,False,0:00.0,True
287,24.0,Nando Pajarola,Switzerland,,SUI,20,2:15.4,1960,Downhill,Male,False,0:00.0,True
288,24.0,Oddvar RÃ¸nnestad,Norway,,NOR,20,2:15.4,1960,Downhill,Male,False,0:00.0,True
289,25.0,Marvin Melville,United States,,USA,22,2:15.9,1960,Downhill,Male,False,0:00.0,True
290,22.0,Verne Anderson,Canada,,CAN,22,2:15.9,1960,Downhill,Male,False,0:00.0,True
291,24.0,Italo Pedroncelli,Italy,,ITA,24,2:16.8,1960,Downhill,Male,False,0:00.0,True
292,17.0,Felice De Nicolo,Italy,,ITA,25,2:18.1,1960,Downhill,Male,False,0:00.0,True
293,20.0,Jean-Guy Brunet,Canada,,CAN,26,2:18.2,1960,Downhill,Male,False,0:00.0,True
294,18.0,Frederick Tommy,Canada,,CAN,27,2:18.4,1960,Downhill,Male,False,0:00.0,True
295,22.0,Don Bruneski,Canada,,CAN,28,2:19.9,1960,Downhill,Male,False,0:00.0,True
296,27.0,Georgi Varoshkin,Bulgaria,,BUL,29,2:20.0,1960,Downhill,Male,False,0:00.0,True
297,29.0,Georgi Dimitrov,Bulgaria,,BUL,30,2:20.2,1960,Downhill,Male,False,0:00.0,True
298,19.0,Francisco Cortes,Chile,,CHI,31,2:20.8,1960,Downhill,Male,False,0:00.0,True
282,22.0,Pepi Stiegler,Austria,,AUT,15,2:13.1,1960,Downhill,Male,False,0:00.0,True
371,23.0,Juan Garriga,Spain,,ESP,41,2:32.85,1964,Downhill,Male,False,0:00.0,True
373,22.0,Javier Masana,Spain,,ESP,43,2:33.52,1964,Downhill,Male,False,0:00.0,True
390,20.0,Petar Angelov,Bulgaria,,BUL,60,2:43.32,1964,Downhill,Male,False,0:00.0,True
389,27.0,"Karim, Prince Aga Khan",Iran,,IRI,59,2:42.59,1964,Downhill,Male,False,0:00.0,True
388,23.0,HernÃ¡n Boher,Chile,,CHI,58,2:41.67,1964,Downhill,Male,False,0:00.0,True
387,23.0,Yoshihiro Ohira,Japan,,JPN,57,2:40.82,1964,Downhill,Male,False,0:00.0,True
386,23.0,Charles Palmer-Tomkinson,Great Britain,,GBR,56,2:39.97,1964,Downhill,Male,False,0:00.0,True
385,21.0,Andrej Klinar,Yugoslavia,,YUG,55,2:39.79,1964,Downhill,Male,False,0:00.0,True
384,18.0,Valery Shein,Soviet Union,,URS,54,2:38.13,1964,Downhill,Male,False,0:00.0,True
383,19.0,Josef Gassner,Liechtenstein,,LIE,53,2:37.38,1964,Downhill,Male,False,0:00.0,True
382,14.0,August Wolfinger,Liechtenstein,,LIE,52,2:37.25,1964,Downhill,Male,False,0:00.0,True
381,21.0,Fric DetiÄek,Yugoslavia,,YUG,51,2:36.54,1964,Downhill,Male,False,0:00.0,True
380,18.0,"Charles, Count de Westenholz",Great Britain,,GBR,50,2:36.12,1964,Downhill,Male,False,0:00.0,True
379,19.0,Andrzej DereziÅski,Poland,,POL,49,2:35.89,1964,Downhill,Male,False,0:00.0,True
378,18.0,Hans-Walter SchÃ¤dler,Liechtenstein,,LIE,48,2:35.84,1964,Downhill,Male,False,0:00.0,True
377,24.0,Tally Monastyryov,Soviet Union,,URS,47,2:35.27,1964,Downhill,Male,False,0:00.0,True
376,19.0,Tsuneo Noto,Japan,,JPN,46,2:34.76,1964,Downhill,Male,False,0:00.0,True
375,21.0,Yoshiharu Fukuhara,Japan,,JPN,45,2:34.55,1964,Downhill,Male,False,0:00.0,True
374,21.0,John Rigby,Great Britain,,GBR,44,2:34.32,1964,Downhill,Male,False,0:00.0,True
372,20.0,Jean-Claude Killy,France,,FRA,42,2:32.96,1964,Downhill,Male,False,0:00.0,True
391,21.0,Simon Brown,Australia,,AUS,61,2:44.07,1964,Downhill,Male,False,0:00.0,True
370,22.0,BronisÅaw Trzebunia,Poland,,POL,40,2:32.29,1964,Downhill,Male,False,0:00.0,True
369,22.0,Radim KolouÅ¡ek,Czechoslovakia,,TCH,39,2:31.34,1964,Downhill,Male,False,0:00.0,True
368,21.0,Arild Holm,Norway,,NOR,38,2:31.32,1964,Downhill,Male,False,0:00.0,True
367,19.0,Olle RolÃ©n,Sweden,,SWE,37,2:31.14,1964,Downhill,Male,False,0:00.0,True
366,20.0,Vasily Melnikov,Soviet Union,,URS,36,2:30.83,1964,Downhill,Male,False,0:00.0,True
365,20.0,Luis Viu,Spain,,ESP,35,2:30.35,1964,Downhill,Male,False,0:00.0,True
364,19.0,Peter Duncan,Canada,,CAN,34,2:30.06,1964,Downhill,Male,False,0:00.0,True
363,23.0,Hajime Tomii,Japan,,JPN,33,2:30.02,1964,Downhill,Male,False,0:00.0,True
362,19.0,Jon Terje Ãverland,Norway,,NOR,32,2:29.74,1964,Downhill,Male,False,0:00.0,True
361,22.0,Bengt-Erik Grahn,Sweden,,SWE,31,2:29.29,1964,Downhill,Male,False,0:00.0,True
360,21.0,Rod Hebron,Canada,,CAN,30,2:27.90,1964,Downhill,Male,False,0:00.0,True
359,26.0,Peter Lakota,Yugoslavia,,YUG,29,2:27.82,1964,Downhill,Male,False,0:00.0,True
358,24.0,Gary Battistella,Canada,,CAN,28,2:27.74,1964,Downhill,Male,False,0:00.0,True
392,20.0,Oto PustoslemÅ¡ek,Yugoslavia,,YUG,62,2:44.77,1964,Downhill,Male,False,0:00.0,True
394,22.0,Pedro Klempa,Argentina,,ARG,64,2:47.07,1964,Downhill,Male,False,0:00.0,True
407,20.0,Juan Holz,Chile,,CHI,77,4:51.18,1964,Downhill,Male,False,0:00.0,True
406,21.0,Jorge Abelardo Eiras,Argentina,,ARG,76,4:34.51,1964,Downhill,Male,False,0:00.0,True
405,,Michel Rahme,Lebanon,,LIB,75,3:55.15,1964,Downhill,Male,False,0:00.0,True
404,,Jean Keyrouz,Lebanon,,LIB,74,3:40.44,1964,Downhill,Male,False,0:00.0,True
403,21.0,Kostas Karydas,Greece,,GRE,73,3:10.09,1964,Downhill,Male,False,0:00.0,True
402,21.0,Abdurrahman KÃ¼Ã§Ã¼k,Turkey,,TUR,72,3:09.99,1964,Downhill,Male,False,0:00.0,True
401,26.0,Zeki ÅamiloÄlu,Turkey,,TUR,71,3:05.71,1964,Downhill,Male,False,0:00.0,True
400,34.0,Osman YÃ¼ce,Turkey,,TUR,70,3:03.66,1964,Downhill,Male,False,0:00.0,True
399,,Ovaness Meguerdonian,Iran,,IRI,69,2:57.10,1964,Downhill,Male,False,0:00.0,True
398,20.0,Peter Wenzel,Australia,,AUS,68,2:55.58,1964,Downhill,Male,False,0:00.0,True
393,31.0,Muzaffer Demirhan,Turkey,,TUR,63,2:45.63,1964,Downhill,Male,False,0:00.0,True
333,23.0,Wolfgang Bartels,Germany,Bronze,GER,3,2:19.48,1964,Downhill,Male,False,0:00.0,True
355,24.0,Jean-Guy Brunet,Canada,,CAN,25,2:26.59,1964,Downhill,Male,False,0:00.0,True
356,22.0,Ulf Ekstam,Finland,,FIN,26,2:27.31,1964,Downhill,Male,False,0:00.0,True
357,24.0,Martino Fill,Italy,,ITA,27,2:27.33,1964,Downhill,Male,False,0:00.0,True
397,22.0,Nazih Geagea,Lebanon,,LIB,67,2:55.34,1964,Downhill,Male,False,0:00.0,True
396,24.0,Fayzollah Band Ali,Iran,,IRI,66,2:52.44,1964,Downhill,Male,False,0:00.0,True
395,25.0,Lotfollah Kia Shemshaki,Iran,,IRI,65,2:50.70,1964,Downhill,Male,False,0:00.0,True
354,20.0,Jerzy Woyna Orlewicz,Poland,,POL,24,2:25.88,1964,Downhill,Male,False,0:00.0,True
