,Exporter,Importer,Latitude_exp,Longitude_exp,Latitude_imp,Longitude_imp,Millions,Millions_Total
220,Germany,Chile,51.165691,10.451526,-35.675147,-71.542969,44.0,7804.0
219,Germany,Cape Verde,51.165691,10.451526,16.002082,-24.013197,0.0,7804.0
218,Germany,Canada,51.165691,10.451526,56.130366,-106.346771,37.0,7804.0
217,Germany,Cameroon,51.165691,10.451526,7.369722,12.354722,0.0,7804.0
216,Germany,Burundi,51.165691,10.451526,-3.373056,29.918886,0.0,7804.0
215,Germany,Brunei,51.165691,10.451526,4.535277,114.727669,63.0,7804.0
211,Germany,Belgium,51.165691,10.451526,50.503887,4.469936,51.0,7804.0
213,Germany,Bolivia,51.165691,10.451526,-16.290154,-63.588653,14.0,7804.0
212,Germany,Benin,51.165691,10.451526,9.30769,2.315834,0.0,7804.0
223,Germany,Costa Rica,51.165691,10.451526,9.748917,-83.753428,0.0,7804.0
210,Germany,Bangladesh,51.165691,10.451526,23.684994,90.356331,7.0,7804.0
209,Germany,Bahrain,51.165691,10.451526,25.930414000000006,50.637772,0.0,7804.0
208,Germany,Austria,51.165691,10.451526,47.516231,14.550072,2.0,7804.0
207,Germany,Australia,51.165691,10.451526,-25.274398,133.775136,62.0,7804.0
206,Germany,Argentina,51.165691,10.451526,-38.416097,-63.616672,4.0,7804.0
205,Germany,Algeria,51.165691,10.451526,28.033886,1.6596259999999998,658.0,7804.0
204,Germany,Albania,51.165691,10.451526,41.153332,20.168331,7.0,7804.0
222,Germany,Colombia,51.165691,10.451526,4.570868,-74.297333,198.0,7804.0
227,Germany,Denmark,51.165691,10.451526,56.26392,9.501785,71.0,7804.0
224,Germany,Croatia,51.165691,10.451526,45.1,15.2,22.0,7804.0
237,Germany,Georgia,51.165691,10.451526,42.315407,43.356892,0.0,7804.0
246,Germany,Iran,51.165691,10.451526,32.427908,53.68804599999999,0.0,7804.0
244,Germany,India,51.165691,10.451526,20.593684,78.96288,115.0,7804.0
243,Germany,Iceland,51.165691,10.451526,64.96305100000001,-19.020835,0.0,7804.0
242,Germany,Hungary,51.165691,10.451526,47.162494,19.503304,0.0,7804.0
241,Germany,Honduras,51.165691,10.451526,15.199998999999998,-86.241905,0.0,7804.0
240,Germany,Guinea-Bissau,51.165691,10.451526,11.803749,-15.180413,0.0,7804.0
239,Germany,Greece,51.165691,10.451526,39.074208,21.824312,970.0,7804.0
238,Germany,Ghana,51.165691,10.451526,7.9465270000000015,-1.0231940000000002,24.0,7804.0
236,Germany,Gabon,51.165691,10.451526,-0.803689,11.609444,0.0,7804.0
225,Germany,Czech Republic,51.165691,10.451526,49.817492,15.472962,0.0,7804.0
235,Germany,France,51.165691,10.451526,46.227638,2.213749,24.0,7804.0
234,Germany,Finland,51.165691,10.451526,61.92411,25.748151,24.0,7804.0
233,Germany,Ethiopia,51.165691,10.451526,9.145,40.489673,0.0,7804.0
232,Germany,Estonia,51.165691,10.451526,58.595272,25.013607,0.0,7804.0
230,Germany,El Salvador,51.165691,10.451526,13.794185,-88.89653,0.0,7804.0
229,Germany,Egypt,51.165691,10.451526,26.820553000000004,30.802498,253.0,7804.0
228,Germany,Ecuador,51.165691,10.451526,-1.831239,-78.183406,0.0,7804.0
226,Germany,DR Congo,51.165691,10.451526,-4.0383330000000015,21.758664000000003,0.0,7804.0
231,Germany,Eritrea,51.165691,10.451526,15.179384,39.78233400000001,0.0,7804.0
245,Germany,Indonesia,51.165691,10.451526,-0.789275,113.921327,226.0,7804.0
314,Germany,Zimbabwe,51.165691,10.451526,-19.015438,29.154857,0.0,7804.0
276,Germany,Norway,51.165691,10.451526,60.472024,8.468946,3.0,7804.0
268,Germany,Mexico,51.165691,10.451526,23.634501,-102.552784,10.0,7804.0
269,Germany,Morocco,51.165691,10.451526,31.791702,-7.09262,8.0,7804.0
270,Germany,Mozambique,51.165691,10.451526,-18.665695,35.529562,0.0,7804.0
271,Germany,Myanmar,51.165691,10.451526,21.913965,95.956223,8.0,7804.0
272,Germany,Netherlands,51.165691,10.451526,52.132633,5.291266,93.0,7804.0
273,Germany,New Zealand,51.165691,10.451526,-40.900557,174.88597099999996,0.0,7804.0
274,Germany,Niger,51.165691,10.451526,17.607789,8.081666,0.0,7804.0
275,Germany,Nigeria,51.165691,10.451526,9.081999,8.675277000000001,8.0,7804.0
277,Germany,Oman,51.165691,10.451526,21.512583,55.92325500000001,24.0,7804.0
287,Germany,Rwanda,51.165691,10.451526,-1.940278,29.873888,0.0,7804.0
278,Germany,Pakistan,51.165691,10.451526,30.375321000000003,69.345116,5.0,7804.0
279,Germany,Panama,51.165691,10.451526,8.537981,-80.782127,0.0,7804.0
313,Germany,Zambia,51.165691,10.451526,-13.133897,27.849332,0.0,7804.0
281,Germany,Philippines,51.165691,10.451526,12.879721,121.774017,4.0,7804.0
282,Germany,Poland,51.165691,10.451526,51.919438,19.145136,228.0,7804.0
283,Germany,Portugal,51.165691,10.451526,39.399872,-8.224454,0.0,7804.0
284,Germany,Qatar,51.165691,10.451526,25.354826,51.183884,335.0,7804.0
285,Germany,Romania,51.165691,10.451526,45.943161,24.96676,0.0,7804.0
267,Germany,Mauritius,51.165691,10.451526,-20.348404,57.552152,4.0,7804.0
266,Germany,Mauritania,51.165691,10.451526,21.00789,-10.940835,0.0,7804.0
265,Germany,Malta,51.165691,10.451526,35.937496,14.375416,0.0,7804.0
264,Germany,Malaysia,51.165691,10.451526,4.210483999999999,101.975766,68.0,7804.0
247,Germany,Iraq,51.165691,10.451526,33.223191,43.679291,40.0,7804.0
248,Germany,Ireland,51.165691,10.451526,53.41291,-8.243889999999999,0.0,7804.0
249,Germany,Israel,51.165691,10.451526,31.046051,34.851612,740.0,7804.0
250,Germany,Italy,51.165691,10.451526,41.87194,12.56738,303.0,7804.0
251,Germany,Japan,51.165691,10.451526,36.204824,138.252924,24.0,7804.0
252,Germany,Jordan,51.165691,10.451526,30.585164,36.238414,13.0,7804.0
253,Germany,Kazakhstan,51.165691,10.451526,48.019573,66.923684,33.0,7804.0
254,Germany,Kenya,51.165691,10.451526,-0.023559,37.906193,5.0,7804.0
255,Germany,Kuwait,51.165691,10.451526,29.31166,47.481766,0.0,7804.0
256,Germany,Latvia,51.165691,10.451526,56.879635,24.603189,19.0,7804.0
257,Germany,Lebanon,51.165691,10.451526,33.854721000000005,35.862285,0.0,7804.0
258,Germany,Lesotho,51.165691,10.451526,-29.609988,28.233608,0.0,7804.0
259,Germany,Libya,51.165691,10.451526,26.3351,17.228331,0.0,7804.0
260,Germany,Lithuania,51.165691,10.451526,55.169438,23.881275,9.0,7804.0
261,Germany,Luxembourg,51.165691,10.451526,49.815273,6.129583,0.0,7804.0
262,Germany,Macedonia,51.165691,10.451526,41.608635,21.745275,0.0,7804.0
263,Germany,Malawi,51.165691,10.451526,-13.254307999999998,34.301525,0.0,7804.0
286,Germany,Russia,51.165691,10.451526,61.52401,105.318756,0.0,7804.0
280,Germany,Peru,51.165691,10.451526,-9.189967,-75.015152,0.0,7804.0
302,Germany,Thailand,51.165691,10.451526,15.870032,100.992541,75.0,7804.0
288,Germany,Saudi Arabia,51.165691,10.451526,23.885942,45.079162,220.0,7804.0
290,Germany,Singapore,51.165691,10.451526,1.352083,103.819836,86.0,7804.0
291,Germany,Slovenia,51.165691,10.451526,46.151241,14.995463,0.0,7804.0
292,Germany,Somalia,51.165691,10.451526,5.152149,46.199616,0.0,7804.0
293,Germany,South Africa,51.165691,10.451526,-30.559482,22.937506,0.0,7804.0
294,Germany,South Korea,51.165691,10.451526,35.90775700000001,127.766922,1064.0,7804.0
295,Germany,Spain,51.165691,10.451526,40.463667,-3.74922,305.0,7804.0
296,Germany,Sudan,51.165691,10.451526,12.862807,30.217636,0.0,7804.0
297,Germany,Suriname,51.165691,10.451526,3.919305000000001,-56.02778299999999,0.0,7804.0
298,Germany,Sweden,51.165691,10.451526,60.128161,18.643501,67.0,7804.0
299,Germany,Switzerland,51.165691,10.451526,46.818188,8.227511999999999,0.0,7804.0
300,Germany,Taiwan,51.165691,10.451526,23.69781,120.960515,4.0,7804.0
301,Germany,Tanzania,51.165691,10.451526,-6.369028,34.888822,0.0,7804.0
303,Germany,Togo,51.165691,10.451526,8.619543,0.824782,0.0,7804.0
304,Germany,Tunisia,51.165691,10.451526,33.886917,9.537499,0.0,7804.0
305,Germany,Turkey,51.165691,10.451526,38.963745,35.243322,107.0,7804.0
306,Germany,Turkmenistan,51.165691,10.451526,38.969719,59.556278000000006,16.0,7804.0
307,Germany,Uganda,51.165691,10.451526,1.373333,32.290275,0.0,7804.0
308,Germany,United Kingdom,51.165691,10.451526,55.378051,-3.435973,9.0,7804.0
309,Germany,United States,51.165691,10.451526,37.09024,-95.712891,772.0,7804.0
310,Germany,Uruguay,51.165691,10.451526,-32.522779,-55.765835,0.0,7804.0
311,Germany,Venezuela,51.165691,10.451526,6.42375,-66.58973,12.0,7804.0
289,Germany,Sierra Leone,51.165691,10.451526,8.460555000000001,-11.779889,0.0,7804.0
312,Germany,Vietnam,51.165691,10.451526,14.058324,108.277199,0.0,7804.0
117,France,Fiji,46.227638,2.213749,-16.578193,179.414413,0.0,7798.0
158,France,Nicaragua,46.227638,2.213749,12.865416,-85.207229,0.0,7798.0
169,France,Romania,46.227638,2.213749,45.943161,24.96676,2.0,7798.0
168,France,Qatar,46.227638,2.213749,25.354826,51.183884,94.0,7798.0
167,France,Portugal,46.227638,2.213749,39.399872,-8.224454,0.0,7798.0
123,France,Guatemala,46.227638,2.213749,15.783471,-90.230759,0.0,7798.0
166,France,Poland,46.227638,2.213749,51.919438,19.145136,13.0,7798.0
165,France,Philippines,46.227638,2.213749,12.879721,121.774017,0.0,7798.0
164,France,Peru,46.227638,2.213749,-9.189967,-75.015152,68.0,7798.0
163,France,Pakistan,46.227638,2.213749,30.375321000000003,69.345116,17.0,7798.0
162,France,Oman,46.227638,2.213749,21.512583,55.92325500000001,232.0,7798.0
161,France,Norway,46.227638,2.213749,60.472024,8.468946,45.0,7798.0
122,France,Greece,46.227638,2.213749,39.074208,21.824312,141.0,7798.0
160,France,Nigeria,46.227638,2.213749,9.081999,8.675277000000001,14.0,7798.0
159,France,Niger,46.227638,2.213749,17.607789,8.081666,2.0,7798.0
157,France,New Zealand,46.227638,2.213749,-40.900557,174.88597099999996,49.0,7798.0
118,France,Finland,46.227638,2.213749,61.92411,25.748151,170.0,7798.0
156,France,Netherlands,46.227638,2.213749,52.132633,5.291266,41.0,7798.0
155,France,Nepal,46.227638,2.213749,28.394857,84.12400799999998,0.0,7798.0
109,France,Denmark,46.227638,2.213749,56.26392,9.501785,6.0,7798.0
110,France,Djibouti,46.227638,2.213749,11.825138,42.590275,6.0,7798.0
111,France,Dominican Republic,46.227638,2.213749,18.735693,-70.162651,0.0,7798.0
112,France,Ecuador,46.227638,2.213749,-1.831239,-78.183406,17.0,7798.0
113,France,Egypt,46.227638,2.213749,26.820553000000004,30.802498,1667.0,7798.0
114,France,El Salvador,46.227638,2.213749,13.794185,-88.89653,0.0,7798.0
115,France,Estonia,46.227638,2.213749,58.595272,25.013607,30.0,7798.0
116,France,Ethiopia,46.227638,2.213749,9.145,40.489673,2.0,7798.0
121,France,Ghana,46.227638,2.213749,7.9465270000000015,-1.0231940000000002,0.0,7798.0
124,France,Guinea,46.227638,2.213749,9.945587,-9.696645,0.0,7798.0
119,France,Gabon,46.227638,2.213749,-0.803689,11.609444,4.0,7798.0
120,France,Germany,46.227638,2.213749,51.165691,10.451526,78.0,7798.0
139,France,Kenya,46.227638,2.213749,-0.023559,37.906193,0.0,7798.0
171,France,Rwanda,46.227638,2.213749,-1.940278,29.873888,0.0,7798.0
140,France,Kuwait,46.227638,2.213749,29.31166,47.481766,9.0,7798.0
137,France,Jordan,46.227638,2.213749,30.585164,36.238414,5.0,7798.0
136,France,Japan,46.227638,2.213749,36.204824,138.252924,0.0,7798.0
135,France,Jamaica,46.227638,2.213749,18.109581,-77.297508,0.0,7798.0
134,France,Italy,46.227638,2.213749,41.87194,12.56738,90.0,7798.0
133,France,Israel,46.227638,2.213749,31.046051,34.851612,0.0,7798.0
132,France,Ireland,46.227638,2.213749,53.41291,-8.243889999999999,0.0,7798.0
131,France,Iraq,46.227638,2.213749,33.223191,43.679291,0.0,7798.0
130,France,Iran,46.227638,2.213749,32.427908,53.68804599999999,0.0,7798.0
129,France,Indonesia,46.227638,2.213749,-0.789275,113.921327,139.0,7798.0
128,France,India,46.227638,2.213749,20.593684,78.96288,442.0,7798.0
127,France,Hungary,46.227638,2.213749,47.162494,19.503304,6.0,7798.0
126,France,Guyana,46.227638,2.213749,4.860416000000002,-58.93018000000001,0.0,7798.0
125,France,Guinea-Bissau,46.227638,2.213749,11.803749,-15.180413,0.0,7798.0
141,France,Laos,46.227638,2.213749,19.85627,102.495496,7.0,7798.0
138,France,Kazakhstan,46.227638,2.213749,48.019573,66.923684,26.0,7798.0
142,France,Lebanon,46.227638,2.213749,33.854721000000005,35.862285,3.0,7798.0
143,France,Libya,46.227638,2.213749,26.3351,17.228331,0.0,7798.0
144,France,Lithuania,46.227638,2.213749,55.169438,23.881275,10.0,7798.0
145,France,Macedonia,46.227638,2.213749,41.608635,21.745275,0.0,7798.0
146,France,Madagascar,46.227638,2.213749,-18.766947,46.869107,0.0,7798.0
147,France,Malawi,46.227638,2.213749,-13.254307999999998,34.301525,0.0,7798.0
148,France,Malaysia,46.227638,2.213749,4.210483999999999,101.975766,145.0,7798.0
149,France,Mali,46.227638,2.213749,17.570692,-3.996166000000001,1.0,7798.0
150,France,Mauritania,46.227638,2.213749,21.00789,-10.940835,0.0,7798.0
151,France,Mauritius,46.227638,2.213749,-20.348404,57.552152,0.0,7798.0
152,France,Mexico,46.227638,2.213749,23.634501,-102.552784,133.0,7798.0
153,France,Morocco,46.227638,2.213749,31.791702,-7.09262,610.0,7798.0
154,France,Myanmar,46.227638,2.213749,21.913965,95.956223,16.0,7798.0
170,France,Russia,46.227638,2.213749,61.52401,105.318756,5.0,7798.0
106,France,Cote d'Ivoire,46.227638,2.213749,7.539989,-5.54708,18.0,7798.0
172,France,Saudi Arabia,46.227638,2.213749,23.885942,45.079162,481.0,7798.0
173,France,Senegal,46.227638,2.213749,14.497401000000002,-14.452362,37.0,7798.0
105,France,Congo,46.227638,2.213749,-0.228021,15.827659,0.0,7798.0
104,France,Comoros,46.227638,2.213749,-11.875001,43.872219,0.0,7798.0
103,France,Colombia,46.227638,2.213749,4.570868,-74.297333,16.0,7798.0
102,France,China,46.227638,2.213749,35.86166,104.195397,941.0,7798.0
101,France,Chile,46.227638,2.213749,-35.675147,-71.542969,84.0,7798.0
100,France,Chad,46.227638,2.213749,15.454166,18.732207,4.0,7798.0
99,France,Central African Republic,46.227638,2.213749,6.611111,20.939444,0.0,7798.0
98,France,Canada,46.227638,2.213749,56.130366,-106.346771,0.0,7798.0
97,France,Cameroon,46.227638,2.213749,7.369722,12.354722,10.0,7798.0
96,France,Cambodia,46.227638,2.213749,12.565679,104.990963,0.0,7798.0
95,France,Burundi,46.227638,2.213749,-3.373056,29.918886,0.0,7798.0
94,France,Burkina Faso,46.227638,2.213749,12.238333,-1.561593,2.0,7798.0
93,France,Bulgaria,46.227638,2.213749,42.733883,25.48583,5.0,7798.0
91,France,Brazil,46.227638,2.213749,-14.235004,-51.92528,206.0,7798.0
108,France,DR Congo,46.227638,2.213749,-4.0383330000000015,21.758664000000003,0.0,7798.0
90,France,Botswana,46.227638,2.213749,-22.328474,24.684866,0.0,7798.0
89,France,Bolivia,46.227638,2.213749,-16.290154,-63.588653,37.0,7798.0
88,France,Bhutan,46.227638,2.213749,27.514162,90.433601,2.0,7798.0
87,France,Benin,46.227638,2.213749,9.30769,2.315834,20.0,7798.0
86,France,Belgium,46.227638,2.213749,50.503887,4.469936,86.0,7798.0
85,France,Bangladesh,46.227638,2.213749,23.684994,90.356331,27.0,7798.0
84,France,Bahrain,46.227638,2.213749,25.930414000000006,50.637772,3.0,7798.0
83,France,Austria,46.227638,2.213749,47.516231,14.550072,0.0,7798.0
82,France,Australia,46.227638,2.213749,-25.274398,133.775136,380.0,7798.0
81,France,Argentina,46.227638,2.213749,-38.416097,-63.616672,12.0,7798.0
80,France,Angola,46.227638,2.213749,-11.202692,17.873887,0.0,7798.0
79,France,Algeria,46.227638,2.213749,28.033886,1.6596259999999998,26.0,7798.0
78,France,Albania,46.227638,2.213749,41.153332,20.168331,29.0,7798.0
107,France,Cyprus,46.227638,2.213749,35.126413,33.429859,0.0,7798.0
92,France,Brunei,46.227638,2.213749,4.535277,114.727669,33.0,7798.0
203,France,Zimbabwe,46.227638,2.213749,-19.015438,29.154857,0.0,7798.0
188,France,Taiwan,46.227638,2.213749,23.69781,120.960515,0.0,7798.0
174,France,Seychelles,46.227638,2.213749,-4.679574,55.491977,0.0,7798.0
202,France,Yemen,46.227638,2.213749,15.552727,48.516388,0.0,7798.0
175,France,Sierra Leone,46.227638,2.213749,8.460555000000001,-11.779889,0.0,7798.0
176,France,Singapore,46.227638,2.213749,1.352083,103.819836,109.0,7798.0
177,France,Slovenia,46.227638,2.213749,46.151241,14.995463,0.0,7798.0
178,France,Somalia,46.227638,2.213749,5.152149,46.199616,2.0,7798.0
179,France,South Africa,46.227638,2.213749,-30.559482,22.937506,11.0,7798.0
180,France,South Korea,46.227638,2.213749,35.90775700000001,127.766922,17.0,7798.0
182,France,Sri Lanka,46.227638,2.213749,7.873054,80.77179699999998,0.0,7798.0
183,France,Sudan,46.227638,2.213749,12.862807,30.217636,0.0,7798.0
184,France,Suriname,46.227638,2.213749,3.919305000000001,-56.02778299999999,7.0,7798.0
185,France,Sweden,46.227638,2.213749,60.128161,18.643501,71.0,7798.0
186,France,Switzerland,46.227638,2.213749,46.818188,8.227511999999999,0.0,7798.0
187,France,Syria,46.227638,2.213749,34.802075,38.99681500000001,0.0,7798.0
181,France,Spain,46.227638,2.213749,40.463667,-3.74922,130.0,7798.0
189,France,Thailand,46.227638,2.213749,15.870032,100.992541,53.0,7798.0
196,France,United Kingdom,46.227638,2.213749,55.378051,-3.435973,138.0,7798.0
190,France,Togo,46.227638,2.213749,8.619543,0.824782,16.0,7798.0
200,France,Venezuela,46.227638,2.213749,6.42375,-66.58973,0.0,7798.0
199,France,Uzbekistan,46.227638,2.213749,41.377491,64.585262,67.0,7798.0
198,France,Uruguay,46.227638,2.213749,-32.522779,-55.765835,6.0,7798.0
197,France,United States,46.227638,2.213749,37.09024,-95.712891,338.0,7798.0
201,France,Vietnam,46.227638,2.213749,14.058324,108.277199,0.0,7798.0
195,France,Uganda,46.227638,2.213749,1.373333,32.290275,3.0,7798.0
194,France,Turkmenistan,46.227638,2.213749,38.969719,59.556278000000006,2.0,7798.0
193,France,Turkey,46.227638,2.213749,38.963745,35.243322,23.0,7798.0
192,France,Tunisia,46.227638,2.213749,33.886917,9.537499,1.0,7798.0
191,France,Trinidad and Tobago,46.227638,2.213749,10.691803,-61.222503,0.0,7798.0
596,United Kingdom,Portugal,55.378051,-3.435973,39.399872,-8.224454,0.0,6525.0
610,United Kingdom,Suriname,55.378051,-3.435973,3.919305000000001,-56.02778299999999,0.0,6525.0
609,United Kingdom,Sudan,55.378051,-3.435973,12.862807,30.217636,0.0,6525.0
608,United Kingdom,Sri Lanka,55.378051,-3.435973,7.873054,80.77179699999998,0.0,6525.0
607,United Kingdom,Spain,55.378051,-3.435973,40.463667,-3.74922,12.0,6525.0
606,United Kingdom,South Korea,55.378051,-3.435973,35.90775700000001,127.766922,111.0,6525.0
605,United Kingdom,South Africa,55.378051,-3.435973,-30.559482,22.937506,6.0,6525.0
604,United Kingdom,Somalia,55.378051,-3.435973,5.152149,46.199616,2.0,6525.0
602,United Kingdom,Sierra Leone,55.378051,-3.435973,8.460555000000001,-11.779889,0.0,6525.0
603,United Kingdom,Singapore,55.378051,-3.435973,1.352083,103.819836,0.0,6525.0
612,United Kingdom,Switzerland,55.378051,-3.435973,46.818188,8.227511999999999,0.0,6525.0
601,United Kingdom,Seychelles,55.378051,-3.435973,-4.679574,55.491977,0.0,6525.0
600,United Kingdom,Saudi Arabia,55.378051,-3.435973,23.885942,45.079162,3171.0,6525.0
599,United Kingdom,Rwanda,55.378051,-3.435973,-1.940278,29.873888,0.0,6525.0
598,United Kingdom,Romania,55.378051,-3.435973,45.943161,24.96676,0.0,6525.0
597,United Kingdom,Qatar,55.378051,-3.435973,25.354826,51.183884,0.0,6525.0
611,United Kingdom,Sweden,55.378051,-3.435973,60.128161,18.643501,6.0,6525.0
626,United Kingdom,Yemen,55.378051,-3.435973,15.552727,48.516388,0.0,6525.0
613,United Kingdom,Syria,55.378051,-3.435973,34.802075,38.99681500000001,0.0,6525.0
622,United Kingdom,Ukraine,55.378051,-3.435973,48.379433,31.16558,6.0,6525.0
594,United Kingdom,Philippines,55.378051,-3.435973,12.879721,121.774017,0.0,6525.0
628,United Kingdom,Zimbabwe,55.378051,-3.435973,-19.015438,29.154857,0.0,6525.0
627,United Kingdom,Zambia,55.378051,-3.435973,-13.133897,27.849332,0.0,6525.0
625,United Kingdom,Venezuela,55.378051,-3.435973,6.42375,-66.58973,0.0,6525.0
624,United Kingdom,Uruguay,55.378051,-3.435973,-32.522779,-55.765835,0.0,6525.0
623,United Kingdom,United States,55.378051,-3.435973,37.09024,-95.712891,444.0,6525.0
621,United Kingdom,Uganda,55.378051,-3.435973,1.373333,32.290275,0.0,6525.0
614,United Kingdom,Taiwan,55.378051,-3.435973,23.69781,120.960515,0.0,6525.0
620,United Kingdom,Turkey,55.378051,-3.435973,38.963745,35.243322,0.0,6525.0
619,United Kingdom,Tunisia,55.378051,-3.435973,33.886917,9.537499,0.0,6525.0
618,United Kingdom,Trinidad and Tobago,55.378051,-3.435973,10.691803,-61.222503,0.0,6525.0
617,United Kingdom,Togo,55.378051,-3.435973,8.619543,0.824782,0.0,6525.0
616,United Kingdom,Thailand,55.378051,-3.435973,15.870032,100.992541,55.0,6525.0
615,United Kingdom,Tanzania,55.378051,-3.435973,-6.369028,34.888822,0.0,6525.0
595,United Kingdom,Poland,55.378051,-3.435973,51.919438,19.145136,32.0,6525.0
566,United Kingdom,Kenya,55.378051,-3.435973,-0.023559,37.906193,0.0,6525.0
593,United Kingdom,Peru,55.378051,-3.435973,-9.189967,-75.015152,8.0,6525.0
531,United Kingdom,Central African Republic,55.378051,-3.435973,6.611111,20.939444,0.0,6525.0
533,United Kingdom,China,55.378051,-3.435973,35.86166,104.195397,180.0,6525.0
534,United Kingdom,Colombia,55.378051,-3.435973,4.570868,-74.297333,0.0,6525.0
592,United Kingdom,Paraguay,55.378051,-3.435973,-23.442503,-58.44383199999999,0.0,6525.0
536,United Kingdom,Cote d'Ivoire,55.378051,-3.435973,7.539989,-5.54708,0.0,6525.0
537,United Kingdom,Cuba,55.378051,-3.435973,21.521757,-77.78116700000002,0.0,6525.0
538,United Kingdom,Cyprus,55.378051,-3.435973,35.126413,33.429859,0.0,6525.0
539,United Kingdom,Czech Republic,55.378051,-3.435973,49.817492,15.472962,0.0,6525.0
540,United Kingdom,DR Congo,55.378051,-3.435973,-4.0383330000000015,21.758664000000003,0.0,6525.0
541,United Kingdom,Denmark,55.378051,-3.435973,56.26392,9.501785,0.0,6525.0
542,United Kingdom,Ecuador,55.378051,-3.435973,-1.831239,-78.183406,4.0,6525.0
543,United Kingdom,Egypt,55.378051,-3.435973,26.820553000000004,30.802498,0.0,6525.0
544,United Kingdom,Eritrea,55.378051,-3.435973,15.179384,39.78233400000001,0.0,6525.0
545,United Kingdom,Estonia,55.378051,-3.435973,58.595272,25.013607,0.0,6525.0
546,United Kingdom,Ethiopia,55.378051,-3.435973,9.145,40.489673,0.0,6525.0
547,United Kingdom,Finland,55.378051,-3.435973,61.92411,25.748151,0.0,6525.0
548,United Kingdom,France,55.378051,-3.435973,46.227638,2.213749,0.0,6525.0
549,United Kingdom,Gambia,55.378051,-3.435973,13.443182,-15.310139,0.0,6525.0
532,United Kingdom,Chile,55.378051,-3.435973,-35.675147,-71.542969,7.0,6525.0
530,United Kingdom,Canada,55.378051,-3.435973,56.130366,-106.346771,0.0,6525.0
551,United Kingdom,Ghana,55.378051,-3.435973,7.9465270000000015,-1.0231940000000002,0.0,6525.0
529,United Kingdom,Cameroon,55.378051,-3.435973,7.369722,12.354722,0.0,6525.0
512,United Kingdom,Afghanistan,55.378051,-3.435973,33.93911,67.709953,0.0,6525.0
513,United Kingdom,Algeria,55.378051,-3.435973,28.033886,1.6596259999999998,77.0,6525.0
514,United Kingdom,Angola,55.378051,-3.435973,-11.202692,17.873887,0.0,6525.0
515,United Kingdom,Argentina,55.378051,-3.435973,-38.416097,-63.616672,0.0,6525.0
516,United Kingdom,Australia,55.378051,-3.435973,-25.274398,133.775136,68.0,6525.0
517,United Kingdom,Austria,55.378051,-3.435973,47.516231,14.550072,0.0,6525.0
518,United Kingdom,Bahamas,55.378051,-3.435973,25.03428,-77.39628,0.0,6525.0
519,United Kingdom,Bahrain,55.378051,-3.435973,25.930414000000006,50.637772,0.0,6525.0
520,United Kingdom,Bangladesh,55.378051,-3.435973,23.684994,90.356331,0.0,6525.0
521,United Kingdom,Barbados,55.378051,-3.435973,13.193887,-59.543198,0.0,6525.0
522,United Kingdom,Belgium,55.378051,-3.435973,50.503887,4.469936,0.0,6525.0
523,United Kingdom,Belize,55.378051,-3.435973,17.189877,-88.49765,0.0,6525.0
524,United Kingdom,Botswana,55.378051,-3.435973,-22.328474,24.684866,0.0,6525.0
525,United Kingdom,Brazil,55.378051,-3.435973,-14.235004,-51.92528,121.0,6525.0
526,United Kingdom,Brunei,55.378051,-3.435973,4.535277,114.727669,0.0,6525.0
527,United Kingdom,Burkina Faso,55.378051,-3.435973,12.238333,-1.561593,0.0,6525.0
528,United Kingdom,Burundi,55.378051,-3.435973,-3.373056,29.918886,0.0,6525.0
550,United Kingdom,Germany,55.378051,-3.435973,51.165691,10.451526,0.0,6525.0
535,United Kingdom,Congo,55.378051,-3.435973,-0.228021,15.827659,2.0,6525.0
552,United Kingdom,Greece,55.378051,-3.435973,39.074208,21.824312,50.0,6525.0
573,United Kingdom,Madagascar,55.378051,-3.435973,-18.766947,46.869107,0.0,6525.0
575,United Kingdom,Malaysia,55.378051,-3.435973,4.210483999999999,101.975766,23.0,6525.0
576,United Kingdom,Malta,55.378051,-3.435973,35.937496,14.375416,0.0,6525.0
577,United Kingdom,Mauritania,55.378051,-3.435973,21.00789,-10.940835,0.0,6525.0
578,United Kingdom,Mauritius,55.378051,-3.435973,-20.348404,57.552152,0.0,6525.0
579,United Kingdom,Mexico,55.378051,-3.435973,23.634501,-102.552784,0.0,6525.0
580,United Kingdom,Morocco,55.378051,-3.435973,31.791702,-7.09262,0.0,6525.0
581,United Kingdom,Mozambique,55.378051,-3.435973,-18.665695,35.529562,6.0,6525.0
582,United Kingdom,Myanmar,55.378051,-3.435973,21.913965,95.956223,0.0,6525.0
583,United Kingdom,Nepal,55.378051,-3.435973,28.394857,84.12400799999998,0.0,6525.0
584,United Kingdom,Netherlands,55.378051,-3.435973,52.132633,5.291266,0.0,6525.0
585,United Kingdom,New Zealand,55.378051,-3.435973,-40.900557,174.88597099999996,0.0,6525.0
586,United Kingdom,Nigeria,55.378051,-3.435973,9.081999,8.675277000000001,0.0,6525.0
587,United Kingdom,Norway,55.378051,-3.435973,60.472024,8.468946,40.0,6525.0
588,United Kingdom,Oman,55.378051,-3.435973,21.512583,55.92325500000001,434.0,6525.0
553,United Kingdom,Guyana,55.378051,-3.435973,4.860416000000002,-58.93018000000001,0.0,6525.0
590,United Kingdom,Panama,55.378051,-3.435973,8.537981,-80.782127,0.0,6525.0
