,Exporter,Importer,Latitude_exp,Longitude_exp,Latitude_imp,Longitude_imp,Millions,Millions_Total
591,United Kingdom,Papua New Guinea,55.378051,-3.435973,-6.314993,143.95555,0.0,6525.0
574,United Kingdom,Malawi,55.378051,-3.435973,-13.254307999999998,34.301525,2.0,6525.0
589,United Kingdom,Pakistan,55.378051,-3.435973,30.375321000000003,69.345116,1.0,6525.0
572,United Kingdom,Lithuania,55.378051,-3.435973,55.169438,23.881275,73.0,6525.0
561,United Kingdom,Israel,55.378051,-3.435973,31.046051,34.851612,0.0,6525.0
571,United Kingdom,Libya,55.378051,-3.435973,26.3351,17.228331,0.0,6525.0
555,United Kingdom,Honduras,55.378051,-3.435973,15.199998999999998,-86.241905,0.0,6525.0
556,United Kingdom,India,55.378051,-3.435973,20.593684,78.96288,729.0,6525.0
557,United Kingdom,Indonesia,55.378051,-3.435973,-0.789275,113.921327,594.0,6525.0
558,United Kingdom,Iran,55.378051,-3.435973,32.427908,53.68804599999999,0.0,6525.0
559,United Kingdom,Iraq,55.378051,-3.435973,33.223191,43.679291,0.0,6525.0
560,United Kingdom,Ireland,55.378051,-3.435973,53.41291,-8.243889999999999,99.0,6525.0
554,United Kingdom,Haiti,55.378051,-3.435973,18.971187,-72.28521500000002,0.0,6525.0
562,United Kingdom,Italy,55.378051,-3.435973,41.87194,12.56738,74.0,6525.0
570,United Kingdom,Lesotho,55.378051,-3.435973,-29.609988,28.233608,0.0,6525.0
564,United Kingdom,Japan,55.378051,-3.435973,36.204824,138.252924,83.0,6525.0
565,United Kingdom,Jordan,55.378051,-3.435973,30.585164,36.238414,1.0,6525.0
567,United Kingdom,Kuwait,55.378051,-3.435973,29.31166,47.481766,0.0,6525.0
568,United Kingdom,Latvia,55.378051,-3.435973,56.879635,24.603189,4.0,6525.0
569,United Kingdom,Lebanon,55.378051,-3.435973,33.854721000000005,35.862285,0.0,6525.0
563,United Kingdom,Jamaica,55.378051,-3.435973,18.109581,-77.297508,0.0,6525.0
868,Ukraine,Indonesia,48.379433,31.16558,-0.789275,113.921327,3.0,3671.0
867,Ukraine,India,48.379433,31.16558,20.593684,78.96288,270.0,3671.0
866,Ukraine,Ethiopia,48.379433,31.16558,9.145,40.489672999999996,270.0,3671.0
865,Ukraine,Estonia,48.379433,31.16558,58.595271999999994,25.013607,4.0,3671.0
864,Ukraine,Equatorial Guinea,48.379433,31.16558,1.6508009999999997,10.267895,140.0,3671.0
863,Ukraine,DR Congo,48.379433,31.16558,-4.038333000000001,21.758664000000003,95.0,3671.0
862,Ukraine,Croatia,48.379433,31.16558,45.1,15.2,41.0,3671.0
859,Ukraine,Cambodia,48.379433,31.16558,12.565679,104.990963,54.0,3671.0
861,Ukraine,China,48.379433,31.16558,35.86166,104.195397,1032.0,3671.0
860,Ukraine,Chad,48.379433,31.16558,15.454166,18.732207,38.0,3671.0
858,Ukraine,Botswana,48.379433,31.16558,-22.328474,24.684866,6.0,3671.0
857,Ukraine,Belarus,48.379433,31.16558,53.709807,27.953389,20.0,3671.0
856,Ukraine,Bangladesh,48.379433,31.16558,23.684994,90.35633100000001,51.0,3671.0
855,Ukraine,Azerbaijan,48.379433,31.16558,40.143105,47.576927000000005,21.0,3671.0
870,Ukraine,Kazakhstan,48.379433,31.16558,48.019573,66.923684,68.0,3671.0
869,Ukraine,Iraq,48.379433,31.16558,33.223191,43.679291,160.0,3671.0
879,Ukraine,Rwanda,48.379433,31.16558,-1.940278,29.873888,2.0,3671.0
871,Ukraine,Mali,48.379433,31.16558,17.570692,-3.9961660000000006,2.0,3671.0
872,Ukraine,Mozambique,48.379433,31.16558,-18.665695,35.529562,7.0,3671.0
873,Ukraine,Myanmar,48.379433,31.16558,21.913965,95.956223,8.0,3671.0
874,Ukraine,Niger,48.379433,31.16558,17.607789,8.081666,9.0,3671.0
875,Ukraine,Nigeria,48.379433,31.16558,9.081999,8.675277000000001,45.0,3671.0
876,Ukraine,Pakistan,48.379433,31.16558,30.375321000000003,69.345116,34.0,3671.0
877,Ukraine,Poland,48.379433,31.16558,51.919438,19.145135999999997,8.0,3671.0
878,Ukraine,Russia,48.379433,31.16558,61.52401,105.31875600000001,632.0,3671.0
880,Ukraine,Sudan,48.379433,31.16558,12.862807,30.217636,51.0,3671.0
881,Ukraine,Tanzania,48.379433,31.16558,-6.369028,34.888822,2.0,3671.0
882,Ukraine,Thailand,48.379433,31.16558,15.870032,100.992541,310.0,3671.0
883,Ukraine,Turkmenistan,48.379433,31.16558,38.969719,59.556278000000006,28.0,3671.0
884,Ukraine,Uganda,48.379433,31.16558,1.373333,32.290275,57.0,3671.0
885,Ukraine,Venezuela,48.379433,31.16558,6.42375,-66.58973,61.0,3671.0
886,Ukraine,Vietnam,48.379433,31.16558,14.058323999999999,108.277199,120.0,3671.0
854,Ukraine,Algeria,48.379433,31.16558,28.033886,1.6596259999999998,10.0,3671.0
887,Ukraine,Zambia,48.379433,31.16558,-13.133897,27.849332,12.0,3671.0
853,Spain,Yemen,40.463667,-3.7492199999999998,15.552726999999999,48.516388,8.0,3665.0
844,Spain,Poland,40.463667,-3.7492199999999998,51.919438,19.145135999999997,60.0,3665.0
838,Spain,Mali,40.463667,-3.7492199999999998,17.570692,-3.9961660000000006,12.0,3665.0
839,Spain,Mexico,40.463667,-3.7492199999999998,23.634501,-102.552784,134.0,3665.0
840,Spain,Mozambique,40.463667,-3.7492199999999998,-18.665695,35.529562,3.0,3665.0
841,Spain,Oman,40.463667,-3.7492199999999998,21.512583,55.923255000000005,160.0,3665.0
842,Spain,Pakistan,40.463667,-3.7492199999999998,30.375321000000003,69.345116,10.0,3665.0
843,Spain,Philippines,40.463667,-3.7492199999999998,12.879721,121.77401699999999,36.0,3665.0
845,Spain,Saudi Arabia,40.463667,-3.7492199999999998,23.885942,45.079162,490.0,3665.0
836,Spain,Kenya,40.463667,-3.7492199999999998,-0.023559,37.906193,31.0,3665.0
846,Spain,Thailand,40.463667,-3.7492199999999998,15.870032,100.992541,12.0,3665.0
847,Spain,Turkey,40.463667,-3.7492199999999998,38.963745,35.243322,437.0,3665.0
848,Spain,United States,40.463667,-3.7492199999999998,37.09024,-95.712891,103.0,3665.0
849,Spain,Uruguay,40.463667,-3.7492199999999998,-32.522779,-55.765834999999996,1.0,3665.0
850,Spain,Uzbekistan,40.463667,-3.7492199999999998,41.377491,64.585262,48.0,3665.0
851,Spain,Venezuela,40.463667,-3.7492199999999998,6.42375,-66.58973,55.0,3665.0
837,Spain,Malaysia,40.463667,-3.7492199999999998,4.210483999999999,101.97576600000001,219.0,3665.0
835,Spain,Kazakhstan,40.463667,-3.7492199999999998,48.019573,66.923684,72.0,3665.0
827,Spain,Egypt,40.463667,-3.7492199999999998,26.820553000000004,30.802497999999996,252.0,3665.0
834,Spain,Jordan,40.463667,-3.7492199999999998,30.585164000000002,36.238414,8.0,3665.0
822,Spain,Australia,40.463667,-3.7492199999999998,-25.274398,133.775136,1056.0,3665.0
823,Spain,Botswana,40.463667,-3.7492199999999998,-22.328474,24.684866,3.0,3665.0
824,Spain,Cameroon,40.463667,-3.7492199999999998,7.369722,12.354722,17.0,3665.0
825,Spain,Colombia,40.463667,-3.7492199999999998,4.570868,-74.297333,24.0,3665.0
826,Spain,Ecuador,40.463667,-3.7492199999999998,-1.8312389999999998,-78.183406,88.0,3665.0
852,Spain,Vietnam,40.463667,-3.7492199999999998,14.058323999999999,108.277199,36.0,3665.0
828,Spain,Equatorial Guinea,40.463667,-3.7492199999999998,1.6508009999999997,10.267895,12.0,3665.0
829,Spain,France,40.463667,-3.7492199999999998,46.227638,2.213749,57.0,3665.0
830,Spain,Ghana,40.463667,-3.7492199999999998,7.946527000000001,-1.0231940000000002,24.0,3665.0
831,Spain,Guatemala,40.463667,-3.7492199999999998,15.783470999999999,-90.23075899999999,33.0,3665.0
832,Spain,Indonesia,40.463667,-3.7492199999999998,-0.789275,113.921327,131.0,3665.0
833,Spain,Iraq,40.463667,-3.7492199999999998,33.223191,43.679291,33.0,3665.0
386,Italy,Panama,41.87194,12.56738,8.537981,-80.782127,30.0,3409.0
315,Italy,Afghanistan,41.87194,12.56738,33.93911,67.709953,30.0,3409.0
317,Italy,Algeria,41.87194,12.56738,28.033886,1.6596259999999998,307.0,3409.0
387,Italy,Peru,41.87194,12.56738,-9.189967,-75.015152,68.0,3409.0
389,Italy,Poland,41.87194,12.56738,51.919438,19.145136,156.0,3409.0
414,Italy,Uganda,41.87194,12.56738,1.373333,32.290275,0.0,3409.0
408,Italy,Taiwan,41.87194,12.56738,23.69781,120.960515,3.0,3409.0
409,Italy,Tanzania,41.87194,12.56738,-6.369028,34.888822,0.0,3409.0
410,Italy,Thailand,41.87194,12.56738,15.870032,100.992541,78.0,3409.0
411,Italy,Tunisia,41.87194,12.56738,33.886917,9.537499,0.0,3409.0
412,Italy,Turkey,41.87194,12.56738,38.963745,35.243322,547.0,3409.0
413,Italy,Turkmenistan,41.87194,12.56738,38.969719,59.556278000000006,42.0,3409.0
415,Italy,United Kingdom,41.87194,12.56738,55.378051,-3.435973,0.0,3409.0
390,Italy,Portugal,41.87194,12.56738,39.399872,-8.224454,18.0,3409.0
416,Italy,United States,41.87194,12.56738,37.09024,-95.712891,144.0,3409.0
417,Italy,Uruguay,41.87194,12.56738,-32.522779,-55.765835,0.0,3409.0
418,Italy,Venezuela,41.87194,12.56738,6.42375,-66.58973,3.0,3409.0
419,Italy,Yemen,41.87194,12.56738,15.552727,48.516388,0.0,3409.0
420,Italy,Zambia,41.87194,12.56738,-13.133897,27.849332,6.0,3409.0
421,Italy,Zimbabwe,41.87194,12.56738,-19.015438,29.154857,0.0,3409.0
407,Italy,Syria,41.87194,12.56738,34.802075,38.99681500000001,0.0,3409.0
406,Italy,Sweden,41.87194,12.56738,60.128161,18.643501,0.0,3409.0
405,Italy,Sudan,41.87194,12.56738,12.862807,30.217636,0.0,3409.0
404,Italy,Sri Lanka,41.87194,12.56738,7.873054,80.77179699999998,0.0,3409.0
403,Italy,Spain,41.87194,12.56738,40.463667,-3.74922,3.0,3409.0
402,Italy,South Korea,41.87194,12.56738,35.90775700000001,127.766922,0.0,3409.0
401,Italy,South Africa,41.87194,12.56738,-30.559482,22.937506,0.0,3409.0
400,Italy,Somalia,41.87194,12.56738,5.152149,46.199616,0.0,3409.0
399,Italy,Slovakia,41.87194,12.56738,48.669026,19.699024,2.0,3409.0
398,Italy,Singapore,41.87194,12.56738,1.352083,103.819836,151.0,3409.0
397,Italy,Seychelles,41.87194,12.56738,-4.679574,55.491977,0.0,3409.0
396,Italy,Senegal,41.87194,12.56738,14.497401000000002,-14.452362,0.0,3409.0
395,Italy,Saudi Arabia,41.87194,12.56738,23.885942,45.079162,155.0,3409.0
394,Italy,Rwanda,41.87194,12.56738,-1.940278,29.873888,0.0,3409.0
393,Italy,Russia,41.87194,12.56738,61.52401,105.318756,54.0,3409.0
392,Italy,Romania,41.87194,12.56738,45.943161,24.96676,48.0,3409.0
391,Italy,Qatar,41.87194,12.56738,25.354826,51.183884,12.0,3409.0
316,Italy,Albania,41.87194,12.56738,41.153332,20.168331,0.0,3409.0
355,Italy,Haiti,41.87194,12.56738,18.971187,-72.28521500000002,0.0,3409.0
318,Italy,Angola,41.87194,12.56738,-11.202692,17.873887,3.0,3409.0
347,Italy,Eritrea,41.87194,12.56738,15.179384,39.78233400000001,0.0,3409.0
358,Italy,Indonesia,41.87194,12.56738,-0.789275,113.921327,8.0,3409.0
357,Italy,India,41.87194,12.56738,20.593684,78.96288,38.0,3409.0
356,Italy,Hungary,41.87194,12.56738,47.162494,19.503304,0.0,3409.0
388,Italy,Philippines,41.87194,12.56738,12.879721,121.774017,36.0,3409.0
354,Italy,Greece,41.87194,12.56738,39.074208,21.824312,3.0,3409.0
353,Italy,Ghana,41.87194,12.56738,7.9465270000000015,-1.0231940000000002,0.0,3409.0
352,Italy,Germany,41.87194,12.56738,51.165691,10.451526,15.0,3409.0
351,Italy,Gabon,41.87194,12.56738,-0.803689,11.609444,0.0,3409.0
350,Italy,France,41.87194,12.56738,46.227638,2.213749,9.0,3409.0
349,Italy,Finland,41.87194,12.56738,61.92411,25.748151,186.0,3409.0
348,Italy,Ethiopia,41.87194,12.56738,9.145,40.489673,0.0,3409.0
346,Italy,Egypt,41.87194,12.56738,26.820553000000004,30.802498,26.0,3409.0
319,Italy,Argentina,41.87194,12.56738,-38.416097,-63.616672,4.0,3409.0
345,Italy,Ecuador,41.87194,12.56738,-1.831239,-78.183406,0.0,3409.0
344,Italy,Djibouti,41.87194,12.56738,11.825138,42.590275,5.0,3409.0
343,Italy,Denmark,41.87194,12.56738,56.26392,9.501785,0.0,3409.0
342,Italy,DR Congo,41.87194,12.56738,-4.0383330000000015,21.758664000000003,0.0,3409.0
341,Italy,Czech Republic,41.87194,12.56738,49.817492,15.472962,10.0,3409.0
340,Italy,Cyprus,41.87194,12.56738,35.126413,33.429859,0.0,3409.0
339,Italy,Croatia,41.87194,12.56738,45.1,15.2,0.0,3409.0
338,Italy,Comoros,41.87194,12.56738,-11.875001,43.872219,0.0,3409.0
337,Italy,Colombia,41.87194,12.56738,4.570868,-74.297333,4.0,3409.0
336,Italy,China,41.87194,12.56738,35.86166,104.195397,0.0,3409.0
335,Italy,Chile,41.87194,12.56738,-35.675147,-71.542969,1.0,3409.0
359,Italy,Iran,41.87194,12.56738,32.427908,53.68804599999999,0.0,3409.0
360,Italy,Iraq,41.87194,12.56738,33.223191,43.679291,0.0,3409.0
361,Italy,Ireland,41.87194,12.56738,53.41291,-8.243889999999999,9.0,3409.0
362,Italy,Israel,41.87194,12.56738,31.046051,34.851612,256.0,3409.0
385,Italy,Pakistan,41.87194,12.56738,30.375321000000003,69.345116,172.0,3409.0
384,Italy,Oman,41.87194,12.56738,21.512583,55.92325500000001,21.0,3409.0
383,Italy,Norway,41.87194,12.56738,60.472024,8.468946,53.0,3409.0
382,Italy,Nigeria,41.87194,12.56738,9.081999,8.675277000000001,6.0,3409.0
381,Italy,New Zealand,41.87194,12.56738,-40.900557,174.88597099999996,11.0,3409.0
380,Italy,Netherlands,41.87194,12.56738,52.132633,5.291266,150.0,3409.0
379,Italy,Namibia,41.87194,12.56738,-22.95764,18.49041,0.0,3409.0
378,Italy,Myanmar,41.87194,12.56738,21.913965,95.956223,0.0,3409.0
377,Italy,Morocco,41.87194,12.56738,31.791702,-7.09262,31.0,3409.0
376,Italy,Mexico,41.87194,12.56738,23.634501,-102.552784,53.0,3409.0
375,Italy,Mauritania,41.87194,12.56738,21.00789,-10.940835,6.0,3409.0
374,Italy,Malta,41.87194,12.56738,35.937496,14.375416,18.0,3409.0
373,Italy,Malaysia,41.87194,12.56738,4.210483999999999,101.975766,0.0,3409.0
372,Italy,Macedonia,41.87194,12.56738,41.608635,21.745275,0.0,3409.0
371,Italy,Lithuania,41.87194,12.56738,55.169438,23.881275,0.0,3409.0
370,Italy,Libya,41.87194,12.56738,26.3351,17.228331,1.0,3409.0
369,Italy,Lesotho,41.87194,12.56738,-29.609988,28.233608,0.0,3409.0
368,Italy,Lebanon,41.87194,12.56738,33.854721000000005,35.862285,4.0,3409.0
367,Italy,Latvia,41.87194,12.56738,56.879635,24.603189,0.0,3409.0
366,Italy,Kuwait,41.87194,12.56738,29.31166,47.481766,18.0,3409.0
365,Italy,Kenya,41.87194,12.56738,-0.023559,37.906193,0.0,3409.0
364,Italy,Jordan,41.87194,12.56738,30.585164,36.238414,6.0,3409.0
363,Italy,Japan,41.87194,12.56738,36.204824,138.252924,0.0,3409.0
334,Italy,Chad,41.87194,12.56738,15.454166,18.732207,32.0,3409.0
333,Italy,Central African Republic,41.87194,12.56738,6.611111,20.939444,0.0,3409.0
332,Italy,Canada,41.87194,12.56738,56.130366,-106.346771,0.0,3409.0
325,Italy,Belgium,41.87194,12.56738,50.503887,4.469936,0.0,3409.0
331,Italy,Burundi,41.87194,12.56738,-3.373056,29.918886,0.0,3409.0
320,Italy,Australia,41.87194,12.56738,-25.274398,133.775136,160.0,3409.0
321,Italy,Austria,41.87194,12.56738,47.516231,14.550072,24.0,3409.0
323,Italy,Bahrain,41.87194,12.56738,25.930414000000006,50.637772,0.0,3409.0
324,Italy,Bangladesh,41.87194,12.56738,23.684994,90.356331,66.0,3409.0
322,Italy,Bahamas,41.87194,12.56738,25.03428,-77.39628,0.0,3409.0
326,Italy,Bolivia,41.87194,12.56738,-16.290154,-63.588653,0.0,3409.0
327,Italy,Brazil,41.87194,12.56738,-14.235004,-51.92528,101.0,3409.0
328,Italy,Brunei,41.87194,12.56738,4.535277,114.727669,0.0,3409.0
329,Italy,Bulgaria,41.87194,12.56738,42.733883,25.48583,0.0,3409.0
330,Italy,Burkina Faso,41.87194,12.56738,12.238333,-1.561593,6.0,3409.0
791,Israel,Ethiopia,31.046051000000002,34.851612,9.145,40.489672999999996,10.0,3185.0
799,Israel,Mauritius,31.046051000000002,34.851612,-20.348404000000002,57.552152,3.0,3185.0
797,Israel,Jordan,31.046051000000002,34.851612,30.585164000000002,36.238414,48.0,3185.0
796,Israel,Italy,31.046051000000002,34.851612,41.87194,12.56738,103.0,3185.0
795,Israel,Indonesia,31.046051000000002,34.851612,-0.789275,113.921327,1.0,3185.0
794,Israel,India,31.046051000000002,34.851612,20.593684,78.96288,1312.0,3185.0
793,Israel,Honduras,31.046051000000002,34.851612,15.199998999999998,-86.241905,13.0,3185.0
792,Israel,Germany,31.046051000000002,34.851612,51.165690999999995,10.451526,84.0,3185.0
786,Israel,Cameroon,31.046051000000002,34.851612,7.369722,12.354722,3.0,3185.0
790,Israel,Denmark,31.046051000000002,34.851612,56.26392,9.501785,10.0,3185.0
789,Israel,Czech Republic,31.046051000000002,34.851612,49.817492,15.472961999999999,16.0,3185.0
788,Israel,Colombia,31.046051000000002,34.851612,4.570868,-74.297333,51.0,3185.0
787,Israel,Chile,31.046051000000002,34.851612,-35.675146999999996,-71.542969,12.0,3185.0
801,Israel,New Zealand,31.046051000000002,34.851612,-40.900557,174.88597099999998,13.0,3185.0
785,Israel,Brazil,31.046051000000002,34.851612,-14.235004,-51.92528,99.0,3185.0
784,Israel,Belgium,31.046051000000002,34.851612,50.503887,4.469936,16.0,3185.0
783,Israel,Azerbaijan,31.046051000000002,34.851612,40.143105,47.576927000000005,424.0,3185.0
782,Israel,Austria,31.046051000000002,34.851612,47.516231,14.550072,4.0,3185.0
800,Israel,Mexico,31.046051000000002,34.851612,23.634501,-102.552784,29.0,3185.0
807,Israel,Portugal,31.046051000000002,34.851612,39.399871999999995,-8.224454,3.0,3185.0
802,Israel,Nigeria,31.046051000000002,34.851612,9.081999,8.675277000000001,12.0,3185.0
803,Israel,Paraguay,31.046051000000002,34.851612,-23.442503,-58.44383199999999,6.0,3185.0
821,Israel,Vietnam,31.046051000000002,34.851612,14.058323999999999,108.277199,115.0,3185.0
820,Israel,United States,31.046051000000002,34.851612,37.09024,-95.712891,190.0,3185.0
819,Israel,United Kingdom,31.046051000000002,34.851612,55.378051,-3.435973,129.0,3185.0
818,Israel,Turkmenistan,31.046051000000002,34.851612,38.969719,59.556278000000006,0.0,3185.0
817,Israel,Turkey,31.046051000000002,34.851612,38.963745,35.243322,41.0,3185.0
816,Israel,Thailand,31.046051000000002,34.851612,15.870032,100.992541,8.0,3185.0
815,Israel,Spain,31.046051000000002,34.851612,40.463667,-3.7492199999999998,54.0,3185.0
814,Israel,South Korea,31.046051000000002,34.851612,35.907757000000004,127.766922,185.0,3185.0
813,Israel,South Africa,31.046051000000002,34.851612,-30.559482,22.937506,5.0,3185.0
812,Israel,Singapore,31.046051000000002,34.851612,1.352083,103.819836,128.0,3185.0
811,Israel,Seychelles,31.046051000000002,34.851612,-4.679574,55.491977,3.0,3185.0
810,Israel,Senegal,31.046051000000002,34.851612,14.497401000000002,-14.452361999999999,8.0,3185.0
809,Israel,Rwanda,31.046051000000002,34.851612,-1.940278,29.873888,13.0,3185.0
808,Israel,Russia,31.046051000000002,34.851612,61.52401,105.31875600000001,3.0,3185.0
806,Israel,Poland,31.046051000000002,34.851612,51.919438,19.145135999999997,20.0,3185.0
805,Israel,Philippines,31.046051000000002,34.851612,12.879721,121.77401699999999,10.0,3185.0
804,Israel,Peru,31.046051000000002,34.851612,-9.189967,-75.015152,1.0,3185.0
798,Israel,Lithuania,31.046051000000002,34.851612,55.169438,23.881275,0.0,3185.0
